sentence1,sentence2,word,string,Same_sense,Distance,Layer,mean_relatedness,S1_ntokens,S2_ntokens,token_diffs,n_params,mpath,revision,step,model_modification,layers_modified,heads_modified
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.0,0,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step77000,77000,rescue_copy_step143000,[2],[1]
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.015082776546478271,1,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step77000,77000,rescue_copy_step143000,[2],[1]
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.026130735874176025,2,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step77000,77000,rescue_copy_step143000,[2],[1]
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.19445335865020752,3,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step77000,77000,rescue_copy_step143000,[2],[1]
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.043237507343292236,4,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step77000,77000,rescue_copy_step143000,[2],[1]
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.04814845323562622,5,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step77000,77000,rescue_copy_step143000,[2],[1]
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.002315700054168701,6,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step77000,77000,rescue_copy_step143000,[2],[1]
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.0,0,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step77000,77000,rescue_copy_step143000,[2],[1]
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.028400123119354248,1,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step77000,77000,rescue_copy_step143000,[2],[1]
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.057304978370666504,2,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step77000,77000,rescue_copy_step143000,[2],[1]
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.19991850852966309,3,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step77000,77000,rescue_copy_step143000,[2],[1]
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.06621229648590088,4,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step77000,77000,rescue_copy_step143000,[2],[1]
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.053339481353759766,5,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step77000,77000,rescue_copy_step143000,[2],[1]
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.0029332637786865234,6,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step77000,77000,rescue_copy_step143000,[2],[1]
It was a humane act.,It was a magic act.,act,act,Different Sense,0.0,0,2.818181818,7,6,1,14067712,EleutherAI/pythia-14m,step77000,77000,rescue_copy_step143000,[2],[1]
It was a humane act.,It was a magic act.,act,act,Different Sense,0.00720369815826416,1,2.818181818,7,6,1,14067712,EleutherAI/pythia-14m,step77000,77000,rescue_copy_step143000,[2],[1]
It was a humane act.,It was a magic act.,act,act,Different Sense,0.025323331356048584,2,2.818181818,7,6,1,14067712,EleutherAI/pythia-14m,step77000,77000,rescue_copy_step143000,[2],[1]
It was a humane act.,It was a magic act.,act,act,Different Sense,0.1978151798248291,3,2.818181818,7,6,1,14067712,EleutherAI/pythia-14m,step77000,77000,rescue_copy_step143000,[2],[1]
It was a humane act.,It was a magic act.,act,act,Different Sense,0.02504587173461914,4,2.818181818,7,6,1,14067712,EleutherAI/pythia-14m,step77000,77000,rescue_copy_step143000,[2],[1]
It was a humane act.,It was a magic act.,act,act,Different Sense,0.024841725826263428,5,2.818181818,7,6,1,14067712,EleutherAI/pythia-14m,step77000,77000,rescue_copy_step143000,[2],[1]
It was a humane act.,It was a magic act.,act,act,Different Sense,0.0015895962715148926,6,2.818181818,7,6,1,14067712,EleutherAI/pythia-14m,step77000,77000,rescue_copy_step143000,[2],[1]
