sentence,word,string,disambiguating_word,Attention,inserted_string,inserted_string_final_token,Attention_inserted_string,Attention_1back,Entropy,Head,Layer,n_params,mpath,revision,step
It was a desperate kind of act.,act,act, desperate,0.049876827746629715,kind of, of,0.21563541889190674,0.23848691582679749,2.0745444297790527,0,0,14067712,EleutherAI/pythia-14m,step20000,20000
It was a desperate kind of act.,act,act, desperate,0.13052180409431458,kind of, of,0.06780726462602615,0.230367973446846,2.0700931549072266,1,0,14067712,EleutherAI/pythia-14m,step20000,20000
It was a desperate kind of act.,act,act, desperate,0.12095503509044647,kind of, of,0.33315229415893555,0.25398579239845276,2.0652732849121094,2,0,14067712,EleutherAI/pythia-14m,step20000,20000
It was a desperate kind of act.,act,act, desperate,0.661126434803009,kind of, of,0.053797245025634766,0.22522832453250885,2.0516881942749023,3,0,14067712,EleutherAI/pythia-14m,step20000,20000
It was a desperate kind of act.,act,act, desperate,0.012078109197318554,kind of, of,0.22438298165798187,0.3885591924190521,2.0531678199768066,0,1,14067712,EleutherAI/pythia-14m,step20000,20000
It was a desperate kind of act.,act,act, desperate,0.10097695142030716,kind of, of,0.380472868680954,0.32422420382499695,2.0723490715026855,1,1,14067712,EleutherAI/pythia-14m,step20000,20000
It was a desperate kind of act.,act,act, desperate,0.07569503784179688,kind of, of,0.17696437239646912,0.2926759421825409,2.075193405151367,2,1,14067712,EleutherAI/pythia-14m,step20000,20000
It was a desperate kind of act.,act,act, desperate,0.0030201536137610674,kind of, of,0.3917296826839447,0.13038954138755798,2.067990303039551,3,1,14067712,EleutherAI/pythia-14m,step20000,20000
It was a desperate kind of act.,act,act, desperate,0.4921417832374573,kind of, of,0.010504573583602905,0.2889961302280426,2.0645604133605957,0,2,14067712,EleutherAI/pythia-14m,step20000,20000
It was a desperate kind of act.,act,act, desperate,0.00013088808918837458,kind of, of,0.8496107459068298,0.6923424005508423,2.0243539810180664,1,2,14067712,EleutherAI/pythia-14m,step20000,20000
It was a desperate kind of act.,act,act, desperate,0.07923802733421326,kind of, of,0.08805716782808304,0.25376319885253906,2.071681499481201,2,2,14067712,EleutherAI/pythia-14m,step20000,20000
It was a desperate kind of act.,act,act, desperate,0.11309986561536789,kind of, of,0.04615006968379021,0.17575666308403015,2.070547103881836,3,2,14067712,EleutherAI/pythia-14m,step20000,20000
It was a desperate kind of act.,act,act, desperate,0.028719106689095497,kind of, of,0.04325563833117485,0.17525817453861237,2.068276882171631,0,3,14067712,EleutherAI/pythia-14m,step20000,20000
It was a desperate kind of act.,act,act, desperate,0.17590199410915375,kind of, of,0.025070561096072197,0.20507949590682983,2.075188159942627,1,3,14067712,EleutherAI/pythia-14m,step20000,20000
It was a desperate kind of act.,act,act, desperate,8.230622370319907e-06,kind of, of,0.0008566145552322268,0.1377430409193039,2.0524044036865234,2,3,14067712,EleutherAI/pythia-14m,step20000,20000
It was a desperate kind of act.,act,act, desperate,5.826624160931715e-08,kind of, of,6.594408478122205e-05,0.13917559385299683,2.0518341064453125,3,3,14067712,EleutherAI/pythia-14m,step20000,20000
It was a desperate kind of act.,act,act, desperate,0.05790810286998749,kind of, of,0.08225170522928238,0.1991022229194641,2.065814971923828,0,4,14067712,EleutherAI/pythia-14m,step20000,20000
It was a desperate kind of act.,act,act, desperate,0.11340563744306564,kind of, of,0.017693795263767242,0.20905743539333344,2.067803382873535,1,4,14067712,EleutherAI/pythia-14m,step20000,20000
It was a desperate kind of act.,act,act, desperate,0.1396452784538269,kind of, of,0.34856411814689636,0.30111178755760193,2.074443817138672,2,4,14067712,EleutherAI/pythia-14m,step20000,20000
It was a desperate kind of act.,act,act, desperate,0.2280624806880951,kind of, of,0.0722697302699089,0.23699161410331726,2.0770535469055176,3,4,14067712,EleutherAI/pythia-14m,step20000,20000
It was a desperate kind of act.,act,act, desperate,0.022205723449587822,kind of, of,0.0037324156146496534,0.14273841679096222,2.0578389167785645,0,5,14067712,EleutherAI/pythia-14m,step20000,20000
It was a desperate kind of act.,act,act, desperate,0.033955711871385574,kind of, of,0.035110846161842346,0.16876238584518433,2.058621406555176,1,5,14067712,EleutherAI/pythia-14m,step20000,20000
