sentence,word,string,disambiguating_word,Attention,inserted_string,inserted_string_final_token,Attention_inserted_string,Attention_1back,Entropy,Head,Layer,n_params,mpath,revision,step
It was a desperate kind of act.,act,act, desperate,0.008757085539400578,kind of, of,0.46006208658218384,0.28779545426368713,2.0652213096618652,0,0,14067712,EleutherAI/pythia-14m,step47000,47000
It was a desperate kind of act.,act,act, desperate,0.007910567335784435,kind of, of,0.17451295256614685,0.2911911904811859,2.071810722351074,1,0,14067712,EleutherAI/pythia-14m,step47000,47000
It was a desperate kind of act.,act,act, desperate,0.02905806340277195,kind of, of,0.30157244205474854,0.20464067161083221,2.059882640838623,2,0,14067712,EleutherAI/pythia-14m,step47000,47000
It was a desperate kind of act.,act,act, desperate,0.25955668091773987,kind of, of,0.11112705618143082,0.3059179484844208,2.074920654296875,3,0,14067712,EleutherAI/pythia-14m,step47000,47000
It was a desperate kind of act.,act,act, desperate,0.0012940444285050035,kind of, of,0.15421494841575623,0.35487455129623413,2.0307140350341797,0,1,14067712,EleutherAI/pythia-14m,step47000,47000
It was a desperate kind of act.,act,act, desperate,0.0919281393289566,kind of, of,0.3881007730960846,0.36893048882484436,2.071713447570801,1,1,14067712,EleutherAI/pythia-14m,step47000,47000
It was a desperate kind of act.,act,act, desperate,0.024562783539295197,kind of, of,0.12925991415977478,0.2954665422439575,2.07257342338562,2,1,14067712,EleutherAI/pythia-14m,step47000,47000
It was a desperate kind of act.,act,act, desperate,0.0005315726739354432,kind of, of,0.23180338740348816,0.09796245396137238,2.0617330074310303,3,1,14067712,EleutherAI/pythia-14m,step47000,47000
It was a desperate kind of act.,act,act, desperate,0.40595605969429016,kind of, of,0.019100800156593323,0.2917812764644623,2.0696983337402344,0,2,14067712,EleutherAI/pythia-14m,step47000,47000
It was a desperate kind of act.,act,act, desperate,0.00011815872858278453,kind of, of,0.7860642075538635,0.7358905076980591,2.0342917442321777,1,2,14067712,EleutherAI/pythia-14m,step47000,47000
It was a desperate kind of act.,act,act, desperate,0.09808780252933502,kind of, of,0.13127374649047852,0.27998340129852295,2.075192928314209,2,2,14067712,EleutherAI/pythia-14m,step47000,47000
It was a desperate kind of act.,act,act, desperate,0.12568561732769012,kind of, of,0.04589693993330002,0.1988806128501892,2.0657291412353516,3,2,14067712,EleutherAI/pythia-14m,step47000,47000
It was a desperate kind of act.,act,act, desperate,0.014096949249505997,kind of, of,0.2295777052640915,0.18016581237316132,2.0622339248657227,0,3,14067712,EleutherAI/pythia-14m,step47000,47000
It was a desperate kind of act.,act,act, desperate,0.15162067115306854,kind of, of,0.041277848184108734,0.24290123581886292,2.0716521739959717,1,3,14067712,EleutherAI/pythia-14m,step47000,47000
It was a desperate kind of act.,act,act, desperate,4.62148079805047e-07,kind of, of,0.0007880305638536811,0.12600679695606232,1.9946321249008179,2,3,14067712,EleutherAI/pythia-14m,step47000,47000
It was a desperate kind of act.,act,act, desperate,4.0813978330334066e-07,kind of, of,0.0009422199218533933,0.13543710112571716,1.994690179824829,3,3,14067712,EleutherAI/pythia-14m,step47000,47000
It was a desperate kind of act.,act,act, desperate,0.10743003338575363,kind of, of,0.13263170421123505,0.2132500559091568,2.0739192962646484,0,4,14067712,EleutherAI/pythia-14m,step47000,47000
It was a desperate kind of act.,act,act, desperate,0.051283419132232666,kind of, of,0.016811134293675423,0.1718050092458725,2.041919708251953,1,4,14067712,EleutherAI/pythia-14m,step47000,47000
It was a desperate kind of act.,act,act, desperate,0.26420858502388,kind of, of,0.19035601615905762,0.24726836383342743,2.0759401321411133,2,4,14067712,EleutherAI/pythia-14m,step47000,47000
It was a desperate kind of act.,act,act, desperate,0.32661381363868713,kind of, of,0.04649648070335388,0.21140606701374054,2.0746798515319824,3,4,14067712,EleutherAI/pythia-14m,step47000,47000
It was a desperate kind of act.,act,act, desperate,1.950322232318889e-26,kind of, of,2.3426660361311486e-28,0.1428571492433548,1.9943008422851562,0,5,14067712,EleutherAI/pythia-14m,step47000,47000
It was a desperate kind of act.,act,act, desperate,0.23009203374385834,kind of, of,0.2797207534313202,0.29285991191864014,2.071012020111084,1,5,14067712,EleutherAI/pythia-14m,step47000,47000
It was a desperate kind of act.,act,act, desperate,0.15675142407417297,kind of, of,0.12154283374547958,0.20896323025226593,2.0763347148895264,2,5,14067712,EleutherAI/pythia-14m,step47000,47000
It was a desperate kind of act.,act,act, desperate,1.001301403576501e-16,kind of, of,4.290387578663338e-16,0.1428571492433548,1.9943509101867676,3,5,14067712,EleutherAI/pythia-14m,step47000,47000
It was a humane kind of act.,act,act, humane,0.005408004391938448,kind of, of,0.46640700101852417,0.2455522119998932,2.183318614959717,0,0,14067712,EleutherAI/pythia-14m,step47000,47000
It was a humane kind of act.,act,act, humane,0.0037338074762374163,kind of, of,0.1708662360906601,0.20068548619747162,2.190328598022461,1,0,14067712,EleutherAI/pythia-14m,step47000,47000
It was a humane kind of act.,act,act, humane,0.03422815725207329,kind of, of,0.295164555311203,0.18017467856407166,2.1809229850769043,2,0,14067712,EleutherAI/pythia-14m,step47000,47000
It was a humane kind of act.,act,act, humane,0.022699590772390366,kind of, of,0.14822174608707428,0.3493160605430603,2.190584659576416,3,0,14067712,EleutherAI/pythia-14m,step47000,47000
It was a humane kind of act.,act,act, humane,0.00046504600322805345,kind of, of,0.16249781847000122,0.3577098250389099,2.153383255004883,0,1,14067712,EleutherAI/pythia-14m,step47000,47000
It was a humane kind of act.,act,act, humane,0.018575668334960938,kind of, of,0.445658802986145,0.3356550335884094,2.186272621154785,1,1,14067712,EleutherAI/pythia-14m,step47000,47000
It was a humane kind of act.,act,act, humane,0.023856040090322495,kind of, of,0.13594308495521545,0.30747613310813904,2.190321922302246,2,1,14067712,EleutherAI/pythia-14m,step47000,47000
It was a humane kind of act.,act,act, humane,0.0018305591074749827,kind of, of,0.18900957703590393,0.05999785661697388,2.175568103790283,3,1,14067712,EleutherAI/pythia-14m,step47000,47000
It was a humane kind of act.,act,act, humane,0.14014144241809845,kind of, of,0.023960210382938385,0.3206058144569397,2.1917836666107178,0,2,14067712,EleutherAI/pythia-14m,step47000,47000
It was a humane kind of act.,act,act, humane,5.575113755185157e-05,kind of, of,0.7868033647537231,0.7398537397384644,2.155069589614868,1,2,14067712,EleutherAI/pythia-14m,step47000,47000
It was a humane kind of act.,act,act, humane,0.11856359988451004,kind of, of,0.13461533188819885,0.24783357977867126,2.1952171325683594,2,2,14067712,EleutherAI/pythia-14m,step47000,47000
It was a humane kind of act.,act,act, humane,0.012113835662603378,kind of, of,0.04339873045682907,0.15917278826236725,2.180393695831299,3,2,14067712,EleutherAI/pythia-14m,step47000,47000
It was a humane kind of act.,act,act, humane,0.1052154153585434,kind of, of,0.16114726662635803,0.16836541891098022,2.1891961097717285,0,3,14067712,EleutherAI/pythia-14m,step47000,47000
It was a humane kind of act.,act,act, humane,0.08743727207183838,kind of, of,0.05253248289227486,0.2337910681962967,2.1927285194396973,1,3,14067712,EleutherAI/pythia-14m,step47000,47000
It was a humane kind of act.,act,act, humane,0.0038978978991508484,kind of, of,0.00963595137000084,0.11179373413324356,2.122716188430786,2,3,14067712,EleutherAI/pythia-14m,step47000,47000
It was a humane kind of act.,act,act, humane,0.04086887091398239,kind of, of,0.005364667158573866,0.12072534114122391,2.1358203887939453,3,3,14067712,EleutherAI/pythia-14m,step47000,47000
It was a humane kind of act.,act,act, humane,0.022801974788308144,kind of, of,0.09488358348608017,0.18376661837100983,2.1884162425994873,0,4,14067712,EleutherAI/pythia-14m,step47000,47000
It was a humane kind of act.,act,act, humane,0.015573028475046158,kind of, of,0.03635703772306442,0.15614667534828186,2.1627137660980225,1,4,14067712,EleutherAI/pythia-14m,step47000,47000
It was a humane kind of act.,act,act, humane,0.05312713235616684,kind of, of,0.2758658528327942,0.20583003759384155,2.1937828063964844,2,4,14067712,EleutherAI/pythia-14m,step47000,47000
It was a humane kind of act.,act,act, humane,0.08198106288909912,kind of, of,0.03297800570726395,0.2159864604473114,2.1944265365600586,3,4,14067712,EleutherAI/pythia-14m,step47000,47000
It was a humane kind of act.,act,act, humane,8.822790046290885e-15,kind of, of,1.6656876899832186e-23,0.125,2.1183390617370605,0,5,14067712,EleutherAI/pythia-14m,step47000,47000
It was a humane kind of act.,act,act, humane,0.4982658922672272,kind of, of,2.140962351404596e-06,0.2216283679008484,2.119075298309326,1,5,14067712,EleutherAI/pythia-14m,step47000,47000
It was a humane kind of act.,act,act, humane,0.03356347605586052,kind of, of,0.17127200961112976,0.22152642905712128,2.1933743953704834,2,5,14067712,EleutherAI/pythia-14m,step47000,47000
It was a humane kind of act.,act,act, humane,5.028828915787376e-13,kind of, of,3.8618607145707654e-14,0.24760955572128296,2.1183981895446777,3,5,14067712,EleutherAI/pythia-14m,step47000,47000
It was a magic kind of act.,act,act, magic,0.006675191223621368,kind of, of,0.4610283374786377,0.3093772828578949,2.065124988555908,0,0,14067712,EleutherAI/pythia-14m,step47000,47000
It was a magic kind of act.,act,act, magic,0.001963594928383827,kind of, of,0.17555905878543854,0.21613554656505585,2.0716278553009033,1,0,14067712,EleutherAI/pythia-14m,step47000,47000
It was a magic kind of act.,act,act, magic,0.024191703647375107,kind of, of,0.3030838966369629,0.1825699657201767,2.0595955848693848,2,0,14067712,EleutherAI/pythia-14m,step47000,47000
