sentence,word,string,disambiguating_word,Attention,inserted_string,inserted_string_final_token,Attention_inserted_string,Attention_1back,Entropy,Head,Layer,n_params,mpath,revision,step
It was a desperate kind of act.,act,act, desperate,0.01000756025314331,kind of, of,0.5735323429107666,0.3150269687175751,2.0588033199310303,0,0,14067712,EleutherAI/pythia-14m,step52000,52000
It was a desperate kind of act.,act,act, desperate,0.008155900053679943,kind of, of,0.5395129323005676,0.35503390431404114,2.0623655319213867,1,0,14067712,EleutherAI/pythia-14m,step52000,52000
It was a desperate kind of act.,act,act, desperate,0.02816329151391983,kind of, of,0.31027770042419434,0.19353193044662476,2.060837745666504,2,0,14067712,EleutherAI/pythia-14m,step52000,52000
It was a desperate kind of act.,act,act, desperate,0.31511548161506653,kind of, of,0.0951596200466156,0.30957332253456116,2.07279896736145,3,0,14067712,EleutherAI/pythia-14m,step52000,52000
It was a desperate kind of act.,act,act, desperate,0.00044101907406002283,kind of, of,0.11982578784227371,0.36840298771858215,2.022264003753662,0,1,14067712,EleutherAI/pythia-14m,step52000,52000
It was a desperate kind of act.,act,act, desperate,0.09647446125745773,kind of, of,0.35870134830474854,0.3672636151313782,2.0731043815612793,1,1,14067712,EleutherAI/pythia-14m,step52000,52000
It was a desperate kind of act.,act,act, desperate,0.02727641724050045,kind of, of,0.10516440868377686,0.2711864113807678,2.071096420288086,2,1,14067712,EleutherAI/pythia-14m,step52000,52000
It was a desperate kind of act.,act,act, desperate,0.0006099868915043771,kind of, of,0.11384771019220352,0.09778569638729095,2.046487331390381,3,1,14067712,EleutherAI/pythia-14m,step52000,52000
It was a desperate kind of act.,act,act, desperate,0.3844934403896332,kind of, of,0.014272929169237614,0.2906106114387512,2.070183277130127,0,2,14067712,EleutherAI/pythia-14m,step52000,52000
It was a desperate kind of act.,act,act, desperate,0.00015609552792739123,kind of, of,0.8054786920547485,0.7023260593414307,2.031364679336548,1,2,14067712,EleutherAI/pythia-14m,step52000,52000
It was a desperate kind of act.,act,act, desperate,0.1297878473997116,kind of, of,0.15179237723350525,0.2821615934371948,2.076246738433838,2,2,14067712,EleutherAI/pythia-14m,step52000,52000
It was a desperate kind of act.,act,act, desperate,0.10925734788179398,kind of, of,0.044706765562295914,0.19361743330955505,2.062204360961914,3,2,14067712,EleutherAI/pythia-14m,step52000,52000
It was a desperate kind of act.,act,act, desperate,0.009274695999920368,kind of, of,0.24162596464157104,0.175916388630867,2.059187173843384,0,3,14067712,EleutherAI/pythia-14m,step52000,52000
It was a desperate kind of act.,act,act, desperate,0.15571315586566925,kind of, of,0.03615483269095421,0.23992154002189636,2.0710277557373047,1,3,14067712,EleutherAI/pythia-14m,step52000,52000
It was a desperate kind of act.,act,act, desperate,8.606125447840896e-06,kind of, of,0.005288940388709307,0.13368868827819824,1.9956274032592773,2,3,14067712,EleutherAI/pythia-14m,step52000,52000
It was a desperate kind of act.,act,act, desperate,3.2688128612790024e-06,kind of, of,0.006077699363231659,0.13704261183738708,1.9958548545837402,3,3,14067712,EleutherAI/pythia-14m,step52000,52000
It was a desperate kind of act.,act,act, desperate,0.07692509144544601,kind of, of,0.15288448333740234,0.2112111896276474,2.0725765228271484,0,4,14067712,EleutherAI/pythia-14m,step52000,52000
It was a desperate kind of act.,act,act, desperate,0.03952479362487793,kind of, of,0.013312813825905323,0.15948420763015747,2.035052537918091,1,4,14067712,EleutherAI/pythia-14m,step52000,52000
It was a desperate kind of act.,act,act, desperate,0.21403293311595917,kind of, of,0.3076072335243225,0.27801746129989624,2.074653148651123,2,4,14067712,EleutherAI/pythia-14m,step52000,52000
It was a desperate kind of act.,act,act, desperate,0.3086867928504944,kind of, of,0.08039316534996033,0.2365671694278717,2.075380802154541,3,4,14067712,EleutherAI/pythia-14m,step52000,52000
It was a desperate kind of act.,act,act, desperate,1.3705665833213004e-21,kind of, of,1.5312820619897284e-24,0.1428571492433548,1.9943008422851562,0,5,14067712,EleutherAI/pythia-14m,step52000,52000
It was a desperate kind of act.,act,act, desperate,3.125965165674645e-19,kind of, of,2.2787686020951814e-17,0.1428571492433548,1.9943008422851562,1,5,14067712,EleutherAI/pythia-14m,step52000,52000
It was a desperate kind of act.,act,act, desperate,0.260572224855423,kind of, of,0.07418281584978104,0.21952347457408905,2.073513984680176,2,5,14067712,EleutherAI/pythia-14m,step52000,52000
It was a desperate kind of act.,act,act, desperate,1.2620436813659541e-11,kind of, of,1.2208253505341382e-11,0.14286896586418152,1.9943010807037354,3,5,14067712,EleutherAI/pythia-14m,step52000,52000
It was a humane kind of act.,act,act, humane,0.0037751304917037487,kind of, of,0.5834155082702637,0.2631957530975342,2.1768689155578613,0,0,14067712,EleutherAI/pythia-14m,step52000,52000
It was a humane kind of act.,act,act, humane,0.0021461579017341137,kind of, of,0.5270211696624756,0.26079344749450684,2.181765556335449,1,0,14067712,EleutherAI/pythia-14m,step52000,52000
It was a humane kind of act.,act,act, humane,0.02902810648083687,kind of, of,0.30185365676879883,0.19374296069145203,2.1807432174682617,2,0,14067712,EleutherAI/pythia-14m,step52000,52000
It was a humane kind of act.,act,act, humane,0.019492270424962044,kind of, of,0.13554254174232483,0.3621061444282532,2.1881678104400635,3,0,14067712,EleutherAI/pythia-14m,step52000,52000
It was a humane kind of act.,act,act, humane,0.0003504815394990146,kind of, of,0.12668384611606598,0.3577929139137268,2.1456127166748047,0,1,14067712,EleutherAI/pythia-14m,step52000,52000
It was a humane kind of act.,act,act, humane,0.023084517568349838,kind of, of,0.415986567735672,0.3295488953590393,2.1880407333374023,1,1,14067712,EleutherAI/pythia-14m,step52000,52000
It was a humane kind of act.,act,act, humane,0.015591197647154331,kind of, of,0.12332141399383545,0.32010382413864136,2.188629388809204,2,1,14067712,EleutherAI/pythia-14m,step52000,52000
It was a humane kind of act.,act,act, humane,0.0006215372122824192,kind of, of,0.09447840601205826,0.06816384941339493,2.1598145961761475,3,1,14067712,EleutherAI/pythia-14m,step52000,52000
It was a humane kind of act.,act,act, humane,0.15501591563224792,kind of, of,0.015245174057781696,0.32315176725387573,2.191185474395752,0,2,14067712,EleutherAI/pythia-14m,step52000,52000
It was a humane kind of act.,act,act, humane,8.624358451925218e-05,kind of, of,0.7907809615135193,0.722842812538147,2.1544532775878906,1,2,14067712,EleutherAI/pythia-14m,step52000,52000
It was a humane kind of act.,act,act, humane,0.1114162802696228,kind of, of,0.14384180307388306,0.24691835045814514,2.195406436920166,2,2,14067712,EleutherAI/pythia-14m,step52000,52000
It was a humane kind of act.,act,act, humane,0.011369261890649796,kind of, of,0.038616009056568146,0.1562321037054062,2.1769137382507324,3,2,14067712,EleutherAI/pythia-14m,step52000,52000
