sentence,word,string,disambiguating_word,Attention,inserted_string,inserted_string_final_token,Attention_inserted_string,Attention_1back,Entropy,Head,Layer,n_params,mpath,revision,step
It was a desperate kind of act.,act,act, desperate,0.0018199625192210078,kind of, of,0.6042382717132568,0.27962636947631836,2.0561327934265137,0,0,14067712,EleutherAI/pythia-14m,step78000,78000
It was a desperate kind of act.,act,act, desperate,0.004224349744617939,kind of, of,0.7536385655403137,0.3214878439903259,2.0388479232788086,1,0,14067712,EleutherAI/pythia-14m,step78000,78000
It was a desperate kind of act.,act,act, desperate,0.20019100606441498,kind of, of,0.26510682702064514,0.24387605488300323,2.0740244388580322,2,0,14067712,EleutherAI/pythia-14m,step78000,78000
It was a desperate kind of act.,act,act, desperate,0.1620318442583084,kind of, of,0.11634068191051483,0.34514251351356506,2.071767807006836,3,0,14067712,EleutherAI/pythia-14m,step78000,78000
It was a desperate kind of act.,act,act, desperate,0.00028770824428647757,kind of, of,0.11200090497732162,0.3544553816318512,2.0210750102996826,0,1,14067712,EleutherAI/pythia-14m,step78000,78000
It was a desperate kind of act.,act,act, desperate,0.05423322319984436,kind of, of,0.3631032705307007,0.35322245955467224,2.072441339492798,1,1,14067712,EleutherAI/pythia-14m,step78000,78000
It was a desperate kind of act.,act,act, desperate,0.03285792097449303,kind of, of,0.1092584878206253,0.2964712679386139,2.069622039794922,2,1,14067712,EleutherAI/pythia-14m,step78000,78000
It was a desperate kind of act.,act,act, desperate,8.072531272773631e-06,kind of, of,0.09826833009719849,0.12627418339252472,2.0588274002075195,3,1,14067712,EleutherAI/pythia-14m,step78000,78000
It was a desperate kind of act.,act,act, desperate,0.49245890974998474,kind of, of,0.014123122207820415,0.27383074164390564,2.0660362243652344,0,2,14067712,EleutherAI/pythia-14m,step78000,78000
It was a desperate kind of act.,act,act, desperate,0.00038544824928976595,kind of, of,0.711757481098175,0.6931068897247314,2.044247627258301,1,2,14067712,EleutherAI/pythia-14m,step78000,78000
It was a desperate kind of act.,act,act, desperate,0.12247129529714584,kind of, of,0.12874172627925873,0.2679122984409332,2.0764474868774414,2,2,14067712,EleutherAI/pythia-14m,step78000,78000
It was a desperate kind of act.,act,act, desperate,0.07491505891084671,kind of, of,0.06426233053207397,0.19587929546833038,2.0612130165100098,3,2,14067712,EleutherAI/pythia-14m,step78000,78000
It was a desperate kind of act.,act,act, desperate,0.0018647229298949242,kind of, of,0.7305632829666138,0.24996118247509003,2.0419416427612305,0,3,14067712,EleutherAI/pythia-14m,step78000,78000
It was a desperate kind of act.,act,act, desperate,0.019500046968460083,kind of, of,0.01741158217191696,0.14632564783096313,2.0075109004974365,1,3,14067712,EleutherAI/pythia-14m,step78000,78000
It was a desperate kind of act.,act,act, desperate,2.2117258424714237e-07,kind of, of,4.674480442190543e-05,0.13892732560634613,1.994324803352356,2,3,14067712,EleutherAI/pythia-14m,step78000,78000
It was a desperate kind of act.,act,act, desperate,1.8588488046589191e-06,kind of, of,4.5123826566850767e-05,0.14072611927986145,1.9943561553955078,3,3,14067712,EleutherAI/pythia-14m,step78000,78000
It was a desperate kind of act.,act,act, desperate,0.05563740059733391,kind of, of,0.009393773041665554,0.15473656356334686,2.0267064571380615,0,4,14067712,EleutherAI/pythia-14m,step78000,78000
It was a desperate kind of act.,act,act, desperate,3.0288237695685893e-08,kind of, of,5.998260776962638e-10,0.14294099807739258,1.9943022727966309,1,4,14067712,EleutherAI/pythia-14m,step78000,78000
It was a desperate kind of act.,act,act, desperate,0.20193567872047424,kind of, of,0.22979667782783508,0.2618826627731323,2.0750153064727783,2,4,14067712,EleutherAI/pythia-14m,step78000,78000
It was a desperate kind of act.,act,act, desperate,0.9923380017280579,kind of, of,3.522392580634914e-05,0.3265535831451416,1.9960522651672363,3,4,14067712,EleutherAI/pythia-14m,step78000,78000
It was a desperate kind of act.,act,act, desperate,4.3308440068671715e-20,kind of, of,9.091644809638412e-24,0.1428571492433548,1.9943008422851562,0,5,14067712,EleutherAI/pythia-14m,step78000,78000
It was a desperate kind of act.,act,act, desperate,1.9316293356497205e-12,kind of, of,1.4358950140014315e-10,0.1428571492433548,1.9943008422851562,1,5,14067712,EleutherAI/pythia-14m,step78000,78000
It was a desperate kind of act.,act,act, desperate,0.12658244371414185,kind of, of,0.0011567118344828486,0.1517254114151001,2.0466558933258057,2,5,14067712,EleutherAI/pythia-14m,step78000,78000
It was a desperate kind of act.,act,act, desperate,8.710566296032951e-11,kind of, of,2.916799289078009e-13,0.1428571492433548,2.0378880500793457,3,5,14067712,EleutherAI/pythia-14m,step78000,78000
It was a humane kind of act.,act,act, humane,0.003931423649191856,kind of, of,0.6021787524223328,0.25146281719207764,2.1754331588745117,0,0,14067712,EleutherAI/pythia-14m,step78000,78000
It was a humane kind of act.,act,act, humane,0.00030722844530828297,kind of, of,0.7463700175285339,0.2678212821483612,2.1601901054382324,1,0,14067712,EleutherAI/pythia-14m,step78000,78000
