sentence,word,string,disambiguating_word,Attention,inserted_string,inserted_string_final_token,Attention_inserted_string,Attention_1back,Entropy,Head,Layer,n_params,mpath,revision,step
It was a desperate kind of act.,act,act, desperate,0.0012759118108078837,kind of, of,0.7531188130378723,0.2635074257850647,2.0395867824554443,0,0,14067712,EleutherAI/pythia-14m,step137000,137000
It was a desperate kind of act.,act,act, desperate,0.0014422404346987605,kind of, of,0.6996451616287231,0.34327059984207153,2.045217990875244,1,0,14067712,EleutherAI/pythia-14m,step137000,137000
It was a desperate kind of act.,act,act, desperate,0.12628228962421417,kind of, of,0.4735651910305023,0.28619062900543213,2.067683219909668,2,0,14067712,EleutherAI/pythia-14m,step137000,137000
It was a desperate kind of act.,act,act, desperate,0.3259882926940918,kind of, of,0.1398213803768158,0.3418809473514557,2.0737152099609375,3,0,14067712,EleutherAI/pythia-14m,step137000,137000
It was a desperate kind of act.,act,act, desperate,0.0002295239391969517,kind of, of,0.03691563010215759,0.3103623390197754,2.0046029090881348,0,1,14067712,EleutherAI/pythia-14m,step137000,137000
It was a desperate kind of act.,act,act, desperate,0.041423335671424866,kind of, of,0.34610649943351746,0.30747270584106445,2.0728092193603516,1,1,14067712,EleutherAI/pythia-14m,step137000,137000
It was a desperate kind of act.,act,act, desperate,0.10509943217039108,kind of, of,0.08433274924755096,0.28500208258628845,2.070767402648926,2,1,14067712,EleutherAI/pythia-14m,step137000,137000
It was a desperate kind of act.,act,act, desperate,9.101480031858955e-07,kind of, of,0.015533053316175938,0.12642915546894073,2.044896125793457,3,1,14067712,EleutherAI/pythia-14m,step137000,137000
It was a desperate kind of act.,act,act, desperate,0.34306561946868896,kind of, of,0.014521650038659573,0.27595603466033936,2.0716116428375244,0,2,14067712,EleutherAI/pythia-14m,step137000,137000
It was a desperate kind of act.,act,act, desperate,0.0007031620480120182,kind of, of,0.712523341178894,0.6650070548057556,2.044276714324951,1,2,14067712,EleutherAI/pythia-14m,step137000,137000
It was a desperate kind of act.,act,act, desperate,0.10462362319231033,kind of, of,0.14497125148773193,0.29069072008132935,2.077759265899658,2,2,14067712,EleutherAI/pythia-14m,step137000,137000
