sentence,word,string,disambiguating_word,Attention,inserted_string,inserted_string_final_token,Attention_inserted_string,Attention_1back,Entropy,Head,Layer,n_params,mpath,revision,step
It was a desperate kind of act.,act,act, desperate,0.050307586789131165,kind of, of,0.21598467230796814,0.23872986435890198,2.073364496231079,0,0,14067712,EleutherAI/pythia-14m,step22000,22000
It was a desperate kind of act.,act,act, desperate,0.09266610443592072,kind of, of,0.06670072674751282,0.24250297248363495,2.0690970420837402,1,0,14067712,EleutherAI/pythia-14m,step22000,22000
It was a desperate kind of act.,act,act, desperate,0.09832664579153061,kind of, of,0.3018667995929718,0.2640203535556793,2.060314178466797,2,0,14067712,EleutherAI/pythia-14m,step22000,22000
It was a desperate kind of act.,act,act, desperate,0.43087154626846313,kind of, of,0.09514255821704865,0.24537986516952515,2.0701026916503906,3,0,14067712,EleutherAI/pythia-14m,step22000,22000
It was a desperate kind of act.,act,act, desperate,0.007999300956726074,kind of, of,0.21758867800235748,0.40572336316108704,2.0517067909240723,0,1,14067712,EleutherAI/pythia-14m,step22000,22000
It was a desperate kind of act.,act,act, desperate,0.12230712175369263,kind of, of,0.35869938135147095,0.3287287652492523,2.0731568336486816,1,1,14067712,EleutherAI/pythia-14m,step22000,22000
It was a desperate kind of act.,act,act, desperate,0.059951167553663254,kind of, of,0.18113510310649872,0.3048120439052582,2.0752055644989014,2,1,14067712,EleutherAI/pythia-14m,step22000,22000
It was a desperate kind of act.,act,act, desperate,0.004583683796226978,kind of, of,0.27450957894325256,0.11249794811010361,2.067811965942383,3,1,14067712,EleutherAI/pythia-14m,step22000,22000
It was a desperate kind of act.,act,act, desperate,0.5180980563163757,kind of, of,0.01176190935075283,0.2574141025543213,2.063044548034668,0,2,14067712,EleutherAI/pythia-14m,step22000,22000
It was a desperate kind of act.,act,act, desperate,0.0001421742927050218,kind of, of,0.8282649517059326,0.7660492658615112,2.0278568267822266,1,2,14067712,EleutherAI/pythia-14m,step22000,22000
It was a desperate kind of act.,act,act, desperate,0.10515642911195755,kind of, of,0.08957560360431671,0.28123992681503296,2.0726962089538574,2,2,14067712,EleutherAI/pythia-14m,step22000,22000
It was a desperate kind of act.,act,act, desperate,0.12635980546474457,kind of, of,0.05544087290763855,0.18895874917507172,2.0709996223449707,3,2,14067712,EleutherAI/pythia-14m,step22000,22000
It was a desperate kind of act.,act,act, desperate,0.03417914733290672,kind of, of,0.06652005761861801,0.18912364542484283,2.0727035999298096,0,3,14067712,EleutherAI/pythia-14m,step22000,22000
It was a desperate kind of act.,act,act, desperate,0.1859174221754074,kind of, of,0.021635426208376884,0.22651827335357666,2.07452130317688,1,3,14067712,EleutherAI/pythia-14m,step22000,22000
It was a desperate kind of act.,act,act, desperate,3.5705008485820144e-05,kind of, of,0.008368631824851036,0.11220864206552505,2.0510566234588623,2,3,14067712,EleutherAI/pythia-14m,step22000,22000
It was a desperate kind of act.,act,act, desperate,3.188018808941706e-07,kind of, of,0.0005497012753039598,0.11251214146614075,2.039440631866455,3,3,14067712,EleutherAI/pythia-14m,step22000,22000
It was a desperate kind of act.,act,act, desperate,0.07458983361721039,kind of, of,0.10270265489816666,0.21409127116203308,2.0702292919158936,0,4,14067712,EleutherAI/pythia-14m,step22000,22000
It was a desperate kind of act.,act,act, desperate,0.1217818632721901,kind of, of,0.018972158432006836,0.19055183231830597,2.0697343349456787,1,4,14067712,EleutherAI/pythia-14m,step22000,22000
It was a desperate kind of act.,act,act, desperate,0.128156378865242,kind of, of,0.33890655636787415,0.2976945638656616,2.0749387741088867,2,4,14067712,EleutherAI/pythia-14m,step22000,22000
It was a desperate kind of act.,act,act, desperate,0.22379069030284882,kind of, of,0.09310336410999298,0.2452768087387085,2.077045440673828,3,4,14067712,EleutherAI/pythia-14m,step22000,22000
It was a desperate kind of act.,act,act, desperate,0.07687363773584366,kind of, of,0.018769830465316772,0.16745969653129578,2.0604031085968018,0,5,14067712,EleutherAI/pythia-14m,step22000,22000
It was a desperate kind of act.,act,act, desperate,0.0389787033200264,kind of, of,0.09163618087768555,0.18929633498191833,2.0605268478393555,1,5,14067712,EleutherAI/pythia-14m,step22000,22000
It was a desperate kind of act.,act,act, desperate,0.417043000459671,kind of, of,0.13101926445960999,0.2726303040981293,2.0701255798339844,2,5,14067712,EleutherAI/pythia-14m,step22000,22000
It was a desperate kind of act.,act,act, desperate,0.12384732067584991,kind of, of,0.11761108785867691,0.26986968517303467,2.075671672821045,3,5,14067712,EleutherAI/pythia-14m,step22000,22000
It was a humane kind of act.,act,act, humane,0.009963570162653923,kind of, of,0.22407671809196472,0.20689788460731506,2.19004487991333,0,0,14067712,EleutherAI/pythia-14m,step22000,22000
