sentence,word,string,disambiguating_word,Attention,inserted_string,inserted_string_final_token,Attention_inserted_string,Attention_1back,Entropy,Head,Layer,n_params,mpath,revision,step
It was a desperate kind of act.,act,act, desperate,0.0005553731461986899,kind of, of,0.7096166014671326,0.26397132873535156,2.0444998741149902,0,0,14067712,EleutherAI/pythia-14m,step103000,103000
It was a desperate kind of act.,act,act, desperate,0.0018056564731523395,kind of, of,0.6663486361503601,0.325550377368927,2.0480690002441406,1,0,14067712,EleutherAI/pythia-14m,step103000,103000
It was a desperate kind of act.,act,act, desperate,0.17928579449653625,kind of, of,0.3508906960487366,0.2759473919868469,2.072859287261963,2,0,14067712,EleutherAI/pythia-14m,step103000,103000
It was a desperate kind of act.,act,act, desperate,0.3588336408138275,kind of, of,0.12845000624656677,0.3601785898208618,2.0729150772094727,3,0,14067712,EleutherAI/pythia-14m,step103000,103000
It was a desperate kind of act.,act,act, desperate,0.0003498260921332985,kind of, of,0.025672711431980133,0.30628377199172974,2.0021376609802246,0,1,14067712,EleutherAI/pythia-14m,step103000,103000
It was a desperate kind of act.,act,act, desperate,0.04281110689043999,kind of, of,0.3728232979774475,0.3203238844871521,2.0721495151519775,1,1,14067712,EleutherAI/pythia-14m,step103000,103000
It was a desperate kind of act.,act,act, desperate,0.060359325259923935,kind of, of,0.12452010810375214,0.31839925050735474,2.0662660598754883,2,1,14067712,EleutherAI/pythia-14m,step103000,103000
It was a desperate kind of act.,act,act, desperate,1.4485731014701742e-07,kind of, of,0.025893911719322205,0.12445324659347534,2.021700382232666,3,1,14067712,EleutherAI/pythia-14m,step103000,103000
It was a desperate kind of act.,act,act, desperate,0.4563920497894287,kind of, of,0.01701265759766102,0.28542882204055786,2.0670347213745117,0,2,14067712,EleutherAI/pythia-14m,step103000,103000
It was a desperate kind of act.,act,act, desperate,0.00047272222582250834,kind of, of,0.6593835949897766,0.6515684127807617,2.050121545791626,1,2,14067712,EleutherAI/pythia-14m,step103000,103000
It was a desperate kind of act.,act,act, desperate,0.08127628266811371,kind of, of,0.1532926857471466,0.30271220207214355,2.077199935913086,2,2,14067712,EleutherAI/pythia-14m,step103000,103000
It was a desperate kind of act.,act,act, desperate,0.06366272270679474,kind of, of,0.05200496315956116,0.18994654715061188,2.061776638031006,3,2,14067712,EleutherAI/pythia-14m,step103000,103000
It was a desperate kind of act.,act,act, desperate,0.0047264425083994865,kind of, of,0.1310315728187561,0.17281487584114075,2.0297091007232666,0,3,14067712,EleutherAI/pythia-14m,step103000,103000
It was a desperate kind of act.,act,act, desperate,7.4535159910738e-07,kind of, of,1.3108870916767046e-05,0.13319246470928192,1.994308590888977,1,3,14067712,EleutherAI/pythia-14m,step103000,103000
It was a desperate kind of act.,act,act, desperate,7.137332431739196e-07,kind of, of,0.00017878643120639026,0.09855494648218155,1.9970451593399048,2,3,14067712,EleutherAI/pythia-14m,step103000,103000
It was a desperate kind of act.,act,act, desperate,1.0600201676425058e-06,kind of, of,7.57788511691615e-05,0.11440122872591019,1.994837760925293,3,3,14067712,EleutherAI/pythia-14m,step103000,103000
It was a desperate kind of act.,act,act, desperate,8.302994501718786e-06,kind of, of,3.263249936935608e-08,0.14316999912261963,1.9951214790344238,0,4,14067712,EleutherAI/pythia-14m,step103000,103000
It was a desperate kind of act.,act,act, desperate,1.175066518044332e-05,kind of, of,2.1723571552723087e-10,0.1428704857826233,1.994309663772583,1,4,14067712,EleutherAI/pythia-14m,step103000,103000
It was a desperate kind of act.,act,act, desperate,0.19492201507091522,kind of, of,0.19307413697242737,0.2286657840013504,2.0759963989257812,2,4,14067712,EleutherAI/pythia-14m,step103000,103000
It was a desperate kind of act.,act,act, desperate,0.9245325922966003,kind of, of,1.5097289737808772e-12,0.17938010394573212,2.0104122161865234,3,4,14067712,EleutherAI/pythia-14m,step103000,103000
It was a desperate kind of act.,act,act, desperate,1.2341309242672932e-30,kind of, of,0.0,0.1428571492433548,1.9943008422851562,0,5,14067712,EleutherAI/pythia-14m,step103000,103000
It was a desperate kind of act.,act,act, desperate,2.3546507161063147e-20,kind of, of,5.497776118404587e-18,0.1428571492433548,1.9943008422851562,1,5,14067712,EleutherAI/pythia-14m,step103000,103000
