sentence,word,string,disambiguating_word,Attention,inserted_string,inserted_string_final_token,Attention_inserted_string,Attention_1back,Entropy,Head,Layer,n_params,mpath,revision,step
It was a desperate kind of act.,act,act, desperate,0.12197732925415039,kind of, of,0.1903388947248459,0.2048163264989853,2.077590227127075,0,0,14067712,EleutherAI/pythia-14m,step1000,1000
It was a desperate kind of act.,act,act, desperate,0.14037775993347168,kind of, of,0.08220843970775604,0.26174062490463257,2.0778393745422363,1,0,14067712,EleutherAI/pythia-14m,step1000,1000
It was a desperate kind of act.,act,act, desperate,0.22620826959609985,kind of, of,0.13908223807811737,0.1900681108236313,2.0776846408843994,2,0,14067712,EleutherAI/pythia-14m,step1000,1000
It was a desperate kind of act.,act,act, desperate,0.09803035855293274,kind of, of,0.18350258469581604,0.24251848459243774,2.0774922370910645,3,0,14067712,EleutherAI/pythia-14m,step1000,1000
It was a desperate kind of act.,act,act, desperate,0.10339465737342834,kind of, of,0.2658822238445282,0.22582823038101196,2.0747015476226807,0,1,14067712,EleutherAI/pythia-14m,step1000,1000
It was a desperate kind of act.,act,act, desperate,0.13133849203586578,kind of, of,0.07414558529853821,0.19864985346794128,2.0761241912841797,1,1,14067712,EleutherAI/pythia-14m,step1000,1000
It was a desperate kind of act.,act,act, desperate,0.11167340725660324,kind of, of,0.1218138039112091,0.24756839871406555,2.077580451965332,2,1,14067712,EleutherAI/pythia-14m,step1000,1000
It was a desperate kind of act.,act,act, desperate,0.07079510390758514,kind of, of,0.17258284986019135,0.22302380204200745,2.077592372894287,3,1,14067712,EleutherAI/pythia-14m,step1000,1000
It was a desperate kind of act.,act,act, desperate,0.29637643694877625,kind of, of,0.04785170033574104,0.30762243270874023,2.070516586303711,0,2,14067712,EleutherAI/pythia-14m,step1000,1000
It was a desperate kind of act.,act,act, desperate,0.18090881407260895,kind of, of,0.10468436032533646,0.3529033064842224,2.0769011974334717,1,2,14067712,EleutherAI/pythia-14m,step1000,1000
It was a desperate kind of act.,act,act, desperate,0.04147476702928543,kind of, of,0.6851017475128174,0.46003445982933044,2.0489649772644043,2,2,14067712,EleutherAI/pythia-14m,step1000,1000
It was a desperate kind of act.,act,act, desperate,0.18769407272338867,kind of, of,0.08489153534173965,0.22827298939228058,2.0761091709136963,3,2,14067712,EleutherAI/pythia-14m,step1000,1000
It was a desperate kind of act.,act,act, desperate,0.059261396527290344,kind of, of,0.07831238955259323,0.14455167949199677,2.0601508617401123,0,3,14067712,EleutherAI/pythia-14m,step1000,1000
It was a desperate kind of act.,act,act, desperate,0.2068028748035431,kind of, of,0.017765967175364494,0.24511581659317017,2.0725321769714355,1,3,14067712,EleutherAI/pythia-14m,step1000,1000
It was a desperate kind of act.,act,act, desperate,0.03050144948065281,kind of, of,0.27058106660842896,0.20553742349147797,2.0747923851013184,2,3,14067712,EleutherAI/pythia-14m,step1000,1000
It was a desperate kind of act.,act,act, desperate,0.36659178137779236,kind of, of,0.32616961002349854,0.23702377080917358,2.0697579383850098,3,3,14067712,EleutherAI/pythia-14m,step1000,1000
It was a desperate kind of act.,act,act, desperate,0.08144974708557129,kind of, of,0.17091315984725952,0.19629289209842682,2.0728378295898438,0,4,14067712,EleutherAI/pythia-14m,step1000,1000
It was a desperate kind of act.,act,act, desperate,0.048686400055885315,kind of, of,0.12105373293161392,0.14025278389453888,2.0565574169158936,1,4,14067712,EleutherAI/pythia-14m,step1000,1000
It was a desperate kind of act.,act,act, desperate,0.0037221740931272507,kind of, of,0.6950778961181641,0.25088396668434143,2.0451319217681885,2,4,14067712,EleutherAI/pythia-14m,step1000,1000
It was a desperate kind of act.,act,act, desperate,0.18780459463596344,kind of, of,0.3633614778518677,0.30300411581993103,2.0730581283569336,3,4,14067712,EleutherAI/pythia-14m,step1000,1000
It was a desperate kind of act.,act,act, desperate,0.1455232948064804,kind of, of,0.06393150240182877,0.1766059845685959,2.0716323852539062,0,5,14067712,EleutherAI/pythia-14m,step1000,1000
It was a desperate kind of act.,act,act, desperate,0.21435929834842682,kind of, of,0.18412847816944122,0.23026368021965027,2.0769999027252197,1,5,14067712,EleutherAI/pythia-14m,step1000,1000
It was a desperate kind of act.,act,act, desperate,0.0031632676254957914,kind of, of,0.3326033651828766,0.24010667204856873,2.0606346130371094,2,5,14067712,EleutherAI/pythia-14m,step1000,1000
It was a desperate kind of act.,act,act, desperate,0.020227879285812378,kind of, of,0.11670340597629547,0.2771592140197754,2.062070369720459,3,5,14067712,EleutherAI/pythia-14m,step1000,1000
It was a humane kind of act.,act,act, humane,0.1194126307964325,kind of, of,0.16630932688713074,0.18449535965919495,2.1960151195526123,0,0,14067712,EleutherAI/pythia-14m,step1000,1000
It was a humane kind of act.,act,act, humane,0.12074513733386993,kind of, of,0.07104454189538956,0.23328843712806702,2.1961278915405273,1,0,14067712,EleutherAI/pythia-14m,step1000,1000
It was a humane kind of act.,act,act, humane,0.1682751178741455,kind of, of,0.11861768364906311,0.18006066977977753,2.1960253715515137,2,0,14067712,EleutherAI/pythia-14m,step1000,1000
It was a humane kind of act.,act,act, humane,0.10416047275066376,kind of, of,0.16359400749206543,0.21721655130386353,2.1957621574401855,3,0,14067712,EleutherAI/pythia-14m,step1000,1000
