sentence,word,string,disambiguating_word,Attention,inserted_string,inserted_string_final_token,Attention_inserted_string,Attention_1back,Entropy,Head,Layer,n_params,mpath,revision,step
It was a desperate kind of act.,act,act, desperate,0.010157008655369282,kind of, of,0.5887138247489929,0.32084470987319946,2.0575485229492188,0,0,14067712,EleutherAI/pythia-14m,step58000,58000
It was a desperate kind of act.,act,act, desperate,0.00483350083231926,kind of, of,0.728731095790863,0.37149396538734436,2.042888641357422,1,0,14067712,EleutherAI/pythia-14m,step58000,58000
It was a desperate kind of act.,act,act, desperate,0.031249353662133217,kind of, of,0.2560608685016632,0.1944289356470108,2.0593533515930176,2,0,14067712,EleutherAI/pythia-14m,step58000,58000
It was a desperate kind of act.,act,act, desperate,0.38560014963150024,kind of, of,0.10382894426584244,0.3227270841598511,2.070523977279663,3,0,14067712,EleutherAI/pythia-14m,step58000,58000
It was a desperate kind of act.,act,act, desperate,0.0003136140003334731,kind of, of,0.12322311103343964,0.38570335507392883,2.0226831436157227,0,1,14067712,EleutherAI/pythia-14m,step58000,58000
It was a desperate kind of act.,act,act, desperate,0.08093126863241196,kind of, of,0.3299393355846405,0.3397238850593567,2.07413387298584,1,1,14067712,EleutherAI/pythia-14m,step58000,58000
It was a desperate kind of act.,act,act, desperate,0.03912876173853874,kind of, of,0.12449143826961517,0.2846686542034149,2.072514295578003,2,1,14067712,EleutherAI/pythia-14m,step58000,58000
It was a desperate kind of act.,act,act, desperate,0.000179062903043814,kind of, of,0.19479358196258545,0.07619265466928482,2.0549509525299072,3,1,14067712,EleutherAI/pythia-14m,step58000,58000
It was a desperate kind of act.,act,act, desperate,0.35059499740600586,kind of, of,0.014090453274548054,0.2911466062068939,2.070525884628296,0,2,14067712,EleutherAI/pythia-14m,step58000,58000
It was a desperate kind of act.,act,act, desperate,0.00027692943695001304,kind of, of,0.8001701235771179,0.7648211717605591,2.032191038131714,1,2,14067712,EleutherAI/pythia-14m,step58000,58000
It was a desperate kind of act.,act,act, desperate,0.12131980806589127,kind of, of,0.15583805739879608,0.29156801104545593,2.0761256217956543,2,2,14067712,EleutherAI/pythia-14m,step58000,58000
It was a desperate kind of act.,act,act, desperate,0.058299470692873,kind of, of,0.0529351569712162,0.18718881905078888,2.057675838470459,3,2,14067712,EleutherAI/pythia-14m,step58000,58000
It was a desperate kind of act.,act,act, desperate,0.005196808371692896,kind of, of,0.23362301290035248,0.18444451689720154,2.0650582313537598,0,3,14067712,EleutherAI/pythia-14m,step58000,58000
It was a desperate kind of act.,act,act, desperate,0.19035528600215912,kind of, of,0.03403729200363159,0.23451009392738342,2.0743370056152344,1,3,14067712,EleutherAI/pythia-14m,step58000,58000
It was a desperate kind of act.,act,act, desperate,6.626276416454857e-09,kind of, of,0.00011512097262311727,0.13905304670333862,1.9943448305130005,2,3,14067712,EleutherAI/pythia-14m,step58000,58000
It was a desperate kind of act.,act,act, desperate,8.899222621039371e-07,kind of, of,0.0015667633851990104,0.13799375295639038,1.9950292110443115,3,3,14067712,EleutherAI/pythia-14m,step58000,58000
It was a desperate kind of act.,act,act, desperate,0.10401438176631927,kind of, of,0.1500409096479416,0.219175785779953,2.074981212615967,0,4,14067712,EleutherAI/pythia-14m,step58000,58000
It was a desperate kind of act.,act,act, desperate,0.04471954330801964,kind of, of,0.020038921386003494,0.16043174266815186,2.0387303829193115,1,4,14067712,EleutherAI/pythia-14m,step58000,58000
It was a desperate kind of act.,act,act, desperate,0.27094122767448425,kind of, of,0.27621448040008545,0.2879982888698578,2.0748953819274902,2,4,14067712,EleutherAI/pythia-14m,step58000,58000
It was a desperate kind of act.,act,act, desperate,0.39107152819633484,kind of, of,0.11248238384723663,0.21154217422008514,2.072596549987793,3,4,14067712,EleutherAI/pythia-14m,step58000,58000
It was a desperate kind of act.,act,act, desperate,3.650261631101782e-27,kind of, of,9.221053395720122e-34,0.1428571492433548,1.9943008422851562,0,5,14067712,EleutherAI/pythia-14m,step58000,58000
It was a desperate kind of act.,act,act, desperate,2.8436793816458484e-25,kind of, of,3.666725515030045e-23,0.1428571492433548,1.9943008422851562,1,5,14067712,EleutherAI/pythia-14m,step58000,58000
It was a desperate kind of act.,act,act, desperate,0.3318985104560852,kind of, of,0.03333817049860954,0.2308620661497116,2.0661263465881348,2,5,14067712,EleutherAI/pythia-14m,step58000,58000
It was a desperate kind of act.,act,act, desperate,7.321712569563488e-09,kind of, of,1.2563725245641369e-15,0.14285895228385925,1.9943008422851562,3,5,14067712,EleutherAI/pythia-14m,step58000,58000
It was a humane kind of act.,act,act, humane,0.0033177617006003857,kind of, of,0.5969350337982178,0.2647252380847931,2.1757700443267822,0,0,14067712,EleutherAI/pythia-14m,step58000,58000
It was a humane kind of act.,act,act, humane,0.0009740663226693869,kind of, of,0.7153119444847107,0.274370014667511,2.16463565826416,1,0,14067712,EleutherAI/pythia-14m,step58000,58000
It was a humane kind of act.,act,act, humane,0.02091500535607338,kind of, of,0.25369852781295776,0.19608527421951294,2.1784605979919434,2,0,14067712,EleutherAI/pythia-14m,step58000,58000
It was a humane kind of act.,act,act, humane,0.01610269770026207,kind of, of,0.16427700221538544,0.37204867601394653,2.1870884895324707,3,0,14067712,EleutherAI/pythia-14m,step58000,58000
It was a humane kind of act.,act,act, humane,0.0004286348703317344,kind of, of,0.12459256500005722,0.3498675227165222,2.145108461380005,0,1,14067712,EleutherAI/pythia-14m,step58000,58000
It was a humane kind of act.,act,act, humane,0.02649090439081192,kind of, of,0.3774198889732361,0.3216891884803772,2.189577341079712,1,1,14067712,EleutherAI/pythia-14m,step58000,58000
It was a humane kind of act.,act,act, humane,0.010807450860738754,kind of, of,0.1494206190109253,0.31170177459716797,2.18884539604187,2,1,14067712,EleutherAI/pythia-14m,step58000,58000
It was a humane kind of act.,act,act, humane,0.0003446330374572426,kind of, of,0.1763065904378891,0.11131839454174042,2.169511318206787,3,1,14067712,EleutherAI/pythia-14m,step58000,58000
It was a humane kind of act.,act,act, humane,0.11925756931304932,kind of, of,0.017574895173311234,0.3278660774230957,2.1891438961029053,0,2,14067712,EleutherAI/pythia-14m,step58000,58000
It was a humane kind of act.,act,act, humane,9.456345287617296e-05,kind of, of,0.8005384206771851,0.7639251351356506,2.153139114379883,1,2,14067712,EleutherAI/pythia-14m,step58000,58000
It was a humane kind of act.,act,act, humane,0.08946707844734192,kind of, of,0.14279234409332275,0.2523655891418457,2.1949872970581055,2,2,14067712,EleutherAI/pythia-14m,step58000,58000
It was a humane kind of act.,act,act, humane,0.013236192986369133,kind of, of,0.04131302610039711,0.15804778039455414,2.176525115966797,3,2,14067712,EleutherAI/pythia-14m,step58000,58000
It was a humane kind of act.,act,act, humane,0.058674782514572144,kind of, of,0.19949021935462952,0.1627722680568695,2.1890783309936523,0,3,14067712,EleutherAI/pythia-14m,step58000,58000
It was a humane kind of act.,act,act, humane,0.08749207854270935,kind of, of,0.04461628198623657,0.24261349439620972,2.1927647590637207,1,3,14067712,EleutherAI/pythia-14m,step58000,58000
It was a humane kind of act.,act,act, humane,0.013947726227343082,kind of, of,0.0036733991000801325,0.12224854528903961,2.124927282333374,2,3,14067712,EleutherAI/pythia-14m,step58000,58000
It was a humane kind of act.,act,act, humane,0.14929333329200745,kind of, of,0.010849295184016228,0.12413089722394943,2.1647000312805176,3,3,14067712,EleutherAI/pythia-14m,step58000,58000
It was a humane kind of act.,act,act, humane,0.028955962508916855,kind of, of,0.104927659034729,0.19678238034248352,2.1879091262817383,0,4,14067712,EleutherAI/pythia-14m,step58000,58000
It was a humane kind of act.,act,act, humane,0.02502070739865303,kind of, of,0.03498024493455887,0.153506800532341,2.162717342376709,1,4,14067712,EleutherAI/pythia-14m,step58000,58000
It was a humane kind of act.,act,act, humane,0.07583902031183243,kind of, of,0.3162800371646881,0.22830593585968018,2.192925214767456,2,4,14067712,EleutherAI/pythia-14m,step58000,58000
It was a humane kind of act.,act,act, humane,0.15184497833251953,kind of, of,0.08147267997264862,0.21532593667507172,2.1935791969299316,3,4,14067712,EleutherAI/pythia-14m,step58000,58000
It was a humane kind of act.,act,act, humane,1.6612854547520632e-16,kind of, of,1.013335337708274e-29,0.125,2.1183390617370605,0,5,14067712,EleutherAI/pythia-14m,step58000,58000
