sentence,word,string,disambiguating_word,Attention,inserted_string,inserted_string_final_token,Attention_inserted_string,Attention_1back,Entropy,Head,Layer,n_params,mpath,revision,step
It was a desperate kind of act.,act,act, desperate,0.08766407519578934,kind of, of,0.14491799473762512,0.23690614104270935,2.0770514011383057,0,0,14067712,EleutherAI/pythia-14m,step4,4
It was a desperate kind of act.,act,act, desperate,0.15553687512874603,kind of, of,0.13422338664531708,0.2543216943740845,2.0781562328338623,1,0,14067712,EleutherAI/pythia-14m,step4,4
It was a desperate kind of act.,act,act, desperate,0.20700886845588684,kind of, of,0.10234343260526657,0.20756609737873077,2.0773046016693115,2,0,14067712,EleutherAI/pythia-14m,step4,4
It was a desperate kind of act.,act,act, desperate,0.10279121994972229,kind of, of,0.18954969942569733,0.2407270222902298,2.0779612064361572,3,0,14067712,EleutherAI/pythia-14m,step4,4
It was a desperate kind of act.,act,act, desperate,0.0834939256310463,kind of, of,0.1977115124464035,0.2153346836566925,2.0777714252471924,0,1,14067712,EleutherAI/pythia-14m,step4,4
It was a desperate kind of act.,act,act, desperate,0.12002255022525787,kind of, of,0.10184520483016968,0.20271898806095123,2.07663893699646,1,1,14067712,EleutherAI/pythia-14m,step4,4
It was a desperate kind of act.,act,act, desperate,0.07723457366228104,kind of, of,0.20611253380775452,0.28120502829551697,2.0769870281219482,2,1,14067712,EleutherAI/pythia-14m,step4,4
It was a desperate kind of act.,act,act, desperate,0.10525304079055786,kind of, of,0.18462131917476654,0.2491496354341507,2.07619047164917,3,1,14067712,EleutherAI/pythia-14m,step4,4
It was a desperate kind of act.,act,act, desperate,0.1671106517314911,kind of, of,0.07995542138814926,0.2345149964094162,2.076982021331787,0,2,14067712,EleutherAI/pythia-14m,step4,4
It was a desperate kind of act.,act,act, desperate,0.05422433838248253,kind of, of,0.19472502171993256,0.25243207812309265,2.076484203338623,1,2,14067712,EleutherAI/pythia-14m,step4,4
It was a desperate kind of act.,act,act, desperate,0.16457165777683258,kind of, of,0.11102214455604553,0.23565807938575745,2.0778284072875977,2,2,14067712,EleutherAI/pythia-14m,step4,4
It was a desperate kind of act.,act,act, desperate,0.1136285737156868,kind of, of,0.08820459991693497,0.25262826681137085,2.0776658058166504,3,2,14067712,EleutherAI/pythia-14m,step4,4
It was a desperate kind of act.,act,act, desperate,0.15773694217205048,kind of, of,0.1389540582895279,0.24029460549354553,2.07792067527771,0,3,14067712,EleutherAI/pythia-14m,step4,4
It was a desperate kind of act.,act,act, desperate,0.1033104658126831,kind of, of,0.196854829788208,0.2791946530342102,2.0776636600494385,1,3,14067712,EleutherAI/pythia-14m,step4,4
It was a desperate kind of act.,act,act, desperate,0.09879852086305618,kind of, of,0.2272501438856125,0.2538259029388428,2.0773425102233887,2,3,14067712,EleutherAI/pythia-14m,step4,4
It was a desperate kind of act.,act,act, desperate,0.17077994346618652,kind of, of,0.12385570257902145,0.22644129395484924,2.0772664546966553,3,3,14067712,EleutherAI/pythia-14m,step4,4
It was a desperate kind of act.,act,act, desperate,0.13114547729492188,kind of, of,0.06920245289802551,0.20638605952262878,2.077212333679199,0,4,14067712,EleutherAI/pythia-14m,step4,4
It was a desperate kind of act.,act,act, desperate,0.1449146270751953,kind of, of,0.08448033034801483,0.22408831119537354,2.077132225036621,1,4,14067712,EleutherAI/pythia-14m,step4,4
It was a desperate kind of act.,act,act, desperate,0.08647724241018295,kind of, of,0.13200491666793823,0.24631889164447784,2.0771636962890625,2,4,14067712,EleutherAI/pythia-14m,step4,4
It was a desperate kind of act.,act,act, desperate,0.18909302353858948,kind of, of,0.08800903707742691,0.25349271297454834,2.0778472423553467,3,4,14067712,EleutherAI/pythia-14m,step4,4
It was a desperate kind of act.,act,act, desperate,0.19934390485286713,kind of, of,0.13765105605125427,0.2367897778749466,2.0779659748077393,0,5,14067712,EleutherAI/pythia-14m,step4,4
It was a desperate kind of act.,act,act, desperate,0.2317882627248764,kind of, of,0.10003510117530823,0.24696704745292664,2.0776052474975586,1,5,14067712,EleutherAI/pythia-14m,step4,4
It was a desperate kind of act.,act,act, desperate,0.14881841838359833,kind of, of,0.09118403494358063,0.2423805594444275,2.0779430866241455,2,5,14067712,EleutherAI/pythia-14m,step4,4
It was a desperate kind of act.,act,act, desperate,0.16864967346191406,kind of, of,0.11412570625543594,0.2426733374595642,2.0780487060546875,3,5,14067712,EleutherAI/pythia-14m,step4,4
It was a humane kind of act.,act,act, humane,0.14460115134716034,kind of, of,0.11194620281457901,0.21377748250961304,2.19577693939209,0,0,14067712,EleutherAI/pythia-14m,step4,4
It was a humane kind of act.,act,act, humane,0.12863093614578247,kind of, of,0.1162324920296669,0.22429659962654114,2.1962270736694336,1,0,14067712,EleutherAI/pythia-14m,step4,4
It was a humane kind of act.,act,act, humane,0.15242928266525269,kind of, of,0.09055943042039871,0.2174813449382782,2.1957430839538574,2,0,14067712,EleutherAI/pythia-14m,step4,4
It was a humane kind of act.,act,act, humane,0.11422988027334213,kind of, of,0.1650354117155075,0.22891376912593842,2.196089506149292,3,0,14067712,EleutherAI/pythia-14m,step4,4
It was a humane kind of act.,act,act, humane,0.13236556947231293,kind of, of,0.17558521032333374,0.18617691099643707,2.1961989402770996,0,1,14067712,EleutherAI/pythia-14m,step4,4
It was a humane kind of act.,act,act, humane,0.13057413697242737,kind of, of,0.0906677320599556,0.19029884040355682,2.1958789825439453,1,1,14067712,EleutherAI/pythia-14m,step4,4
It was a humane kind of act.,act,act, humane,0.10688911378383636,kind of, of,0.17407481372356415,0.24116191267967224,2.1956443786621094,2,1,14067712,EleutherAI/pythia-14m,step4,4
It was a humane kind of act.,act,act, humane,0.11409120261669159,kind of, of,0.16636261343955994,0.23692773282527924,2.19538950920105,3,1,14067712,EleutherAI/pythia-14m,step4,4
It was a humane kind of act.,act,act, humane,0.11715607345104218,kind of, of,0.07908981293439865,0.22359110414981842,2.1946258544921875,0,2,14067712,EleutherAI/pythia-14m,step4,4
It was a humane kind of act.,act,act, humane,0.06980416178703308,kind of, of,0.2042596936225891,0.22199314832687378,2.195150136947632,1,2,14067712,EleutherAI/pythia-14m,step4,4
It was a humane kind of act.,act,act, humane,0.1264278143644333,kind of, of,0.09446302056312561,0.23836949467658997,2.1961419582366943,2,2,14067712,EleutherAI/pythia-14m,step4,4
It was a humane kind of act.,act,act, humane,0.2206467092037201,kind of, of,0.06790932267904282,0.265373557806015,2.194791316986084,3,2,14067712,EleutherAI/pythia-14m,step4,4
It was a humane kind of act.,act,act, humane,0.12410260736942291,kind of, of,0.14687885344028473,0.2016860991716385,2.195607900619507,0,3,14067712,EleutherAI/pythia-14m,step4,4
It was a humane kind of act.,act,act, humane,0.11855387687683105,kind of, of,0.16170768439769745,0.2614186406135559,2.196089506149292,1,3,14067712,EleutherAI/pythia-14m,step4,4
It was a humane kind of act.,act,act, humane,0.17750586569309235,kind of, of,0.17417791485786438,0.24797484278678894,2.1949591636657715,2,3,14067712,EleutherAI/pythia-14m,step4,4
It was a humane kind of act.,act,act, humane,0.12142553925514221,kind of, of,0.10160581022500992,0.20854073762893677,2.1948928833007812,3,3,14067712,EleutherAI/pythia-14m,step4,4
It was a humane kind of act.,act,act, humane,0.09534615278244019,kind of, of,0.05605784431099892,0.1896519660949707,2.1956238746643066,0,4,14067712,EleutherAI/pythia-14m,step4,4
It was a humane kind of act.,act,act, humane,0.14396679401397705,kind of, of,0.06451033055782318,0.2012857049703598,2.1952579021453857,1,4,14067712,EleutherAI/pythia-14m,step4,4
It was a humane kind of act.,act,act, humane,0.08706270158290863,kind of, of,0.13904635608196259,0.22843137383460999,2.195582628250122,2,4,14067712,EleutherAI/pythia-14m,step4,4
It was a humane kind of act.,act,act, humane,0.10316000133752823,kind of, of,0.08888576924800873,0.23469308018684387,2.1961464881896973,3,4,14067712,EleutherAI/pythia-14m,step4,4
It was a humane kind of act.,act,act, humane,0.10347196459770203,kind of, of,0.12227870523929596,0.22588801383972168,2.1961259841918945,0,5,14067712,EleutherAI/pythia-14m,step4,4
It was a humane kind of act.,act,act, humane,0.10347675532102585,kind of, of,0.08924233168363571,0.23560795187950134,2.195887327194214,1,5,14067712,EleutherAI/pythia-14m,step4,4
It was a humane kind of act.,act,act, humane,0.15151755511760712,kind of, of,0.08029334992170334,0.21155215799808502,2.196181535720825,2,5,14067712,EleutherAI/pythia-14m,step4,4
It was a humane kind of act.,act,act, humane,0.12152577191591263,kind of, of,0.10463543981313705,0.2285691201686859,2.196291208267212,3,5,14067712,EleutherAI/pythia-14m,step4,4
