sentence,word,string,disambiguating_word,Attention,inserted_string,inserted_string_final_token,Attention_inserted_string,Attention_1back,Entropy,Head,Layer,n_params,mpath,revision,step
It was a desperate kind of act.,act,act, desperate,0.028820781037211418,kind of, of,0.40435683727264404,0.2824166715145111,2.064727306365967,0,0,14067712,EleutherAI/pythia-14m,step39000,39000
It was a desperate kind of act.,act,act, desperate,0.02991362474858761,kind of, of,0.1327587068080902,0.2621208429336548,2.072246551513672,1,0,14067712,EleutherAI/pythia-14m,step39000,39000
It was a desperate kind of act.,act,act, desperate,0.056974105536937714,kind of, of,0.2867414057254791,0.21231546998023987,2.0605647563934326,2,0,14067712,EleutherAI/pythia-14m,step39000,39000
It was a desperate kind of act.,act,act, desperate,0.3438248932361603,kind of, of,0.10172665119171143,0.3303394019603729,2.0725021362304688,3,0,14067712,EleutherAI/pythia-14m,step39000,39000
It was a desperate kind of act.,act,act, desperate,0.0005203105974942446,kind of, of,0.1513882279396057,0.3620600998401642,2.0313732624053955,0,1,14067712,EleutherAI/pythia-14m,step39000,39000
It was a desperate kind of act.,act,act, desperate,0.08905548602342606,kind of, of,0.4211977422237396,0.37133294343948364,2.0703837871551514,1,1,14067712,EleutherAI/pythia-14m,step39000,39000
It was a desperate kind of act.,act,act, desperate,0.02829456515610218,kind of, of,0.11485429108142853,0.29020756483078003,2.072876214981079,2,1,14067712,EleutherAI/pythia-14m,step39000,39000
It was a desperate kind of act.,act,act, desperate,0.0006386914756149054,kind of, of,0.3882387578487396,0.11996501684188843,2.0654497146606445,3,1,14067712,EleutherAI/pythia-14m,step39000,39000
It was a desperate kind of act.,act,act, desperate,0.48918330669403076,kind of, of,0.01640690676867962,0.3043975830078125,2.065326690673828,0,2,14067712,EleutherAI/pythia-14m,step39000,39000
It was a desperate kind of act.,act,act, desperate,6.747306906618178e-05,kind of, of,0.7927762269973755,0.7052101492881775,2.0333423614501953,1,2,14067712,EleutherAI/pythia-14m,step39000,39000
It was a desperate kind of act.,act,act, desperate,0.10181012004613876,kind of, of,0.11080004274845123,0.27371883392333984,2.0758719444274902,2,2,14067712,EleutherAI/pythia-14m,step39000,39000
It was a desperate kind of act.,act,act, desperate,0.15623924136161804,kind of, of,0.048278581351041794,0.19773003458976746,2.069272994995117,3,2,14067712,EleutherAI/pythia-14m,step39000,39000
It was a desperate kind of act.,act,act, desperate,0.02709675021469593,kind of, of,0.1286662369966507,0.16632917523384094,2.0565013885498047,0,3,14067712,EleutherAI/pythia-14m,step39000,39000
It was a desperate kind of act.,act,act, desperate,0.18333303928375244,kind of, of,0.03198319673538208,0.25842612981796265,2.068528652191162,1,3,14067712,EleutherAI/pythia-14m,step39000,39000
It was a desperate kind of act.,act,act, desperate,3.516287733873469e-06,kind of, of,0.0012706679990515113,0.11971905082464218,1.9953066110610962,2,3,14067712,EleutherAI/pythia-14m,step39000,39000
It was a desperate kind of act.,act,act, desperate,9.581491156041011e-08,kind of, of,0.0001313423563260585,0.1379094272851944,1.9943896532058716,3,3,14067712,EleutherAI/pythia-14m,step39000,39000
It was a desperate kind of act.,act,act, desperate,0.12506738305091858,kind of, of,0.11741572618484497,0.19586476683616638,2.072866439819336,0,4,14067712,EleutherAI/pythia-14m,step39000,39000
It was a desperate kind of act.,act,act, desperate,0.08137496560811996,kind of, of,0.02275618351995945,0.17070862650871277,2.0463979244232178,1,4,14067712,EleutherAI/pythia-14m,step39000,39000
It was a desperate kind of act.,act,act, desperate,0.24193169176578522,kind of, of,0.2410179078578949,0.2659095823764801,2.0761125087738037,2,4,14067712,EleutherAI/pythia-14m,step39000,39000
It was a desperate kind of act.,act,act, desperate,0.28449487686157227,kind of, of,0.0460875928401947,0.2222963124513626,2.0759594440460205,3,4,14067712,EleutherAI/pythia-14m,step39000,39000
