sentence,word,string,disambiguating_word,Attention,inserted_string,inserted_string_final_token,Attention_inserted_string,Attention_1back,Entropy,Head,Layer,n_params,mpath,revision,step
It was a desperate kind of act.,act,act, desperate,0.022803394123911858,kind of, of,0.44319018721580505,0.2775341272354126,2.063541889190674,0,0,14067712,EleutherAI/pythia-14m,step34000,34000
It was a desperate kind of act.,act,act, desperate,0.04702138900756836,kind of, of,0.13353249430656433,0.2656348943710327,2.075110673904419,1,0,14067712,EleutherAI/pythia-14m,step34000,34000
It was a desperate kind of act.,act,act, desperate,0.0588497519493103,kind of, of,0.30919724702835083,0.22799475491046906,2.061107635498047,2,0,14067712,EleutherAI/pythia-14m,step34000,34000
It was a desperate kind of act.,act,act, desperate,0.3250305652618408,kind of, of,0.10105210542678833,0.3063102662563324,2.0715293884277344,3,0,14067712,EleutherAI/pythia-14m,step34000,34000
It was a desperate kind of act.,act,act, desperate,0.0010193245252594352,kind of, of,0.21112339198589325,0.37919026613235474,2.040565013885498,0,1,14067712,EleutherAI/pythia-14m,step34000,34000
It was a desperate kind of act.,act,act, desperate,0.09443261474370956,kind of, of,0.3983394503593445,0.3649285137653351,2.0713868141174316,1,1,14067712,EleutherAI/pythia-14m,step34000,34000
It was a desperate kind of act.,act,act, desperate,0.03535483404994011,kind of, of,0.13145482540130615,0.2902235686779022,2.0735340118408203,2,1,14067712,EleutherAI/pythia-14m,step34000,34000
It was a desperate kind of act.,act,act, desperate,0.0002746369573287666,kind of, of,0.3677627742290497,0.11554909497499466,2.0644965171813965,3,1,14067712,EleutherAI/pythia-14m,step34000,34000
It was a desperate kind of act.,act,act, desperate,0.5995861291885376,kind of, of,0.013494404964148998,0.2868463695049286,2.0574567317962646,0,2,14067712,EleutherAI/pythia-14m,step34000,34000
It was a desperate kind of act.,act,act, desperate,6.335499347187579e-05,kind of, of,0.802263617515564,0.7103872895240784,2.031909227371216,1,2,14067712,EleutherAI/pythia-14m,step34000,34000
It was a desperate kind of act.,act,act, desperate,0.12148632109165192,kind of, of,0.10272162407636642,0.272599995136261,2.075347661972046,2,2,14067712,EleutherAI/pythia-14m,step34000,34000
It was a desperate kind of act.,act,act, desperate,0.13824616372585297,kind of, of,0.04452886804938316,0.20181366801261902,2.0698063373565674,3,2,14067712,EleutherAI/pythia-14m,step34000,34000
