sentence,word,string,disambiguating_word,Attention,inserted_string,inserted_string_final_token,Attention_inserted_string,Attention_1back,Entropy,Head,Layer,n_params,mpath,revision,step
It was a desperate kind of act.,act,act, desperate,0.0018212663708254695,kind of, of,0.6731252074241638,0.2585919201374054,2.048912525177002,0,0,14067712,EleutherAI/pythia-14m,step90000,90000
It was a desperate kind of act.,act,act, desperate,0.0028357275296002626,kind of, of,0.6701623797416687,0.3076508641242981,2.047901153564453,1,0,14067712,EleutherAI/pythia-14m,step90000,90000
It was a desperate kind of act.,act,act, desperate,0.2365645319223404,kind of, of,0.3289213180541992,0.27760666608810425,2.0726845264434814,2,0,14067712,EleutherAI/pythia-14m,step90000,90000
It was a desperate kind of act.,act,act, desperate,0.27716460824012756,kind of, of,0.09691425412893295,0.33339494466781616,2.0746185779571533,3,0,14067712,EleutherAI/pythia-14m,step90000,90000
It was a desperate kind of act.,act,act, desperate,0.00015510106459259987,kind of, of,0.07111869007349014,0.3284851610660553,2.0115151405334473,0,1,14067712,EleutherAI/pythia-14m,step90000,90000
It was a desperate kind of act.,act,act, desperate,0.055961575359106064,kind of, of,0.3968743681907654,0.322184294462204,2.071475028991699,1,1,14067712,EleutherAI/pythia-14m,step90000,90000
It was a desperate kind of act.,act,act, desperate,0.04225147143006325,kind of, of,0.16076761484146118,0.29880332946777344,2.071838855743408,2,1,14067712,EleutherAI/pythia-14m,step90000,90000
It was a desperate kind of act.,act,act, desperate,2.563708221714478e-05,kind of, of,0.0805475190281868,0.09711058437824249,2.0505521297454834,3,1,14067712,EleutherAI/pythia-14m,step90000,90000
It was a desperate kind of act.,act,act, desperate,0.29630956053733826,kind of, of,0.019081464037299156,0.25382524728775024,2.0737226009368896,0,2,14067712,EleutherAI/pythia-14m,step90000,90000
It was a desperate kind of act.,act,act, desperate,0.0005459472886286676,kind of, of,0.7291291356086731,0.6948410272598267,2.0422475337982178,1,2,14067712,EleutherAI/pythia-14m,step90000,90000
It was a desperate kind of act.,act,act, desperate,0.09759632498025894,kind of, of,0.14808766543865204,0.2972775101661682,2.0772697925567627,2,2,14067712,EleutherAI/pythia-14m,step90000,90000
It was a desperate kind of act.,act,act, desperate,0.06218256428837776,kind of, of,0.06385930627584457,0.19485895335674286,2.061091423034668,3,2,14067712,EleutherAI/pythia-14m,step90000,90000
It was a desperate kind of act.,act,act, desperate,0.008962695486843586,kind of, of,0.26154497265815735,0.1922721266746521,2.067765235900879,0,3,14067712,EleutherAI/pythia-14m,step90000,90000
It was a desperate kind of act.,act,act, desperate,0.0015478288987651467,kind of, of,0.7710788249969482,0.2268000841140747,2.0361886024475098,1,3,14067712,EleutherAI/pythia-14m,step90000,90000
It was a desperate kind of act.,act,act, desperate,5.438488415165921e-08,kind of, of,0.000284527923213318,0.12676338851451874,1.9948903322219849,2,3,14067712,EleutherAI/pythia-14m,step90000,90000
It was a desperate kind of act.,act,act, desperate,3.573387175492826e-06,kind of, of,0.0002770227729342878,0.12092084437608719,1.9954183101654053,3,3,14067712,EleutherAI/pythia-14m,step90000,90000
It was a desperate kind of act.,act,act, desperate,0.009916394017636776,kind of, of,4.812585757463239e-05,0.15179473161697388,2.006437301635742,0,4,14067712,EleutherAI/pythia-14m,step90000,90000
It was a desperate kind of act.,act,act, desperate,1.7848192257474693e-08,kind of, of,1.0920307686213839e-15,0.14285846054553986,1.9946500062942505,1,4,14067712,EleutherAI/pythia-14m,step90000,90000
It was a desperate kind of act.,act,act, desperate,0.20967330038547516,kind of, of,0.1758045107126236,0.2390584945678711,2.073184013366699,2,4,14067712,EleutherAI/pythia-14m,step90000,90000
It was a desperate kind of act.,act,act, desperate,0.05320249870419502,kind of, of,3.4776272139769304e-11,0.24352675676345825,2.00593638420105,3,4,14067712,EleutherAI/pythia-14m,step90000,90000
It was a desperate kind of act.,act,act, desperate,8.991181434654992e-33,kind of, of,0.0,0.1428571492433548,1.9943008422851562,0,5,14067712,EleutherAI/pythia-14m,step90000,90000
It was a desperate kind of act.,act,act, desperate,1.0467662399702273e-34,kind of, of,9.031668794600269e-16,0.1428571492433548,1.9943008422851562,1,5,14067712,EleutherAI/pythia-14m,step90000,90000
It was a desperate kind of act.,act,act, desperate,0.039179831743240356,kind of, of,3.6640651615016395e-06,0.14738507568836212,2.0038704872131348,2,5,14067712,EleutherAI/pythia-14m,step90000,90000
It was a desperate kind of act.,act,act, desperate,2.8902036827319977e-15,kind of, of,5.060358359385926e-31,0.1428571492433548,1.9945045709609985,3,5,14067712,EleutherAI/pythia-14m,step90000,90000
It was a humane kind of act.,act,act, humane,0.004124738741666079,kind of, of,0.6662536263465881,0.24109889566898346,2.169349431991577,0,0,14067712,EleutherAI/pythia-14m,step90000,90000
It was a humane kind of act.,act,act, humane,0.00036239929613657296,kind of, of,0.6601590514183044,0.289495587348938,2.1684319972991943,1,0,14067712,EleutherAI/pythia-14m,step90000,90000
It was a humane kind of act.,act,act, humane,0.044740915298461914,kind of, of,0.396079421043396,0.2386709600687027,2.1884679794311523,2,0,14067712,EleutherAI/pythia-14m,step90000,90000
It was a humane kind of act.,act,act, humane,0.02339608035981655,kind of, of,0.12616580724716187,0.38611307740211487,2.1910901069641113,3,0,14067712,EleutherAI/pythia-14m,step90000,90000
It was a humane kind of act.,act,act, humane,0.00011985340825049207,kind of, of,0.07451323419809341,0.3143489360809326,2.134615182876587,0,1,14067712,EleutherAI/pythia-14m,step90000,90000
It was a humane kind of act.,act,act, humane,0.024943554773926735,kind of, of,0.40931978821754456,0.32129085063934326,2.1881933212280273,1,1,14067712,EleutherAI/pythia-14m,step90000,90000
It was a humane kind of act.,act,act, humane,0.009105389937758446,kind of, of,0.20298191905021667,0.2871186137199402,2.1882412433624268,2,1,14067712,EleutherAI/pythia-14m,step90000,90000
It was a humane kind of act.,act,act, humane,4.7388697566930205e-05,kind of, of,0.11434825509786606,0.07413036376237869,2.177776336669922,3,1,14067712,EleutherAI/pythia-14m,step90000,90000
It was a humane kind of act.,act,act, humane,0.05940158665180206,kind of, of,0.02739722840487957,0.24289166927337646,2.1916251182556152,0,2,14067712,EleutherAI/pythia-14m,step90000,90000
It was a humane kind of act.,act,act, humane,9.290642628911883e-05,kind of, of,0.7280817031860352,0.7326395511627197,2.162689685821533,1,2,14067712,EleutherAI/pythia-14m,step90000,90000
It was a humane kind of act.,act,act, humane,0.07004717737436295,kind of, of,0.14027290046215057,0.2548173666000366,2.195237636566162,2,2,14067712,EleutherAI/pythia-14m,step90000,90000
It was a humane kind of act.,act,act, humane,0.014743924140930176,kind of, of,0.05647590383887291,0.15829111635684967,2.1776223182678223,3,2,14067712,EleutherAI/pythia-14m,step90000,90000
It was a humane kind of act.,act,act, humane,0.006732550449669361,kind of, of,0.19543634355068207,0.16264374554157257,2.1852715015411377,0,3,14067712,EleutherAI/pythia-14m,step90000,90000
It was a humane kind of act.,act,act, humane,0.4149792194366455,kind of, of,0.02272851951420307,0.22680188715457916,2.1489057540893555,1,3,14067712,EleutherAI/pythia-14m,step90000,90000
It was a humane kind of act.,act,act, humane,3.533238486852497e-05,kind of, of,0.00023159997363109142,0.11096090823411942,2.1190412044525146,2,3,14067712,EleutherAI/pythia-14m,step90000,90000
It was a humane kind of act.,act,act, humane,0.0033462003339082003,kind of, of,0.0001229999033967033,0.10593365877866745,2.1207752227783203,3,3,14067712,EleutherAI/pythia-14m,step90000,90000
It was a humane kind of act.,act,act, humane,4.236410688918113e-07,kind of, of,4.882533903582953e-05,0.12870892882347107,2.1310791969299316,0,4,14067712,EleutherAI/pythia-14m,step90000,90000
It was a humane kind of act.,act,act, humane,1.9278304538676572e-13,kind of, of,4.714833124613849e-13,0.12500230967998505,2.118356227874756,1,4,14067712,EleutherAI/pythia-14m,step90000,90000
It was a humane kind of act.,act,act, humane,0.0728786438703537,kind of, of,0.23762474954128265,0.24816986918449402,2.1942358016967773,2,4,14067712,EleutherAI/pythia-14m,step90000,90000
It was a humane kind of act.,act,act, humane,0.0013008720707148314,kind of, of,5.140118730651011e-08,0.2533932030200958,2.1196608543395996,3,4,14067712,EleutherAI/pythia-14m,step90000,90000
It was a humane kind of act.,act,act, humane,7.979753208162238e-21,kind of, of,8.393350371642872e-36,0.2499999850988388,2.1183390617370605,0,5,14067712,EleutherAI/pythia-14m,step90000,90000
It was a humane kind of act.,act,act, humane,1.5928373897633463e-10,kind of, of,3.358727648796474e-22,0.12929484248161316,2.1183390617370605,1,5,14067712,EleutherAI/pythia-14m,step90000,90000
It was a humane kind of act.,act,act, humane,2.528277889268793e-07,kind of, of,8.082764543360099e-05,0.250066339969635,2.1198511123657227,2,5,14067712,EleutherAI/pythia-14m,step90000,90000
It was a humane kind of act.,act,act, humane,2.1246771703120615e-11,kind of, of,7.843265062923759e-31,0.16886232793331146,2.1231937408447266,3,5,14067712,EleutherAI/pythia-14m,step90000,90000
It was a magic kind of act.,act,act, magic,0.001407176605425775,kind of, of,0.6734044551849365,0.2920108437538147,2.0488762855529785,0,0,14067712,EleutherAI/pythia-14m,step90000,90000
It was a magic kind of act.,act,act, magic,7.39231109037064e-06,kind of, of,0.6720632314682007,0.2831465005874634,2.0476465225219727,1,0,14067712,EleutherAI/pythia-14m,step90000,90000
It was a magic kind of act.,act,act, magic,0.04663500189781189,kind of, of,0.41075122356414795,0.23376569151878357,2.069317579269409,2,0,14067712,EleutherAI/pythia-14m,step90000,90000
It was a magic kind of act.,act,act, magic,0.11957796663045883,kind of, of,0.11804269254207611,0.3491142690181732,2.074662208557129,3,0,14067712,EleutherAI/pythia-14m,step90000,90000
It was a magic kind of act.,act,act, magic,0.001054510474205017,kind of, of,0.07457425445318222,0.391496866941452,2.012216329574585,0,1,14067712,EleutherAI/pythia-14m,step90000,90000
It was a magic kind of act.,act,act, magic,0.05230814591050148,kind of, of,0.3789893686771393,0.3532770276069641,2.071765422821045,1,1,14067712,EleutherAI/pythia-14m,step90000,90000
