sentence,word,string,disambiguating_word,Attention,inserted_string,inserted_string_final_token,Attention_inserted_string,Attention_1back,Entropy,Head,Layer,n_params,mpath,revision,step
It was a desperate kind of act.,act,act, desperate,0.046750400215387344,kind of, of,0.18001656234264374,0.19097700715065002,2.07314133644104,0,0,14067712,EleutherAI/pythia-14m,step11000,11000
It was a desperate kind of act.,act,act, desperate,0.1477423459291458,kind of, of,0.07328872382640839,0.20435883104801178,2.0727615356445312,1,0,14067712,EleutherAI/pythia-14m,step11000,11000
It was a desperate kind of act.,act,act, desperate,0.2171788364648819,kind of, of,0.1510067880153656,0.15554752945899963,2.070526599884033,2,0,14067712,EleutherAI/pythia-14m,step11000,11000
It was a desperate kind of act.,act,act, desperate,0.6313022971153259,kind of, of,0.08341430872678757,0.14956149458885193,2.054971218109131,3,0,14067712,EleutherAI/pythia-14m,step11000,11000
It was a desperate kind of act.,act,act, desperate,0.03810745105147362,kind of, of,0.18710532784461975,0.4240274727344513,2.0514206886291504,0,1,14067712,EleutherAI/pythia-14m,step11000,11000
It was a desperate kind of act.,act,act, desperate,0.06339405477046967,kind of, of,0.4045136272907257,0.3034542202949524,2.0699400901794434,1,1,14067712,EleutherAI/pythia-14m,step11000,11000
It was a desperate kind of act.,act,act, desperate,0.10472419112920761,kind of, of,0.15048106014728546,0.31639569997787476,2.075773000717163,2,1,14067712,EleutherAI/pythia-14m,step11000,11000
It was a desperate kind of act.,act,act, desperate,0.038981590420007706,kind of, of,0.36809241771698,0.13254593312740326,2.069957733154297,3,1,14067712,EleutherAI/pythia-14m,step11000,11000
It was a desperate kind of act.,act,act, desperate,0.673122763633728,kind of, of,0.01611538976430893,0.28444087505340576,2.0495142936706543,0,2,14067712,EleutherAI/pythia-14m,step11000,11000
It was a desperate kind of act.,act,act, desperate,0.00014874678163323551,kind of, of,0.76046222448349,0.5300137996673584,2.0379414558410645,1,2,14067712,EleutherAI/pythia-14m,step11000,11000
It was a desperate kind of act.,act,act, desperate,0.09400327503681183,kind of, of,0.0609421581029892,0.22907830774784088,2.0660207271575928,2,2,14067712,EleutherAI/pythia-14m,step11000,11000
It was a desperate kind of act.,act,act, desperate,0.14017300307750702,kind of, of,0.04155152291059494,0.18161863088607788,2.073366165161133,3,2,14067712,EleutherAI/pythia-14m,step11000,11000
It was a desperate kind of act.,act,act, desperate,0.013180142268538475,kind of, of,0.031522009521722794,0.1796506941318512,2.0665862560272217,0,3,14067712,EleutherAI/pythia-14m,step11000,11000
It was a desperate kind of act.,act,act, desperate,0.14521929621696472,kind of, of,0.06348951905965805,0.21964295208454132,2.0769779682159424,1,3,14067712,EleutherAI/pythia-14m,step11000,11000
It was a desperate kind of act.,act,act, desperate,0.0005921404808759689,kind of, of,0.007053203880786896,0.17264710366725922,2.048790216445923,2,3,14067712,EleutherAI/pythia-14m,step11000,11000
It was a desperate kind of act.,act,act, desperate,1.2337757652858272e-05,kind of, of,0.0008412986644543707,0.17682293057441711,2.0507311820983887,3,3,14067712,EleutherAI/pythia-14m,step11000,11000
It was a desperate kind of act.,act,act, desperate,0.0219449233263731,kind of, of,0.04399189352989197,0.15239198505878448,2.0614614486694336,0,4,14067712,EleutherAI/pythia-14m,step11000,11000
It was a desperate kind of act.,act,act, desperate,0.045569732785224915,kind of, of,0.02206065133213997,0.20067551732063293,2.069462299346924,1,4,14067712,EleutherAI/pythia-14m,step11000,11000
It was a desperate kind of act.,act,act, desperate,0.1942942589521408,kind of, of,0.2957439720630646,0.310162752866745,2.0737528800964355,2,4,14067712,EleutherAI/pythia-14m,step11000,11000
It was a desperate kind of act.,act,act, desperate,0.21990884840488434,kind of, of,0.0833434984087944,0.2028132975101471,2.076813220977783,3,4,14067712,EleutherAI/pythia-14m,step11000,11000
It was a desperate kind of act.,act,act, desperate,0.008729987777769566,kind of, of,0.002059993101283908,0.22672630846500397,2.0550544261932373,0,5,14067712,EleutherAI/pythia-14m,step11000,11000
