sentence,word,string,disambiguating_word,Attention,inserted_string,inserted_string_final_token,Attention_inserted_string,Attention_1back,Entropy,Head,Layer,n_params,mpath,revision,step
It was a desperate kind of act.,act,act, desperate,0.0013537361519411206,kind of, of,0.7607901096343994,0.2586642801761627,2.0384793281555176,0,0,14067712,EleutherAI/pythia-14m,step118000,118000
It was a desperate kind of act.,act,act, desperate,0.002715072128921747,kind of, of,0.707400381565094,0.3400241434574127,2.044163227081299,1,0,14067712,EleutherAI/pythia-14m,step118000,118000
It was a desperate kind of act.,act,act, desperate,0.23220254480838776,kind of, of,0.3533461093902588,0.2682223916053772,2.0726470947265625,2,0,14067712,EleutherAI/pythia-14m,step118000,118000
It was a desperate kind of act.,act,act, desperate,0.3860877752304077,kind of, of,0.13637462258338928,0.34720104932785034,2.0717666149139404,3,0,14067712,EleutherAI/pythia-14m,step118000,118000
It was a desperate kind of act.,act,act, desperate,0.0001699012500466779,kind of, of,0.03798816725611687,0.31423091888427734,2.0039541721343994,0,1,14067712,EleutherAI/pythia-14m,step118000,118000
It was a desperate kind of act.,act,act, desperate,0.04590442776679993,kind of, of,0.3811793327331543,0.32552987337112427,2.071831703186035,1,1,14067712,EleutherAI/pythia-14m,step118000,118000
It was a desperate kind of act.,act,act, desperate,0.07138366997241974,kind of, of,0.1050700843334198,0.2892795503139496,2.066312789916992,2,1,14067712,EleutherAI/pythia-14m,step118000,118000
It was a desperate kind of act.,act,act, desperate,4.3810641159325314e-07,kind of, of,0.015650728717446327,0.13107682764530182,2.0521585941314697,3,1,14067712,EleutherAI/pythia-14m,step118000,118000
It was a desperate kind of act.,act,act, desperate,0.4207603335380554,kind of, of,0.011964088305830956,0.2846679091453552,2.06892728805542,0,2,14067712,EleutherAI/pythia-14m,step118000,118000
It was a desperate kind of act.,act,act, desperate,0.0006199488998390734,kind of, of,0.6873207092285156,0.6562188863754272,2.047175645828247,1,2,14067712,EleutherAI/pythia-14m,step118000,118000
It was a desperate kind of act.,act,act, desperate,0.1033334955573082,kind of, of,0.15309001505374908,0.2864193916320801,2.0773143768310547,2,2,14067712,EleutherAI/pythia-14m,step118000,118000
It was a desperate kind of act.,act,act, desperate,0.07605074346065521,kind of, of,0.07022298127412796,0.19409684836864471,2.061802864074707,3,2,14067712,EleutherAI/pythia-14m,step118000,118000
It was a desperate kind of act.,act,act, desperate,0.017688166350126266,kind of, of,0.2949661314487457,0.18789438903331757,2.057311534881592,0,3,14067712,EleutherAI/pythia-14m,step118000,118000
It was a desperate kind of act.,act,act, desperate,0.006120997481048107,kind of, of,0.009152883663773537,0.14633047580718994,1.9983243942260742,1,3,14067712,EleutherAI/pythia-14m,step118000,118000
It was a desperate kind of act.,act,act, desperate,1.4043996543477988e-06,kind of, of,0.0005984230083413422,0.12290233373641968,1.9952666759490967,2,3,14067712,EleutherAI/pythia-14m,step118000,118000
It was a desperate kind of act.,act,act, desperate,6.240780976440874e-07,kind of, of,4.047562833875418e-05,0.13496245443820953,1.994371771812439,3,3,14067712,EleutherAI/pythia-14m,step118000,118000
It was a desperate kind of act.,act,act, desperate,0.0005512856878340244,kind of, of,0.00030803753179498017,0.14333553612232208,1.9963734149932861,0,4,14067712,EleutherAI/pythia-14m,step118000,118000
It was a desperate kind of act.,act,act, desperate,2.8854008633061312e-05,kind of, of,2.010104253713507e-06,0.14297884702682495,1.994332194328308,1,4,14067712,EleutherAI/pythia-14m,step118000,118000
It was a desperate kind of act.,act,act, desperate,0.2272852659225464,kind of, of,0.21801599860191345,0.2503185570240021,2.076310396194458,2,4,14067712,EleutherAI/pythia-14m,step118000,118000
It was a desperate kind of act.,act,act, desperate,0.012766091153025627,kind of, of,0.00016451225383207202,0.230066180229187,1.9981698989868164,3,4,14067712,EleutherAI/pythia-14m,step118000,118000
It was a desperate kind of act.,act,act, desperate,1.9828045964301722e-20,kind of, of,4.883992246767626e-26,0.1428571492433548,1.9943008422851562,0,5,14067712,EleutherAI/pythia-14m,step118000,118000
It was a desperate kind of act.,act,act, desperate,3.54963880361818e-18,kind of, of,3.701010580902525e-13,0.1428571492433548,1.9943008422851562,1,5,14067712,EleutherAI/pythia-14m,step118000,118000
It was a desperate kind of act.,act,act, desperate,0.2591823935508728,kind of, of,0.03071402758359909,0.2277989387512207,2.06168270111084,2,5,14067712,EleutherAI/pythia-14m,step118000,118000
It was a desperate kind of act.,act,act, desperate,1.574773378365535e-08,kind of, of,2.3491554188015407e-11,0.1428571492433548,2.033195972442627,3,5,14067712,EleutherAI/pythia-14m,step118000,118000
It was a humane kind of act.,act,act, humane,0.0035482568200677633,kind of, of,0.7543727159500122,0.2522081136703491,2.1598994731903076,0,0,14067712,EleutherAI/pythia-14m,step118000,118000
It was a humane kind of act.,act,act, humane,0.00024128108634613454,kind of, of,0.6952164173126221,0.29984965920448303,2.165458917617798,1,0,14067712,EleutherAI/pythia-14m,step118000,118000
