sentence,word,string,disambiguating_word,Attention,inserted_string,inserted_string_final_token,Attention_inserted_string,Attention_1back,Entropy,Head,Layer,n_params,mpath,revision,step
It was a desperate kind of act.,act,act, desperate,0.013144511729478836,kind of, of,0.5558443069458008,0.31561627984046936,2.0604333877563477,0,0,14067712,EleutherAI/pythia-14m,step57000,57000
It was a desperate kind of act.,act,act, desperate,0.006721272598952055,kind of, of,0.7013702988624573,0.3780673146247864,2.046476364135742,1,0,14067712,EleutherAI/pythia-14m,step57000,57000
It was a desperate kind of act.,act,act, desperate,0.042554114013910294,kind of, of,0.2746773362159729,0.20187287032604218,2.065873146057129,2,0,14067712,EleutherAI/pythia-14m,step57000,57000
It was a desperate kind of act.,act,act, desperate,0.38996395468711853,kind of, of,0.12264949828386307,0.32392463088035583,2.0709218978881836,3,0,14067712,EleutherAI/pythia-14m,step57000,57000
It was a desperate kind of act.,act,act, desperate,0.00015199273184407502,kind of, of,0.09392058849334717,0.3718893229961395,2.017195701599121,0,1,14067712,EleutherAI/pythia-14m,step57000,57000
It was a desperate kind of act.,act,act, desperate,0.07703961431980133,kind of, of,0.34404513239860535,0.358268141746521,2.0736961364746094,1,1,14067712,EleutherAI/pythia-14m,step57000,57000
It was a desperate kind of act.,act,act, desperate,0.038288090378046036,kind of, of,0.10892149806022644,0.28298839926719666,2.0716049671173096,2,1,14067712,EleutherAI/pythia-14m,step57000,57000
It was a desperate kind of act.,act,act, desperate,0.000289505667751655,kind of, of,0.2506738305091858,0.09971018135547638,2.060076951980591,3,1,14067712,EleutherAI/pythia-14m,step57000,57000
It was a desperate kind of act.,act,act, desperate,0.30920282006263733,kind of, of,0.015185495838522911,0.274680495262146,2.071510076522827,0,2,14067712,EleutherAI/pythia-14m,step57000,57000
It was a desperate kind of act.,act,act, desperate,0.0002148870989913121,kind of, of,0.7853466868400574,0.692031979560852,2.034533977508545,1,2,14067712,EleutherAI/pythia-14m,step57000,57000
It was a desperate kind of act.,act,act, desperate,0.11789732426404953,kind of, of,0.13711956143379211,0.28303050994873047,2.0767855644226074,2,2,14067712,EleutherAI/pythia-14m,step57000,57000
It was a desperate kind of act.,act,act, desperate,0.060775868594646454,kind of, of,0.05229872092604637,0.18977895379066467,2.058673620223999,3,2,14067712,EleutherAI/pythia-14m,step57000,57000
It was a desperate kind of act.,act,act, desperate,0.00816109124571085,kind of, of,0.24397918581962585,0.18162336945533752,2.066408634185791,0,3,14067712,EleutherAI/pythia-14m,step57000,57000
It was a desperate kind of act.,act,act, desperate,0.1606142669916153,kind of, of,0.037991221994161606,0.20630580186843872,2.0743560791015625,1,3,14067712,EleutherAI/pythia-14m,step57000,57000
