sentence_new,sentence_original,word,construction,class_disambiguating_word,class_ambiguous_word,string,disambiguating_word_new,Attention,Entropy,Head,Layer,n_params,mpath,revision,step
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.013590994291007519,1.5587377548217773,0,0,14067712,EleutherAI/pythia-14m,step71000,71000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.023524314165115356,1.5664204359054565,1,0,14067712,EleutherAI/pythia-14m,step71000,71000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.867831826210022,1.5358338356018066,2,0,14067712,EleutherAI/pythia-14m,step71000,71000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.46338701248168945,1.5916290283203125,3,0,14067712,EleutherAI/pythia-14m,step71000,71000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.014996791258454323,1.538582682609558,0,1,14067712,EleutherAI/pythia-14m,step71000,71000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.2559714615345001,1.5942893028259277,1,1,14067712,EleutherAI/pythia-14m,step71000,71000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.06432157009840012,1.5960983037948608,2,1,14067712,EleutherAI/pythia-14m,step71000,71000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,5.5251907724596094e-06,1.575197458267212,3,1,14067712,EleutherAI/pythia-14m,step71000,71000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.5092877745628357,1.5902429819107056,0,2,14067712,EleutherAI/pythia-14m,step71000,71000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.11808013916015625,1.5722718238830566,1,2,14067712,EleutherAI/pythia-14m,step71000,71000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.3077099025249481,1.6033005714416504,2,2,14067712,EleutherAI/pythia-14m,step71000,71000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.14481474459171295,1.553055763244629,3,2,14067712,EleutherAI/pythia-14m,step71000,71000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.030326208099722862,1.511704921722412,0,3,14067712,EleutherAI/pythia-14m,step71000,71000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.05056367069482803,1.5185960531234741,1,3,14067712,EleutherAI/pythia-14m,step71000,71000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.0013147013960406184,1.5006234645843506,2,3,14067712,EleutherAI/pythia-14m,step71000,71000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.006425093859434128,1.502171277999878,3,3,14067712,EleutherAI/pythia-14m,step71000,71000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.016293153166770935,1.5202531814575195,0,4,14067712,EleutherAI/pythia-14m,step71000,71000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,1.3145802313374588e-06,1.500223159790039,1,4,14067712,EleutherAI/pythia-14m,step71000,71000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.2362164407968521,1.5992895364761353,2,4,14067712,EleutherAI/pythia-14m,step71000,71000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.003135866019874811,1.501452922821045,3,4,14067712,EleutherAI/pythia-14m,step71000,71000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,4.897187511197737e-21,1.5002226829528809,0,5,14067712,EleutherAI/pythia-14m,step71000,71000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,1.071881911229866e-06,1.50022292137146,1,5,14067712,EleutherAI/pythia-14m,step71000,71000
