sentence_new,sentence_original,word,construction,class_disambiguating_word,class_ambiguous_word,string,disambiguating_word_new,Attention,Entropy,Head,Layer,n_params,mpath,revision,step
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.05297030135989189,1.5846762657165527,0,0,14067712,EleutherAI/pythia-14m,step138000,138000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.04404310882091522,1.5582804679870605,1,0,14067712,EleutherAI/pythia-14m,step138000,138000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.7030690312385559,1.5690853595733643,2,0,14067712,EleutherAI/pythia-14m,step138000,138000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.7473320960998535,1.561375617980957,3,0,14067712,EleutherAI/pythia-14m,step138000,138000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.008172365836799145,1.5452696084976196,0,1,14067712,EleutherAI/pythia-14m,step138000,138000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.24119894206523895,1.5947742462158203,1,1,14067712,EleutherAI/pythia-14m,step138000,138000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.10068253427743912,1.598397135734558,2,1,14067712,EleutherAI/pythia-14m,step138000,138000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,1.3807014511257876e-05,1.5783880949020386,3,1,14067712,EleutherAI/pythia-14m,step138000,138000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.24068772792816162,1.597575068473816,0,2,14067712,EleutherAI/pythia-14m,step138000,138000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.08626560121774673,1.5569727420806885,1,2,14067712,EleutherAI/pythia-14m,step138000,138000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.3110962510108948,1.602264165878296,2,2,14067712,EleutherAI/pythia-14m,step138000,138000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.26106831431388855,1.5815391540527344,3,2,14067712,EleutherAI/pythia-14m,step138000,138000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.007941458374261856,1.5063704252243042,0,3,14067712,EleutherAI/pythia-14m,step138000,138000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.04646137356758118,1.519510269165039,1,3,14067712,EleutherAI/pythia-14m,step138000,138000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.0005187289207242429,1.5004191398620605,2,3,14067712,EleutherAI/pythia-14m,step138000,138000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.0009050903026945889,1.500562071800232,3,3,14067712,EleutherAI/pythia-14m,step138000,138000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.008435796946287155,1.5770292282104492,0,4,14067712,EleutherAI/pythia-14m,step138000,138000
