sentence_new,sentence_original,word,construction,class_disambiguating_word,class_ambiguous_word,string,disambiguating_word_new,Attention,Entropy,Head,Layer,n_params,mpath,revision,step
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.042080845683813095,1.5748560428619385,0,0,14067712,EleutherAI/pythia-14m,step128000,128000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.033798351883888245,1.5530192852020264,1,0,14067712,EleutherAI/pythia-14m,step128000,128000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.5863390564918518,1.5851478576660156,2,0,14067712,EleutherAI/pythia-14m,step128000,128000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.7043315172195435,1.5680921077728271,3,0,14067712,EleutherAI/pythia-14m,step128000,128000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.009664448909461498,1.5428369045257568,0,1,14067712,EleutherAI/pythia-14m,step128000,128000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.20150554180145264,1.5943381786346436,1,1,14067712,EleutherAI/pythia-14m,step128000,128000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.08112664520740509,1.5967293977737427,2,1,14067712,EleutherAI/pythia-14m,step128000,128000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,3.093082341365516e-06,1.5732403993606567,3,1,14067712,EleutherAI/pythia-14m,step128000,128000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.23427999019622803,1.5911369323730469,0,2,14067712,EleutherAI/pythia-14m,step128000,128000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.10051893442869186,1.5641623735427856,1,2,14067712,EleutherAI/pythia-14m,step128000,128000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.30747413635253906,1.602674126625061,2,2,14067712,EleutherAI/pythia-14m,step128000,128000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.26552024483680725,1.5835387706756592,3,2,14067712,EleutherAI/pythia-14m,step128000,128000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.002064681611955166,1.502600073814392,0,3,14067712,EleutherAI/pythia-14m,step128000,128000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.010906419716775417,1.5089489221572876,1,3,14067712,EleutherAI/pythia-14m,step128000,128000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.00010974641190841794,1.5002681016921997,2,3,14067712,EleutherAI/pythia-14m,step128000,128000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.00019831738609354943,1.5002983808517456,3,3,14067712,EleutherAI/pythia-14m,step128000,128000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.003953862003982067,1.5299711227416992,0,4,14067712,EleutherAI/pythia-14m,step128000,128000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,9.026153406921367e-07,1.50022292137146,1,4,14067712,EleutherAI/pythia-14m,step128000,128000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.30379897356033325,1.6005821228027344,2,4,14067712,EleutherAI/pythia-14m,step128000,128000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.0006927346694283187,1.501817226409912,3,4,14067712,EleutherAI/pythia-14m,step128000,128000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,9.391444980155349e-16,1.5002226829528809,0,5,14067712,EleutherAI/pythia-14m,step128000,128000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,1.281727978960645e-12,1.5002226829528809,1,5,14067712,EleutherAI/pythia-14m,step128000,128000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.7785086631774902,1.5547693967819214,2,5,14067712,EleutherAI/pythia-14m,step128000,128000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,1.7211327306941582e-13,1.5002226829528809,3,5,14067712,EleutherAI/pythia-14m,step128000,128000
She snapped a band. ,It was a rubber band.,band,active,V,N,band, snapped,0.011797004379332066,1.7552995681762695,0,0,14067712,EleutherAI/pythia-14m,step128000,128000
She snapped a band. ,It was a rubber band.,band,active,V,N,band, snapped,0.015686750411987305,1.7361810207366943,1,0,14067712,EleutherAI/pythia-14m,step128000,128000
She snapped a band. ,It was a rubber band.,band,active,V,N,band, snapped,0.63808274269104,1.7620429992675781,2,0,14067712,EleutherAI/pythia-14m,step128000,128000
She snapped a band. ,It was a rubber band.,band,active,V,N,band, snapped,0.5996186137199402,1.7648253440856934,3,0,14067712,EleutherAI/pythia-14m,step128000,128000
She snapped a band. ,It was a rubber band.,band,active,V,N,band, snapped,0.005028948653489351,1.7200818061828613,0,1,14067712,EleutherAI/pythia-14m,step128000,128000
