sentence_new,sentence_original,word,construction,class_disambiguating_word,class_ambiguous_word,string,disambiguating_word_new,Attention,Entropy,Head,Layer,n_params,mpath,revision,step
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.045592647045850754,1.5693433284759521,0,0,14067712,EleutherAI/pythia-14m,step83000,83000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.07036333531141281,1.5784075260162354,1,0,14067712,EleutherAI/pythia-14m,step83000,83000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.7317320704460144,1.5641398429870605,2,0,14067712,EleutherAI/pythia-14m,step83000,83000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.4842883348464966,1.5911269187927246,3,0,14067712,EleutherAI/pythia-14m,step83000,83000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.0052160946652293205,1.538555383682251,0,1,14067712,EleutherAI/pythia-14m,step83000,83000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.21983596682548523,1.5926483869552612,1,1,14067712,EleutherAI/pythia-14m,step83000,83000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.15541233122348785,1.6034321784973145,2,1,14067712,EleutherAI/pythia-14m,step83000,83000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,8.923639143176842e-06,1.5771982669830322,3,1,14067712,EleutherAI/pythia-14m,step83000,83000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.4170965850353241,1.5949361324310303,0,2,14067712,EleutherAI/pythia-14m,step83000,83000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.08256162703037262,1.5710368156433105,1,2,14067712,EleutherAI/pythia-14m,step83000,83000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.2861320674419403,1.6016111373901367,2,2,14067712,EleutherAI/pythia-14m,step83000,83000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.21053966879844666,1.5647766590118408,3,2,14067712,EleutherAI/pythia-14m,step83000,83000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.010429629124701023,1.507108449935913,0,3,14067712,EleutherAI/pythia-14m,step83000,83000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.0036295168101787567,1.5018298625946045,1,3,14067712,EleutherAI/pythia-14m,step83000,83000
