sentence_new,sentence_original,word,construction,class_disambiguating_word,class_ambiguous_word,string,disambiguating_word_new,Attention,Entropy,Head,Layer,n_params,mpath,revision,step
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.01251622661948204,1.5500173568725586,0,0,14067712,EleutherAI/pythia-14m,step63000,63000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.022769059985876083,1.5548666715621948,1,0,14067712,EleutherAI/pythia-14m,step63000,63000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.9045347571372986,1.5268290042877197,2,0,14067712,EleutherAI/pythia-14m,step63000,63000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.4376941919326782,1.596386432647705,3,0,14067712,EleutherAI/pythia-14m,step63000,63000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.004679111763834953,1.5577843189239502,0,1,14067712,EleutherAI/pythia-14m,step63000,63000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.28041213750839233,1.5939871072769165,1,1,14067712,EleutherAI/pythia-14m,step63000,63000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.1243535727262497,1.5984067916870117,2,1,14067712,EleutherAI/pythia-14m,step63000,63000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,9.54517163336277e-05,1.553084373474121,3,1,14067712,EleutherAI/pythia-14m,step63000,63000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.6543849110603333,1.5757712125778198,0,2,14067712,EleutherAI/pythia-14m,step63000,63000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.08254051208496094,1.5573291778564453,1,2,14067712,EleutherAI/pythia-14m,step63000,63000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.3256704807281494,1.602670431137085,2,2,14067712,EleutherAI/pythia-14m,step63000,63000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.16095919907093048,1.551335334777832,3,2,14067712,EleutherAI/pythia-14m,step63000,63000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.0170718003064394,1.5065172910690308,0,3,14067712,EleutherAI/pythia-14m,step63000,63000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.24822187423706055,1.5892090797424316,1,3,14067712,EleutherAI/pythia-14m,step63000,63000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.0001693126978352666,1.5002737045288086,2,3,14067712,EleutherAI/pythia-14m,step63000,63000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.0032318870071321726,1.5011953115463257,3,3,14067712,EleutherAI/pythia-14m,step63000,63000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.14907744526863098,1.5987168550491333,0,4,14067712,EleutherAI/pythia-14m,step63000,63000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.036205969750881195,1.5197522640228271,1,4,14067712,EleutherAI/pythia-14m,step63000,63000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.24491317570209503,1.5970723628997803,2,4,14067712,EleutherAI/pythia-14m,step63000,63000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.23515693843364716,1.5671510696411133,3,4,14067712,EleutherAI/pythia-14m,step63000,63000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,4.7123960027721303e-17,1.5002226829528809,0,5,14067712,EleutherAI/pythia-14m,step63000,63000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.9804435968399048,1.5060136318206787,1,5,14067712,EleutherAI/pythia-14m,step63000,63000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.9544445872306824,1.5134093761444092,2,5,14067712,EleutherAI/pythia-14m,step63000,63000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,8.926446126727603e-16,1.5002226829528809,3,5,14067712,EleutherAI/pythia-14m,step63000,63000
She snapped a band. ,It was a rubber band.,band,active,V,N,band, snapped,0.005886371247470379,1.735283613204956,0,0,14067712,EleutherAI/pythia-14m,step63000,63000
She snapped a band. ,It was a rubber band.,band,active,V,N,band, snapped,0.005748219788074493,1.7380964756011963,1,0,14067712,EleutherAI/pythia-14m,step63000,63000
She snapped a band. ,It was a rubber band.,band,active,V,N,band, snapped,0.9552925229072571,1.703197717666626,2,0,14067712,EleutherAI/pythia-14m,step63000,63000
She snapped a band. ,It was a rubber band.,band,active,V,N,band, snapped,0.3927977979183197,1.7792167663574219,3,0,14067712,EleutherAI/pythia-14m,step63000,63000
She snapped a band. ,It was a rubber band.,band,active,V,N,band, snapped,0.0025724931620061398,1.7352023124694824,0,1,14067712,EleutherAI/pythia-14m,step63000,63000
She snapped a band. ,It was a rubber band.,band,active,V,N,band, snapped,0.17222152650356293,1.769310712814331,1,1,14067712,EleutherAI/pythia-14m,step63000,63000
She snapped a band. ,It was a rubber band.,band,active,V,N,band, snapped,0.030815040692687035,1.776831865310669,2,1,14067712,EleutherAI/pythia-14m,step63000,63000
She snapped a band. ,It was a rubber band.,band,active,V,N,band, snapped,7.236688361444976e-06,1.7375648021697998,3,1,14067712,EleutherAI/pythia-14m,step63000,63000
She snapped a band. ,It was a rubber band.,band,active,V,N,band, snapped,0.14487017691135406,1.7697467803955078,0,2,14067712,EleutherAI/pythia-14m,step63000,63000
She snapped a band. ,It was a rubber band.,band,active,V,N,band, snapped,0.09007923305034637,1.746339201927185,1,2,14067712,EleutherAI/pythia-14m,step63000,63000
She snapped a band. ,It was a rubber band.,band,active,V,N,band, snapped,0.25514525175094604,1.7838973999023438,2,2,14067712,EleutherAI/pythia-14m,step63000,63000
She snapped a band. ,It was a rubber band.,band,active,V,N,band, snapped,0.055268336087465286,1.7197259664535522,3,2,14067712,EleutherAI/pythia-14m,step63000,63000
She snapped a band. ,It was a rubber band.,band,active,V,N,band, snapped,0.01838652975857258,1.6983848810195923,0,3,14067712,EleutherAI/pythia-14m,step63000,63000
She snapped a band. ,It was a rubber band.,band,active,V,N,band, snapped,0.07275227457284927,1.7683221101760864,1,3,14067712,EleutherAI/pythia-14m,step63000,63000
She snapped a band. ,It was a rubber band.,band,active,V,N,band, snapped,7.141903915908188e-05,1.6914238929748535,2,3,14067712,EleutherAI/pythia-14m,step63000,63000
She snapped a band. ,It was a rubber band.,band,active,V,N,band, snapped,0.00217422004789114,1.691999077796936,3,3,14067712,EleutherAI/pythia-14m,step63000,63000
She snapped a band. ,It was a rubber band.,band,active,V,N,band, snapped,0.12531881034374237,1.7780373096466064,0,4,14067712,EleutherAI/pythia-14m,step63000,63000
She snapped a band. ,It was a rubber band.,band,active,V,N,band, snapped,0.012675009667873383,1.7087006568908691,1,4,14067712,EleutherAI/pythia-14m,step63000,63000
She snapped a band. ,It was a rubber band.,band,active,V,N,band, snapped,0.29915857315063477,1.77788245677948,2,4,14067712,EleutherAI/pythia-14m,step63000,63000
She snapped a band. ,It was a rubber band.,band,active,V,N,band, snapped,0.5328810811042786,1.7652044296264648,3,4,14067712,EleutherAI/pythia-14m,step63000,63000
She snapped a band. ,It was a rubber band.,band,active,V,N,band, snapped,3.09420251865444e-22,1.6914043426513672,0,5,14067712,EleutherAI/pythia-14m,step63000,63000
She snapped a band. ,It was a rubber band.,band,active,V,N,band, snapped,7.316580195038114e-07,1.6963595151901245,1,5,14067712,EleutherAI/pythia-14m,step63000,63000
