sentence_new,sentence_original,word,construction,class_disambiguating_word,class_ambiguous_word,string,disambiguating_word_new,Attention,Entropy,Head,Layer,n_params,mpath,revision,step
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.04772438108921051,1.570943832397461,0,0,14067712,EleutherAI/pythia-14m,step124000,124000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.03847410902380943,1.5551280975341797,1,0,14067712,EleutherAI/pythia-14m,step124000,124000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.6234199404716492,1.5806610584259033,2,0,14067712,EleutherAI/pythia-14m,step124000,124000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.7351068258285522,1.563234567642212,3,0,14067712,EleutherAI/pythia-14m,step124000,124000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.009868417866528034,1.5392866134643555,0,1,14067712,EleutherAI/pythia-14m,step124000,124000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.25076839327812195,1.5965094566345215,1,1,14067712,EleutherAI/pythia-14m,step124000,124000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.11093797534704208,1.5998598337173462,2,1,14067712,EleutherAI/pythia-14m,step124000,124000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,5.541735390579561e-06,1.5703856945037842,3,1,14067712,EleutherAI/pythia-14m,step124000,124000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.2650589346885681,1.5941120386123657,0,2,14067712,EleutherAI/pythia-14m,step124000,124000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.08889301121234894,1.5642062425613403,1,2,14067712,EleutherAI/pythia-14m,step124000,124000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.3043830096721649,1.6017073392868042,2,2,14067712,EleutherAI/pythia-14m,step124000,124000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.2845838963985443,1.5858869552612305,3,2,14067712,EleutherAI/pythia-14m,step124000,124000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.0021148037631064653,1.5021491050720215,0,3,14067712,EleutherAI/pythia-14m,step124000,124000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.009017842821776867,1.5096806287765503,1,3,14067712,EleutherAI/pythia-14m,step124000,124000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.0004140170640312135,1.5003855228424072,2,3,14067712,EleutherAI/pythia-14m,step124000,124000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.00034227900323458016,1.5003408193588257,3,3,14067712,EleutherAI/pythia-14m,step124000,124000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.01191504392772913,1.5711278915405273,0,4,14067712,EleutherAI/pythia-14m,step124000,124000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,2.840974229911808e-05,1.500231385231018,1,4,14067712,EleutherAI/pythia-14m,step124000,124000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.28024402260780334,1.6017186641693115,2,4,14067712,EleutherAI/pythia-14m,step124000,124000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.002124355174601078,1.5699548721313477,3,4,14067712,EleutherAI/pythia-14m,step124000,124000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,9.279258344880049e-18,1.5002226829528809,0,5,14067712,EleutherAI/pythia-14m,step124000,124000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,5.285514816932846e-07,1.50022292137146,1,5,14067712,EleutherAI/pythia-14m,step124000,124000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.06213368475437164,1.547593355178833,2,5,14067712,EleutherAI/pythia-14m,step124000,124000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,2.3440364232962807e-11,1.5002226829528809,3,5,14067712,EleutherAI/pythia-14m,step124000,124000
She snapped a band. ,It was a rubber band.,band,active,V,N,band, snapped,0.011027512140572071,1.750737190246582,0,0,14067712,EleutherAI/pythia-14m,step124000,124000
She snapped a band. ,It was a rubber band.,band,active,V,N,band, snapped,0.014903572387993336,1.737295389175415,1,0,14067712,EleutherAI/pythia-14m,step124000,124000
She snapped a band. ,It was a rubber band.,band,active,V,N,band, snapped,0.6036654710769653,1.7658852338790894,2,0,14067712,EleutherAI/pythia-14m,step124000,124000
She snapped a band. ,It was a rubber band.,band,active,V,N,band, snapped,0.5586510300636292,1.7690352201461792,3,0,14067712,EleutherAI/pythia-14m,step124000,124000
She snapped a band. ,It was a rubber band.,band,active,V,N,band, snapped,0.005030966363847256,1.7214852571487427,0,1,14067712,EleutherAI/pythia-14m,step124000,124000
She snapped a band. ,It was a rubber band.,band,active,V,N,band, snapped,0.1341596394777298,1.7746646404266357,1,1,14067712,EleutherAI/pythia-14m,step124000,124000
She snapped a band. ,It was a rubber band.,band,active,V,N,band, snapped,0.025783298537135124,1.7739931344985962,2,1,14067712,EleutherAI/pythia-14m,step124000,124000
She snapped a band. ,It was a rubber band.,band,active,V,N,band, snapped,1.882394684571409e-07,1.7157272100448608,3,1,14067712,EleutherAI/pythia-14m,step124000,124000
She snapped a band. ,It was a rubber band.,band,active,V,N,band, snapped,0.08107910305261612,1.753258466720581,0,2,14067712,EleutherAI/pythia-14m,step124000,124000
She snapped a band. ,It was a rubber band.,band,active,V,N,band, snapped,0.10470465570688248,1.7580921649932861,1,2,14067712,EleutherAI/pythia-14m,step124000,124000
She snapped a band. ,It was a rubber band.,band,active,V,N,band, snapped,0.24395468831062317,1.784623384475708,2,2,14067712,EleutherAI/pythia-14m,step124000,124000
She snapped a band. ,It was a rubber band.,band,active,V,N,band, snapped,0.2464050054550171,1.7723236083984375,3,2,14067712,EleutherAI/pythia-14m,step124000,124000
She snapped a band. ,It was a rubber band.,band,active,V,N,band, snapped,0.003224465064704418,1.694738507270813,0,3,14067712,EleutherAI/pythia-14m,step124000,124000
She snapped a band. ,It was a rubber band.,band,active,V,N,band, snapped,5.7886831200448796e-05,1.6979106664657593,1,3,14067712,EleutherAI/pythia-14m,step124000,124000
She snapped a band. ,It was a rubber band.,band,active,V,N,band, snapped,4.231043476465857e-06,1.691408395767212,2,3,14067712,EleutherAI/pythia-14m,step124000,124000
She snapped a band. ,It was a rubber band.,band,active,V,N,band, snapped,8.91545096237678e-06,1.6914150714874268,3,3,14067712,EleutherAI/pythia-14m,step124000,124000
She snapped a band. ,It was a rubber band.,band,active,V,N,band, snapped,0.0007841258775442839,1.7519166469573975,0,4,14067712,EleutherAI/pythia-14m,step124000,124000
She snapped a band. ,It was a rubber band.,band,active,V,N,band, snapped,6.746081027131368e-08,1.6914043426513672,1,4,14067712,EleutherAI/pythia-14m,step124000,124000
She snapped a band. ,It was a rubber band.,band,active,V,N,band, snapped,0.19021761417388916,1.7802739143371582,2,4,14067712,EleutherAI/pythia-14m,step124000,124000
She snapped a band. ,It was a rubber band.,band,active,V,N,band, snapped,2.408401996945031e-06,1.737287998199463,3,4,14067712,EleutherAI/pythia-14m,step124000,124000
She snapped a band. ,It was a rubber band.,band,active,V,N,band, snapped,1.5400507439893257e-25,1.6914043426513672,0,5,14067712,EleutherAI/pythia-14m,step124000,124000
She snapped a band. ,It was a rubber band.,band,active,V,N,band, snapped,2.2133062232494494e-16,1.6914043426513672,1,5,14067712,EleutherAI/pythia-14m,step124000,124000
She snapped a band. ,It was a rubber band.,band,active,V,N,band, snapped,0.7263067364692688,1.747051477432251,2,5,14067712,EleutherAI/pythia-14m,step124000,124000
She snapped a band. ,It was a rubber band.,band,active,V,N,band, snapped,1.9875980707432382e-30,1.6914043426513672,3,5,14067712,EleutherAI/pythia-14m,step124000,124000
She watched a band. ,It was a jazz band.,band,active,V,N,band, watched,0.015031623654067516,1.751227617263794,0,0,14067712,EleutherAI/pythia-14m,step124000,124000
She watched a band. ,It was a jazz band.,band,active,V,N,band, watched,0.005163523834198713,1.7357323169708252,1,0,14067712,EleutherAI/pythia-14m,step124000,124000
She watched a band. ,It was a jazz band.,band,active,V,N,band, watched,0.772075891494751,1.7423813343048096,2,0,14067712,EleutherAI/pythia-14m,step124000,124000
She watched a band. ,It was a jazz band.,band,active,V,N,band, watched,0.19747315347194672,1.7743146419525146,3,0,14067712,EleutherAI/pythia-14m,step124000,124000
She watched a band. ,It was a jazz band.,band,active,V,N,band, watched,0.0011890098685398698,1.7196894884109497,0,1,14067712,EleutherAI/pythia-14m,step124000,124000
She watched a band. ,It was a jazz band.,band,active,V,N,band, watched,0.18374471366405487,1.7747182846069336,1,1,14067712,EleutherAI/pythia-14m,step124000,124000
She watched a band. ,It was a jazz band.,band,active,V,N,band, watched,0.03412483632564545,1.7754795551300049,2,1,14067712,EleutherAI/pythia-14m,step124000,124000
She watched a band. ,It was a jazz band.,band,active,V,N,band, watched,3.924038693980947e-08,1.7504229545593262,3,1,14067712,EleutherAI/pythia-14m,step124000,124000
She watched a band. ,It was a jazz band.,band,active,V,N,band, watched,0.1548033505678177,1.769814372062683,0,2,14067712,EleutherAI/pythia-14m,step124000,124000
She watched a band. ,It was a jazz band.,band,active,V,N,band, watched,0.11406013369560242,1.7544364929199219,1,2,14067712,EleutherAI/pythia-14m,step124000,124000
She watched a band. ,It was a jazz band.,band,active,V,N,band, watched,0.35125261545181274,1.7831027507781982,2,2,14067712,EleutherAI/pythia-14m,step124000,124000
She watched a band. ,It was a jazz band.,band,active,V,N,band, watched,0.22900894284248352,1.7663655281066895,3,2,14067712,EleutherAI/pythia-14m,step124000,124000
She watched a band. ,It was a jazz band.,band,active,V,N,band, watched,0.029769860208034515,1.7019999027252197,0,3,14067712,EleutherAI/pythia-14m,step124000,124000
She watched a band. ,It was a jazz band.,band,active,V,N,band, watched,0.002401703502982855,1.6925568580627441,1,3,14067712,EleutherAI/pythia-14m,step124000,124000
She watched a band. ,It was a jazz band.,band,active,V,N,band, watched,3.905920311808586e-05,1.6914156675338745,2,3,14067712,EleutherAI/pythia-14m,step124000,124000
She watched a band. ,It was a jazz band.,band,active,V,N,band, watched,4.334006007411517e-05,1.6914172172546387,3,3,14067712,EleutherAI/pythia-14m,step124000,124000
She watched a band. ,It was a jazz band.,band,active,V,N,band, watched,0.00024335601483471692,1.7132489681243896,0,4,14067712,EleutherAI/pythia-14m,step124000,124000
She watched a band. ,It was a jazz band.,band,active,V,N,band, watched,1.1075749206668206e-09,1.6914043426513672,1,4,14067712,EleutherAI/pythia-14m,step124000,124000
She watched a band. ,It was a jazz band.,band,active,V,N,band, watched,0.21772675216197968,1.7801878452301025,2,4,14067712,EleutherAI/pythia-14m,step124000,124000
She watched a band. ,It was a jazz band.,band,active,V,N,band, watched,0.005949495360255241,1.699467658996582,3,4,14067712,EleutherAI/pythia-14m,step124000,124000
She watched a band. ,It was a jazz band.,band,active,V,N,band, watched,2.9810261591953194e-23,1.6914043426513672,0,5,14067712,EleutherAI/pythia-14m,step124000,124000
She watched a band. ,It was a jazz band.,band,active,V,N,band, watched,1.0464433178678501e-23,1.6914043426513672,1,5,14067712,EleutherAI/pythia-14m,step124000,124000
She watched a band. ,It was a jazz band.,band,active,V,N,band, watched,0.9326077699661255,1.708722710609436,2,5,14067712,EleutherAI/pythia-14m,step124000,124000
She watched a band. ,It was a jazz band.,band,active,V,N,band, watched,2.165292982645073e-19,1.6914043426513672,3,5,14067712,EleutherAI/pythia-14m,step124000,124000
She joined a band. ,It was a country band.,band,active,V,N,band, joined,0.021797185763716698,1.7520458698272705,0,0,14067712,EleutherAI/pythia-14m,step124000,124000
She joined a band. ,It was a country band.,band,active,V,N,band, joined,0.012380246073007584,1.736893653869629,1,0,14067712,EleutherAI/pythia-14m,step124000,124000
She joined a band. ,It was a country band.,band,active,V,N,band, joined,0.5509113669395447,1.770933985710144,2,0,14067712,EleutherAI/pythia-14m,step124000,124000
She joined a band. ,It was a country band.,band,active,V,N,band, joined,0.23091399669647217,1.7756980657577515,3,0,14067712,EleutherAI/pythia-14m,step124000,124000
She joined a band. ,It was a country band.,band,active,V,N,band, joined,0.00383951049298048,1.7209234237670898,0,1,14067712,EleutherAI/pythia-14m,step124000,124000
She joined a band. ,It was a country band.,band,active,V,N,band, joined,0.16176879405975342,1.7763079404830933,1,1,14067712,EleutherAI/pythia-14m,step124000,124000
She joined a band. ,It was a country band.,band,active,V,N,band, joined,0.043512407690286636,1.7709202766418457,2,1,14067712,EleutherAI/pythia-14m,step124000,124000
She joined a band. ,It was a country band.,band,active,V,N,band, joined,1.0933993053185986e-06,1.7263336181640625,3,1,14067712,EleutherAI/pythia-14m,step124000,124000
She joined a band. ,It was a country band.,band,active,V,N,band, joined,0.06898151338100433,1.7422773838043213,0,2,14067712,EleutherAI/pythia-14m,step124000,124000
She joined a band. ,It was a country band.,band,active,V,N,band, joined,0.11538229882717133,1.7562235593795776,1,2,14067712,EleutherAI/pythia-14m,step124000,124000
She joined a band. ,It was a country band.,band,active,V,N,band, joined,0.27875566482543945,1.783374309539795,2,2,14067712,EleutherAI/pythia-14m,step124000,124000
She joined a band. ,It was a country band.,band,active,V,N,band, joined,0.21603074669837952,1.7707011699676514,3,2,14067712,EleutherAI/pythia-14m,step124000,124000
She joined a band. ,It was a country band.,band,active,V,N,band, joined,0.019357355311512947,1.7010490894317627,0,3,14067712,EleutherAI/pythia-14m,step124000,124000
She joined a band. ,It was a country band.,band,active,V,N,band, joined,0.0023953840136528015,1.7521711587905884,1,3,14067712,EleutherAI/pythia-14m,step124000,124000
She joined a band. ,It was a country band.,band,active,V,N,band, joined,9.032039815792814e-05,1.691441535949707,2,3,14067712,EleutherAI/pythia-14m,step124000,124000
She joined a band. ,It was a country band.,band,active,V,N,band, joined,0.00010851774277398363,1.6914533376693726,3,3,14067712,EleutherAI/pythia-14m,step124000,124000
She joined a band. ,It was a country band.,band,active,V,N,band, joined,0.0006023112800903618,1.7404805421829224,0,4,14067712,EleutherAI/pythia-14m,step124000,124000
She joined a band. ,It was a country band.,band,active,V,N,band, joined,1.3003420917812036e-07,1.6914043426513672,1,4,14067712,EleutherAI/pythia-14m,step124000,124000
She joined a band. ,It was a country band.,band,active,V,N,band, joined,0.1616746187210083,1.7819093465805054,2,4,14067712,EleutherAI/pythia-14m,step124000,124000
She joined a band. ,It was a country band.,band,active,V,N,band, joined,2.3450480512110516e-05,1.7131755352020264,3,4,14067712,EleutherAI/pythia-14m,step124000,124000
She joined a band. ,It was a country band.,band,active,V,N,band, joined,1.0735119596480237e-22,1.6914043426513672,0,5,14067712,EleutherAI/pythia-14m,step124000,124000
She joined a band. ,It was a country band.,band,active,V,N,band, joined,1.256954942642023e-25,1.6914043426513672,1,5,14067712,EleutherAI/pythia-14m,step124000,124000
She joined a band. ,It was a country band.,band,active,V,N,band, joined,0.8891212344169617,1.7186634540557861,2,5,14067712,EleutherAI/pythia-14m,step124000,124000
She joined a band. ,It was a country band.,band,active,V,N,band, joined,1.782740442658747e-26,1.6914043426513672,3,5,14067712,EleutherAI/pythia-14m,step124000,124000
