sentence_new,sentence_original,word,construction,class_disambiguating_word,class_ambiguous_word,string,disambiguating_word_new,Attention,Entropy,Head,Layer,n_params,mpath,revision,step
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.043384451419115067,1.5767006874084473,0,0,14067712,EleutherAI/pythia-14m,step116000,116000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.03650025278329849,1.5573208332061768,1,0,14067712,EleutherAI/pythia-14m,step116000,116000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.6127117276191711,1.5816161632537842,2,0,14067712,EleutherAI/pythia-14m,step116000,116000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.7538973093032837,1.5600903034210205,3,0,14067712,EleutherAI/pythia-14m,step116000,116000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.014147378504276276,1.536633014678955,0,1,14067712,EleutherAI/pythia-14m,step116000,116000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.22057054936885834,1.592505931854248,1,1,14067712,EleutherAI/pythia-14m,step116000,116000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.1206861212849617,1.6005361080169678,2,1,14067712,EleutherAI/pythia-14m,step116000,116000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,9.543218766339123e-06,1.5664544105529785,3,1,14067712,EleutherAI/pythia-14m,step116000,116000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.20311115682125092,1.5872235298156738,0,2,14067712,EleutherAI/pythia-14m,step116000,116000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.10083723813295364,1.569631576538086,1,2,14067712,EleutherAI/pythia-14m,step116000,116000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.3186263144016266,1.6025028228759766,2,2,14067712,EleutherAI/pythia-14m,step116000,116000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.2787904739379883,1.585006594657898,3,2,14067712,EleutherAI/pythia-14m,step116000,116000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.002385020488873124,1.5032625198364258,0,3,14067712,EleutherAI/pythia-14m,step116000,116000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.0059258174151182175,1.5096654891967773,1,3,14067712,EleutherAI/pythia-14m,step116000,116000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.00032470375299453735,1.5003342628479004,2,3,14067712,EleutherAI/pythia-14m,step116000,116000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.00023607337789144367,1.5003111362457275,3,3,14067712,EleutherAI/pythia-14m,step116000,116000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.006740317679941654,1.5169941186904907,0,4,14067712,EleutherAI/pythia-14m,step116000,116000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,1.2484435501392e-05,1.5002264976501465,1,4,14067712,EleutherAI/pythia-14m,step116000,116000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.3107464015483856,1.602335810661316,2,4,14067712,EleutherAI/pythia-14m,step116000,116000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.0008492025081068277,1.5016610622406006,3,4,14067712,EleutherAI/pythia-14m,step116000,116000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,1.0292820781978627e-16,1.5002226829528809,0,5,14067712,EleutherAI/pythia-14m,step116000,116000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,4.219067369776175e-12,1.5002226829528809,1,5,14067712,EleutherAI/pythia-14m,step116000,116000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.03667242452502251,1.528202772140503,2,5,14067712,EleutherAI/pythia-14m,step116000,116000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,1.0420373331571087e-12,1.5002226829528809,3,5,14067712,EleutherAI/pythia-14m,step116000,116000
She snapped a band. ,It was a rubber band.,band,active,V,N,band, snapped,0.01011175662279129,1.756758213043213,0,0,14067712,EleutherAI/pythia-14m,step116000,116000
She snapped a band. ,It was a rubber band.,band,active,V,N,band, snapped,0.015948627144098282,1.7398467063903809,1,0,14067712,EleutherAI/pythia-14m,step116000,116000
She snapped a band. ,It was a rubber band.,band,active,V,N,band, snapped,0.6803081035614014,1.756399154663086,2,0,14067712,EleutherAI/pythia-14m,step116000,116000
She snapped a band. ,It was a rubber band.,band,active,V,N,band, snapped,0.6774408221244812,1.7568132877349854,3,0,14067712,EleutherAI/pythia-14m,step116000,116000
She snapped a band. ,It was a rubber band.,band,active,V,N,band, snapped,0.004241985734552145,1.7179796695709229,0,1,14067712,EleutherAI/pythia-14m,step116000,116000
She snapped a band. ,It was a rubber band.,band,active,V,N,band, snapped,0.13109847903251648,1.7704098224639893,1,1,14067712,EleutherAI/pythia-14m,step116000,116000
She snapped a band. ,It was a rubber band.,band,active,V,N,band, snapped,0.026359446346759796,1.7755348682403564,2,1,14067712,EleutherAI/pythia-14m,step116000,116000
She snapped a band. ,It was a rubber band.,band,active,V,N,band, snapped,2.9565055115199357e-07,1.7157530784606934,3,1,14067712,EleutherAI/pythia-14m,step116000,116000
She snapped a band. ,It was a rubber band.,band,active,V,N,band, snapped,0.053189508616924286,1.746309518814087,0,2,14067712,EleutherAI/pythia-14m,step116000,116000
She snapped a band. ,It was a rubber band.,band,active,V,N,band, snapped,0.11239577829837799,1.7624019384384155,1,2,14067712,EleutherAI/pythia-14m,step116000,116000
She snapped a band. ,It was a rubber band.,band,active,V,N,band, snapped,0.24611516296863556,1.7846410274505615,2,2,14067712,EleutherAI/pythia-14m,step116000,116000
She snapped a band. ,It was a rubber band.,band,active,V,N,band, snapped,0.29025766253471375,1.7732837200164795,3,2,14067712,EleutherAI/pythia-14m,step116000,116000
She snapped a band. ,It was a rubber band.,band,active,V,N,band, snapped,0.0021801695693284273,1.6951267719268799,0,3,14067712,EleutherAI/pythia-14m,step116000,116000
She snapped a band. ,It was a rubber band.,band,active,V,N,band, snapped,4.6617489715572447e-05,1.7007837295532227,1,3,14067712,EleutherAI/pythia-14m,step116000,116000
She snapped a band. ,It was a rubber band.,band,active,V,N,band, snapped,9.770406904863194e-06,1.691409707069397,2,3,14067712,EleutherAI/pythia-14m,step116000,116000
She snapped a band. ,It was a rubber band.,band,active,V,N,band, snapped,9.52526261244202e-06,1.6914151906967163,3,3,14067712,EleutherAI/pythia-14m,step116000,116000
She snapped a band. ,It was a rubber band.,band,active,V,N,band, snapped,0.001087272190488875,1.7182410955429077,0,4,14067712,EleutherAI/pythia-14m,step116000,116000
She snapped a band. ,It was a rubber band.,band,active,V,N,band, snapped,8.379257110391336e-08,1.6914043426513672,1,4,14067712,EleutherAI/pythia-14m,step116000,116000
She snapped a band. ,It was a rubber band.,band,active,V,N,band, snapped,0.20861504971981049,1.7812639474868774,2,4,14067712,EleutherAI/pythia-14m,step116000,116000
She snapped a band. ,It was a rubber band.,band,active,V,N,band, snapped,5.6821627367753536e-05,1.7182599306106567,3,4,14067712,EleutherAI/pythia-14m,step116000,116000
She snapped a band. ,It was a rubber band.,band,active,V,N,band, snapped,4.294582039419892e-24,1.6914043426513672,0,5,14067712,EleutherAI/pythia-14m,step116000,116000
She snapped a band. ,It was a rubber band.,band,active,V,N,band, snapped,2.855652179984182e-23,1.6914043426513672,1,5,14067712,EleutherAI/pythia-14m,step116000,116000
She snapped a band. ,It was a rubber band.,band,active,V,N,band, snapped,0.2310280054807663,1.7419192790985107,2,5,14067712,EleutherAI/pythia-14m,step116000,116000
She snapped a band. ,It was a rubber band.,band,active,V,N,band, snapped,2.0068072471079915e-31,1.6914043426513672,3,5,14067712,EleutherAI/pythia-14m,step116000,116000
