sentence_new,sentence_original,word,construction,class_disambiguating_word,class_ambiguous_word,string,disambiguating_word_new,Attention,Entropy,Head,Layer,n_params,mpath,revision,step
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.042078897356987,1.576300859451294,0,0,14067712,EleutherAI/pythia-14m,step123000,123000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.03428082540631294,1.5547258853912354,1,0,14067712,EleutherAI/pythia-14m,step123000,123000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.5945294499397278,1.5839406251907349,2,0,14067712,EleutherAI/pythia-14m,step123000,123000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.7210819125175476,1.5657472610473633,3,0,14067712,EleutherAI/pythia-14m,step123000,123000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.0074466257356107235,1.5379133224487305,0,1,14067712,EleutherAI/pythia-14m,step123000,123000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.22993730008602142,1.5959709882736206,1,1,14067712,EleutherAI/pythia-14m,step123000,123000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.10605502873659134,1.5990699529647827,2,1,14067712,EleutherAI/pythia-14m,step123000,123000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,8.009322300495114e-06,1.5630707740783691,3,1,14067712,EleutherAI/pythia-14m,step123000,123000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.23613981902599335,1.589802861213684,0,2,14067712,EleutherAI/pythia-14m,step123000,123000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.08913827687501907,1.564831256866455,1,2,14067712,EleutherAI/pythia-14m,step123000,123000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.29903221130371094,1.6021358966827393,2,2,14067712,EleutherAI/pythia-14m,step123000,123000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.31244713068008423,1.5883023738861084,3,2,14067712,EleutherAI/pythia-14m,step123000,123000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.00895754899829626,1.5093837976455688,0,3,14067712,EleutherAI/pythia-14m,step123000,123000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.01264987327158451,1.5271711349487305,1,3,14067712,EleutherAI/pythia-14m,step123000,123000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.0003320448158774525,1.5003656148910522,2,3,14067712,EleutherAI/pythia-14m,step123000,123000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.00022315113164950162,1.5003535747528076,3,3,14067712,EleutherAI/pythia-14m,step123000,123000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.005238591227680445,1.5358917713165283,0,4,14067712,EleutherAI/pythia-14m,step123000,123000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,9.332185072707944e-06,1.50022554397583,1,4,14067712,EleutherAI/pythia-14m,step123000,123000
