sentence_new,sentence_original,word,construction,class_disambiguating_word,class_ambiguous_word,string,disambiguating_word_new,Attention,Entropy,Head,Layer,n_params,mpath,revision,step
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.1761557012796402,1.5985438823699951,0,0,14067712,EleutherAI/pythia-14m,step16000,16000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.2056322991847992,1.5955116748809814,1,0,14067712,EleutherAI/pythia-14m,step16000,16000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.6213005185127258,1.5796141624450684,2,0,14067712,EleutherAI/pythia-14m,step16000,16000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.07802522927522659,1.5721628665924072,3,0,14067712,EleutherAI/pythia-14m,step16000,16000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.10253999382257462,1.572538137435913,0,1,14067712,EleutherAI/pythia-14m,step16000,16000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.2361072599887848,1.5841705799102783,1,1,14067712,EleutherAI/pythia-14m,step16000,16000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.07999537885189056,1.5992350578308105,2,1,14067712,EleutherAI/pythia-14m,step16000,16000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.005552036687731743,1.5817794799804688,3,1,14067712,EleutherAI/pythia-14m,step16000,16000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.5247312784194946,1.590351939201355,0,2,14067712,EleutherAI/pythia-14m,step16000,16000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.06084226816892624,1.5323474407196045,1,2,14067712,EleutherAI/pythia-14m,step16000,16000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.2836914658546448,1.5969324111938477,2,2,14067712,EleutherAI/pythia-14m,step16000,16000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.25662243366241455,1.5891308784484863,3,2,14067712,EleutherAI/pythia-14m,step16000,16000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.05497420206665993,1.567852258682251,0,3,14067712,EleutherAI/pythia-14m,step16000,16000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.2095782458782196,1.6036121845245361,1,3,14067712,EleutherAI/pythia-14m,step16000,16000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.0014480534009635448,1.5453121662139893,2,3,14067712,EleutherAI/pythia-14m,step16000,16000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.0003566054510883987,1.55784010887146,3,3,14067712,EleutherAI/pythia-14m,step16000,16000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.17622670531272888,1.5869362354278564,0,4,14067712,EleutherAI/pythia-14m,step16000,16000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.11302683502435684,1.5805147886276245,1,4,14067712,EleutherAI/pythia-14m,step16000,16000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.4362812042236328,1.5959837436676025,2,4,14067712,EleutherAI/pythia-14m,step16000,16000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.16233889758586884,1.6028175354003906,3,4,14067712,EleutherAI/pythia-14m,step16000,16000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.015599595382809639,1.5620067119598389,0,5,14067712,EleutherAI/pythia-14m,step16000,16000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.1163921058177948,1.574910283088684,1,5,14067712,EleutherAI/pythia-14m,step16000,16000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.7067630887031555,1.5681531429290771,2,5,14067712,EleutherAI/pythia-14m,step16000,16000
She wore a band.,It was a gold band.,band,active,V,N,band, wore,0.5026288628578186,1.5934988260269165,3,5,14067712,EleutherAI/pythia-14m,step16000,16000
She snapped a band. ,It was a rubber band.,band,active,V,N,band, snapped,0.41988030076026917,1.7791917324066162,0,0,14067712,EleutherAI/pythia-14m,step16000,16000
She snapped a band. ,It was a rubber band.,band,active,V,N,band, snapped,0.0574868842959404,1.7685272693634033,1,0,14067712,EleutherAI/pythia-14m,step16000,16000
She snapped a band. ,It was a rubber band.,band,active,V,N,band, snapped,0.804912269115448,1.7361843585968018,2,0,14067712,EleutherAI/pythia-14m,step16000,16000
She snapped a band. ,It was a rubber band.,band,active,V,N,band, snapped,0.22112658619880676,1.768510341644287,3,0,14067712,EleutherAI/pythia-14m,step16000,16000
She snapped a band. ,It was a rubber band.,band,active,V,N,band, snapped,0.15057669579982758,1.753936767578125,0,1,14067712,EleutherAI/pythia-14m,step16000,16000
She snapped a band. ,It was a rubber band.,band,active,V,N,band, snapped,0.24221155047416687,1.7648658752441406,1,1,14067712,EleutherAI/pythia-14m,step16000,16000
She snapped a band. ,It was a rubber band.,band,active,V,N,band, snapped,0.13148127496242523,1.7802784442901611,2,1,14067712,EleutherAI/pythia-14m,step16000,16000
She snapped a band. ,It was a rubber band.,band,active,V,N,band, snapped,0.0007919811177998781,1.7580699920654297,3,1,14067712,EleutherAI/pythia-14m,step16000,16000
She snapped a band. ,It was a rubber band.,band,active,V,N,band, snapped,0.13297279179096222,1.7769923210144043,0,2,14067712,EleutherAI/pythia-14m,step16000,16000
She snapped a band. ,It was a rubber band.,band,active,V,N,band, snapped,0.047072701156139374,1.7208830118179321,1,2,14067712,EleutherAI/pythia-14m,step16000,16000
She snapped a band. ,It was a rubber band.,band,active,V,N,band, snapped,0.17270295321941376,1.7717052698135376,2,2,14067712,EleutherAI/pythia-14m,step16000,16000
She snapped a band. ,It was a rubber band.,band,active,V,N,band, snapped,0.08121414482593536,1.7625186443328857,3,2,14067712,EleutherAI/pythia-14m,step16000,16000
She snapped a band. ,It was a rubber band.,band,active,V,N,band, snapped,0.020497631281614304,1.750969409942627,0,3,14067712,EleutherAI/pythia-14m,step16000,16000
She snapped a band. ,It was a rubber band.,band,active,V,N,band, snapped,0.053270984441041946,1.779310941696167,1,3,14067712,EleutherAI/pythia-14m,step16000,16000
She snapped a band. ,It was a rubber band.,band,active,V,N,band, snapped,0.00037886385689489543,1.7239128351211548,2,3,14067712,EleutherAI/pythia-14m,step16000,16000
She snapped a band. ,It was a rubber band.,band,active,V,N,band, snapped,4.489178900257684e-05,1.7336608171463013,3,3,14067712,EleutherAI/pythia-14m,step16000,16000
She snapped a band. ,It was a rubber band.,band,active,V,N,band, snapped,0.1176510900259018,1.7682667970657349,0,4,14067712,EleutherAI/pythia-14m,step16000,16000
