sentence,word,string,reversed_sentence,mod_np,reversed_mod,disambiguating_word,non_adjective,original_logprob,reversed_logprob,ratio,n_params,mpath,revision,seed_name,seed,step
It was a desperate act.,act,act,It was an act desperate., desperate act, act desperate,desperate,False,-14.222496032714844,-18.657318115234375,4.434822082519531,14067712,EleutherAI/pythia-14m,step85000,seed7,7,85000
It was a humane act.,act,act,It was an act humane., humane act, act humane,humane,False,-19.688081741333008,-20.247289657592773,0.5592079162597656,14067712,EleutherAI/pythia-14m,step85000,seed7,7,85000
It was a magic act.,act,act,It was an act magic., magic act, act magic,magic,False,-17.092708587646484,-20.383895874023438,3.291187286376953,14067712,EleutherAI/pythia-14m,step85000,seed7,7,85000
He had a universal appeal.,appeal,appeal,He had an appeal universal., universal appeal, appeal universal,universal,False,-21.080245971679688,-22.840511322021484,1.7602653503417969,14067712,EleutherAI/pythia-14m,step85000,seed7,7,85000
He had an undefinable appeal.,appeal,appeal,He had an appeal undefinable., undefinable appeal, appeal undefinable,undefinable,False,-19.23422622680664,-28.01999282836914,8.7857666015625,14067712,EleutherAI/pythia-14m,step85000,seed7,7,85000
He had a legal appeal.,appeal,appeal,He had an appeal legal., legal appeal, appeal legal,legal,False,-13.94699764251709,-18.45797348022461,4.5109758377075195,14067712,EleutherAI/pythia-14m,step85000,seed7,7,85000
It was a tense atmosphere.,atmosphere,atmosphere,It was an atmosphere tense., tense atmosphere, atmosphere tense,tense,False,-17.950519561767578,-19.4244441986084,1.4739246368408203,14067712,EleutherAI/pythia-14m,step85000,seed7,7,85000
It was a hostile atmosphere.,atmosphere,atmosphere,It was an atmosphere hostile., hostile atmosphere, atmosphere hostile,hostile,False,-15.498759269714355,-19.58051109313965,4.081751823425293,14067712,EleutherAI/pythia-14m,step85000,seed7,7,85000
It was a gaseous atmosphere.,atmosphere,atmosphere,It was an atmosphere gaseous., gaseous atmosphere, atmosphere gaseous,gaseous,False,-18.363964080810547,-23.023351669311523,4.659387588500977,14067712,EleutherAI/pythia-14m,step85000,seed7,7,85000
It was a gold band.,band,band,It was a band gold., gold band, band gold,gold,True,-15.485249519348145,-19.094507217407227,3.609257698059082,14067712,EleutherAI/pythia-14m,step85000,seed7,7,85000
It was a rubber band.,band,band,It was a band rubber., rubber band, band rubber,rubber,True,-14.672401428222656,-21.58109474182129,6.908693313598633,14067712,EleutherAI/pythia-14m,step85000,seed7,7,85000
It was a jazz band.,band,band,It was a band jazz., jazz band, band jazz,jazz,True,-13.755325317382812,-21.605234146118164,7.849908828735352,14067712,EleutherAI/pythia-14m,step85000,seed7,7,85000
There was a police barrier.,barrier,barrier,There was a barrier police., police barrier, barrier police,police,True,-19.89970588684082,-19.804386138916016,-0.09531974792480469,14067712,EleutherAI/pythia-14m,step85000,seed7,7,85000
There was a concrete barrier.,barrier,barrier,There was a barrier concrete., concrete barrier, barrier concrete,concrete,False,-14.503759384155273,-19.69681167602539,5.193052291870117,14067712,EleutherAI/pythia-14m,step85000,seed7,7,85000
There was a language barrier.,barrier,barrier,There was a barrier language., language barrier, barrier language,language,True,-17.93077850341797,-21.861927032470703,3.9311485290527344,14067712,EleutherAI/pythia-14m,step85000,seed7,7,85000
He saw a furry bat.,bat,bat,He saw a bat furry., furry bat, bat furry,furry,False,-21.712303161621094,-25.041645050048828,3.3293418884277344,14067712,EleutherAI/pythia-14m,step85000,seed7,7,85000
He saw a fruit bat.,bat,bat,He saw a bat fruit., fruit bat, bat fruit,fruit,True,-19.7049560546875,-22.414779663085938,2.7098236083984375,14067712,EleutherAI/pythia-14m,step85000,seed7,7,85000
He saw a wooden bat.,bat,bat,He saw a bat wooden., wooden bat, bat wooden,wooden,False,-15.907438278198242,-21.978408813476562,6.07097053527832,14067712,EleutherAI/pythia-14m,step85000,seed7,7,85000
He saw the laser beam.,beam,beam,He saw the beam laser., laser beam, beam laser,laser,True,-11.601370811462402,-16.248292922973633,4.6469221115112305,14067712,EleutherAI/pythia-14m,step85000,seed7,7,85000
He saw the bright beam.,beam,beam,He saw the beam bright., bright beam, beam bright,bright,False,-19.25763702392578,-17.83415412902832,-1.423482894897461,14067712,EleutherAI/pythia-14m,step85000,seed7,7,85000
He saw the wood beam.,beam,beam,He saw the beam wood., wood beam, beam wood,wood,True,-17.682281494140625,-19.479524612426758,1.7972431182861328,14067712,EleutherAI/pythia-14m,step85000,seed7,7,85000
She had a toy block.,block,block,She had a block toy., toy block, block toy,toy,True,-17.674205780029297,-19.9725399017334,2.2983341217041016,14067712,EleutherAI/pythia-14m,step85000,seed7,7,85000
She had a wooden block.,block,block,She had a block wooden., wooden block, block wooden,wooden,False,-14.74044418334961,-21.77362632751465,7.033182144165039,14067712,EleutherAI/pythia-14m,step85000,seed7,7,85000
She had a mental block.,block,block,She had a block mental., mental block, block mental,mental,False,-15.720321655273438,-22.232168197631836,6.511846542358398,14067712,EleutherAI/pythia-14m,step85000,seed7,7,85000
He has coagulated blood.,blood,blood,He has blood coagulated., coagulated blood, blood coagulated,coagulated,True,-24.644357681274414,-27.538066864013672,2.893709182739258,14067712,EleutherAI/pythia-14m,step85000,seed7,7,85000
He has thin blood.,blood,blood,He has blood thin., thin blood, blood thin,thin,False,-15.922934532165527,-17.70355796813965,1.780623435974121,14067712,EleutherAI/pythia-14m,step85000,seed7,7,85000
He has noble blood.,blood,blood,He has blood noble., noble blood, blood noble,noble,False,-20.822538375854492,-23.60188865661621,2.7793502807617188,14067712,EleutherAI/pythia-14m,step85000,seed7,7,85000
It was the ironing board.,board,board,It was the board ironing., ironing board, board ironing,ironing,False,-23.189918518066406,-22.262510299682617,-0.9274082183837891,14067712,EleutherAI/pythia-14m,step85000,seed7,7,85000
It was the wooden board.,board,board,It was the board wooden., wooden board, board wooden,wooden,False,-15.423158645629883,-20.594993591308594,5.171834945678711,14067712,EleutherAI/pythia-14m,step85000,seed7,7,85000
It was the executive board.,board,board,It was the board executive., executive board, board executive,executive,True,-14.065277099609375,-17.09105682373047,3.0257797241210938,14067712,EleutherAI/pythia-14m,step85000,seed7,7,85000
He had a best-selling book.,book,book,He had a book best-selling., best-selling book, book best-selling,best-selling,False,-15.826502799987793,-23.345569610595703,7.51906681060791,14067712,EleutherAI/pythia-14m,step85000,seed7,7,85000
He had a popular book.,book,book,He had a book popular., popular book, book popular,popular,False,-14.085290908813477,-20.663410186767578,6.578119277954102,14067712,EleutherAI/pythia-14m,step85000,seed7,7,85000
He had a heavy book.,book,book,He had a book heavy., heavy book, book heavy,heavy,False,-16.487348556518555,-20.050678253173828,3.5633296966552734,14067712,EleutherAI/pythia-14m,step85000,seed7,7,85000
They ate a pancake breakfast.,breakfast,breakfast,They ate a breakfast pancake., pancake breakfast, breakfast pancake,pancake,True,-11.490097045898438,-14.836217880249023,3.346120834350586,14067712,EleutherAI/pythia-14m,step85000,seed7,7,85000
They ate a nutritious breakfast.,breakfast,breakfast,They ate a breakfast nutritious., nutritious breakfast, breakfast nutritious,nutritious,False,-21.138626098632812,-26.091318130493164,4.952692031860352,14067712,EleutherAI/pythia-14m,step85000,seed7,7,85000
They ate a family breakfast.,breakfast,breakfast,They ate a breakfast family., family breakfast, breakfast family,family,True,-12.610837936401367,-17.736440658569336,5.125602722167969,14067712,EleutherAI/pythia-14m,step85000,seed7,7,85000
It was a red cape.,cape,cape,It was a cape red., red cape, cape red,red,False,-17.765830993652344,-22.50724983215332,4.741418838500977,14067712,EleutherAI/pythia-14m,step85000,seed7,7,85000
It was a flowing cape.,cape,cape,It was a cape flowing., flowing cape, cape flowing,flowing,False,-22.696617126464844,-24.128740310668945,1.4321231842041016,14067712,EleutherAI/pythia-14m,step85000,seed7,7,85000
It was a rocky cape.,cape,cape,It was a cape rocky., rocky cape, cape rocky,rocky,False,-18.682832717895508,-27.685304641723633,9.002471923828125,14067712,EleutherAI/pythia-14m,step85000,seed7,7,85000
It was a beer case.,case,case,It was a case beer., beer case, case beer,beer,True,-17.105224609375,-20.957252502441406,3.8520278930664062,14067712,EleutherAI/pythia-14m,step85000,seed7,7,85000
It was a display case.,case,case,It was a case display., display case, case display,display,True,-15.593423843383789,-18.50806427001953,2.914640426635742,14067712,EleutherAI/pythia-14m,step85000,seed7,7,85000
It was a divorce case.,case,case,It was a case divorce., divorce case, case divorce,divorce,True,-12.979507446289062,-20.022972106933594,7.043464660644531,14067712,EleutherAI/pythia-14m,step85000,seed7,7,85000
It was a worthy cause.,cause,cause,It was a cause worthy., worthy cause, cause worthy,worthy,False,-15.267725944519043,-20.053491592407227,4.785765647888184,14067712,EleutherAI/pythia-14m,step85000,seed7,7,85000
It was a political cause.,cause,cause,It was a cause political., political cause, cause political,political,False,-14.579988479614258,-20.63372230529785,6.053733825683594,14067712,EleutherAI/pythia-14m,step85000,seed7,7,85000
It was a main cause.,cause,cause,It was a cause main., main cause, cause main,main,False,-14.344018936157227,-21.2571964263916,6.913177490234375,14067712,EleutherAI/pythia-14m,step85000,seed7,7,85000
It was a skin cell.,cell,cell,It was a cell skin., skin cell, cell skin,skin,True,-17.377853393554688,-16.2259521484375,-1.1519012451171875,14067712,EleutherAI/pythia-14m,step85000,seed7,7,85000
It was a brain cell.,cell,cell,It was a cell brain., brain cell, cell brain,brain,True,-14.037127494812012,-15.445435523986816,1.4083080291748047,14067712,EleutherAI/pythia-14m,step85000,seed7,7,85000
It was a prison cell.,cell,cell,It was a cell prison., prison cell, cell prison,prison,True,-17.611522674560547,-18.040590286254883,0.42906761169433594,14067712,EleutherAI/pythia-14m,step85000,seed7,7,85000
She had a devilish charm.,charm,charm,She had a charm devilish., devilish charm, charm devilish,devilish,False,-19.844770431518555,-26.917808532714844,7.073038101196289,14067712,EleutherAI/pythia-14m,step85000,seed7,7,85000
She had a natural charm.,charm,charm,She had a charm natural., natural charm, charm natural,natural,False,-14.28299331665039,-20.67879867553711,6.395805358886719,14067712,EleutherAI/pythia-14m,step85000,seed7,7,85000
She had a gold charm.,charm,charm,She had a charm gold., gold charm, charm gold,gold,True,-16.256908416748047,-20.449932098388672,4.193023681640625,14067712,EleutherAI/pythia-14m,step85000,seed7,7,85000
They liked the juicy chicken.,chicken,chicken,They liked the chicken juicy., juicy chicken, chicken juicy,juicy,False,-18.338241577148438,-20.413808822631836,2.0755672454833984,14067712,EleutherAI/pythia-14m,step85000,seed7,7,85000
They liked the roasted chicken.,chicken,chicken,They liked the chicken roasted., roasted chicken, chicken roasted,roasted,False,-15.249948501586914,-17.872339248657227,2.6223907470703125,14067712,EleutherAI/pythia-14m,step85000,seed7,7,85000
They liked the clucking chicken.,chicken,chicken,They liked the chicken clucking., clucking chicken, chicken clucking,clucking,True,-24.143634796142578,-22.32305145263672,-1.8205833435058594,14067712,EleutherAI/pythia-14m,step85000,seed7,7,85000
