sentence,word,string,reversed_sentence,mod_np,reversed_mod,disambiguating_word,non_adjective,original_logprob,reversed_logprob,ratio,n_params,mpath,revision,seed_name,seed,step
It was a desperate act.,act,act,It was an act desperate., desperate act, act desperate,desperate,False,-14.724227905273438,-18.762826919555664,4.038599014282227,14067712,EleutherAI/pythia-14m,step125000,seed9,9,125000
It was a humane act.,act,act,It was an act humane., humane act, act humane,humane,False,-19.14899444580078,-20.59514045715332,1.446146011352539,14067712,EleutherAI/pythia-14m,step125000,seed9,9,125000
It was a magic act.,act,act,It was an act magic., magic act, act magic,magic,False,-14.166766166687012,-17.035226821899414,2.8684606552124023,14067712,EleutherAI/pythia-14m,step125000,seed9,9,125000
He had a universal appeal.,appeal,appeal,He had an appeal universal., universal appeal, appeal universal,universal,False,-18.458362579345703,-24.752883911132812,6.294521331787109,14067712,EleutherAI/pythia-14m,step125000,seed9,9,125000
He had an undefinable appeal.,appeal,appeal,He had an appeal undefinable., undefinable appeal, appeal undefinable,undefinable,False,-25.363475799560547,-30.08370018005371,4.720224380493164,14067712,EleutherAI/pythia-14m,step125000,seed9,9,125000
He had a legal appeal.,appeal,appeal,He had an appeal legal., legal appeal, appeal legal,legal,False,-18.013999938964844,-19.025466918945312,1.0114669799804688,14067712,EleutherAI/pythia-14m,step125000,seed9,9,125000
It was a tense atmosphere.,atmosphere,atmosphere,It was an atmosphere tense., tense atmosphere, atmosphere tense,tense,False,-18.445167541503906,-20.508865356445312,2.0636978149414062,14067712,EleutherAI/pythia-14m,step125000,seed9,9,125000
It was a hostile atmosphere.,atmosphere,atmosphere,It was an atmosphere hostile., hostile atmosphere, atmosphere hostile,hostile,False,-14.223048210144043,-19.239517211914062,5.0164690017700195,14067712,EleutherAI/pythia-14m,step125000,seed9,9,125000
It was a gaseous atmosphere.,atmosphere,atmosphere,It was an atmosphere gaseous., gaseous atmosphere, atmosphere gaseous,gaseous,False,-16.485082626342773,-21.174819946289062,4.689737319946289,14067712,EleutherAI/pythia-14m,step125000,seed9,9,125000
It was a gold band.,band,band,It was a band gold., gold band, band gold,gold,True,-13.457161903381348,-19.13576316833496,5.678601264953613,14067712,EleutherAI/pythia-14m,step125000,seed9,9,125000
It was a rubber band.,band,band,It was a band rubber., rubber band, band rubber,rubber,True,-12.967979431152344,-20.88960838317871,7.921628952026367,14067712,EleutherAI/pythia-14m,step125000,seed9,9,125000
It was a jazz band.,band,band,It was a band jazz., jazz band, band jazz,jazz,True,-12.53110122680664,-18.71443748474121,6.18333625793457,14067712,EleutherAI/pythia-14m,step125000,seed9,9,125000
There was a police barrier.,barrier,barrier,There was a barrier police., police barrier, barrier police,police,True,-15.869245529174805,-20.41668701171875,4.547441482543945,14067712,EleutherAI/pythia-14m,step125000,seed9,9,125000
There was a concrete barrier.,barrier,barrier,There was a barrier concrete., concrete barrier, barrier concrete,concrete,False,-15.720775604248047,-19.8397216796875,4.118946075439453,14067712,EleutherAI/pythia-14m,step125000,seed9,9,125000
There was a language barrier.,barrier,barrier,There was a barrier language., language barrier, barrier language,language,True,-19.354373931884766,-19.37176513671875,0.017391204833984375,14067712,EleutherAI/pythia-14m,step125000,seed9,9,125000
He saw a furry bat.,bat,bat,He saw a bat furry., furry bat, bat furry,furry,False,-23.675817489624023,-27.89300537109375,4.217187881469727,14067712,EleutherAI/pythia-14m,step125000,seed9,9,125000
He saw a fruit bat.,bat,bat,He saw a bat fruit., fruit bat, bat fruit,fruit,True,-17.039993286132812,-22.963726043701172,5.923732757568359,14067712,EleutherAI/pythia-14m,step125000,seed9,9,125000
He saw a wooden bat.,bat,bat,He saw a bat wooden., wooden bat, bat wooden,wooden,False,-14.48054027557373,-20.628276824951172,6.147736549377441,14067712,EleutherAI/pythia-14m,step125000,seed9,9,125000
He saw the laser beam.,beam,beam,He saw the beam laser., laser beam, beam laser,laser,True,-11.51278305053711,-17.329086303710938,5.816303253173828,14067712,EleutherAI/pythia-14m,step125000,seed9,9,125000
He saw the bright beam.,beam,beam,He saw the beam bright., bright beam, beam bright,bright,False,-16.77566909790039,-18.004806518554688,1.2291374206542969,14067712,EleutherAI/pythia-14m,step125000,seed9,9,125000
He saw the wood beam.,beam,beam,He saw the beam wood., wood beam, beam wood,wood,True,-18.944107055664062,-20.374618530273438,1.430511474609375,14067712,EleutherAI/pythia-14m,step125000,seed9,9,125000
She had a toy block.,block,block,She had a block toy., toy block, block toy,toy,True,-17.479368209838867,-21.493297576904297,4.01392936706543,14067712,EleutherAI/pythia-14m,step125000,seed9,9,125000
She had a wooden block.,block,block,She had a block wooden., wooden block, block wooden,wooden,False,-15.858097076416016,-21.791454315185547,5.933357238769531,14067712,EleutherAI/pythia-14m,step125000,seed9,9,125000
She had a mental block.,block,block,She had a block mental., mental block, block mental,mental,False,-14.528162002563477,-20.745006561279297,6.21684455871582,14067712,EleutherAI/pythia-14m,step125000,seed9,9,125000
He has coagulated blood.,blood,blood,He has blood coagulated., coagulated blood, blood coagulated,coagulated,True,-25.218271255493164,-28.690397262573242,3.472126007080078,14067712,EleutherAI/pythia-14m,step125000,seed9,9,125000
He has thin blood.,blood,blood,He has blood thin., thin blood, blood thin,thin,False,-19.330472946166992,-21.422557830810547,2.0920848846435547,14067712,EleutherAI/pythia-14m,step125000,seed9,9,125000
He has noble blood.,blood,blood,He has blood noble., noble blood, blood noble,noble,False,-20.3546142578125,-25.793773651123047,5.439159393310547,14067712,EleutherAI/pythia-14m,step125000,seed9,9,125000
It was the ironing board.,board,board,It was the board ironing., ironing board, board ironing,ironing,False,-21.181917190551758,-22.379379272460938,1.1974620819091797,14067712,EleutherAI/pythia-14m,step125000,seed9,9,125000
It was the wooden board.,board,board,It was the board wooden., wooden board, board wooden,wooden,False,-14.456409454345703,-20.823284149169922,6.366874694824219,14067712,EleutherAI/pythia-14m,step125000,seed9,9,125000
It was the executive board.,board,board,It was the board executive., executive board, board executive,executive,True,-15.275659561157227,-17.706340789794922,2.4306812286376953,14067712,EleutherAI/pythia-14m,step125000,seed9,9,125000
He had a best-selling book.,book,book,He had a book best-selling., best-selling book, book best-selling,best-selling,False,-17.831745147705078,-24.200702667236328,6.36895751953125,14067712,EleutherAI/pythia-14m,step125000,seed9,9,125000
He had a popular book.,book,book,He had a book popular., popular book, book popular,popular,False,-17.17626953125,-21.067371368408203,3.891101837158203,14067712,EleutherAI/pythia-14m,step125000,seed9,9,125000
He had a heavy book.,book,book,He had a book heavy., heavy book, book heavy,heavy,False,-18.188777923583984,-21.424304962158203,3.2355270385742188,14067712,EleutherAI/pythia-14m,step125000,seed9,9,125000
They ate a pancake breakfast.,breakfast,breakfast,They ate a breakfast pancake., pancake breakfast, breakfast pancake,pancake,True,-15.47646427154541,-20.132041931152344,4.655577659606934,14067712,EleutherAI/pythia-14m,step125000,seed9,9,125000
They ate a nutritious breakfast.,breakfast,breakfast,They ate a breakfast nutritious., nutritious breakfast, breakfast nutritious,nutritious,False,-17.70828628540039,-23.413755416870117,5.705469131469727,14067712,EleutherAI/pythia-14m,step125000,seed9,9,125000
They ate a family breakfast.,breakfast,breakfast,They ate a breakfast family., family breakfast, breakfast family,family,True,-12.168462753295898,-16.002948760986328,3.8344860076904297,14067712,EleutherAI/pythia-14m,step125000,seed9,9,125000
It was a red cape.,cape,cape,It was a cape red., red cape, cape red,red,False,-18.6019287109375,-20.908248901367188,2.3063201904296875,14067712,EleutherAI/pythia-14m,step125000,seed9,9,125000
It was a flowing cape.,cape,cape,It was a cape flowing., flowing cape, cape flowing,flowing,False,-23.499292373657227,-22.895553588867188,-0.6037387847900391,14067712,EleutherAI/pythia-14m,step125000,seed9,9,125000
It was a rocky cape.,cape,cape,It was a cape rocky., rocky cape, cape rocky,rocky,False,-20.97614288330078,-24.790695190429688,3.8145523071289062,14067712,EleutherAI/pythia-14m,step125000,seed9,9,125000
