sentence,word,string,reversed_sentence,mod_np,reversed_mod,disambiguating_word,non_adjective,original_logprob,reversed_logprob,ratio,n_params,mpath,revision,seed_name,seed,step
It was a desperate act.,act,act,It was an act desperate., desperate act, act desperate,desperate,False,-13.880216598510742,-19.002613067626953,5.122396469116211,14067712,EleutherAI/pythia-14m,step112000,seed1,1,112000
It was a humane act.,act,act,It was an act humane., humane act, act humane,humane,False,-15.953598022460938,-18.564334869384766,2.610736846923828,14067712,EleutherAI/pythia-14m,step112000,seed1,1,112000
It was a magic act.,act,act,It was an act magic., magic act, act magic,magic,False,-15.105060577392578,-18.972278594970703,3.867218017578125,14067712,EleutherAI/pythia-14m,step112000,seed1,1,112000
He had a universal appeal.,appeal,appeal,He had an appeal universal., universal appeal, appeal universal,universal,False,-19.10400390625,-21.078495025634766,1.9744911193847656,14067712,EleutherAI/pythia-14m,step112000,seed1,1,112000
He had an undefinable appeal.,appeal,appeal,He had an appeal undefinable., undefinable appeal, appeal undefinable,undefinable,False,-22.3122615814209,-24.836477279663086,2.5242156982421875,14067712,EleutherAI/pythia-14m,step112000,seed1,1,112000
He had a legal appeal.,appeal,appeal,He had an appeal legal., legal appeal, appeal legal,legal,False,-15.367208480834961,-16.790470123291016,1.4232616424560547,14067712,EleutherAI/pythia-14m,step112000,seed1,1,112000
It was a tense atmosphere.,atmosphere,atmosphere,It was an atmosphere tense., tense atmosphere, atmosphere tense,tense,False,-17.23574447631836,-21.36969757080078,4.133953094482422,14067712,EleutherAI/pythia-14m,step112000,seed1,1,112000
It was a hostile atmosphere.,atmosphere,atmosphere,It was an atmosphere hostile., hostile atmosphere, atmosphere hostile,hostile,False,-15.704636573791504,-19.93262481689453,4.227988243103027,14067712,EleutherAI/pythia-14m,step112000,seed1,1,112000
It was a gaseous atmosphere.,atmosphere,atmosphere,It was an atmosphere gaseous., gaseous atmosphere, atmosphere gaseous,gaseous,False,-17.31897735595703,-22.55579376220703,5.23681640625,14067712,EleutherAI/pythia-14m,step112000,seed1,1,112000
It was a gold band.,band,band,It was a band gold., gold band, band gold,gold,True,-16.118627548217773,-20.18457794189453,4.065950393676758,14067712,EleutherAI/pythia-14m,step112000,seed1,1,112000
