sentence,word,string,reversed_sentence,mod_np,reversed_mod,disambiguating_word,non_adjective,original_logprob,reversed_logprob,ratio,n_params,mpath,revision,seed_name,seed,step
It was a desperate act.,act,act,It was an act desperate., desperate act, act desperate,desperate,False,-14.911742210388184,-19.733177185058594,4.82143497467041,14067712,EleutherAI/pythia-14m,step88000,seed4,4,88000
It was a humane act.,act,act,It was an act humane., humane act, act humane,humane,False,-21.30502700805664,-17.37626838684082,-3.9287586212158203,14067712,EleutherAI/pythia-14m,step88000,seed4,4,88000
It was a magic act.,act,act,It was an act magic., magic act, act magic,magic,False,-14.798971176147461,-19.599929809570312,4.800958633422852,14067712,EleutherAI/pythia-14m,step88000,seed4,4,88000
He had a universal appeal.,appeal,appeal,He had an appeal universal., universal appeal, appeal universal,universal,False,-19.516847610473633,-24.991811752319336,5.474964141845703,14067712,EleutherAI/pythia-14m,step88000,seed4,4,88000
He had an undefinable appeal.,appeal,appeal,He had an appeal undefinable., undefinable appeal, appeal undefinable,undefinable,False,-24.810441970825195,-31.048608779907227,6.238166809082031,14067712,EleutherAI/pythia-14m,step88000,seed4,4,88000
He had a legal appeal.,appeal,appeal,He had an appeal legal., legal appeal, appeal legal,legal,False,-15.246479034423828,-19.73746681213379,4.490987777709961,14067712,EleutherAI/pythia-14m,step88000,seed4,4,88000
It was a tense atmosphere.,atmosphere,atmosphere,It was an atmosphere tense., tense atmosphere, atmosphere tense,tense,False,-16.853967666625977,-18.807342529296875,1.9533748626708984,14067712,EleutherAI/pythia-14m,step88000,seed4,4,88000
It was a hostile atmosphere.,atmosphere,atmosphere,It was an atmosphere hostile., hostile atmosphere, atmosphere hostile,hostile,False,-17.45159912109375,-20.17165756225586,2.7200584411621094,14067712,EleutherAI/pythia-14m,step88000,seed4,4,88000
It was a gaseous atmosphere.,atmosphere,atmosphere,It was an atmosphere gaseous., gaseous atmosphere, atmosphere gaseous,gaseous,False,-17.79821014404297,-21.747516632080078,3.9493064880371094,14067712,EleutherAI/pythia-14m,step88000,seed4,4,88000
It was a gold band.,band,band,It was a band gold., gold band, band gold,gold,True,-14.204304695129395,-19.589282989501953,5.384978294372559,14067712,EleutherAI/pythia-14m,step88000,seed4,4,88000
It was a rubber band.,band,band,It was a band rubber., rubber band, band rubber,rubber,True,-14.115463256835938,-22.13007354736328,8.014610290527344,14067712,EleutherAI/pythia-14m,step88000,seed4,4,88000
It was a jazz band.,band,band,It was a band jazz., jazz band, band jazz,jazz,True,-15.174527168273926,-21.22380828857422,6.049281120300293,14067712,EleutherAI/pythia-14m,step88000,seed4,4,88000
There was a police barrier.,barrier,barrier,There was a barrier police., police barrier, barrier police,police,True,-19.69623565673828,-20.500478744506836,0.8042430877685547,14067712,EleutherAI/pythia-14m,step88000,seed4,4,88000
There was a concrete barrier.,barrier,barrier,There was a barrier concrete., concrete barrier, barrier concrete,concrete,False,-14.475025177001953,-19.740224838256836,5.265199661254883,14067712,EleutherAI/pythia-14m,step88000,seed4,4,88000
There was a language barrier.,barrier,barrier,There was a barrier language., language barrier, barrier language,language,True,-18.254072189331055,-23.259653091430664,5.005580902099609,14067712,EleutherAI/pythia-14m,step88000,seed4,4,88000
He saw a furry bat.,bat,bat,He saw a bat furry., furry bat, bat furry,furry,False,-20.518741607666016,-20.758384704589844,0.23964309692382812,14067712,EleutherAI/pythia-14m,step88000,seed4,4,88000
He saw a fruit bat.,bat,bat,He saw a bat fruit., fruit bat, bat fruit,fruit,True,-17.896453857421875,-21.142383575439453,3.245929718017578,14067712,EleutherAI/pythia-14m,step88000,seed4,4,88000
He saw a wooden bat.,bat,bat,He saw a bat wooden., wooden bat, bat wooden,wooden,False,-16.500537872314453,-23.239063262939453,6.738525390625,14067712,EleutherAI/pythia-14m,step88000,seed4,4,88000
He saw the laser beam.,beam,beam,He saw the beam laser., laser beam, beam laser,laser,True,-10.475309371948242,-17.332334518432617,6.857025146484375,14067712,EleutherAI/pythia-14m,step88000,seed4,4,88000
He saw the bright beam.,beam,beam,He saw the beam bright., bright beam, beam bright,bright,False,-18.324934005737305,-18.933767318725586,0.6088333129882812,14067712,EleutherAI/pythia-14m,step88000,seed4,4,88000
He saw the wood beam.,beam,beam,He saw the beam wood., wood beam, beam wood,wood,True,-18.456668853759766,-21.559724807739258,3.103055953979492,14067712,EleutherAI/pythia-14m,step88000,seed4,4,88000
She had a toy block.,block,block,She had a block toy., toy block, block toy,toy,True,-17.71562957763672,-22.385000228881836,4.669370651245117,14067712,EleutherAI/pythia-14m,step88000,seed4,4,88000
She had a wooden block.,block,block,She had a block wooden., wooden block, block wooden,wooden,False,-15.554323196411133,-23.832189559936523,8.27786636352539,14067712,EleutherAI/pythia-14m,step88000,seed4,4,88000
She had a mental block.,block,block,She had a block mental., mental block, block mental,mental,False,-15.348077774047852,-22.84168815612793,7.493610382080078,14067712,EleutherAI/pythia-14m,step88000,seed4,4,88000
He has coagulated blood.,blood,blood,He has blood coagulated., coagulated blood, blood coagulated,coagulated,True,-28.362340927124023,-27.466014862060547,-0.8963260650634766,14067712,EleutherAI/pythia-14m,step88000,seed4,4,88000
He has thin blood.,blood,blood,He has blood thin., thin blood, blood thin,thin,False,-19.782413482666016,-23.887733459472656,4.105319976806641,14067712,EleutherAI/pythia-14m,step88000,seed4,4,88000
He has noble blood.,blood,blood,He has blood noble., noble blood, blood noble,noble,False,-20.363601684570312,-29.824600219726562,9.46099853515625,14067712,EleutherAI/pythia-14m,step88000,seed4,4,88000
It was the ironing board.,board,board,It was the board ironing., ironing board, board ironing,ironing,False,-24.212663650512695,-24.879274368286133,0.6666107177734375,14067712,EleutherAI/pythia-14m,step88000,seed4,4,88000
It was the wooden board.,board,board,It was the board wooden., wooden board, board wooden,wooden,False,-14.717565536499023,-22.585371017456055,7.867805480957031,14067712,EleutherAI/pythia-14m,step88000,seed4,4,88000
