sentence,word,string,reversed_sentence,mod_np,reversed_mod,disambiguating_word,non_adjective,original_logprob,reversed_logprob,ratio,n_params,mpath,revision,seed_name,seed,step
It was a desperate act.,act,act,It was an act desperate., desperate act, act desperate,desperate,False,-17.53424072265625,-18.090538024902344,0.5562973022460938,14067712,EleutherAI/pythia-14m,step1000,seed6,6,1000
It was a humane act.,act,act,It was an act humane., humane act, act humane,humane,False,-23.911928176879883,-24.652978897094727,0.7410507202148438,14067712,EleutherAI/pythia-14m,step1000,seed6,6,1000
It was a magic act.,act,act,It was an act magic., magic act, act magic,magic,False,-18.300857543945312,-19.465774536132812,1.1649169921875,14067712,EleutherAI/pythia-14m,step1000,seed6,6,1000
He had a universal appeal.,appeal,appeal,He had an appeal universal., universal appeal, appeal universal,universal,False,-20.328857421875,-20.286300659179688,-0.0425567626953125,14067712,EleutherAI/pythia-14m,step1000,seed6,6,1000
He had an undefinable appeal.,appeal,appeal,He had an appeal undefinable., undefinable appeal, appeal undefinable,undefinable,False,-36.01593017578125,-35.74629592895508,-0.2696342468261719,14067712,EleutherAI/pythia-14m,step1000,seed6,6,1000
He had a legal appeal.,appeal,appeal,He had an appeal legal., legal appeal, appeal legal,legal,False,-17.705570220947266,-17.088043212890625,-0.6175270080566406,14067712,EleutherAI/pythia-14m,step1000,seed6,6,1000
It was a tense atmosphere.,atmosphere,atmosphere,It was an atmosphere tense., tense atmosphere, atmosphere tense,tense,False,-17.83649444580078,-18.952396392822266,1.1159019470214844,14067712,EleutherAI/pythia-14m,step1000,seed6,6,1000
It was a hostile atmosphere.,atmosphere,atmosphere,It was an atmosphere hostile., hostile atmosphere, atmosphere hostile,hostile,False,-17.185693740844727,-19.754743576049805,2.569049835205078,14067712,EleutherAI/pythia-14m,step1000,seed6,6,1000
It was a gaseous atmosphere.,atmosphere,atmosphere,It was an atmosphere gaseous., gaseous atmosphere, atmosphere gaseous,gaseous,False,-18.716796875,-20.56339454650879,1.846597671508789,14067712,EleutherAI/pythia-14m,step1000,seed6,6,1000
It was a gold band.,band,band,It was a band gold., gold band, band gold,gold,True,-15.161611557006836,-18.618268966674805,3.4566574096679688,14067712,EleutherAI/pythia-14m,step1000,seed6,6,1000
It was a rubber band.,band,band,It was a band rubber., rubber band, band rubber,rubber,True,-15.828447341918945,-18.935413360595703,3.106966018676758,14067712,EleutherAI/pythia-14m,step1000,seed6,6,1000
It was a jazz band.,band,band,It was a band jazz., jazz band, band jazz,jazz,True,-17.96354103088379,-22.24797821044922,4.28443717956543,14067712,EleutherAI/pythia-14m,step1000,seed6,6,1000
There was a police barrier.,barrier,barrier,There was a barrier police., police barrier, barrier police,police,True,-19.41397476196289,-21.0860652923584,1.6720905303955078,14067712,EleutherAI/pythia-14m,step1000,seed6,6,1000
There was a concrete barrier.,barrier,barrier,There was a barrier concrete., concrete barrier, barrier concrete,concrete,False,-17.920459747314453,-21.332176208496094,3.4117164611816406,14067712,EleutherAI/pythia-14m,step1000,seed6,6,1000
There was a language barrier.,barrier,barrier,There was a barrier language., language barrier, barrier language,language,True,-18.640451431274414,-18.045068740844727,-0.5953826904296875,14067712,EleutherAI/pythia-14m,step1000,seed6,6,1000
He saw a furry bat.,bat,bat,He saw a bat furry., furry bat, bat furry,furry,False,-22.64199447631836,-21.116104125976562,-1.5258903503417969,14067712,EleutherAI/pythia-14m,step1000,seed6,6,1000
He saw a fruit bat.,bat,bat,He saw a bat fruit., fruit bat, bat fruit,fruit,True,-17.86825180053711,-17.86506462097168,-0.0031871795654296875,14067712,EleutherAI/pythia-14m,step1000,seed6,6,1000
He saw a wooden bat.,bat,bat,He saw a bat wooden., wooden bat, bat wooden,wooden,False,-15.363054275512695,-16.607677459716797,1.2446231842041016,14067712,EleutherAI/pythia-14m,step1000,seed6,6,1000
