sentence,word,string,reversed_sentence,mod_np,reversed_mod,disambiguating_word,non_adjective,original_logprob,reversed_logprob,ratio,n_params,mpath,revision,seed_name,seed,step
It was a desperate act.,act,act,It was an act desperate., desperate act, act desperate,desperate,False,-15.684761047363281,-19.36458396911621,3.6798229217529297,14067712,EleutherAI/pythia-14m,step103000,seed3,3,103000
It was a humane act.,act,act,It was an act humane., humane act, act humane,humane,False,-18.25389289855957,-19.757553100585938,1.5036602020263672,14067712,EleutherAI/pythia-14m,step103000,seed3,3,103000
It was a magic act.,act,act,It was an act magic., magic act, act magic,magic,False,-17.079421997070312,-17.40828514099121,0.32886314392089844,14067712,EleutherAI/pythia-14m,step103000,seed3,3,103000
He had a universal appeal.,appeal,appeal,He had an appeal universal., universal appeal, appeal universal,universal,False,-20.706533432006836,-21.55876350402832,0.8522300720214844,14067712,EleutherAI/pythia-14m,step103000,seed3,3,103000
He had an undefinable appeal.,appeal,appeal,He had an appeal undefinable., undefinable appeal, appeal undefinable,undefinable,False,-26.159029006958008,-28.04819107055664,1.8891620635986328,14067712,EleutherAI/pythia-14m,step103000,seed3,3,103000
He had a legal appeal.,appeal,appeal,He had an appeal legal., legal appeal, appeal legal,legal,False,-17.68480682373047,-18.40861701965332,0.7238101959228516,14067712,EleutherAI/pythia-14m,step103000,seed3,3,103000
It was a tense atmosphere.,atmosphere,atmosphere,It was an atmosphere tense., tense atmosphere, atmosphere tense,tense,False,-17.913501739501953,-19.837270736694336,1.9237689971923828,14067712,EleutherAI/pythia-14m,step103000,seed3,3,103000
It was a hostile atmosphere.,atmosphere,atmosphere,It was an atmosphere hostile., hostile atmosphere, atmosphere hostile,hostile,False,-15.514028549194336,-19.564199447631836,4.0501708984375,14067712,EleutherAI/pythia-14m,step103000,seed3,3,103000
It was a gaseous atmosphere.,atmosphere,atmosphere,It was an atmosphere gaseous., gaseous atmosphere, atmosphere gaseous,gaseous,False,-17.213703155517578,-20.419546127319336,3.205842971801758,14067712,EleutherAI/pythia-14m,step103000,seed3,3,103000
It was a gold band.,band,band,It was a band gold., gold band, band gold,gold,True,-14.91933536529541,-19.54720687866211,4.627871513366699,14067712,EleutherAI/pythia-14m,step103000,seed3,3,103000
It was a rubber band.,band,band,It was a band rubber., rubber band, band rubber,rubber,True,-15.346839904785156,-19.57870101928711,4.231861114501953,14067712,EleutherAI/pythia-14m,step103000,seed3,3,103000
It was a jazz band.,band,band,It was a band jazz., jazz band, band jazz,jazz,True,-12.30620002746582,-17.58407211303711,5.277872085571289,14067712,EleutherAI/pythia-14m,step103000,seed3,3,103000
There was a police barrier.,barrier,barrier,There was a barrier police., police barrier, barrier police,police,True,-20.362957000732422,-21.423248291015625,1.0602912902832031,14067712,EleutherAI/pythia-14m,step103000,seed3,3,103000
There was a concrete barrier.,barrier,barrier,There was a barrier concrete., concrete barrier, barrier concrete,concrete,False,-17.18330192565918,-20.241485595703125,3.0581836700439453,14067712,EleutherAI/pythia-14m,step103000,seed3,3,103000
There was a language barrier.,barrier,barrier,There was a barrier language., language barrier, barrier language,language,True,-20.246118545532227,-22.596343994140625,2.3502254486083984,14067712,EleutherAI/pythia-14m,step103000,seed3,3,103000
He saw a furry bat.,bat,bat,He saw a bat furry., furry bat, bat furry,furry,False,-19.285221099853516,-20.497196197509766,1.21197509765625,14067712,EleutherAI/pythia-14m,step103000,seed3,3,103000
He saw a fruit bat.,bat,bat,He saw a bat fruit., fruit bat, bat fruit,fruit,True,-20.091426849365234,-22.3067569732666,2.215330123901367,14067712,EleutherAI/pythia-14m,step103000,seed3,3,103000
He saw a wooden bat.,bat,bat,He saw a bat wooden., wooden bat, bat wooden,wooden,False,-15.360321044921875,-19.7128849029541,4.352563858032227,14067712,EleutherAI/pythia-14m,step103000,seed3,3,103000
He saw the laser beam.,beam,beam,He saw the beam laser., laser beam, beam laser,laser,True,-13.291678428649902,-18.607624053955078,5.315945625305176,14067712,EleutherAI/pythia-14m,step103000,seed3,3,103000
