sentence,word,string,reversed_sentence,mod_np,reversed_mod,disambiguating_word,non_adjective,original_logprob,reversed_logprob,ratio,n_params,mpath,revision,seed_name,seed,step
It was a desperate act.,act,act,It was an act desperate., desperate act, act desperate,desperate,False,-15.66131591796875,-19.482309341430664,3.820993423461914,14067712,EleutherAI/pythia-14m,step31000,seed7,7,31000
It was a humane act.,act,act,It was an act humane., humane act, act humane,humane,False,-19.32950782775879,-18.52080726623535,-0.8087005615234375,14067712,EleutherAI/pythia-14m,step31000,seed7,7,31000
It was a magic act.,act,act,It was an act magic., magic act, act magic,magic,False,-16.586151123046875,-18.07724380493164,1.4910926818847656,14067712,EleutherAI/pythia-14m,step31000,seed7,7,31000
He had a universal appeal.,appeal,appeal,He had an appeal universal., universal appeal, appeal universal,universal,False,-19.15264892578125,-24.457921981811523,5.305273056030273,14067712,EleutherAI/pythia-14m,step31000,seed7,7,31000
He had an undefinable appeal.,appeal,appeal,He had an appeal undefinable., undefinable appeal, appeal undefinable,undefinable,False,-23.082761764526367,-34.9428825378418,11.86012077331543,14067712,EleutherAI/pythia-14m,step31000,seed7,7,31000
He had a legal appeal.,appeal,appeal,He had an appeal legal., legal appeal, appeal legal,legal,False,-13.745216369628906,-17.538524627685547,3.7933082580566406,14067712,EleutherAI/pythia-14m,step31000,seed7,7,31000
It was a tense atmosphere.,atmosphere,atmosphere,It was an atmosphere tense., tense atmosphere, atmosphere tense,tense,False,-16.911022186279297,-22.459918975830078,5.548896789550781,14067712,EleutherAI/pythia-14m,step31000,seed7,7,31000
It was a hostile atmosphere.,atmosphere,atmosphere,It was an atmosphere hostile., hostile atmosphere, atmosphere hostile,hostile,False,-16.274564743041992,-20.315410614013672,4.04084587097168,14067712,EleutherAI/pythia-14m,step31000,seed7,7,31000
It was a gaseous atmosphere.,atmosphere,atmosphere,It was an atmosphere gaseous., gaseous atmosphere, atmosphere gaseous,gaseous,False,-18.110210418701172,-24.593303680419922,6.48309326171875,14067712,EleutherAI/pythia-14m,step31000,seed7,7,31000
It was a gold band.,band,band,It was a band gold., gold band, band gold,gold,True,-16.014541625976562,-18.229625701904297,2.2150840759277344,14067712,EleutherAI/pythia-14m,step31000,seed7,7,31000
It was a rubber band.,band,band,It was a band rubber., rubber band, band rubber,rubber,True,-14.345473289489746,-20.38837432861328,6.042901039123535,14067712,EleutherAI/pythia-14m,step31000,seed7,7,31000
It was a jazz band.,band,band,It was a band jazz., jazz band, band jazz,jazz,True,-12.569344520568848,-17.455814361572266,4.886469841003418,14067712,EleutherAI/pythia-14m,step31000,seed7,7,31000
There was a police barrier.,barrier,barrier,There was a barrier police., police barrier, barrier police,police,True,-19.197954177856445,-19.404918670654297,0.20696449279785156,14067712,EleutherAI/pythia-14m,step31000,seed7,7,31000
There was a concrete barrier.,barrier,barrier,There was a barrier concrete., concrete barrier, barrier concrete,concrete,False,-16.258281707763672,-20.439960479736328,4.181678771972656,14067712,EleutherAI/pythia-14m,step31000,seed7,7,31000
There was a language barrier.,barrier,barrier,There was a barrier language., language barrier, barrier language,language,True,-18.703344345092773,-21.235355377197266,2.532011032104492,14067712,EleutherAI/pythia-14m,step31000,seed7,7,31000
He saw a furry bat.,bat,bat,He saw a bat furry., furry bat, bat furry,furry,False,-22.895978927612305,-26.004499435424805,3.1085205078125,14067712,EleutherAI/pythia-14m,step31000,seed7,7,31000
He saw a fruit bat.,bat,bat,He saw a bat fruit., fruit bat, bat fruit,fruit,True,-18.402496337890625,-20.92894172668457,2.5264453887939453,14067712,EleutherAI/pythia-14m,step31000,seed7,7,31000
He saw a wooden bat.,bat,bat,He saw a bat wooden., wooden bat, bat wooden,wooden,False,-15.415493965148926,-21.477619171142578,6.062125205993652,14067712,EleutherAI/pythia-14m,step31000,seed7,7,31000
He saw the laser beam.,beam,beam,He saw the beam laser., laser beam, beam laser,laser,True,-13.676080703735352,-16.842714309692383,3.1666336059570312,14067712,EleutherAI/pythia-14m,step31000,seed7,7,31000
He saw the bright beam.,beam,beam,He saw the beam bright., bright beam, beam bright,bright,False,-17.587894439697266,-19.938262939453125,2.3503684997558594,14067712,EleutherAI/pythia-14m,step31000,seed7,7,31000
He saw the wood beam.,beam,beam,He saw the beam wood., wood beam, beam wood,wood,True,-17.252376556396484,-22.57975959777832,5.327383041381836,14067712,EleutherAI/pythia-14m,step31000,seed7,7,31000
She had a toy block.,block,block,She had a block toy., toy block, block toy,toy,True,-18.822891235351562,-20.705989837646484,1.8830986022949219,14067712,EleutherAI/pythia-14m,step31000,seed7,7,31000
She had a wooden block.,block,block,She had a block wooden., wooden block, block wooden,wooden,False,-15.529417037963867,-23.21318244934082,7.683765411376953,14067712,EleutherAI/pythia-14m,step31000,seed7,7,31000
She had a mental block.,block,block,She had a block mental., mental block, block mental,mental,False,-17.808263778686523,-23.907974243164062,6.099710464477539,14067712,EleutherAI/pythia-14m,step31000,seed7,7,31000
He has coagulated blood.,blood,blood,He has blood coagulated., coagulated blood, blood coagulated,coagulated,True,-28.888269424438477,-29.217247009277344,0.3289775848388672,14067712,EleutherAI/pythia-14m,step31000,seed7,7,31000
He has thin blood.,blood,blood,He has blood thin., thin blood, blood thin,thin,False,-18.132076263427734,-20.887096405029297,2.7550201416015625,14067712,EleutherAI/pythia-14m,step31000,seed7,7,31000
He has noble blood.,blood,blood,He has blood noble., noble blood, blood noble,noble,False,-21.9451847076416,-24.263347625732422,2.3181629180908203,14067712,EleutherAI/pythia-14m,step31000,seed7,7,31000
It was the ironing board.,board,board,It was the board ironing., ironing board, board ironing,ironing,False,-20.421831130981445,-21.326772689819336,0.9049415588378906,14067712,EleutherAI/pythia-14m,step31000,seed7,7,31000
It was the wooden board.,board,board,It was the board wooden., wooden board, board wooden,wooden,False,-15.049519538879395,-22.04794692993164,6.998427391052246,14067712,EleutherAI/pythia-14m,step31000,seed7,7,31000
It was the executive board.,board,board,It was the board executive., executive board, board executive,executive,True,-14.850912094116211,-17.323007583618164,2.472095489501953,14067712,EleutherAI/pythia-14m,step31000,seed7,7,31000
He had a best-selling book.,book,book,He had a book best-selling., best-selling book, book best-selling,best-selling,False,-14.014202117919922,-20.92523956298828,6.911037445068359,14067712,EleutherAI/pythia-14m,step31000,seed7,7,31000
He had a popular book.,book,book,He had a book popular., popular book, book popular,popular,False,-16.028362274169922,-20.493900299072266,4.465538024902344,14067712,EleutherAI/pythia-14m,step31000,seed7,7,31000
He had a heavy book.,book,book,He had a book heavy., heavy book, book heavy,heavy,False,-16.2557373046875,-19.56012725830078,3.3043899536132812,14067712,EleutherAI/pythia-14m,step31000,seed7,7,31000
They ate a pancake breakfast.,breakfast,breakfast,They ate a breakfast pancake., pancake breakfast, breakfast pancake,pancake,True,-13.983110427856445,-15.989640235900879,2.0065298080444336,14067712,EleutherAI/pythia-14m,step31000,seed7,7,31000
They ate a nutritious breakfast.,breakfast,breakfast,They ate a breakfast nutritious., nutritious breakfast, breakfast nutritious,nutritious,False,-22.67034339904785,-28.025419235229492,5.355075836181641,14067712,EleutherAI/pythia-14m,step31000,seed7,7,31000
They ate a family breakfast.,breakfast,breakfast,They ate a breakfast family., family breakfast, breakfast family,family,True,-11.221662521362305,-13.95657730102539,2.734914779663086,14067712,EleutherAI/pythia-14m,step31000,seed7,7,31000
It was a red cape.,cape,cape,It was a cape red., red cape, cape red,red,False,-16.18611717224121,-23.69915771484375,7.513040542602539,14067712,EleutherAI/pythia-14m,step31000,seed7,7,31000
It was a flowing cape.,cape,cape,It was a cape flowing., flowing cape, cape flowing,flowing,False,-23.07413101196289,-25.714435577392578,2.6403045654296875,14067712,EleutherAI/pythia-14m,step31000,seed7,7,31000
It was a rocky cape.,cape,cape,It was a cape rocky., rocky cape, cape rocky,rocky,False,-18.260334014892578,-28.903226852416992,10.642892837524414,14067712,EleutherAI/pythia-14m,step31000,seed7,7,31000
It was a beer case.,case,case,It was a case beer., beer case, case beer,beer,True,-19.398386001586914,-20.09099578857422,0.6926097869873047,14067712,EleutherAI/pythia-14m,step31000,seed7,7,31000
It was a display case.,case,case,It was a case display., display case, case display,display,True,-14.750957489013672,-20.9581298828125,6.207172393798828,14067712,EleutherAI/pythia-14m,step31000,seed7,7,31000
It was a divorce case.,case,case,It was a case divorce., divorce case, case divorce,divorce,True,-13.670295715332031,-18.597856521606445,4.927560806274414,14067712,EleutherAI/pythia-14m,step31000,seed7,7,31000
It was a worthy cause.,cause,cause,It was a cause worthy., worthy cause, cause worthy,worthy,False,-15.02064323425293,-19.16499900817871,4.144355773925781,14067712,EleutherAI/pythia-14m,step31000,seed7,7,31000
It was a political cause.,cause,cause,It was a cause political., political cause, cause political,political,False,-14.71692180633545,-20.757709503173828,6.040787696838379,14067712,EleutherAI/pythia-14m,step31000,seed7,7,31000
It was a main cause.,cause,cause,It was a cause main., main cause, cause main,main,False,-12.321908950805664,-21.615886688232422,9.293977737426758,14067712,EleutherAI/pythia-14m,step31000,seed7,7,31000
It was a skin cell.,cell,cell,It was a cell skin., skin cell, cell skin,skin,True,-16.63401222229004,-16.40902328491211,-0.2249889373779297,14067712,EleutherAI/pythia-14m,step31000,seed7,7,31000
It was a brain cell.,cell,cell,It was a cell brain., brain cell, cell brain,brain,True,-13.691595077514648,-14.164203643798828,0.4726085662841797,14067712,EleutherAI/pythia-14m,step31000,seed7,7,31000
It was a prison cell.,cell,cell,It was a cell prison., prison cell, cell prison,prison,True,-13.961030960083008,-17.17560577392578,3.2145748138427734,14067712,EleutherAI/pythia-14m,step31000,seed7,7,31000
She had a devilish charm.,charm,charm,She had a charm devilish., devilish charm, charm devilish,devilish,False,-21.614530563354492,-28.81624412536621,7.201713562011719,14067712,EleutherAI/pythia-14m,step31000,seed7,7,31000
She had a natural charm.,charm,charm,She had a charm natural., natural charm, charm natural,natural,False,-15.688173294067383,-21.224863052368164,5.536689758300781,14067712,EleutherAI/pythia-14m,step31000,seed7,7,31000
She had a gold charm.,charm,charm,She had a charm gold., gold charm, charm gold,gold,True,-16.57560920715332,-21.262300491333008,4.6866912841796875,14067712,EleutherAI/pythia-14m,step31000,seed7,7,31000
They liked the juicy chicken.,chicken,chicken,They liked the chicken juicy., juicy chicken, chicken juicy,juicy,False,-19.23291015625,-20.156845092773438,0.9239349365234375,14067712,EleutherAI/pythia-14m,step31000,seed7,7,31000
They liked the roasted chicken.,chicken,chicken,They liked the chicken roasted., roasted chicken, chicken roasted,roasted,False,-15.681683540344238,-18.348365783691406,2.666682243347168,14067712,EleutherAI/pythia-14m,step31000,seed7,7,31000
They liked the clucking chicken.,chicken,chicken,They liked the chicken clucking., clucking chicken, chicken clucking,clucking,True,-22.218666076660156,-21.431171417236328,-0.7874946594238281,14067712,EleutherAI/pythia-14m,step31000,seed7,7,31000
It was a perceptive class.,class,class,It was a class perceptive., perceptive class, class perceptive,perceptive,False,-19.63858413696289,-24.70000648498535,5.061422348022461,14067712,EleutherAI/pythia-14m,step31000,seed7,7,31000
It was a misbehaving class.,class,class,It was a class misbehaving., misbehaving class, class misbehaving,misbehaving,False,-23.43806266784668,-26.05510711669922,2.617044448852539,14067712,EleutherAI/pythia-14m,step31000,seed7,7,31000
It was a boring class.,class,class,It was a class boring., boring class, class boring,boring,False,-15.666167259216309,-18.308656692504883,2.642489433288574,14067712,EleutherAI/pythia-14m,step31000,seed7,7,31000
It was a film clip.,clip,clip,It was a clip film., film clip, clip film,film,True,-14.506514549255371,-18.245412826538086,3.738898277282715,14067712,EleutherAI/pythia-14m,step31000,seed7,7,31000
It was a video clip.,clip,clip,It was a clip video., video clip, clip video,video,True,-11.513446807861328,-17.97758674621582,6.464139938354492,14067712,EleutherAI/pythia-14m,step31000,seed7,7,31000
It was a hair clip.,clip,clip,It was a clip hair., hair clip, clip hair,hair,True,-16.315380096435547,-20.195518493652344,3.880138397216797,14067712,EleutherAI/pythia-14m,step31000,seed7,7,31000
It was an icy cold.,cold,cold,It was an cold icy., icy cold, cold icy,icy,False,-12.539434432983398,-19.780004501342773,7.240570068359375,14067712,EleutherAI/pythia-14m,step31000,seed7,7,31000
It was a freezing cold.,cold,cold,It was a cold freezing., freezing cold, cold freezing,freezing,False,-15.083110809326172,-15.05940055847168,-0.023710250854492188,14067712,EleutherAI/pythia-14m,step31000,seed7,7,31000
It was a chest cold.,cold,cold,It was a cold chest., chest cold, cold chest,chest,False,-17.352672576904297,-14.699438095092773,-2.6532344818115234,14067712,EleutherAI/pythia-14m,step31000,seed7,7,31000
It was a gossip column.,column,column,It was a column gossip., gossip column, column gossip,gossip,True,-18.229427337646484,-23.70215606689453,5.472728729248047,14067712,EleutherAI/pythia-14m,step31000,seed7,7,31000
It was a sports column.,column,column,It was a column sports., sports column, column sports,sports,True,-19.40018081665039,-22.020671844482422,2.6204910278320312,14067712,EleutherAI/pythia-14m,step31000,seed7,7,31000
It was a concrete column.,column,column,It was a column concrete., concrete column, column concrete,concrete,False,-17.12082290649414,-18.968765258789062,1.8479423522949219,14067712,EleutherAI/pythia-14m,step31000,seed7,7,31000
He liked the investment company.,company,company,He liked the company investment., investment company, company investment,investment,True,-16.292339324951172,-18.207456588745117,1.9151172637939453,14067712,EleutherAI/pythia-14m,step31000,seed7,7,31000
He liked the pharmaceutical company.,company,company,He liked the company pharmaceutical., pharmaceutical company, company pharmaceutical,pharmaceutical,False,-16.465885162353516,-20.212186813354492,3.7463016510009766,14067712,EleutherAI/pythia-14m,step31000,seed7,7,31000
He liked the pleasant company.,company,company,He liked the company pleasant., pleasant company, company pleasant,pleasant,False,-18.994853973388672,-19.697996139526367,0.7031421661376953,14067712,EleutherAI/pythia-14m,step31000,seed7,7,31000
It was a waffle cone.,cone,cone,It was a cone waffle., waffle cone, cone waffle,waffle,True,-26.84130096435547,-29.145553588867188,2.3042526245117188,14067712,EleutherAI/pythia-14m,step31000,seed7,7,31000
It was a sugar cone.,cone,cone,It was a cone sugar., sugar cone, cone sugar,sugar,True,-20.710086822509766,-25.175086975097656,4.465000152587891,14067712,EleutherAI/pythia-14m,step31000,seed7,7,31000
