sentence,word,string,reversed_sentence,mod_np,reversed_mod,disambiguating_word,non_adjective,original_logprob,reversed_logprob,ratio,n_params,mpath,revision,seed_name,seed,step
It was a desperate act.,act,act,It was an act desperate., desperate act, act desperate,desperate,False,-15.408255577087402,-20.42652130126953,5.018265724182129,14067712,EleutherAI/pythia-14m,step93000,seed3,3,93000
It was a humane act.,act,act,It was an act humane., humane act, act humane,humane,False,-19.36064338684082,-21.4270076751709,2.066364288330078,14067712,EleutherAI/pythia-14m,step93000,seed3,3,93000
It was a magic act.,act,act,It was an act magic., magic act, act magic,magic,False,-17.459707260131836,-19.06244659423828,1.6027393341064453,14067712,EleutherAI/pythia-14m,step93000,seed3,3,93000
He had a universal appeal.,appeal,appeal,He had an appeal universal., universal appeal, appeal universal,universal,False,-19.58157730102539,-20.144119262695312,0.5625419616699219,14067712,EleutherAI/pythia-14m,step93000,seed3,3,93000
He had an undefinable appeal.,appeal,appeal,He had an appeal undefinable., undefinable appeal, appeal undefinable,undefinable,False,-22.99844741821289,-26.323631286621094,3.325183868408203,14067712,EleutherAI/pythia-14m,step93000,seed3,3,93000
He had a legal appeal.,appeal,appeal,He had an appeal legal., legal appeal, appeal legal,legal,False,-16.22415542602539,-17.960159301757812,1.7360038757324219,14067712,EleutherAI/pythia-14m,step93000,seed3,3,93000
It was a tense atmosphere.,atmosphere,atmosphere,It was an atmosphere tense., tense atmosphere, atmosphere tense,tense,False,-16.42066764831543,-18.345151901245117,1.9244842529296875,14067712,EleutherAI/pythia-14m,step93000,seed3,3,93000
It was a hostile atmosphere.,atmosphere,atmosphere,It was an atmosphere hostile., hostile atmosphere, atmosphere hostile,hostile,False,-15.512113571166992,-19.406309127807617,3.894195556640625,14067712,EleutherAI/pythia-14m,step93000,seed3,3,93000
It was a gaseous atmosphere.,atmosphere,atmosphere,It was an atmosphere gaseous., gaseous atmosphere, atmosphere gaseous,gaseous,False,-19.021968841552734,-22.575803756713867,3.553834915161133,14067712,EleutherAI/pythia-14m,step93000,seed3,3,93000
It was a gold band.,band,band,It was a band gold., gold band, band gold,gold,True,-14.668149948120117,-19.41950225830078,4.751352310180664,14067712,EleutherAI/pythia-14m,step93000,seed3,3,93000
