sentence,word,string,reversed_sentence,mod_np,reversed_mod,disambiguating_word,non_adjective,original_logprob,reversed_logprob,ratio,n_params,mpath,revision,seed_name,seed,step
It was a desperate act.,act,act,It was an act desperate., desperate act, act desperate,desperate,False,-14.801570892333984,-20.815937042236328,6.014366149902344,14067712,EleutherAI/pythia-14m,step5000,seed7,7,5000
It was a humane act.,act,act,It was an act humane., humane act, act humane,humane,False,-20.02327537536621,-24.64844512939453,4.62516975402832,14067712,EleutherAI/pythia-14m,step5000,seed7,7,5000
It was a magic act.,act,act,It was an act magic., magic act, act magic,magic,False,-18.308746337890625,-20.249910354614258,1.9411640167236328,14067712,EleutherAI/pythia-14m,step5000,seed7,7,5000
He had a universal appeal.,appeal,appeal,He had an appeal universal., universal appeal, appeal universal,universal,False,-17.502025604248047,-24.077716827392578,6.575691223144531,14067712,EleutherAI/pythia-14m,step5000,seed7,7,5000
He had an undefinable appeal.,appeal,appeal,He had an appeal undefinable., undefinable appeal, appeal undefinable,undefinable,False,-30.380638122558594,-33.487064361572266,3.106426239013672,14067712,EleutherAI/pythia-14m,step5000,seed7,7,5000
He had a legal appeal.,appeal,appeal,He had an appeal legal., legal appeal, appeal legal,legal,False,-13.432918548583984,-18.643707275390625,5.210788726806641,14067712,EleutherAI/pythia-14m,step5000,seed7,7,5000
It was a tense atmosphere.,atmosphere,atmosphere,It was an atmosphere tense., tense atmosphere, atmosphere tense,tense,False,-18.429046630859375,-23.916086196899414,5.487039566040039,14067712,EleutherAI/pythia-14m,step5000,seed7,7,5000
It was a hostile atmosphere.,atmosphere,atmosphere,It was an atmosphere hostile., hostile atmosphere, atmosphere hostile,hostile,False,-14.775050163269043,-23.744709014892578,8.969658851623535,14067712,EleutherAI/pythia-14m,step5000,seed7,7,5000
It was a gaseous atmosphere.,atmosphere,atmosphere,It was an atmosphere gaseous., gaseous atmosphere, atmosphere gaseous,gaseous,False,-15.845366477966309,-22.165973663330078,6.3206071853637695,14067712,EleutherAI/pythia-14m,step5000,seed7,7,5000
It was a gold band.,band,band,It was a band gold., gold band, band gold,gold,True,-13.916791915893555,-18.395301818847656,4.478509902954102,14067712,EleutherAI/pythia-14m,step5000,seed7,7,5000
It was a rubber band.,band,band,It was a band rubber., rubber band, band rubber,rubber,True,-16.268781661987305,-20.814022064208984,4.54524040222168,14067712,EleutherAI/pythia-14m,step5000,seed7,7,5000
It was a jazz band.,band,band,It was a band jazz., jazz band, band jazz,jazz,True,-13.693490982055664,-16.28057861328125,2.587087631225586,14067712,EleutherAI/pythia-14m,step5000,seed7,7,5000
There was a police barrier.,barrier,barrier,There was a barrier police., police barrier, barrier police,police,True,-19.54168128967285,-21.072460174560547,1.5307788848876953,14067712,EleutherAI/pythia-14m,step5000,seed7,7,5000
There was a concrete barrier.,barrier,barrier,There was a barrier concrete., concrete barrier, barrier concrete,concrete,False,-15.778645515441895,-18.985031127929688,3.206385612487793,14067712,EleutherAI/pythia-14m,step5000,seed7,7,5000
There was a language barrier.,barrier,barrier,There was a barrier language., language barrier, barrier language,language,True,-20.151395797729492,-23.147445678710938,2.9960498809814453,14067712,EleutherAI/pythia-14m,step5000,seed7,7,5000
He saw a furry bat.,bat,bat,He saw a bat furry., furry bat, bat furry,furry,False,-23.048660278320312,-23.47052764892578,0.42186737060546875,14067712,EleutherAI/pythia-14m,step5000,seed7,7,5000
He saw a fruit bat.,bat,bat,He saw a bat fruit., fruit bat, bat fruit,fruit,True,-18.916324615478516,-19.267749786376953,0.3514251708984375,14067712,EleutherAI/pythia-14m,step5000,seed7,7,5000
He saw a wooden bat.,bat,bat,He saw a bat wooden., wooden bat, bat wooden,wooden,False,-15.685945510864258,-22.234790802001953,6.548845291137695,14067712,EleutherAI/pythia-14m,step5000,seed7,7,5000
He saw the laser beam.,beam,beam,He saw the beam laser., laser beam, beam laser,laser,True,-12.54740047454834,-17.988197326660156,5.440796852111816,14067712,EleutherAI/pythia-14m,step5000,seed7,7,5000
He saw the bright beam.,beam,beam,He saw the beam bright., bright beam, beam bright,bright,False,-17.285099029541016,-19.696392059326172,2.4112930297851562,14067712,EleutherAI/pythia-14m,step5000,seed7,7,5000
He saw the wood beam.,beam,beam,He saw the beam wood., wood beam, beam wood,wood,True,-17.765108108520508,-22.542465209960938,4.77735710144043,14067712,EleutherAI/pythia-14m,step5000,seed7,7,5000
She had a toy block.,block,block,She had a block toy., toy block, block toy,toy,True,-19.230222702026367,-20.429962158203125,1.1997394561767578,14067712,EleutherAI/pythia-14m,step5000,seed7,7,5000
She had a wooden block.,block,block,She had a block wooden., wooden block, block wooden,wooden,False,-15.424489974975586,-20.04436492919922,4.619874954223633,14067712,EleutherAI/pythia-14m,step5000,seed7,7,5000
She had a mental block.,block,block,She had a block mental., mental block, block mental,mental,False,-18.560794830322266,-20.951038360595703,2.3902435302734375,14067712,EleutherAI/pythia-14m,step5000,seed7,7,5000
He has coagulated blood.,blood,blood,He has blood coagulated., coagulated blood, blood coagulated,coagulated,True,-32.278839111328125,-36.54630661010742,4.267467498779297,14067712,EleutherAI/pythia-14m,step5000,seed7,7,5000
He has thin blood.,blood,blood,He has blood thin., thin blood, blood thin,thin,False,-26.158042907714844,-23.807315826416016,-2.350727081298828,14067712,EleutherAI/pythia-14m,step5000,seed7,7,5000
He has noble blood.,blood,blood,He has blood noble., noble blood, blood noble,noble,False,-22.854923248291016,-26.414993286132812,3.560070037841797,14067712,EleutherAI/pythia-14m,step5000,seed7,7,5000
It was the ironing board.,board,board,It was the board ironing., ironing board, board ironing,ironing,False,-21.659908294677734,-24.199209213256836,2.5393009185791016,14067712,EleutherAI/pythia-14m,step5000,seed7,7,5000
It was the wooden board.,board,board,It was the board wooden., wooden board, board wooden,wooden,False,-14.066837310791016,-21.43294906616211,7.366111755371094,14067712,EleutherAI/pythia-14m,step5000,seed7,7,5000
It was the executive board.,board,board,It was the board executive., executive board, board executive,executive,True,-14.717653274536133,-17.647262573242188,2.9296092987060547,14067712,EleutherAI/pythia-14m,step5000,seed7,7,5000
He had a best-selling book.,book,book,He had a book best-selling., best-selling book, book best-selling,best-selling,False,-16.1435546875,-20.4121150970459,4.268560409545898,14067712,EleutherAI/pythia-14m,step5000,seed7,7,5000
He had a popular book.,book,book,He had a book popular., popular book, book popular,popular,False,-15.657669067382812,-19.3643856048584,3.706716537475586,14067712,EleutherAI/pythia-14m,step5000,seed7,7,5000
He had a heavy book.,book,book,He had a book heavy., heavy book, book heavy,heavy,False,-18.611080169677734,-19.775470733642578,1.1643905639648438,14067712,EleutherAI/pythia-14m,step5000,seed7,7,5000
They ate a pancake breakfast.,breakfast,breakfast,They ate a breakfast pancake., pancake breakfast, breakfast pancake,pancake,True,-13.913179397583008,-14.57247257232666,0.6592931747436523,14067712,EleutherAI/pythia-14m,step5000,seed7,7,5000
They ate a nutritious breakfast.,breakfast,breakfast,They ate a breakfast nutritious., nutritious breakfast, breakfast nutritious,nutritious,False,-19.80398178100586,-22.021278381347656,2.217296600341797,14067712,EleutherAI/pythia-14m,step5000,seed7,7,5000
They ate a family breakfast.,breakfast,breakfast,They ate a breakfast family., family breakfast, breakfast family,family,True,-13.229255676269531,-15.432991027832031,2.2037353515625,14067712,EleutherAI/pythia-14m,step5000,seed7,7,5000
