sentence,word,string,reversed_sentence,mod_np,reversed_mod,disambiguating_word,non_adjective,original_logprob,reversed_logprob,ratio,n_params,mpath,revision,seed_name,seed,step
It was a desperate act.,act,act,It was an act desperate., desperate act, act desperate,desperate,False,-13.354146003723145,-17.88762664794922,4.533480644226074,14067712,EleutherAI/pythia-14m,step96000,seed1,1,96000
It was a humane act.,act,act,It was an act humane., humane act, act humane,humane,False,-15.19558334350586,-17.0345401763916,1.8389568328857422,14067712,EleutherAI/pythia-14m,step96000,seed1,1,96000
It was a magic act.,act,act,It was an act magic., magic act, act magic,magic,False,-15.040708541870117,-18.01134490966797,2.9706363677978516,14067712,EleutherAI/pythia-14m,step96000,seed1,1,96000
He had a universal appeal.,appeal,appeal,He had an appeal universal., universal appeal, appeal universal,universal,False,-20.330989837646484,-21.150650024414062,0.8196601867675781,14067712,EleutherAI/pythia-14m,step96000,seed1,1,96000
He had an undefinable appeal.,appeal,appeal,He had an appeal undefinable., undefinable appeal, appeal undefinable,undefinable,False,-26.820777893066406,-26.684206008911133,-0.13657188415527344,14067712,EleutherAI/pythia-14m,step96000,seed1,1,96000
He had a legal appeal.,appeal,appeal,He had an appeal legal., legal appeal, appeal legal,legal,False,-15.649877548217773,-17.905105590820312,2.255228042602539,14067712,EleutherAI/pythia-14m,step96000,seed1,1,96000
It was a tense atmosphere.,atmosphere,atmosphere,It was an atmosphere tense., tense atmosphere, atmosphere tense,tense,False,-17.512348175048828,-20.806720733642578,3.29437255859375,14067712,EleutherAI/pythia-14m,step96000,seed1,1,96000
It was a hostile atmosphere.,atmosphere,atmosphere,It was an atmosphere hostile., hostile atmosphere, atmosphere hostile,hostile,False,-17.139726638793945,-20.624286651611328,3.484560012817383,14067712,EleutherAI/pythia-14m,step96000,seed1,1,96000
It was a gaseous atmosphere.,atmosphere,atmosphere,It was an atmosphere gaseous., gaseous atmosphere, atmosphere gaseous,gaseous,False,-17.065414428710938,-22.020954132080078,4.955539703369141,14067712,EleutherAI/pythia-14m,step96000,seed1,1,96000
It was a gold band.,band,band,It was a band gold., gold band, band gold,gold,True,-14.663496017456055,-18.86143684387207,4.197940826416016,14067712,EleutherAI/pythia-14m,step96000,seed1,1,96000
It was a rubber band.,band,band,It was a band rubber., rubber band, band rubber,rubber,True,-14.808892250061035,-21.35673713684082,6.547844886779785,14067712,EleutherAI/pythia-14m,step96000,seed1,1,96000
It was a jazz band.,band,band,It was a band jazz., jazz band, band jazz,jazz,True,-13.679466247558594,-17.78611946105957,4.106653213500977,14067712,EleutherAI/pythia-14m,step96000,seed1,1,96000
There was a police barrier.,barrier,barrier,There was a barrier police., police barrier, barrier police,police,True,-17.70867919921875,-19.16689109802246,1.458211898803711,14067712,EleutherAI/pythia-14m,step96000,seed1,1,96000
There was a concrete barrier.,barrier,barrier,There was a barrier concrete., concrete barrier, barrier concrete,concrete,False,-14.313492774963379,-19.32063865661621,5.007145881652832,14067712,EleutherAI/pythia-14m,step96000,seed1,1,96000
