sentence,word,string,reversed_sentence,mod_np,reversed_mod,disambiguating_word,non_adjective,original_logprob,reversed_logprob,ratio,n_params,mpath,revision,seed_name,seed,step
It was a desperate act.,act,act,It was an act desperate., desperate act, act desperate,desperate,False,-13.820677757263184,-18.71712303161621,4.896445274353027,14067712,EleutherAI/pythia-14m,step118000,seed6,6,118000
It was a humane act.,act,act,It was an act humane., humane act, act humane,humane,False,-18.555301666259766,-20.054479598999023,1.4991779327392578,14067712,EleutherAI/pythia-14m,step118000,seed6,6,118000
It was a magic act.,act,act,It was an act magic., magic act, act magic,magic,False,-17.418376922607422,-18.74617576599121,1.327798843383789,14067712,EleutherAI/pythia-14m,step118000,seed6,6,118000
He had a universal appeal.,appeal,appeal,He had an appeal universal., universal appeal, appeal universal,universal,False,-17.01609992980957,-19.3902645111084,2.374164581298828,14067712,EleutherAI/pythia-14m,step118000,seed6,6,118000
He had an undefinable appeal.,appeal,appeal,He had an appeal undefinable., undefinable appeal, appeal undefinable,undefinable,False,-24.529123306274414,-25.985305786132812,1.4561824798583984,14067712,EleutherAI/pythia-14m,step118000,seed6,6,118000
He had a legal appeal.,appeal,appeal,He had an appeal legal., legal appeal, appeal legal,legal,False,-13.314303398132324,-16.4840145111084,3.169711112976074,14067712,EleutherAI/pythia-14m,step118000,seed6,6,118000
It was a tense atmosphere.,atmosphere,atmosphere,It was an atmosphere tense., tense atmosphere, atmosphere tense,tense,False,-16.99107551574707,-20.12895965576172,3.1378841400146484,14067712,EleutherAI/pythia-14m,step118000,seed6,6,118000
It was a hostile atmosphere.,atmosphere,atmosphere,It was an atmosphere hostile., hostile atmosphere, atmosphere hostile,hostile,False,-16.170204162597656,-20.01226043701172,3.8420562744140625,14067712,EleutherAI/pythia-14m,step118000,seed6,6,118000
It was a gaseous atmosphere.,atmosphere,atmosphere,It was an atmosphere gaseous., gaseous atmosphere, atmosphere gaseous,gaseous,False,-15.568572998046875,-21.52349090576172,5.954917907714844,14067712,EleutherAI/pythia-14m,step118000,seed6,6,118000
It was a gold band.,band,band,It was a band gold., gold band, band gold,gold,True,-15.878608703613281,-18.968521118164062,3.0899124145507812,14067712,EleutherAI/pythia-14m,step118000,seed6,6,118000
It was a rubber band.,band,band,It was a band rubber., rubber band, band rubber,rubber,True,-15.962583541870117,-21.292251586914062,5.329668045043945,14067712,EleutherAI/pythia-14m,step118000,seed6,6,118000
It was a jazz band.,band,band,It was a band jazz., jazz band, band jazz,jazz,True,-12.825796127319336,-18.652603149414062,5.826807022094727,14067712,EleutherAI/pythia-14m,step118000,seed6,6,118000
There was a police barrier.,barrier,barrier,There was a barrier police., police barrier, barrier police,police,True,-18.98455810546875,-21.03921890258789,2.0546607971191406,14067712,EleutherAI/pythia-14m,step118000,seed6,6,118000
