sentence,word,string,reversed_sentence,mod_np,reversed_mod,disambiguating_word,non_adjective,original_logprob,reversed_logprob,ratio,n_params,mpath,revision,seed_name,seed,step
It was a desperate act.,act,act,It was an act desperate., desperate act, act desperate,desperate,False,-16.667125701904297,-18.68999481201172,2.022869110107422,14067712,EleutherAI/pythia-14m,step17000,seed8,8,17000
It was a humane act.,act,act,It was an act humane., humane act, act humane,humane,False,-19.63758087158203,-20.128658294677734,0.4910774230957031,14067712,EleutherAI/pythia-14m,step17000,seed8,8,17000
It was a magic act.,act,act,It was an act magic., magic act, act magic,magic,False,-16.07367706298828,-19.17811393737793,3.1044368743896484,14067712,EleutherAI/pythia-14m,step17000,seed8,8,17000
He had a universal appeal.,appeal,appeal,He had an appeal universal., universal appeal, appeal universal,universal,False,-17.555870056152344,-19.851978302001953,2.2961082458496094,14067712,EleutherAI/pythia-14m,step17000,seed8,8,17000
He had an undefinable appeal.,appeal,appeal,He had an appeal undefinable., undefinable appeal, appeal undefinable,undefinable,False,-26.90826416015625,-28.40583038330078,1.4975662231445312,14067712,EleutherAI/pythia-14m,step17000,seed8,8,17000
He had a legal appeal.,appeal,appeal,He had an appeal legal., legal appeal, appeal legal,legal,False,-15.241037368774414,-16.902122497558594,1.6610851287841797,14067712,EleutherAI/pythia-14m,step17000,seed8,8,17000
It was a tense atmosphere.,atmosphere,atmosphere,It was an atmosphere tense., tense atmosphere, atmosphere tense,tense,False,-18.074663162231445,-21.20667266845703,3.132009506225586,14067712,EleutherAI/pythia-14m,step17000,seed8,8,17000
It was a hostile atmosphere.,atmosphere,atmosphere,It was an atmosphere hostile., hostile atmosphere, atmosphere hostile,hostile,False,-15.439237594604492,-19.874446868896484,4.435209274291992,14067712,EleutherAI/pythia-14m,step17000,seed8,8,17000
It was a gaseous atmosphere.,atmosphere,atmosphere,It was an atmosphere gaseous., gaseous atmosphere, atmosphere gaseous,gaseous,False,-17.26043701171875,-21.664745330810547,4.404308319091797,14067712,EleutherAI/pythia-14m,step17000,seed8,8,17000
It was a gold band.,band,band,It was a band gold., gold band, band gold,gold,True,-13.238058090209961,-17.4492244720459,4.2111663818359375,14067712,EleutherAI/pythia-14m,step17000,seed8,8,17000
