sentence,word,string,reversed_sentence,mod_np,reversed_mod,disambiguating_word,non_adjective,original_logprob,reversed_logprob,ratio,n_params,mpath,revision,seed_name,seed,step
It was a desperate act.,act,act,It was an act desperate., desperate act, act desperate,desperate,False,-20.928327560424805,-21.508037567138672,0.5797100067138672,14067712,EleutherAI/pythia-14m,step4,seed3,3,4
It was a humane act.,act,act,It was an act humane., humane act, act humane,humane,False,-33.813011169433594,-33.433876037597656,-0.3791351318359375,14067712,EleutherAI/pythia-14m,step4,seed3,3,4
It was a magic act.,act,act,It was an act magic., magic act, act magic,magic,False,-21.542068481445312,-21.51470947265625,-0.0273590087890625,14067712,EleutherAI/pythia-14m,step4,seed3,3,4
He had a universal appeal.,appeal,appeal,He had an appeal universal., universal appeal, appeal universal,universal,False,-20.116043090820312,-19.884479522705078,-0.23156356811523438,14067712,EleutherAI/pythia-14m,step4,seed3,3,4
He had an undefinable appeal.,appeal,appeal,He had an appeal undefinable., undefinable appeal, appeal undefinable,undefinable,False,-43.8183479309082,-41.69706344604492,-2.1212844848632812,14067712,EleutherAI/pythia-14m,step4,seed3,3,4
He had a legal appeal.,appeal,appeal,He had an appeal legal., legal appeal, appeal legal,legal,False,-22.69068145751953,-20.469810485839844,-2.2208709716796875,14067712,EleutherAI/pythia-14m,step4,seed3,3,4
It was a tense atmosphere.,atmosphere,atmosphere,It was an atmosphere tense., tense atmosphere, atmosphere tense,tense,False,-19.291706085205078,-19.883392333984375,0.5916862487792969,14067712,EleutherAI/pythia-14m,step4,seed3,3,4
It was a hostile atmosphere.,atmosphere,atmosphere,It was an atmosphere hostile., hostile atmosphere, atmosphere hostile,hostile,False,-21.512001037597656,-21.925312042236328,0.4133110046386719,14067712,EleutherAI/pythia-14m,step4,seed3,3,4
It was a gaseous atmosphere.,atmosphere,atmosphere,It was an atmosphere gaseous., gaseous atmosphere, atmosphere gaseous,gaseous,False,-21.319438934326172,-21.046483993530273,-0.27295494079589844,14067712,EleutherAI/pythia-14m,step4,seed3,3,4
It was a gold band.,band,band,It was a band gold., gold band, band gold,gold,True,-23.466529846191406,-22.96561050415039,-0.5009193420410156,14067712,EleutherAI/pythia-14m,step4,seed3,3,4
It was a rubber band.,band,band,It was a band rubber., rubber band, band rubber,rubber,True,-22.66988754272461,-21.984594345092773,-0.6852931976318359,14067712,EleutherAI/pythia-14m,step4,seed3,3,4
It was a jazz band.,band,band,It was a band jazz., jazz band, band jazz,jazz,True,-22.49633026123047,-21.02069091796875,-1.4756393432617188,14067712,EleutherAI/pythia-14m,step4,seed3,3,4
There was a police barrier.,barrier,barrier,There was a barrier police., police barrier, barrier police,police,True,-23.108495712280273,-23.179458618164062,0.07096290588378906,14067712,EleutherAI/pythia-14m,step4,seed3,3,4
There was a concrete barrier.,barrier,barrier,There was a barrier concrete., concrete barrier, barrier concrete,concrete,False,-22.659746170043945,-22.71250343322754,0.05275726318359375,14067712,EleutherAI/pythia-14m,step4,seed3,3,4
There was a language barrier.,barrier,barrier,There was a barrier language., language barrier, barrier language,language,True,-21.924318313598633,-22.200469970703125,0.2761516571044922,14067712,EleutherAI/pythia-14m,step4,seed3,3,4
He saw a furry bat.,bat,bat,He saw a bat furry., furry bat, bat furry,furry,False,-34.291324615478516,-33.13875961303711,-1.1525650024414062,14067712,EleutherAI/pythia-14m,step4,seed3,3,4
He saw a fruit bat.,bat,bat,He saw a bat fruit., fruit bat, bat fruit,fruit,True,-22.91086769104004,-21.669063568115234,-1.2418041229248047,14067712,EleutherAI/pythia-14m,step4,seed3,3,4
He saw a wooden bat.,bat,bat,He saw a bat wooden., wooden bat, bat wooden,wooden,False,-21.826274871826172,-22.037477493286133,0.21120262145996094,14067712,EleutherAI/pythia-14m,step4,seed3,3,4
He saw the laser beam.,beam,beam,He saw the beam laser., laser beam, beam laser,laser,True,-22.350343704223633,-20.18143081665039,-2.168912887573242,14067712,EleutherAI/pythia-14m,step4,seed3,3,4
He saw the bright beam.,beam,beam,He saw the beam bright., bright beam, beam bright,bright,False,-21.633712768554688,-21.745040893554688,0.111328125,14067712,EleutherAI/pythia-14m,step4,seed3,3,4
