sentence,word,string,reversed_sentence,mod_np,reversed_mod,disambiguating_word,non_adjective,original_logprob,reversed_logprob,ratio,n_params,mpath,revision,seed_name,seed,step
It was a desperate act.,act,act,It was an act desperate., desperate act, act desperate,desperate,False,-14.10781478881836,-18.38245391845703,4.274639129638672,14067712,EleutherAI/pythia-14m,step65000,seed6,6,65000
It was a humane act.,act,act,It was an act humane., humane act, act humane,humane,False,-20.57052230834961,-20.432079315185547,-0.1384429931640625,14067712,EleutherAI/pythia-14m,step65000,seed6,6,65000
It was a magic act.,act,act,It was an act magic., magic act, act magic,magic,False,-19.26409149169922,-21.44007110595703,2.1759796142578125,14067712,EleutherAI/pythia-14m,step65000,seed6,6,65000
He had a universal appeal.,appeal,appeal,He had an appeal universal., universal appeal, appeal universal,universal,False,-19.990692138671875,-20.811073303222656,0.8203811645507812,14067712,EleutherAI/pythia-14m,step65000,seed6,6,65000
He had an undefinable appeal.,appeal,appeal,He had an appeal undefinable., undefinable appeal, appeal undefinable,undefinable,False,-24.959243774414062,-26.64112091064453,1.6818771362304688,14067712,EleutherAI/pythia-14m,step65000,seed6,6,65000
He had a legal appeal.,appeal,appeal,He had an appeal legal., legal appeal, appeal legal,legal,False,-15.927789688110352,-17.459632873535156,1.5318431854248047,14067712,EleutherAI/pythia-14m,step65000,seed6,6,65000
It was a tense atmosphere.,atmosphere,atmosphere,It was an atmosphere tense., tense atmosphere, atmosphere tense,tense,False,-18.248794555664062,-20.805591583251953,2.5567970275878906,14067712,EleutherAI/pythia-14m,step65000,seed6,6,65000
It was a hostile atmosphere.,atmosphere,atmosphere,It was an atmosphere hostile., hostile atmosphere, atmosphere hostile,hostile,False,-17.169273376464844,-20.012683868408203,2.8434104919433594,14067712,EleutherAI/pythia-14m,step65000,seed6,6,65000
It was a gaseous atmosphere.,atmosphere,atmosphere,It was an atmosphere gaseous., gaseous atmosphere, atmosphere gaseous,gaseous,False,-17.438600540161133,-23.024524688720703,5.58592414855957,14067712,EleutherAI/pythia-14m,step65000,seed6,6,65000
It was a gold band.,band,band,It was a band gold., gold band, band gold,gold,True,-16.06062889099121,-20.413692474365234,4.353063583374023,14067712,EleutherAI/pythia-14m,step65000,seed6,6,65000
