sentence,word,string,reversed_sentence,mod_np,reversed_mod,disambiguating_word,non_adjective,original_logprob,reversed_logprob,ratio,n_params,mpath,revision,seed_name,seed,step
It was a desperate act.,act,act,It was an act desperate., desperate act, act desperate,desperate,False,-14.007226943969727,-19.686737060546875,5.679510116577148,14067712,EleutherAI/pythia-14m,step126000,seed1,1,126000
It was a humane act.,act,act,It was an act humane., humane act, act humane,humane,False,-15.3431396484375,-17.378068923950195,2.0349292755126953,14067712,EleutherAI/pythia-14m,step126000,seed1,1,126000
It was a magic act.,act,act,It was an act magic., magic act, act magic,magic,False,-15.92530632019043,-19.551116943359375,3.6258106231689453,14067712,EleutherAI/pythia-14m,step126000,seed1,1,126000
He had a universal appeal.,appeal,appeal,He had an appeal universal., universal appeal, appeal universal,universal,False,-20.02328109741211,-21.86649513244629,1.8432140350341797,14067712,EleutherAI/pythia-14m,step126000,seed1,1,126000
He had an undefinable appeal.,appeal,appeal,He had an appeal undefinable., undefinable appeal, appeal undefinable,undefinable,False,-22.344249725341797,-24.591938018798828,2.2476882934570312,14067712,EleutherAI/pythia-14m,step126000,seed1,1,126000
He had a legal appeal.,appeal,appeal,He had an appeal legal., legal appeal, appeal legal,legal,False,-15.742815017700195,-16.56205177307129,0.8192367553710938,14067712,EleutherAI/pythia-14m,step126000,seed1,1,126000
It was a tense atmosphere.,atmosphere,atmosphere,It was an atmosphere tense., tense atmosphere, atmosphere tense,tense,False,-16.631664276123047,-20.889066696166992,4.257402420043945,14067712,EleutherAI/pythia-14m,step126000,seed1,1,126000
It was a hostile atmosphere.,atmosphere,atmosphere,It was an atmosphere hostile., hostile atmosphere, atmosphere hostile,hostile,False,-15.769034385681152,-20.049467086791992,4.28043270111084,14067712,EleutherAI/pythia-14m,step126000,seed1,1,126000
It was a gaseous atmosphere.,atmosphere,atmosphere,It was an atmosphere gaseous., gaseous atmosphere, atmosphere gaseous,gaseous,False,-17.856237411499023,-22.230619430541992,4.374382019042969,14067712,EleutherAI/pythia-14m,step126000,seed1,1,126000
It was a gold band.,band,band,It was a band gold., gold band, band gold,gold,True,-14.95455551147461,-19.01592445373535,4.061368942260742,14067712,EleutherAI/pythia-14m,step126000,seed1,1,126000
