sentence,word,string,reversed_sentence,mod_np,reversed_mod,disambiguating_word,non_adjective,original_logprob,reversed_logprob,ratio,n_params,mpath,revision,seed_name,seed,step
It was a desperate act.,act,act,It was an act desperate., desperate act, act desperate,desperate,False,-15.102349281311035,-19.429107666015625,4.32675838470459,14067712,EleutherAI/pythia-14m,step73000,seed5,5,73000
It was a humane act.,act,act,It was an act humane., humane act, act humane,humane,False,-21.59710693359375,-23.934261322021484,2.3371543884277344,14067712,EleutherAI/pythia-14m,step73000,seed5,5,73000
It was a magic act.,act,act,It was an act magic., magic act, act magic,magic,False,-15.770030975341797,-18.87176513671875,3.101734161376953,14067712,EleutherAI/pythia-14m,step73000,seed5,5,73000
He had a universal appeal.,appeal,appeal,He had an appeal universal., universal appeal, appeal universal,universal,False,-21.25457763671875,-21.252634048461914,-0.0019435882568359375,14067712,EleutherAI/pythia-14m,step73000,seed5,5,73000
He had an undefinable appeal.,appeal,appeal,He had an appeal undefinable., undefinable appeal, appeal undefinable,undefinable,False,-21.56548309326172,-28.445701599121094,6.880218505859375,14067712,EleutherAI/pythia-14m,step73000,seed5,5,73000
He had a legal appeal.,appeal,appeal,He had an appeal legal., legal appeal, appeal legal,legal,False,-14.389921188354492,-17.579599380493164,3.189678192138672,14067712,EleutherAI/pythia-14m,step73000,seed5,5,73000
It was a tense atmosphere.,atmosphere,atmosphere,It was an atmosphere tense., tense atmosphere, atmosphere tense,tense,False,-17.389095306396484,-22.033851623535156,4.644756317138672,14067712,EleutherAI/pythia-14m,step73000,seed5,5,73000
It was a hostile atmosphere.,atmosphere,atmosphere,It was an atmosphere hostile., hostile atmosphere, atmosphere hostile,hostile,False,-17.476238250732422,-20.655860900878906,3.1796226501464844,14067712,EleutherAI/pythia-14m,step73000,seed5,5,73000
It was a gaseous atmosphere.,atmosphere,atmosphere,It was an atmosphere gaseous., gaseous atmosphere, atmosphere gaseous,gaseous,False,-18.30054473876953,-23.80536651611328,5.50482177734375,14067712,EleutherAI/pythia-14m,step73000,seed5,5,73000
It was a gold band.,band,band,It was a band gold., gold band, band gold,gold,True,-14.57406997680664,-19.50835418701172,4.934284210205078,14067712,EleutherAI/pythia-14m,step73000,seed5,5,73000
It was a rubber band.,band,band,It was a band rubber., rubber band, band rubber,rubber,True,-15.389241218566895,-21.882713317871094,6.493472099304199,14067712,EleutherAI/pythia-14m,step73000,seed5,5,73000
It was a jazz band.,band,band,It was a band jazz., jazz band, band jazz,jazz,True,-14.104635238647461,-18.95177459716797,4.847139358520508,14067712,EleutherAI/pythia-14m,step73000,seed5,5,73000
There was a police barrier.,barrier,barrier,There was a barrier police., police barrier, barrier police,police,True,-20.204843521118164,-20.94552230834961,0.7406787872314453,14067712,EleutherAI/pythia-14m,step73000,seed5,5,73000
There was a concrete barrier.,barrier,barrier,There was a barrier concrete., concrete barrier, barrier concrete,concrete,False,-15.5137357711792,-20.42812728881836,4.91439151763916,14067712,EleutherAI/pythia-14m,step73000,seed5,5,73000
There was a language barrier.,barrier,barrier,There was a barrier language., language barrier, barrier language,language,True,-19.983470916748047,-21.18490219116211,1.2014312744140625,14067712,EleutherAI/pythia-14m,step73000,seed5,5,73000
He saw a furry bat.,bat,bat,He saw a bat furry., furry bat, bat furry,furry,False,-20.997241973876953,-24.701522827148438,3.7042808532714844,14067712,EleutherAI/pythia-14m,step73000,seed5,5,73000
He saw a fruit bat.,bat,bat,He saw a bat fruit., fruit bat, bat fruit,fruit,True,-18.264827728271484,-21.50106430053711,3.236236572265625,14067712,EleutherAI/pythia-14m,step73000,seed5,5,73000
He saw a wooden bat.,bat,bat,He saw a bat wooden., wooden bat, bat wooden,wooden,False,-16.12491798400879,-24.03023910522461,7.90532112121582,14067712,EleutherAI/pythia-14m,step73000,seed5,5,73000
He saw the laser beam.,beam,beam,He saw the beam laser., laser beam, beam laser,laser,True,-11.399120330810547,-16.861717224121094,5.462596893310547,14067712,EleutherAI/pythia-14m,step73000,seed5,5,73000
He saw the bright beam.,beam,beam,He saw the beam bright., bright beam, beam bright,bright,False,-15.860818862915039,-16.198081970214844,0.3372631072998047,14067712,EleutherAI/pythia-14m,step73000,seed5,5,73000
He saw the wood beam.,beam,beam,He saw the beam wood., wood beam, beam wood,wood,True,-16.673694610595703,-20.962791442871094,4.289096832275391,14067712,EleutherAI/pythia-14m,step73000,seed5,5,73000
She had a toy block.,block,block,She had a block toy., toy block, block toy,toy,True,-15.651386260986328,-18.911481857299805,3.2600955963134766,14067712,EleutherAI/pythia-14m,step73000,seed5,5,73000
She had a wooden block.,block,block,She had a block wooden., wooden block, block wooden,wooden,False,-15.114696502685547,-22.14887809753418,7.034181594848633,14067712,EleutherAI/pythia-14m,step73000,seed5,5,73000
She had a mental block.,block,block,She had a block mental., mental block, block mental,mental,False,-14.643104553222656,-21.76710319519043,7.123998641967773,14067712,EleutherAI/pythia-14m,step73000,seed5,5,73000
He has coagulated blood.,blood,blood,He has blood coagulated., coagulated blood, blood coagulated,coagulated,True,-25.564380645751953,-26.437305450439453,0.8729248046875,14067712,EleutherAI/pythia-14m,step73000,seed5,5,73000
He has thin blood.,blood,blood,He has blood thin., thin blood, blood thin,thin,False,-17.599334716796875,-19.00066566467285,1.4013309478759766,14067712,EleutherAI/pythia-14m,step73000,seed5,5,73000
He has noble blood.,blood,blood,He has blood noble., noble blood, blood noble,noble,False,-20.215370178222656,-21.872339248657227,1.6569690704345703,14067712,EleutherAI/pythia-14m,step73000,seed5,5,73000
It was the ironing board.,board,board,It was the board ironing., ironing board, board ironing,ironing,False,-24.584491729736328,-24.3182315826416,-0.26626014709472656,14067712,EleutherAI/pythia-14m,step73000,seed5,5,73000
It was the wooden board.,board,board,It was the board wooden., wooden board, board wooden,wooden,False,-14.844648361206055,-21.27645492553711,6.431806564331055,14067712,EleutherAI/pythia-14m,step73000,seed5,5,73000
It was the executive board.,board,board,It was the board executive., executive board, board executive,executive,True,-16.961986541748047,-18.435115814208984,1.4731292724609375,14067712,EleutherAI/pythia-14m,step73000,seed5,5,73000
He had a best-selling book.,book,book,He had a book best-selling., best-selling book, book best-selling,best-selling,False,-19.27304458618164,-23.864810943603516,4.591766357421875,14067712,EleutherAI/pythia-14m,step73000,seed5,5,73000
He had a popular book.,book,book,He had a book popular., popular book, book popular,popular,False,-16.337465286254883,-19.84031105041504,3.5028457641601562,14067712,EleutherAI/pythia-14m,step73000,seed5,5,73000
He had a heavy book.,book,book,He had a book heavy., heavy book, book heavy,heavy,False,-15.600324630737305,-19.56125831604004,3.9609336853027344,14067712,EleutherAI/pythia-14m,step73000,seed5,5,73000
They ate a pancake breakfast.,breakfast,breakfast,They ate a breakfast pancake., pancake breakfast, breakfast pancake,pancake,True,-17.146808624267578,-19.32025718688965,2.1734485626220703,14067712,EleutherAI/pythia-14m,step73000,seed5,5,73000
They ate a nutritious breakfast.,breakfast,breakfast,They ate a breakfast nutritious., nutritious breakfast, breakfast nutritious,nutritious,False,-21.191455841064453,-26.880746841430664,5.689291000366211,14067712,EleutherAI/pythia-14m,step73000,seed5,5,73000
They ate a family breakfast.,breakfast,breakfast,They ate a breakfast family., family breakfast, breakfast family,family,True,-16.49855613708496,-17.751419067382812,1.2528629302978516,14067712,EleutherAI/pythia-14m,step73000,seed5,5,73000
It was a red cape.,cape,cape,It was a cape red., red cape, cape red,red,False,-19.32009506225586,-22.35275650024414,3.0326614379882812,14067712,EleutherAI/pythia-14m,step73000,seed5,5,73000
It was a flowing cape.,cape,cape,It was a cape flowing., flowing cape, cape flowing,flowing,False,-23.85721778869629,-28.71329116821289,4.856073379516602,14067712,EleutherAI/pythia-14m,step73000,seed5,5,73000
It was a rocky cape.,cape,cape,It was a cape rocky., rocky cape, cape rocky,rocky,False,-23.151691436767578,-28.904544830322266,5.7528533935546875,14067712,EleutherAI/pythia-14m,step73000,seed5,5,73000
