sentence,word,string,reversed_sentence,mod_np,reversed_mod,disambiguating_word,non_adjective,original_logprob,reversed_logprob,ratio,n_params,mpath,revision,seed_name,seed,step
It was a desperate act.,act,act,It was an act desperate., desperate act, act desperate,desperate,False,-15.1735200881958,-19.504507064819336,4.330986976623535,14067712,EleutherAI/pythia-14m,step120000,seed3,3,120000
It was a humane act.,act,act,It was an act humane., humane act, act humane,humane,False,-17.79601287841797,-19.84743881225586,2.0514259338378906,14067712,EleutherAI/pythia-14m,step120000,seed3,3,120000
It was a magic act.,act,act,It was an act magic., magic act, act magic,magic,False,-16.72307014465332,-16.841909408569336,0.11883926391601562,14067712,EleutherAI/pythia-14m,step120000,seed3,3,120000
He had a universal appeal.,appeal,appeal,He had an appeal universal., universal appeal, appeal universal,universal,False,-20.32522201538086,-20.217510223388672,-0.1077117919921875,14067712,EleutherAI/pythia-14m,step120000,seed3,3,120000
He had an undefinable appeal.,appeal,appeal,He had an appeal undefinable., undefinable appeal, appeal undefinable,undefinable,False,-28.22460174560547,-27.684999465942383,-0.5396022796630859,14067712,EleutherAI/pythia-14m,step120000,seed3,3,120000
He had a legal appeal.,appeal,appeal,He had an appeal legal., legal appeal, appeal legal,legal,False,-16.73656463623047,-17.183818817138672,0.4472541809082031,14067712,EleutherAI/pythia-14m,step120000,seed3,3,120000
It was a tense atmosphere.,atmosphere,atmosphere,It was an atmosphere tense., tense atmosphere, atmosphere tense,tense,False,-16.678165435791016,-17.431232452392578,0.7530670166015625,14067712,EleutherAI/pythia-14m,step120000,seed3,3,120000
It was a hostile atmosphere.,atmosphere,atmosphere,It was an atmosphere hostile., hostile atmosphere, atmosphere hostile,hostile,False,-14.398446083068848,-19.218830108642578,4.8203840255737305,14067712,EleutherAI/pythia-14m,step120000,seed3,3,120000
It was a gaseous atmosphere.,atmosphere,atmosphere,It was an atmosphere gaseous., gaseous atmosphere, atmosphere gaseous,gaseous,False,-16.512054443359375,-19.068561553955078,2.556507110595703,14067712,EleutherAI/pythia-14m,step120000,seed3,3,120000
It was a gold band.,band,band,It was a band gold., gold band, band gold,gold,True,-15.854665756225586,-19.737937927246094,3.883272171020508,14067712,EleutherAI/pythia-14m,step120000,seed3,3,120000
It was a rubber band.,band,band,It was a band rubber., rubber band, band rubber,rubber,True,-15.349637031555176,-19.353416442871094,4.003779411315918,14067712,EleutherAI/pythia-14m,step120000,seed3,3,120000
It was a jazz band.,band,band,It was a band jazz., jazz band, band jazz,jazz,True,-13.651671409606934,-18.660789489746094,5.00911808013916,14067712,EleutherAI/pythia-14m,step120000,seed3,3,120000
There was a police barrier.,barrier,barrier,There was a barrier police., police barrier, barrier police,police,True,-18.388582229614258,-20.73028564453125,2.341703414916992,14067712,EleutherAI/pythia-14m,step120000,seed3,3,120000
There was a concrete barrier.,barrier,barrier,There was a barrier concrete., concrete barrier, barrier concrete,concrete,False,-15.651189804077148,-19.76031494140625,4.109125137329102,14067712,EleutherAI/pythia-14m,step120000,seed3,3,120000
There was a language barrier.,barrier,barrier,There was a barrier language., language barrier, barrier language,language,True,-18.836917877197266,-21.87982177734375,3.0429039001464844,14067712,EleutherAI/pythia-14m,step120000,seed3,3,120000
He saw a furry bat.,bat,bat,He saw a bat furry., furry bat, bat furry,furry,False,-18.767574310302734,-20.522552490234375,1.7549781799316406,14067712,EleutherAI/pythia-14m,step120000,seed3,3,120000
He saw a fruit bat.,bat,bat,He saw a bat fruit., fruit bat, bat fruit,fruit,True,-20.30168914794922,-22.41278076171875,2.1110916137695312,14067712,EleutherAI/pythia-14m,step120000,seed3,3,120000
He saw a wooden bat.,bat,bat,He saw a bat wooden., wooden bat, bat wooden,wooden,False,-15.545893669128418,-20.20831298828125,4.662419319152832,14067712,EleutherAI/pythia-14m,step120000,seed3,3,120000
He saw the laser beam.,beam,beam,He saw the beam laser., laser beam, beam laser,laser,True,-11.638923645019531,-17.840452194213867,6.201528549194336,14067712,EleutherAI/pythia-14m,step120000,seed3,3,120000
He saw the bright beam.,beam,beam,He saw the beam bright., bright beam, beam bright,bright,False,-16.681941986083984,-16.990598678588867,0.3086566925048828,14067712,EleutherAI/pythia-14m,step120000,seed3,3,120000
He saw the wood beam.,beam,beam,He saw the beam wood., wood beam, beam wood,wood,True,-17.09172821044922,-19.630979537963867,2.5392513275146484,14067712,EleutherAI/pythia-14m,step120000,seed3,3,120000
She had a toy block.,block,block,She had a block toy., toy block, block toy,toy,True,-17.06959342956543,-19.384727478027344,2.315134048461914,14067712,EleutherAI/pythia-14m,step120000,seed3,3,120000
She had a wooden block.,block,block,She had a block wooden., wooden block, block wooden,wooden,False,-14.762441635131836,-20.533775329589844,5.771333694458008,14067712,EleutherAI/pythia-14m,step120000,seed3,3,120000
She had a mental block.,block,block,She had a block mental., mental block, block mental,mental,False,-15.86839485168457,-21.583946228027344,5.715551376342773,14067712,EleutherAI/pythia-14m,step120000,seed3,3,120000
He has coagulated blood.,blood,blood,He has blood coagulated., coagulated blood, blood coagulated,coagulated,True,-26.16933822631836,-27.585498809814453,1.4161605834960938,14067712,EleutherAI/pythia-14m,step120000,seed3,3,120000
He has thin blood.,blood,blood,He has blood thin., thin blood, blood thin,thin,False,-17.61632537841797,-18.800662994384766,1.1843376159667969,14067712,EleutherAI/pythia-14m,step120000,seed3,3,120000
He has noble blood.,blood,blood,He has blood noble., noble blood, blood noble,noble,False,-19.60011100769043,-23.027713775634766,3.427602767944336,14067712,EleutherAI/pythia-14m,step120000,seed3,3,120000
It was the ironing board.,board,board,It was the board ironing., ironing board, board ironing,ironing,False,-21.53305435180664,-21.3951416015625,-0.13791275024414062,14067712,EleutherAI/pythia-14m,step120000,seed3,3,120000
It was the wooden board.,board,board,It was the board wooden., wooden board, board wooden,wooden,False,-14.374349594116211,-18.939912796020508,4.565563201904297,14067712,EleutherAI/pythia-14m,step120000,seed3,3,120000
It was the executive board.,board,board,It was the board executive., executive board, board executive,executive,True,-13.670893669128418,-16.488618850708008,2.81772518157959,14067712,EleutherAI/pythia-14m,step120000,seed3,3,120000
He had a best-selling book.,book,book,He had a book best-selling., best-selling book, book best-selling,best-selling,False,-15.354070663452148,-21.92418670654297,6.57011604309082,14067712,EleutherAI/pythia-14m,step120000,seed3,3,120000
He had a popular book.,book,book,He had a book popular., popular book, book popular,popular,False,-14.659141540527344,-17.739654541015625,3.0805130004882812,14067712,EleutherAI/pythia-14m,step120000,seed3,3,120000
He had a heavy book.,book,book,He had a book heavy., heavy book, book heavy,heavy,False,-15.382905960083008,-18.997467041015625,3.614561080932617,14067712,EleutherAI/pythia-14m,step120000,seed3,3,120000
They ate a pancake breakfast.,breakfast,breakfast,They ate a breakfast pancake., pancake breakfast, breakfast pancake,pancake,True,-16.024324417114258,-16.346202850341797,0.32187843322753906,14067712,EleutherAI/pythia-14m,step120000,seed3,3,120000
They ate a nutritious breakfast.,breakfast,breakfast,They ate a breakfast nutritious., nutritious breakfast, breakfast nutritious,nutritious,False,-19.498865127563477,-22.37237548828125,2.8735103607177734,14067712,EleutherAI/pythia-14m,step120000,seed3,3,120000
They ate a family breakfast.,breakfast,breakfast,They ate a breakfast family., family breakfast, breakfast family,family,True,-12.047483444213867,-15.26095962524414,3.2134761810302734,14067712,EleutherAI/pythia-14m,step120000,seed3,3,120000
It was a red cape.,cape,cape,It was a cape red., red cape, cape red,red,False,-16.978984832763672,-21.597633361816406,4.618648529052734,14067712,EleutherAI/pythia-14m,step120000,seed3,3,120000
It was a flowing cape.,cape,cape,It was a cape flowing., flowing cape, cape flowing,flowing,False,-21.35340690612793,-22.170509338378906,0.8171024322509766,14067712,EleutherAI/pythia-14m,step120000,seed3,3,120000
It was a rocky cape.,cape,cape,It was a cape rocky., rocky cape, cape rocky,rocky,False,-19.10774803161621,-25.660377502441406,6.552629470825195,14067712,EleutherAI/pythia-14m,step120000,seed3,3,120000
It was a beer case.,case,case,It was a case beer., beer case, case beer,beer,True,-16.714988708496094,-20.148571014404297,3.433582305908203,14067712,EleutherAI/pythia-14m,step120000,seed3,3,120000
It was a display case.,case,case,It was a case display., display case, case display,display,True,-14.376128196716309,-16.024181365966797,1.6480531692504883,14067712,EleutherAI/pythia-14m,step120000,seed3,3,120000
It was a divorce case.,case,case,It was a case divorce., divorce case, case divorce,divorce,True,-13.733268737792969,-16.760265350341797,3.026996612548828,14067712,EleutherAI/pythia-14m,step120000,seed3,3,120000
It was a worthy cause.,cause,cause,It was a cause worthy., worthy cause, cause worthy,worthy,False,-15.231059074401855,-19.278743743896484,4.047684669494629,14067712,EleutherAI/pythia-14m,step120000,seed3,3,120000
It was a political cause.,cause,cause,It was a cause political., political cause, cause political,political,False,-15.979315757751465,-21.043514251708984,5.0641984939575195,14067712,EleutherAI/pythia-14m,step120000,seed3,3,120000
It was a main cause.,cause,cause,It was a cause main., main cause, cause main,main,False,-11.864707946777344,-21.947078704833984,10.08237075805664,14067712,EleutherAI/pythia-14m,step120000,seed3,3,120000
It was a skin cell.,cell,cell,It was a cell skin., skin cell, cell skin,skin,True,-17.011016845703125,-17.581405639648438,0.5703887939453125,14067712,EleutherAI/pythia-14m,step120000,seed3,3,120000
It was a brain cell.,cell,cell,It was a cell brain., brain cell, cell brain,brain,True,-13.869182586669922,-17.014755249023438,3.1455726623535156,14067712,EleutherAI/pythia-14m,step120000,seed3,3,120000
It was a prison cell.,cell,cell,It was a cell prison., prison cell, cell prison,prison,True,-14.828765869140625,-16.868881225585938,2.0401153564453125,14067712,EleutherAI/pythia-14m,step120000,seed3,3,120000
She had a devilish charm.,charm,charm,She had a charm devilish., devilish charm, charm devilish,devilish,False,-19.784198760986328,-25.390480041503906,5.606281280517578,14067712,EleutherAI/pythia-14m,step120000,seed3,3,120000
She had a natural charm.,charm,charm,She had a charm natural., natural charm, charm natural,natural,False,-14.499407768249512,-18.96603775024414,4.466629981994629,14067712,EleutherAI/pythia-14m,step120000,seed3,3,120000
She had a gold charm.,charm,charm,She had a charm gold., gold charm, charm gold,gold,True,-14.911022186279297,-17.95724868774414,3.0462265014648438,14067712,EleutherAI/pythia-14m,step120000,seed3,3,120000
