sentence,word,string,reversed_sentence,mod_np,reversed_mod,disambiguating_word,non_adjective,original_logprob,reversed_logprob,ratio,n_params,mpath,revision,seed_name,seed,step
It was a desperate act.,act,act,It was an act desperate., desperate act, act desperate,desperate,False,-15.582595825195312,-21.991703033447266,6.409107208251953,14067712,EleutherAI/pythia-14m,step70000,seed4,4,70000
It was a humane act.,act,act,It was an act humane., humane act, act humane,humane,False,-19.788963317871094,-18.295679092407227,-1.4932842254638672,14067712,EleutherAI/pythia-14m,step70000,seed4,4,70000
It was a magic act.,act,act,It was an act magic., magic act, act magic,magic,False,-14.895233154296875,-20.610240936279297,5.715007781982422,14067712,EleutherAI/pythia-14m,step70000,seed4,4,70000
He had a universal appeal.,appeal,appeal,He had an appeal universal., universal appeal, appeal universal,universal,False,-19.401330947875977,-22.53960418701172,3.138273239135742,14067712,EleutherAI/pythia-14m,step70000,seed4,4,70000
He had an undefinable appeal.,appeal,appeal,He had an appeal undefinable., undefinable appeal, appeal undefinable,undefinable,False,-22.594341278076172,-30.33476448059082,7.740423202514648,14067712,EleutherAI/pythia-14m,step70000,seed4,4,70000
He had a legal appeal.,appeal,appeal,He had an appeal legal., legal appeal, appeal legal,legal,False,-15.697093963623047,-18.84029769897461,3.1432037353515625,14067712,EleutherAI/pythia-14m,step70000,seed4,4,70000
It was a tense atmosphere.,atmosphere,atmosphere,It was an atmosphere tense., tense atmosphere, atmosphere tense,tense,False,-18.976062774658203,-20.243438720703125,1.2673759460449219,14067712,EleutherAI/pythia-14m,step70000,seed4,4,70000
It was a hostile atmosphere.,atmosphere,atmosphere,It was an atmosphere hostile., hostile atmosphere, atmosphere hostile,hostile,False,-17.840118408203125,-20.755367279052734,2.9152488708496094,14067712,EleutherAI/pythia-14m,step70000,seed4,4,70000
It was a gaseous atmosphere.,atmosphere,atmosphere,It was an atmosphere gaseous., gaseous atmosphere, atmosphere gaseous,gaseous,False,-17.28156852722168,-21.124309539794922,3.842741012573242,14067712,EleutherAI/pythia-14m,step70000,seed4,4,70000
It was a gold band.,band,band,It was a band gold., gold band, band gold,gold,True,-15.261539459228516,-19.996551513671875,4.735012054443359,14067712,EleutherAI/pythia-14m,step70000,seed4,4,70000
