sentence,word,string,reversed_sentence,mod_np,reversed_mod,disambiguating_word,non_adjective,original_logprob,reversed_logprob,ratio,n_params,mpath,revision,seed_name,seed,step
It was a desperate act.,act,act,It was an act desperate., desperate act, act desperate,desperate,False,-14.828420639038086,-20.68619728088379,5.857776641845703,14067712,EleutherAI/pythia-14m,step126000,seed6,6,126000
It was a humane act.,act,act,It was an act humane., humane act, act humane,humane,False,-17.955810546875,-20.441299438476562,2.4854888916015625,14067712,EleutherAI/pythia-14m,step126000,seed6,6,126000
It was a magic act.,act,act,It was an act magic., magic act, act magic,magic,False,-18.153335571289062,-20.98209571838379,2.8287601470947266,14067712,EleutherAI/pythia-14m,step126000,seed6,6,126000
He had a universal appeal.,appeal,appeal,He had an appeal universal., universal appeal, appeal universal,universal,False,-16.92668914794922,-19.738880157470703,2.8121910095214844,14067712,EleutherAI/pythia-14m,step126000,seed6,6,126000
He had an undefinable appeal.,appeal,appeal,He had an appeal undefinable., undefinable appeal, appeal undefinable,undefinable,False,-24.43730926513672,-25.647567749023438,1.2102584838867188,14067712,EleutherAI/pythia-14m,step126000,seed6,6,126000
He had a legal appeal.,appeal,appeal,He had an appeal legal., legal appeal, appeal legal,legal,False,-15.20553970336914,-16.796497344970703,1.5909576416015625,14067712,EleutherAI/pythia-14m,step126000,seed6,6,126000
It was a tense atmosphere.,atmosphere,atmosphere,It was an atmosphere tense., tense atmosphere, atmosphere tense,tense,False,-17.45676612854004,-21.243465423583984,3.7866992950439453,14067712,EleutherAI/pythia-14m,step126000,seed6,6,126000
It was a hostile atmosphere.,atmosphere,atmosphere,It was an atmosphere hostile., hostile atmosphere, atmosphere hostile,hostile,False,-16.224679946899414,-20.824031829833984,4.59935188293457,14067712,EleutherAI/pythia-14m,step126000,seed6,6,126000
It was a gaseous atmosphere.,atmosphere,atmosphere,It was an atmosphere gaseous., gaseous atmosphere, atmosphere gaseous,gaseous,False,-15.93645191192627,-22.577693939208984,6.641242027282715,14067712,EleutherAI/pythia-14m,step126000,seed6,6,126000
It was a gold band.,band,band,It was a band gold., gold band, band gold,gold,True,-16.165748596191406,-19.447769165039062,3.2820205688476562,14067712,EleutherAI/pythia-14m,step126000,seed6,6,126000
It was a rubber band.,band,band,It was a band rubber., rubber band, band rubber,rubber,True,-15.803564071655273,-21.476089477539062,5.672525405883789,14067712,EleutherAI/pythia-14m,step126000,seed6,6,126000
It was a jazz band.,band,band,It was a band jazz., jazz band, band jazz,jazz,True,-14.088732719421387,-20.019546508789062,5.930813789367676,14067712,EleutherAI/pythia-14m,step126000,seed6,6,126000
There was a police barrier.,barrier,barrier,There was a barrier police., police barrier, barrier police,police,True,-18.608264923095703,-21.038646697998047,2.4303817749023438,14067712,EleutherAI/pythia-14m,step126000,seed6,6,126000
There was a concrete barrier.,barrier,barrier,There was a barrier concrete., concrete barrier, barrier concrete,concrete,False,-14.79239273071289,-20.002269744873047,5.209877014160156,14067712,EleutherAI/pythia-14m,step126000,seed6,6,126000
There was a language barrier.,barrier,barrier,There was a barrier language., language barrier, barrier language,language,True,-22.421573638916016,-22.549877166748047,0.12830352783203125,14067712,EleutherAI/pythia-14m,step126000,seed6,6,126000
He saw a furry bat.,bat,bat,He saw a bat furry., furry bat, bat furry,furry,False,-20.009614944458008,-24.075246810913086,4.065631866455078,14067712,EleutherAI/pythia-14m,step126000,seed6,6,126000
He saw a fruit bat.,bat,bat,He saw a bat fruit., fruit bat, bat fruit,fruit,True,-19.426725387573242,-21.095516204833984,1.6687908172607422,14067712,EleutherAI/pythia-14m,step126000,seed6,6,126000
He saw a wooden bat.,bat,bat,He saw a bat wooden., wooden bat, bat wooden,wooden,False,-15.99212646484375,-20.945369720458984,4.953243255615234,14067712,EleutherAI/pythia-14m,step126000,seed6,6,126000
He saw the laser beam.,beam,beam,He saw the beam laser., laser beam, beam laser,laser,True,-13.711130142211914,-19.055625915527344,5.34449577331543,14067712,EleutherAI/pythia-14m,step126000,seed6,6,126000
He saw the bright beam.,beam,beam,He saw the beam bright., bright beam, beam bright,bright,False,-15.940123558044434,-17.892784118652344,1.9526605606079102,14067712,EleutherAI/pythia-14m,step126000,seed6,6,126000
He saw the wood beam.,beam,beam,He saw the beam wood., wood beam, beam wood,wood,True,-17.605133056640625,-19.822227478027344,2.2170944213867188,14067712,EleutherAI/pythia-14m,step126000,seed6,6,126000
