sentence,word,string,reversed_sentence,mod_np,reversed_mod,disambiguating_word,non_adjective,original_logprob,reversed_logprob,ratio,n_params,mpath,revision,seed_name,seed,step
It was a desperate act.,act,act,It was an act desperate., desperate act, act desperate,desperate,False,-17.432466506958008,-17.71532440185547,0.28285789489746094,14067712,EleutherAI/pythia-14m,step4000,seed5,5,4000
It was a humane act.,act,act,It was an act humane., humane act, act humane,humane,False,-19.30736541748047,-22.46431541442871,3.156949996948242,14067712,EleutherAI/pythia-14m,step4000,seed5,5,4000
It was a magic act.,act,act,It was an act magic., magic act, act magic,magic,False,-17.305042266845703,-19.235519409179688,1.9304771423339844,14067712,EleutherAI/pythia-14m,step4000,seed5,5,4000
He had a universal appeal.,appeal,appeal,He had an appeal universal., universal appeal, appeal universal,universal,False,-20.244613647460938,-23.3179931640625,3.0733795166015625,14067712,EleutherAI/pythia-14m,step4000,seed5,5,4000
He had an undefinable appeal.,appeal,appeal,He had an appeal undefinable., undefinable appeal, appeal undefinable,undefinable,False,-30.01630973815918,-30.818727493286133,0.8024177551269531,14067712,EleutherAI/pythia-14m,step4000,seed5,5,4000
He had a legal appeal.,appeal,appeal,He had an appeal legal., legal appeal, appeal legal,legal,False,-15.40948486328125,-16.875995635986328,1.4665107727050781,14067712,EleutherAI/pythia-14m,step4000,seed5,5,4000
It was a tense atmosphere.,atmosphere,atmosphere,It was an atmosphere tense., tense atmosphere, atmosphere tense,tense,False,-18.277179718017578,-20.55788803100586,2.2807083129882812,14067712,EleutherAI/pythia-14m,step4000,seed5,5,4000
It was a hostile atmosphere.,atmosphere,atmosphere,It was an atmosphere hostile., hostile atmosphere, atmosphere hostile,hostile,False,-15.629884719848633,-23.690099716186523,8.06021499633789,14067712,EleutherAI/pythia-14m,step4000,seed5,5,4000
It was a gaseous atmosphere.,atmosphere,atmosphere,It was an atmosphere gaseous., gaseous atmosphere, atmosphere gaseous,gaseous,False,-17.449798583984375,-20.41297721862793,2.9631786346435547,14067712,EleutherAI/pythia-14m,step4000,seed5,5,4000
It was a gold band.,band,band,It was a band gold., gold band, band gold,gold,True,-12.915348052978516,-20.60601806640625,7.690670013427734,14067712,EleutherAI/pythia-14m,step4000,seed5,5,4000
It was a rubber band.,band,band,It was a band rubber., rubber band, band rubber,rubber,True,-16.152748107910156,-23.516969680786133,7.364221572875977,14067712,EleutherAI/pythia-14m,step4000,seed5,5,4000
It was a jazz band.,band,band,It was a band jazz., jazz band, band jazz,jazz,True,-14.675960540771484,-17.77261734008789,3.0966567993164062,14067712,EleutherAI/pythia-14m,step4000,seed5,5,4000
There was a police barrier.,barrier,barrier,There was a barrier police., police barrier, barrier police,police,True,-19.48660659790039,-23.30908203125,3.8224754333496094,14067712,EleutherAI/pythia-14m,step4000,seed5,5,4000
There was a concrete barrier.,barrier,barrier,There was a barrier concrete., concrete barrier, barrier concrete,concrete,False,-16.56610870361328,-24.289596557617188,7.723487854003906,14067712,EleutherAI/pythia-14m,step4000,seed5,5,4000
There was a language barrier.,barrier,barrier,There was a barrier language., language barrier, barrier language,language,True,-20.57452392578125,-22.560930252075195,1.9864063262939453,14067712,EleutherAI/pythia-14m,step4000,seed5,5,4000
He saw a furry bat.,bat,bat,He saw a bat furry., furry bat, bat furry,furry,False,-19.191049575805664,-22.00971031188965,2.8186607360839844,14067712,EleutherAI/pythia-14m,step4000,seed5,5,4000
He saw a fruit bat.,bat,bat,He saw a bat fruit., fruit bat, bat fruit,fruit,True,-20.79987335205078,-20.288005828857422,-0.5118675231933594,14067712,EleutherAI/pythia-14m,step4000,seed5,5,4000
He saw a wooden bat.,bat,bat,He saw a bat wooden., wooden bat, bat wooden,wooden,False,-16.20287322998047,-21.022212982177734,4.819339752197266,14067712,EleutherAI/pythia-14m,step4000,seed5,5,4000
He saw the laser beam.,beam,beam,He saw the beam laser., laser beam, beam laser,laser,True,-12.254759788513184,-17.490312576293945,5.235552787780762,14067712,EleutherAI/pythia-14m,step4000,seed5,5,4000
He saw the bright beam.,beam,beam,He saw the beam bright., bright beam, beam bright,bright,False,-16.017738342285156,-18.11444854736328,2.096710205078125,14067712,EleutherAI/pythia-14m,step4000,seed5,5,4000
He saw the wood beam.,beam,beam,He saw the beam wood., wood beam, beam wood,wood,True,-17.14424705505371,-20.174964904785156,3.0307178497314453,14067712,EleutherAI/pythia-14m,step4000,seed5,5,4000
She had a toy block.,block,block,She had a block toy., toy block, block toy,toy,True,-18.99152374267578,-22.173629760742188,3.1821060180664062,14067712,EleutherAI/pythia-14m,step4000,seed5,5,4000
She had a wooden block.,block,block,She had a block wooden., wooden block, block wooden,wooden,False,-16.14159393310547,-23.619747161865234,7.478153228759766,14067712,EleutherAI/pythia-14m,step4000,seed5,5,4000
She had a mental block.,block,block,She had a block mental., mental block, block mental,mental,False,-17.91242027282715,-24.08565902709961,6.173238754272461,14067712,EleutherAI/pythia-14m,step4000,seed5,5,4000
He has coagulated blood.,blood,blood,He has blood coagulated., coagulated blood, blood coagulated,coagulated,True,-34.5719108581543,-44.93052673339844,10.35861587524414,14067712,EleutherAI/pythia-14m,step4000,seed5,5,4000
He has thin blood.,blood,blood,He has blood thin., thin blood, blood thin,thin,False,-23.428077697753906,-25.261751174926758,1.8336734771728516,14067712,EleutherAI/pythia-14m,step4000,seed5,5,4000
He has noble blood.,blood,blood,He has blood noble., noble blood, blood noble,noble,False,-25.71120262145996,-32.262107849121094,6.550905227661133,14067712,EleutherAI/pythia-14m,step4000,seed5,5,4000
It was the ironing board.,board,board,It was the board ironing., ironing board, board ironing,ironing,False,-21.611421585083008,-24.00657844543457,2.3951568603515625,14067712,EleutherAI/pythia-14m,step4000,seed5,5,4000
It was the wooden board.,board,board,It was the board wooden., wooden board, board wooden,wooden,False,-15.002073287963867,-22.287599563598633,7.285526275634766,14067712,EleutherAI/pythia-14m,step4000,seed5,5,4000
It was the executive board.,board,board,It was the board executive., executive board, board executive,executive,True,-15.147661209106445,-15.471813201904297,0.32415199279785156,14067712,EleutherAI/pythia-14m,step4000,seed5,5,4000
He had a best-selling book.,book,book,He had a book best-selling., best-selling book, book best-selling,best-selling,False,-17.68677520751953,-23.70831298828125,6.021537780761719,14067712,EleutherAI/pythia-14m,step4000,seed5,5,4000
He had a popular book.,book,book,He had a book popular., popular book, book popular,popular,False,-15.914629936218262,-20.364652633666992,4.4500226974487305,14067712,EleutherAI/pythia-14m,step4000,seed5,5,4000
He had a heavy book.,book,book,He had a book heavy., heavy book, book heavy,heavy,False,-16.757400512695312,-21.594650268554688,4.837249755859375,14067712,EleutherAI/pythia-14m,step4000,seed5,5,4000
They ate a pancake breakfast.,breakfast,breakfast,They ate a breakfast pancake., pancake breakfast, breakfast pancake,pancake,True,-16.345394134521484,-17.163192749023438,0.8177986145019531,14067712,EleutherAI/pythia-14m,step4000,seed5,5,4000
They ate a nutritious breakfast.,breakfast,breakfast,They ate a breakfast nutritious., nutritious breakfast, breakfast nutritious,nutritious,False,-20.28178596496582,-27.253753662109375,6.971967697143555,14067712,EleutherAI/pythia-14m,step4000,seed5,5,4000
They ate a family breakfast.,breakfast,breakfast,They ate a breakfast family., family breakfast, breakfast family,family,True,-12.62852668762207,-17.717533111572266,5.089006423950195,14067712,EleutherAI/pythia-14m,step4000,seed5,5,4000
It was a red cape.,cape,cape,It was a cape red., red cape, cape red,red,False,-19.599590301513672,-22.417922973632812,2.8183326721191406,14067712,EleutherAI/pythia-14m,step4000,seed5,5,4000
It was a flowing cape.,cape,cape,It was a cape flowing., flowing cape, cape flowing,flowing,False,-23.79557991027832,-25.24607276916504,1.4504928588867188,14067712,EleutherAI/pythia-14m,step4000,seed5,5,4000
It was a rocky cape.,cape,cape,It was a cape rocky., rocky cape, cape rocky,rocky,False,-22.704559326171875,-28.75720977783203,6.052650451660156,14067712,EleutherAI/pythia-14m,step4000,seed5,5,4000
It was a beer case.,case,case,It was a case beer., beer case, case beer,beer,True,-18.759702682495117,-19.231407165527344,0.47170448303222656,14067712,EleutherAI/pythia-14m,step4000,seed5,5,4000
It was a display case.,case,case,It was a case display., display case, case display,display,True,-18.235002517700195,-19.015975952148438,0.7809734344482422,14067712,EleutherAI/pythia-14m,step4000,seed5,5,4000
It was a divorce case.,case,case,It was a case divorce., divorce case, case divorce,divorce,True,-14.926424026489258,-18.767452239990234,3.8410282135009766,14067712,EleutherAI/pythia-14m,step4000,seed5,5,4000
It was a worthy cause.,cause,cause,It was a cause worthy., worthy cause, cause worthy,worthy,False,-15.834806442260742,-18.717281341552734,2.882474899291992,14067712,EleutherAI/pythia-14m,step4000,seed5,5,4000
It was a political cause.,cause,cause,It was a cause political., political cause, cause political,political,False,-16.147348403930664,-19.146059036254883,2.9987106323242188,14067712,EleutherAI/pythia-14m,step4000,seed5,5,4000
It was a main cause.,cause,cause,It was a cause main., main cause, cause main,main,False,-15.175491333007812,-22.9952335357666,7.819742202758789,14067712,EleutherAI/pythia-14m,step4000,seed5,5,4000
It was a skin cell.,cell,cell,It was a cell skin., skin cell, cell skin,skin,True,-18.067737579345703,-18.529468536376953,0.46173095703125,14067712,EleutherAI/pythia-14m,step4000,seed5,5,4000
It was a brain cell.,cell,cell,It was a cell brain., brain cell, cell brain,brain,True,-15.239642143249512,-17.971729278564453,2.7320871353149414,14067712,EleutherAI/pythia-14m,step4000,seed5,5,4000
It was a prison cell.,cell,cell,It was a cell prison., prison cell, cell prison,prison,True,-18.239837646484375,-20.99698829650879,2.757150650024414,14067712,EleutherAI/pythia-14m,step4000,seed5,5,4000
She had a devilish charm.,charm,charm,She had a charm devilish., devilish charm, charm devilish,devilish,False,-18.08031463623047,-22.609355926513672,4.529041290283203,14067712,EleutherAI/pythia-14m,step4000,seed5,5,4000
She had a natural charm.,charm,charm,She had a charm natural., natural charm, charm natural,natural,False,-14.291128158569336,-20.243305206298828,5.952177047729492,14067712,EleutherAI/pythia-14m,step4000,seed5,5,4000
She had a gold charm.,charm,charm,She had a charm gold., gold charm, charm gold,gold,True,-14.656018257141113,-20.075748443603516,5.419730186462402,14067712,EleutherAI/pythia-14m,step4000,seed5,5,4000
They liked the juicy chicken.,chicken,chicken,They liked the chicken juicy., juicy chicken, chicken juicy,juicy,False,-16.31485366821289,-19.59228515625,3.2774314880371094,14067712,EleutherAI/pythia-14m,step4000,seed5,5,4000
They liked the roasted chicken.,chicken,chicken,They liked the chicken roasted., roasted chicken, chicken roasted,roasted,False,-14.774218559265137,-18.837018966674805,4.062800407409668,14067712,EleutherAI/pythia-14m,step4000,seed5,5,4000
They liked the clucking chicken.,chicken,chicken,They liked the chicken clucking., clucking chicken, chicken clucking,clucking,True,-23.839736938476562,-23.41803550720215,-0.42170143127441406,14067712,EleutherAI/pythia-14m,step4000,seed5,5,4000
It was a perceptive class.,class,class,It was a class perceptive., perceptive class, class perceptive,perceptive,False,-18.497156143188477,-23.198076248168945,4.700920104980469,14067712,EleutherAI/pythia-14m,step4000,seed5,5,4000
It was a misbehaving class.,class,class,It was a class misbehaving., misbehaving class, class misbehaving,misbehaving,False,-24.124160766601562,-26.75495147705078,2.6307907104492188,14067712,EleutherAI/pythia-14m,step4000,seed5,5,4000
It was a boring class.,class,class,It was a class boring., boring class, class boring,boring,False,-15.734794616699219,-17.877452850341797,2.142658233642578,14067712,EleutherAI/pythia-14m,step4000,seed5,5,4000
It was a film clip.,clip,clip,It was a clip film., film clip, clip film,film,True,-17.40701675415039,-18.148611068725586,0.7415943145751953,14067712,EleutherAI/pythia-14m,step4000,seed5,5,4000
It was a video clip.,clip,clip,It was a clip video., video clip, clip video,video,True,-12.736400604248047,-17.70941925048828,4.973018646240234,14067712,EleutherAI/pythia-14m,step4000,seed5,5,4000
It was a hair clip.,clip,clip,It was a clip hair., hair clip, clip hair,hair,True,-20.807941436767578,-22.145692825317383,1.3377513885498047,14067712,EleutherAI/pythia-14m,step4000,seed5,5,4000
It was an icy cold.,cold,cold,It was an cold icy., icy cold, cold icy,icy,False,-13.560386657714844,-18.831838607788086,5.271451950073242,14067712,EleutherAI/pythia-14m,step4000,seed5,5,4000
It was a freezing cold.,cold,cold,It was a cold freezing., freezing cold, cold freezing,freezing,False,-14.392231941223145,-17.405534744262695,3.013302803039551,14067712,EleutherAI/pythia-14m,step4000,seed5,5,4000
It was a chest cold.,cold,cold,It was a cold chest., chest cold, cold chest,chest,False,-18.98257827758789,-18.601402282714844,-0.3811759948730469,14067712,EleutherAI/pythia-14m,step4000,seed5,5,4000
It was a gossip column.,column,column,It was a column gossip., gossip column, column gossip,gossip,True,-20.751964569091797,-21.75554656982422,1.0035820007324219,14067712,EleutherAI/pythia-14m,step4000,seed5,5,4000
It was a sports column.,column,column,It was a column sports., sports column, column sports,sports,True,-21.041614532470703,-19.241418838500977,-1.8001956939697266,14067712,EleutherAI/pythia-14m,step4000,seed5,5,4000
It was a concrete column.,column,column,It was a column concrete., concrete column, column concrete,concrete,False,-17.262062072753906,-20.970794677734375,3.7087326049804688,14067712,EleutherAI/pythia-14m,step4000,seed5,5,4000
He liked the investment company.,company,company,He liked the company investment., investment company, company investment,investment,True,-13.751266479492188,-16.610029220581055,2.858762741088867,14067712,EleutherAI/pythia-14m,step4000,seed5,5,4000
He liked the pharmaceutical company.,company,company,He liked the company pharmaceutical., pharmaceutical company, company pharmaceutical,pharmaceutical,False,-12.374134063720703,-19.847511291503906,7.473377227783203,14067712,EleutherAI/pythia-14m,step4000,seed5,5,4000
He liked the pleasant company.,company,company,He liked the company pleasant., pleasant company, company pleasant,pleasant,False,-17.60419273376465,-19.18260383605957,1.5784111022949219,14067712,EleutherAI/pythia-14m,step4000,seed5,5,4000
It was a waffle cone.,cone,cone,It was a cone waffle., waffle cone, cone waffle,waffle,True,-29.10306167602539,-26.27095603942871,-2.8321056365966797,14067712,EleutherAI/pythia-14m,step4000,seed5,5,4000
It was a sugar cone.,cone,cone,It was a cone sugar., sugar cone, cone sugar,sugar,True,-18.55224609375,-21.719463348388672,3.167217254638672,14067712,EleutherAI/pythia-14m,step4000,seed5,5,4000
It was an orange cone.,cone,cone,It was an cone orange., orange cone, cone orange,orange,False,-15.033622741699219,-22.619970321655273,7.586347579956055,14067712,EleutherAI/pythia-14m,step4000,seed5,5,4000
He made a charitable contribution.,contribution,contribution,He made a contribution charitable., charitable contribution, contribution charitable,charitable,False,-14.94451904296875,-25.87423324584961,10.92971420288086,14067712,EleutherAI/pythia-14m,step4000,seed5,5,4000
He made a voluntary contribution.,contribution,contribution,He made a contribution voluntary., voluntary contribution, contribution voluntary,voluntary,False,-16.577817916870117,-26.01931381225586,9.441495895385742,14067712,EleutherAI/pythia-14m,step4000,seed5,5,4000
He made a scholarly contribution.,contribution,contribution,He made a contribution scholarly., scholarly contribution, contribution scholarly,scholarly,False,-18.603769302368164,-28.86792755126953,10.264158248901367,14067712,EleutherAI/pythia-14m,step4000,seed5,5,4000
