sentence,word,string,reversed_sentence,mod_np,reversed_mod,disambiguating_word,non_adjective,original_logprob,reversed_logprob,ratio,n_params,mpath,revision,seed_name,seed,step
It was a desperate act.,act,act,It was an act desperate., desperate act, act desperate,desperate,False,-21.568035125732422,-21.073129653930664,-0.4949054718017578,14067712,EleutherAI/pythia-14m,step256,seed2,2,256
It was a humane act.,act,act,It was an act humane., humane act, act humane,humane,False,-29.430545806884766,-29.476926803588867,0.04638099670410156,14067712,EleutherAI/pythia-14m,step256,seed2,2,256
It was a magic act.,act,act,It was an act magic., magic act, act magic,magic,False,-20.289424896240234,-20.17361831665039,-0.11580657958984375,14067712,EleutherAI/pythia-14m,step256,seed2,2,256
He had a universal appeal.,appeal,appeal,He had an appeal universal., universal appeal, appeal universal,universal,False,-20.326141357421875,-20.97433090209961,0.6481895446777344,14067712,EleutherAI/pythia-14m,step256,seed2,2,256
He had an undefinable appeal.,appeal,appeal,He had an appeal undefinable., undefinable appeal, appeal undefinable,undefinable,False,-36.623836517333984,-36.86037063598633,0.23653411865234375,14067712,EleutherAI/pythia-14m,step256,seed2,2,256
He had a legal appeal.,appeal,appeal,He had an appeal legal., legal appeal, appeal legal,legal,False,-19.316143035888672,-19.646194458007812,0.3300514221191406,14067712,EleutherAI/pythia-14m,step256,seed2,2,256
It was a tense atmosphere.,atmosphere,atmosphere,It was an atmosphere tense., tense atmosphere, atmosphere tense,tense,False,-23.273216247558594,-21.807979583740234,-1.4652366638183594,14067712,EleutherAI/pythia-14m,step256,seed2,2,256
It was a hostile atmosphere.,atmosphere,atmosphere,It was an atmosphere hostile., hostile atmosphere, atmosphere hostile,hostile,False,-21.823806762695312,-22.34558868408203,0.5217819213867188,14067712,EleutherAI/pythia-14m,step256,seed2,2,256
It was a gaseous atmosphere.,atmosphere,atmosphere,It was an atmosphere gaseous., gaseous atmosphere, atmosphere gaseous,gaseous,False,-23.06412124633789,-22.160259246826172,-0.9038619995117188,14067712,EleutherAI/pythia-14m,step256,seed2,2,256
It was a gold band.,band,band,It was a band gold., gold band, band gold,gold,True,-19.927276611328125,-19.992740631103516,0.06546401977539062,14067712,EleutherAI/pythia-14m,step256,seed2,2,256
