sentence,word,string,reversed_sentence,mod_np,reversed_mod,disambiguating_word,non_adjective,original_logprob,reversed_logprob,ratio,n_params,mpath,revision,seed_name,seed,step
It was a desperate act.,act,act,It was an act desperate., desperate act, act desperate,desperate,False,-13.873344421386719,-17.433454513549805,3.560110092163086,14067712,EleutherAI/pythia-14m,step74000,seed8,8,74000
It was a humane act.,act,act,It was an act humane., humane act, act humane,humane,False,-20.74783706665039,-20.19773292541504,-0.5501041412353516,14067712,EleutherAI/pythia-14m,step74000,seed8,8,74000
It was a magic act.,act,act,It was an act magic., magic act, act magic,magic,False,-15.11992359161377,-18.25629997253418,3.13637638092041,14067712,EleutherAI/pythia-14m,step74000,seed8,8,74000
He had a universal appeal.,appeal,appeal,He had an appeal universal., universal appeal, appeal universal,universal,False,-18.070297241210938,-21.267507553100586,3.1972103118896484,14067712,EleutherAI/pythia-14m,step74000,seed8,8,74000
He had an undefinable appeal.,appeal,appeal,He had an appeal undefinable., undefinable appeal, appeal undefinable,undefinable,False,-26.6152400970459,-33.95515441894531,7.339914321899414,14067712,EleutherAI/pythia-14m,step74000,seed8,8,74000
He had a legal appeal.,appeal,appeal,He had an appeal legal., legal appeal, appeal legal,legal,False,-16.55270767211914,-17.624929428100586,1.0722217559814453,14067712,EleutherAI/pythia-14m,step74000,seed8,8,74000
It was a tense atmosphere.,atmosphere,atmosphere,It was an atmosphere tense., tense atmosphere, atmosphere tense,tense,False,-16.155031204223633,-18.061290740966797,1.906259536743164,14067712,EleutherAI/pythia-14m,step74000,seed8,8,74000
It was a hostile atmosphere.,atmosphere,atmosphere,It was an atmosphere hostile., hostile atmosphere, atmosphere hostile,hostile,False,-15.331098556518555,-18.929454803466797,3.598356246948242,14067712,EleutherAI/pythia-14m,step74000,seed8,8,74000
It was a gaseous atmosphere.,atmosphere,atmosphere,It was an atmosphere gaseous., gaseous atmosphere, atmosphere gaseous,gaseous,False,-16.421449661254883,-22.174022674560547,5.752573013305664,14067712,EleutherAI/pythia-14m,step74000,seed8,8,74000
It was a gold band.,band,band,It was a band gold., gold band, band gold,gold,True,-15.164525985717773,-19.73333740234375,4.568811416625977,14067712,EleutherAI/pythia-14m,step74000,seed8,8,74000
It was a rubber band.,band,band,It was a band rubber., rubber band, band rubber,rubber,True,-15.288619995117188,-23.10498046875,7.8163604736328125,14067712,EleutherAI/pythia-14m,step74000,seed8,8,74000
It was a jazz band.,band,band,It was a band jazz., jazz band, band jazz,jazz,True,-13.869141578674316,-21.924591064453125,8.055449485778809,14067712,EleutherAI/pythia-14m,step74000,seed8,8,74000
There was a police barrier.,barrier,barrier,There was a barrier police., police barrier, barrier police,police,True,-19.660648345947266,-19.823307037353516,0.16265869140625,14067712,EleutherAI/pythia-14m,step74000,seed8,8,74000
There was a concrete barrier.,barrier,barrier,There was a barrier concrete., concrete barrier, barrier concrete,concrete,False,-15.256755828857422,-20.488224029541016,5.231468200683594,14067712,EleutherAI/pythia-14m,step74000,seed8,8,74000
There was a language barrier.,barrier,barrier,There was a barrier language., language barrier, barrier language,language,True,-21.33513641357422,-24.187259674072266,2.852123260498047,14067712,EleutherAI/pythia-14m,step74000,seed8,8,74000
He saw a furry bat.,bat,bat,He saw a bat furry., furry bat, bat furry,furry,False,-23.185787200927734,-25.840961456298828,2.6551742553710938,14067712,EleutherAI/pythia-14m,step74000,seed8,8,74000
He saw a fruit bat.,bat,bat,He saw a bat fruit., fruit bat, bat fruit,fruit,True,-21.24129295349121,-24.71239471435547,3.471101760864258,14067712,EleutherAI/pythia-14m,step74000,seed8,8,74000
He saw a wooden bat.,bat,bat,He saw a bat wooden., wooden bat, bat wooden,wooden,False,-16.136245727539062,-25.3920841217041,9.255838394165039,14067712,EleutherAI/pythia-14m,step74000,seed8,8,74000
He saw the laser beam.,beam,beam,He saw the beam laser., laser beam, beam laser,laser,True,-11.681829452514648,-17.044597625732422,5.362768173217773,14067712,EleutherAI/pythia-14m,step74000,seed8,8,74000
