sentence,word,string,reversed_sentence,mod_np,reversed_mod,disambiguating_word,non_adjective,original_logprob,reversed_logprob,ratio,n_params,mpath,revision,seed_name,seed,step
It was a desperate act.,act,act,It was an act desperate., desperate act, act desperate,desperate,False,-15.382085800170898,-19.054901123046875,3.6728153228759766,14067712,EleutherAI/pythia-14m,step52000,seed3,3,52000
It was a humane act.,act,act,It was an act humane., humane act, act humane,humane,False,-17.70322036743164,-20.51758575439453,2.8143653869628906,14067712,EleutherAI/pythia-14m,step52000,seed3,3,52000
It was a magic act.,act,act,It was an act magic., magic act, act magic,magic,False,-16.608612060546875,-17.31215476989746,0.7035427093505859,14067712,EleutherAI/pythia-14m,step52000,seed3,3,52000
He had a universal appeal.,appeal,appeal,He had an appeal universal., universal appeal, appeal universal,universal,False,-19.648025512695312,-22.518661499023438,2.870635986328125,14067712,EleutherAI/pythia-14m,step52000,seed3,3,52000
He had an undefinable appeal.,appeal,appeal,He had an appeal undefinable., undefinable appeal, appeal undefinable,undefinable,False,-20.973953247070312,-28.952425003051758,7.978471755981445,14067712,EleutherAI/pythia-14m,step52000,seed3,3,52000
He had a legal appeal.,appeal,appeal,He had an appeal legal., legal appeal, appeal legal,legal,False,-18.17548370361328,-20.113536834716797,1.9380531311035156,14067712,EleutherAI/pythia-14m,step52000,seed3,3,52000
It was a tense atmosphere.,atmosphere,atmosphere,It was an atmosphere tense., tense atmosphere, atmosphere tense,tense,False,-16.079864501953125,-17.763050079345703,1.6831855773925781,14067712,EleutherAI/pythia-14m,step52000,seed3,3,52000
It was a hostile atmosphere.,atmosphere,atmosphere,It was an atmosphere hostile., hostile atmosphere, atmosphere hostile,hostile,False,-15.277937889099121,-18.42827606201172,3.1503381729125977,14067712,EleutherAI/pythia-14m,step52000,seed3,3,52000
It was a gaseous atmosphere.,atmosphere,atmosphere,It was an atmosphere gaseous., gaseous atmosphere, atmosphere gaseous,gaseous,False,-16.100605010986328,-19.33212661743164,3.2315216064453125,14067712,EleutherAI/pythia-14m,step52000,seed3,3,52000
It was a gold band.,band,band,It was a band gold., gold band, band gold,gold,True,-14.129356384277344,-20.36453628540039,6.235179901123047,14067712,EleutherAI/pythia-14m,step52000,seed3,3,52000
It was a rubber band.,band,band,It was a band rubber., rubber band, band rubber,rubber,True,-14.452838897705078,-20.247285842895508,5.79444694519043,14067712,EleutherAI/pythia-14m,step52000,seed3,3,52000
It was a jazz band.,band,band,It was a band jazz., jazz band, band jazz,jazz,True,-14.0049409866333,-19.391464233398438,5.386523246765137,14067712,EleutherAI/pythia-14m,step52000,seed3,3,52000
There was a police barrier.,barrier,barrier,There was a barrier police., police barrier, barrier police,police,True,-18.701061248779297,-21.381792068481445,2.6807308197021484,14067712,EleutherAI/pythia-14m,step52000,seed3,3,52000
There was a concrete barrier.,barrier,barrier,There was a barrier concrete., concrete barrier, barrier concrete,concrete,False,-15.173295974731445,-19.27419090270996,4.100894927978516,14067712,EleutherAI/pythia-14m,step52000,seed3,3,52000
There was a language barrier.,barrier,barrier,There was a barrier language., language barrier, barrier language,language,True,-16.840425491333008,-21.393823623657227,4.553398132324219,14067712,EleutherAI/pythia-14m,step52000,seed3,3,52000
He saw a furry bat.,bat,bat,He saw a bat furry., furry bat, bat furry,furry,False,-20.100847244262695,-22.438547134399414,2.3376998901367188,14067712,EleutherAI/pythia-14m,step52000,seed3,3,52000
He saw a fruit bat.,bat,bat,He saw a bat fruit., fruit bat, bat fruit,fruit,True,-17.43756103515625,-22.884002685546875,5.446441650390625,14067712,EleutherAI/pythia-14m,step52000,seed3,3,52000
He saw a wooden bat.,bat,bat,He saw a bat wooden., wooden bat, bat wooden,wooden,False,-15.27496337890625,-23.691829681396484,8.416866302490234,14067712,EleutherAI/pythia-14m,step52000,seed3,3,52000
He saw the laser beam.,beam,beam,He saw the beam laser., laser beam, beam laser,laser,True,-13.047876358032227,-17.576616287231445,4.528739929199219,14067712,EleutherAI/pythia-14m,step52000,seed3,3,52000
He saw the bright beam.,beam,beam,He saw the beam bright., bright beam, beam bright,bright,False,-16.634700775146484,-16.460861206054688,-0.17383956909179688,14067712,EleutherAI/pythia-14m,step52000,seed3,3,52000
He saw the wood beam.,beam,beam,He saw the beam wood., wood beam, beam wood,wood,True,-15.978164672851562,-18.72952651977539,2.751361846923828,14067712,EleutherAI/pythia-14m,step52000,seed3,3,52000
She had a toy block.,block,block,She had a block toy., toy block, block toy,toy,True,-17.080514907836914,-19.878009796142578,2.797494888305664,14067712,EleutherAI/pythia-14m,step52000,seed3,3,52000
She had a wooden block.,block,block,She had a block wooden., wooden block, block wooden,wooden,False,-16.406631469726562,-22.922319412231445,6.515687942504883,14067712,EleutherAI/pythia-14m,step52000,seed3,3,52000
She had a mental block.,block,block,She had a block mental., mental block, block mental,mental,False,-17.363313674926758,-21.901065826416016,4.537752151489258,14067712,EleutherAI/pythia-14m,step52000,seed3,3,52000
He has coagulated blood.,blood,blood,He has blood coagulated., coagulated blood, blood coagulated,coagulated,True,-24.279766082763672,-25.094131469726562,0.8143653869628906,14067712,EleutherAI/pythia-14m,step52000,seed3,3,52000
