sentence,word,string,reversed_sentence,mod_np,reversed_mod,disambiguating_word,non_adjective,original_logprob,reversed_logprob,ratio,n_params,mpath,revision,seed_name,seed,step
It was a desperate act.,act,act,It was an act desperate., desperate act, act desperate,desperate,False,-15.415266990661621,-19.467437744140625,4.052170753479004,14067712,EleutherAI/pythia-14m,step69000,seed3,3,69000
It was a humane act.,act,act,It was an act humane., humane act, act humane,humane,False,-16.880455017089844,-19.923965454101562,3.0435104370117188,14067712,EleutherAI/pythia-14m,step69000,seed3,3,69000
It was a magic act.,act,act,It was an act magic., magic act, act magic,magic,False,-17.28522300720215,-17.81427001953125,0.5290470123291016,14067712,EleutherAI/pythia-14m,step69000,seed3,3,69000
He had a universal appeal.,appeal,appeal,He had an appeal universal., universal appeal, appeal universal,universal,False,-18.22921371459961,-22.43429946899414,4.205085754394531,14067712,EleutherAI/pythia-14m,step69000,seed3,3,69000
He had an undefinable appeal.,appeal,appeal,He had an appeal undefinable., undefinable appeal, appeal undefinable,undefinable,False,-23.649593353271484,-29.837350845336914,6.18775749206543,14067712,EleutherAI/pythia-14m,step69000,seed3,3,69000
He had a legal appeal.,appeal,appeal,He had an appeal legal., legal appeal, appeal legal,legal,False,-15.858867645263672,-19.256717681884766,3.3978500366210938,14067712,EleutherAI/pythia-14m,step69000,seed3,3,69000
It was a tense atmosphere.,atmosphere,atmosphere,It was an atmosphere tense., tense atmosphere, atmosphere tense,tense,False,-15.981104850769043,-16.395912170410156,0.4148073196411133,14067712,EleutherAI/pythia-14m,step69000,seed3,3,69000
It was a hostile atmosphere.,atmosphere,atmosphere,It was an atmosphere hostile., hostile atmosphere, atmosphere hostile,hostile,False,-13.443573951721191,-17.19200897216797,3.7484350204467773,14067712,EleutherAI/pythia-14m,step69000,seed3,3,69000
It was a gaseous atmosphere.,atmosphere,atmosphere,It was an atmosphere gaseous., gaseous atmosphere, atmosphere gaseous,gaseous,False,-15.918416976928711,-19.279685974121094,3.361268997192383,14067712,EleutherAI/pythia-14m,step69000,seed3,3,69000
It was a gold band.,band,band,It was a band gold., gold band, band gold,gold,True,-13.38824462890625,-20.544342041015625,7.156097412109375,14067712,EleutherAI/pythia-14m,step69000,seed3,3,69000
It was a rubber band.,band,band,It was a band rubber., rubber band, band rubber,rubber,True,-13.868907928466797,-22.526023864746094,8.657115936279297,14067712,EleutherAI/pythia-14m,step69000,seed3,3,69000
It was a jazz band.,band,band,It was a band jazz., jazz band, band jazz,jazz,True,-13.076105117797852,-19.00322723388672,5.927122116088867,14067712,EleutherAI/pythia-14m,step69000,seed3,3,69000
