sentence,word,string,reversed_sentence,mod_np,reversed_mod,disambiguating_word,non_adjective,original_logprob,reversed_logprob,ratio,n_params,mpath,revision,seed_name,seed,step
It was a desperate act.,act,act,It was an act desperate., desperate act, act desperate,desperate,False,-16.684057235717773,-19.988550186157227,3.304492950439453,14067712,EleutherAI/pythia-14m,step55000,seed1,1,55000
It was a humane act.,act,act,It was an act humane., humane act, act humane,humane,False,-17.49793243408203,-18.839731216430664,1.3417987823486328,14067712,EleutherAI/pythia-14m,step55000,seed1,1,55000
It was a magic act.,act,act,It was an act magic., magic act, act magic,magic,False,-15.33255672454834,-20.97258949279785,5.640032768249512,14067712,EleutherAI/pythia-14m,step55000,seed1,1,55000
He had a universal appeal.,appeal,appeal,He had an appeal universal., universal appeal, appeal universal,universal,False,-18.058008193969727,-19.74737548828125,1.6893672943115234,14067712,EleutherAI/pythia-14m,step55000,seed1,1,55000
He had an undefinable appeal.,appeal,appeal,He had an appeal undefinable., undefinable appeal, appeal undefinable,undefinable,False,-20.56917953491211,-24.953693389892578,4.384513854980469,14067712,EleutherAI/pythia-14m,step55000,seed1,1,55000
He had a legal appeal.,appeal,appeal,He had an appeal legal., legal appeal, appeal legal,legal,False,-14.661275863647461,-14.94430923461914,0.2830333709716797,14067712,EleutherAI/pythia-14m,step55000,seed1,1,55000
It was a tense atmosphere.,atmosphere,atmosphere,It was an atmosphere tense., tense atmosphere, atmosphere tense,tense,False,-16.544307708740234,-20.61846160888672,4.074153900146484,14067712,EleutherAI/pythia-14m,step55000,seed1,1,55000
It was a hostile atmosphere.,atmosphere,atmosphere,It was an atmosphere hostile., hostile atmosphere, atmosphere hostile,hostile,False,-16.00472640991211,-20.74406623840332,4.739339828491211,14067712,EleutherAI/pythia-14m,step55000,seed1,1,55000
It was a gaseous atmosphere.,atmosphere,atmosphere,It was an atmosphere gaseous., gaseous atmosphere, atmosphere gaseous,gaseous,False,-17.77987289428711,-23.80709457397461,6.0272216796875,14067712,EleutherAI/pythia-14m,step55000,seed1,1,55000
It was a gold band.,band,band,It was a band gold., gold band, band gold,gold,True,-13.367568969726562,-18.804977416992188,5.437408447265625,14067712,EleutherAI/pythia-14m,step55000,seed1,1,55000
It was a rubber band.,band,band,It was a band rubber., rubber band, band rubber,rubber,True,-12.318163871765137,-23.266525268554688,10.94836139678955,14067712,EleutherAI/pythia-14m,step55000,seed1,1,55000
