sentence,word,string,reversed_sentence,mod_np,reversed_mod,disambiguating_word,non_adjective,original_logprob,reversed_logprob,ratio,n_params,mpath,revision,seed_name,seed,step
It was a desperate act.,act,act,It was an act desperate., desperate act, act desperate,desperate,False,-14.742840766906738,-19.300033569335938,4.557192802429199,14067712,EleutherAI/pythia-14m,step124000,seed9,9,124000
It was a humane act.,act,act,It was an act humane., humane act, act humane,humane,False,-18.98883819580078,-21.088834762573242,2.099996566772461,14067712,EleutherAI/pythia-14m,step124000,seed9,9,124000
It was a magic act.,act,act,It was an act magic., magic act, act magic,magic,False,-14.953730583190918,-17.400436401367188,2.4467058181762695,14067712,EleutherAI/pythia-14m,step124000,seed9,9,124000
He had a universal appeal.,appeal,appeal,He had an appeal universal., universal appeal, appeal universal,universal,False,-17.48529052734375,-24.138790130615234,6.653499603271484,14067712,EleutherAI/pythia-14m,step124000,seed9,9,124000
He had an undefinable appeal.,appeal,appeal,He had an appeal undefinable., undefinable appeal, appeal undefinable,undefinable,False,-24.832881927490234,-29.872961044311523,5.040079116821289,14067712,EleutherAI/pythia-14m,step124000,seed9,9,124000
He had a legal appeal.,appeal,appeal,He had an appeal legal., legal appeal, appeal legal,legal,False,-16.2060546875,-18.652584075927734,2.4465293884277344,14067712,EleutherAI/pythia-14m,step124000,seed9,9,124000
It was a tense atmosphere.,atmosphere,atmosphere,It was an atmosphere tense., tense atmosphere, atmosphere tense,tense,False,-16.845603942871094,-19.453136444091797,2.607532501220703,14067712,EleutherAI/pythia-14m,step124000,seed9,9,124000
It was a hostile atmosphere.,atmosphere,atmosphere,It was an atmosphere hostile., hostile atmosphere, atmosphere hostile,hostile,False,-14.3197021484375,-19.433849334716797,5.114147186279297,14067712,EleutherAI/pythia-14m,step124000,seed9,9,124000
It was a gaseous atmosphere.,atmosphere,atmosphere,It was an atmosphere gaseous., gaseous atmosphere, atmosphere gaseous,gaseous,False,-16.844179153442383,-21.058910369873047,4.214731216430664,14067712,EleutherAI/pythia-14m,step124000,seed9,9,124000
It was a gold band.,band,band,It was a band gold., gold band, band gold,gold,True,-14.11457633972168,-18.540441513061523,4.425865173339844,14067712,EleutherAI/pythia-14m,step124000,seed9,9,124000
