sentence,word,string,reversed_sentence,mod_np,reversed_mod,disambiguating_word,non_adjective,original_logprob,reversed_logprob,ratio,n_params,mpath,revision,seed_name,seed,step
It was a desperate act.,act,act,It was an act desperate., desperate act, act desperate,desperate,False,-14.390235900878906,-19.752586364746094,5.3623504638671875,14067712,EleutherAI/pythia-14m,step55000,seed6,6,55000
It was a humane act.,act,act,It was an act humane., humane act, act humane,humane,False,-18.512615203857422,-18.429893493652344,-0.08272171020507812,14067712,EleutherAI/pythia-14m,step55000,seed6,6,55000
It was a magic act.,act,act,It was an act magic., magic act, act magic,magic,False,-18.102909088134766,-21.332992553710938,3.230083465576172,14067712,EleutherAI/pythia-14m,step55000,seed6,6,55000
He had a universal appeal.,appeal,appeal,He had an appeal universal., universal appeal, appeal universal,universal,False,-19.371273040771484,-21.621658325195312,2.250385284423828,14067712,EleutherAI/pythia-14m,step55000,seed6,6,55000
He had an undefinable appeal.,appeal,appeal,He had an appeal undefinable., undefinable appeal, appeal undefinable,undefinable,False,-26.020612716674805,-31.911312103271484,5.89069938659668,14067712,EleutherAI/pythia-14m,step55000,seed6,6,55000
He had a legal appeal.,appeal,appeal,He had an appeal legal., legal appeal, appeal legal,legal,False,-15.927349090576172,-18.07038116455078,2.1430320739746094,14067712,EleutherAI/pythia-14m,step55000,seed6,6,55000
It was a tense atmosphere.,atmosphere,atmosphere,It was an atmosphere tense., tense atmosphere, atmosphere tense,tense,False,-19.15420913696289,-25.13799285888672,5.983783721923828,14067712,EleutherAI/pythia-14m,step55000,seed6,6,55000
It was a hostile atmosphere.,atmosphere,atmosphere,It was an atmosphere hostile., hostile atmosphere, atmosphere hostile,hostile,False,-17.367494583129883,-23.111953735351562,5.74445915222168,14067712,EleutherAI/pythia-14m,step55000,seed6,6,55000
It was a gaseous atmosphere.,atmosphere,atmosphere,It was an atmosphere gaseous., gaseous atmosphere, atmosphere gaseous,gaseous,False,-18.341251373291016,-25.6182861328125,7.277034759521484,14067712,EleutherAI/pythia-14m,step55000,seed6,6,55000
It was a gold band.,band,band,It was a band gold., gold band, band gold,gold,True,-15.377985000610352,-18.741439819335938,3.363454818725586,14067712,EleutherAI/pythia-14m,step55000,seed6,6,55000
It was a rubber band.,band,band,It was a band rubber., rubber band, band rubber,rubber,True,-15.507928848266602,-23.651466369628906,8.143537521362305,14067712,EleutherAI/pythia-14m,step55000,seed6,6,55000
It was a jazz band.,band,band,It was a band jazz., jazz band, band jazz,jazz,True,-13.026769638061523,-18.89984130859375,5.873071670532227,14067712,EleutherAI/pythia-14m,step55000,seed6,6,55000
There was a police barrier.,barrier,barrier,There was a barrier police., police barrier, barrier police,police,True,-19.120569229125977,-20.505931854248047,1.3853626251220703,14067712,EleutherAI/pythia-14m,step55000,seed6,6,55000
There was a concrete barrier.,barrier,barrier,There was a barrier concrete., concrete barrier, barrier concrete,concrete,False,-14.466815948486328,-20.08382797241211,5.617012023925781,14067712,EleutherAI/pythia-14m,step55000,seed6,6,55000
There was a language barrier.,barrier,barrier,There was a barrier language., language barrier, barrier language,language,True,-21.22271728515625,-21.52194595336914,0.2992286682128906,14067712,EleutherAI/pythia-14m,step55000,seed6,6,55000
He saw a furry bat.,bat,bat,He saw a bat furry., furry bat, bat furry,furry,False,-21.337703704833984,-23.985576629638672,2.6478729248046875,14067712,EleutherAI/pythia-14m,step55000,seed6,6,55000
He saw a fruit bat.,bat,bat,He saw a bat fruit., fruit bat, bat fruit,fruit,True,-17.808963775634766,-21.375301361083984,3.5663375854492188,14067712,EleutherAI/pythia-14m,step55000,seed6,6,55000
He saw a wooden bat.,bat,bat,He saw a bat wooden., wooden bat, bat wooden,wooden,False,-15.619546890258789,-21.862285614013672,6.242738723754883,14067712,EleutherAI/pythia-14m,step55000,seed6,6,55000
He saw the laser beam.,beam,beam,He saw the beam laser., laser beam, beam laser,laser,True,-13.256630897521973,-17.473011016845703,4.2163801193237305,14067712,EleutherAI/pythia-14m,step55000,seed6,6,55000
He saw the bright beam.,beam,beam,He saw the beam bright., bright beam, beam bright,bright,False,-16.80959129333496,-17.948497772216797,1.138906478881836,14067712,EleutherAI/pythia-14m,step55000,seed6,6,55000
He saw the wood beam.,beam,beam,He saw the beam wood., wood beam, beam wood,wood,True,-16.771596908569336,-20.697315216064453,3.925718307495117,14067712,EleutherAI/pythia-14m,step55000,seed6,6,55000
She had a toy block.,block,block,She had a block toy., toy block, block toy,toy,True,-16.98241424560547,-22.23508071899414,5.252666473388672,14067712,EleutherAI/pythia-14m,step55000,seed6,6,55000
She had a wooden block.,block,block,She had a block wooden., wooden block, block wooden,wooden,False,-16.901290893554688,-25.272747039794922,8.371456146240234,14067712,EleutherAI/pythia-14m,step55000,seed6,6,55000
