sentence,word,string,reversed_sentence,mod_np,reversed_mod,disambiguating_word,non_adjective,original_logprob,reversed_logprob,ratio,n_params,mpath,revision,seed_name,seed,step
It was a desperate act.,act,act,It was an act desperate., desperate act, act desperate,desperate,False,-12.733539581298828,-18.16352653503418,5.429986953735352,14067712,EleutherAI/pythia-14m,step58000,seed6,6,58000
It was a humane act.,act,act,It was an act humane., humane act, act humane,humane,False,-18.22532844543457,-17.2836856842041,-0.9416427612304688,14067712,EleutherAI/pythia-14m,step58000,seed6,6,58000
It was a magic act.,act,act,It was an act magic., magic act, act magic,magic,False,-18.97891616821289,-20.578718185424805,1.599802017211914,14067712,EleutherAI/pythia-14m,step58000,seed6,6,58000
He had a universal appeal.,appeal,appeal,He had an appeal universal., universal appeal, appeal universal,universal,False,-18.50562286376953,-19.94253921508789,1.4369163513183594,14067712,EleutherAI/pythia-14m,step58000,seed6,6,58000
He had an undefinable appeal.,appeal,appeal,He had an appeal undefinable., undefinable appeal, appeal undefinable,undefinable,False,-25.060447692871094,-29.36377716064453,4.3033294677734375,14067712,EleutherAI/pythia-14m,step58000,seed6,6,58000
He had a legal appeal.,appeal,appeal,He had an appeal legal., legal appeal, appeal legal,legal,False,-16.433006286621094,-17.781742095947266,1.3487358093261719,14067712,EleutherAI/pythia-14m,step58000,seed6,6,58000
It was a tense atmosphere.,atmosphere,atmosphere,It was an atmosphere tense., tense atmosphere, atmosphere tense,tense,False,-18.489538192749023,-22.190303802490234,3.700765609741211,14067712,EleutherAI/pythia-14m,step58000,seed6,6,58000
It was a hostile atmosphere.,atmosphere,atmosphere,It was an atmosphere hostile., hostile atmosphere, atmosphere hostile,hostile,False,-15.567718505859375,-21.007366180419922,5.439647674560547,14067712,EleutherAI/pythia-14m,step58000,seed6,6,58000
It was a gaseous atmosphere.,atmosphere,atmosphere,It was an atmosphere gaseous., gaseous atmosphere, atmosphere gaseous,gaseous,False,-18.200347900390625,-24.320186614990234,6.119838714599609,14067712,EleutherAI/pythia-14m,step58000,seed6,6,58000
It was a gold band.,band,band,It was a band gold., gold band, band gold,gold,True,-15.290534973144531,-20.35457992553711,5.064044952392578,14067712,EleutherAI/pythia-14m,step58000,seed6,6,58000
It was a rubber band.,band,band,It was a band rubber., rubber band, band rubber,rubber,True,-15.342055320739746,-23.194347381591797,7.852292060852051,14067712,EleutherAI/pythia-14m,step58000,seed6,6,58000
It was a jazz band.,band,band,It was a band jazz., jazz band, band jazz,jazz,True,-15.428336143493652,-20.796459197998047,5.3681230545043945,14067712,EleutherAI/pythia-14m,step58000,seed6,6,58000
There was a police barrier.,barrier,barrier,There was a barrier police., police barrier, barrier police,police,True,-18.307863235473633,-19.896076202392578,1.5882129669189453,14067712,EleutherAI/pythia-14m,step58000,seed6,6,58000
There was a concrete barrier.,barrier,barrier,There was a barrier concrete., concrete barrier, barrier concrete,concrete,False,-14.063560485839844,-18.746768951416016,4.683208465576172,14067712,EleutherAI/pythia-14m,step58000,seed6,6,58000
There was a language barrier.,barrier,barrier,There was a barrier language., language barrier, barrier language,language,True,-21.109333038330078,-20.683094024658203,-0.426239013671875,14067712,EleutherAI/pythia-14m,step58000,seed6,6,58000
He saw a furry bat.,bat,bat,He saw a bat furry., furry bat, bat furry,furry,False,-21.94908905029297,-23.63775634765625,1.6886672973632812,14067712,EleutherAI/pythia-14m,step58000,seed6,6,58000
He saw a fruit bat.,bat,bat,He saw a bat fruit., fruit bat, bat fruit,fruit,True,-17.336856842041016,-20.598003387451172,3.2611465454101562,14067712,EleutherAI/pythia-14m,step58000,seed6,6,58000
He saw a wooden bat.,bat,bat,He saw a bat wooden., wooden bat, bat wooden,wooden,False,-14.889719009399414,-20.70060157775879,5.810882568359375,14067712,EleutherAI/pythia-14m,step58000,seed6,6,58000
He saw the laser beam.,beam,beam,He saw the beam laser., laser beam, beam laser,laser,True,-12.238444328308105,-15.823214530944824,3.5847702026367188,14067712,EleutherAI/pythia-14m,step58000,seed6,6,58000
He saw the bright beam.,beam,beam,He saw the beam bright., bright beam, beam bright,bright,False,-16.670391082763672,-17.935535430908203,1.2651443481445312,14067712,EleutherAI/pythia-14m,step58000,seed6,6,58000
He saw the wood beam.,beam,beam,He saw the beam wood., wood beam, beam wood,wood,True,-16.411376953125,-19.00680923461914,2.5954322814941406,14067712,EleutherAI/pythia-14m,step58000,seed6,6,58000
She had a toy block.,block,block,She had a block toy., toy block, block toy,toy,True,-15.150188446044922,-19.955745697021484,4.8055572509765625,14067712,EleutherAI/pythia-14m,step58000,seed6,6,58000
She had a wooden block.,block,block,She had a block wooden., wooden block, block wooden,wooden,False,-15.925111770629883,-23.180171966552734,7.255060195922852,14067712,EleutherAI/pythia-14m,step58000,seed6,6,58000
