sentence,word,string,reversed_sentence,mod_np,reversed_mod,disambiguating_word,non_adjective,original_logprob,reversed_logprob,ratio,n_params,mpath,revision,seed_name,seed,step
It was a desperate act.,act,act,It was an act desperate., desperate act, act desperate,desperate,False,-16.269004821777344,-19.23758316040039,2.968578338623047,14067712,EleutherAI/pythia-14m,step39000,seed3,3,39000
It was a humane act.,act,act,It was an act humane., humane act, act humane,humane,False,-19.186220169067383,-20.779212951660156,1.5929927825927734,14067712,EleutherAI/pythia-14m,step39000,seed3,3,39000
It was a magic act.,act,act,It was an act magic., magic act, act magic,magic,False,-18.103416442871094,-18.415058135986328,0.3116416931152344,14067712,EleutherAI/pythia-14m,step39000,seed3,3,39000
He had a universal appeal.,appeal,appeal,He had an appeal universal., universal appeal, appeal universal,universal,False,-18.740055084228516,-22.47226333618164,3.732208251953125,14067712,EleutherAI/pythia-14m,step39000,seed3,3,39000
He had an undefinable appeal.,appeal,appeal,He had an appeal undefinable., undefinable appeal, appeal undefinable,undefinable,False,-24.28026580810547,-32.363407135009766,8.083141326904297,14067712,EleutherAI/pythia-14m,step39000,seed3,3,39000
He had a legal appeal.,appeal,appeal,He had an appeal legal., legal appeal, appeal legal,legal,False,-17.210224151611328,-19.83830451965332,2.628080368041992,14067712,EleutherAI/pythia-14m,step39000,seed3,3,39000
It was a tense atmosphere.,atmosphere,atmosphere,It was an atmosphere tense., tense atmosphere, atmosphere tense,tense,False,-16.47264862060547,-17.58147621154785,1.1088275909423828,14067712,EleutherAI/pythia-14m,step39000,seed3,3,39000
It was a hostile atmosphere.,atmosphere,atmosphere,It was an atmosphere hostile., hostile atmosphere, atmosphere hostile,hostile,False,-14.62276840209961,-18.29555320739746,3.6727848052978516,14067712,EleutherAI/pythia-14m,step39000,seed3,3,39000
It was a gaseous atmosphere.,atmosphere,atmosphere,It was an atmosphere gaseous., gaseous atmosphere, atmosphere gaseous,gaseous,False,-15.573790550231934,-20.51321029663086,4.939419746398926,14067712,EleutherAI/pythia-14m,step39000,seed3,3,39000
It was a gold band.,band,band,It was a band gold., gold band, band gold,gold,True,-14.149599075317383,-21.817901611328125,7.668302536010742,14067712,EleutherAI/pythia-14m,step39000,seed3,3,39000
It was a rubber band.,band,band,It was a band rubber., rubber band, band rubber,rubber,True,-14.896730422973633,-22.626874923706055,7.730144500732422,14067712,EleutherAI/pythia-14m,step39000,seed3,3,39000
It was a jazz band.,band,band,It was a band jazz., jazz band, band jazz,jazz,True,-14.730254173278809,-21.43430519104004,6.7040510177612305,14067712,EleutherAI/pythia-14m,step39000,seed3,3,39000
There was a police barrier.,barrier,barrier,There was a barrier police., police barrier, barrier police,police,True,-19.700111389160156,-21.628501892089844,1.9283905029296875,14067712,EleutherAI/pythia-14m,step39000,seed3,3,39000
There was a concrete barrier.,barrier,barrier,There was a barrier concrete., concrete barrier, barrier concrete,concrete,False,-15.36909294128418,-20.394878387451172,5.025785446166992,14067712,EleutherAI/pythia-14m,step39000,seed3,3,39000
There was a language barrier.,barrier,barrier,There was a barrier language., language barrier, barrier language,language,True,-16.254850387573242,-23.28629493713379,7.031444549560547,14067712,EleutherAI/pythia-14m,step39000,seed3,3,39000
He saw a furry bat.,bat,bat,He saw a bat furry., furry bat, bat furry,furry,False,-22.169212341308594,-21.9786434173584,-0.1905689239501953,14067712,EleutherAI/pythia-14m,step39000,seed3,3,39000
He saw a fruit bat.,bat,bat,He saw a bat fruit., fruit bat, bat fruit,fruit,True,-20.48476791381836,-22.003734588623047,1.5189666748046875,14067712,EleutherAI/pythia-14m,step39000,seed3,3,39000
He saw a wooden bat.,bat,bat,He saw a bat wooden., wooden bat, bat wooden,wooden,False,-16.700529098510742,-24.605602264404297,7.905073165893555,14067712,EleutherAI/pythia-14m,step39000,seed3,3,39000
He saw the laser beam.,beam,beam,He saw the beam laser., laser beam, beam laser,laser,True,-10.698974609375,-17.01825523376465,6.319280624389648,14067712,EleutherAI/pythia-14m,step39000,seed3,3,39000
He saw the bright beam.,beam,beam,He saw the beam bright., bright beam, beam bright,bright,False,-16.296180725097656,-17.37445640563965,1.0782756805419922,14067712,EleutherAI/pythia-14m,step39000,seed3,3,39000
He saw the wood beam.,beam,beam,He saw the beam wood., wood beam, beam wood,wood,True,-16.961334228515625,-20.323728561401367,3.362394332885742,14067712,EleutherAI/pythia-14m,step39000,seed3,3,39000
She had a toy block.,block,block,She had a block toy., toy block, block toy,toy,True,-16.34597396850586,-19.460132598876953,3.1141586303710938,14067712,EleutherAI/pythia-14m,step39000,seed3,3,39000
She had a wooden block.,block,block,She had a block wooden., wooden block, block wooden,wooden,False,-16.452539443969727,-23.408742904663086,6.956203460693359,14067712,EleutherAI/pythia-14m,step39000,seed3,3,39000
She had a mental block.,block,block,She had a block mental., mental block, block mental,mental,False,-17.27740478515625,-22.8499755859375,5.57257080078125,14067712,EleutherAI/pythia-14m,step39000,seed3,3,39000
He has coagulated blood.,blood,blood,He has blood coagulated., coagulated blood, blood coagulated,coagulated,True,-27.63776969909668,-25.070785522460938,-2.566984176635742,14067712,EleutherAI/pythia-14m,step39000,seed3,3,39000
He has thin blood.,blood,blood,He has blood thin., thin blood, blood thin,thin,False,-17.63695526123047,-17.702571868896484,0.06561660766601562,14067712,EleutherAI/pythia-14m,step39000,seed3,3,39000
He has noble blood.,blood,blood,He has blood noble., noble blood, blood noble,noble,False,-19.093246459960938,-21.428321838378906,2.3350753784179688,14067712,EleutherAI/pythia-14m,step39000,seed3,3,39000
It was the ironing board.,board,board,It was the board ironing., ironing board, board ironing,ironing,False,-22.214405059814453,-23.574451446533203,1.36004638671875,14067712,EleutherAI/pythia-14m,step39000,seed3,3,39000
It was the wooden board.,board,board,It was the board wooden., wooden board, board wooden,wooden,False,-14.404037475585938,-21.825550079345703,7.421512603759766,14067712,EleutherAI/pythia-14m,step39000,seed3,3,39000
It was the executive board.,board,board,It was the board executive., executive board, board executive,executive,True,-14.734333992004395,-18.33136749267578,3.5970335006713867,14067712,EleutherAI/pythia-14m,step39000,seed3,3,39000
He had a best-selling book.,book,book,He had a book best-selling., best-selling book, book best-selling,best-selling,False,-18.17816925048828,-23.289636611938477,5.111467361450195,14067712,EleutherAI/pythia-14m,step39000,seed3,3,39000
He had a popular book.,book,book,He had a book popular., popular book, book popular,popular,False,-15.447397232055664,-17.692174911499023,2.2447776794433594,14067712,EleutherAI/pythia-14m,step39000,seed3,3,39000
He had a heavy book.,book,book,He had a book heavy., heavy book, book heavy,heavy,False,-15.558027267456055,-19.02926254272461,3.4712352752685547,14067712,EleutherAI/pythia-14m,step39000,seed3,3,39000
They ate a pancake breakfast.,breakfast,breakfast,They ate a breakfast pancake., pancake breakfast, breakfast pancake,pancake,True,-12.052367210388184,-13.088260650634766,1.035893440246582,14067712,EleutherAI/pythia-14m,step39000,seed3,3,39000
