sentence,word,string,reversed_sentence,mod_np,reversed_mod,disambiguating_word,non_adjective,original_logprob,reversed_logprob,ratio,n_params,mpath,revision,seed_name,seed,step
It was a desperate act.,act,act,It was an act desperate., desperate act, act desperate,desperate,False,-13.459785461425781,-16.923837661743164,3.464052200317383,14067712,EleutherAI/pythia-14m,step4000,seed6,6,4000
It was a humane act.,act,act,It was an act humane., humane act, act humane,humane,False,-20.61770248413086,-19.74651336669922,-0.8711891174316406,14067712,EleutherAI/pythia-14m,step4000,seed6,6,4000
It was a magic act.,act,act,It was an act magic., magic act, act magic,magic,False,-17.591562271118164,-18.5179386138916,0.9263763427734375,14067712,EleutherAI/pythia-14m,step4000,seed6,6,4000
He had a universal appeal.,appeal,appeal,He had an appeal universal., universal appeal, appeal universal,universal,False,-19.605602264404297,-23.399330139160156,3.7937278747558594,14067712,EleutherAI/pythia-14m,step4000,seed6,6,4000
He had an undefinable appeal.,appeal,appeal,He had an appeal undefinable., undefinable appeal, appeal undefinable,undefinable,False,-27.300273895263672,-32.95930480957031,5.659030914306641,14067712,EleutherAI/pythia-14m,step4000,seed6,6,4000
He had a legal appeal.,appeal,appeal,He had an appeal legal., legal appeal, appeal legal,legal,False,-16.872159957885742,-19.95460319519043,3.0824432373046875,14067712,EleutherAI/pythia-14m,step4000,seed6,6,4000
It was a tense atmosphere.,atmosphere,atmosphere,It was an atmosphere tense., tense atmosphere, atmosphere tense,tense,False,-18.387117385864258,-22.032573699951172,3.645456314086914,14067712,EleutherAI/pythia-14m,step4000,seed6,6,4000
It was a hostile atmosphere.,atmosphere,atmosphere,It was an atmosphere hostile., hostile atmosphere, atmosphere hostile,hostile,False,-14.402130126953125,-22.50943374633789,8.107303619384766,14067712,EleutherAI/pythia-14m,step4000,seed6,6,4000
It was a gaseous atmosphere.,atmosphere,atmosphere,It was an atmosphere gaseous., gaseous atmosphere, atmosphere gaseous,gaseous,False,-14.902840614318848,-25.491989135742188,10.58914852142334,14067712,EleutherAI/pythia-14m,step4000,seed6,6,4000
It was a gold band.,band,band,It was a band gold., gold band, band gold,gold,True,-13.8471097946167,-22.054296493530273,8.207186698913574,14067712,EleutherAI/pythia-14m,step4000,seed6,6,4000
It was a rubber band.,band,band,It was a band rubber., rubber band, band rubber,rubber,True,-15.794443130493164,-23.77007293701172,7.975629806518555,14067712,EleutherAI/pythia-14m,step4000,seed6,6,4000
