sentence,word,string,reversed_sentence,mod_np,reversed_mod,disambiguating_word,non_adjective,original_logprob,reversed_logprob,ratio,n_params,mpath,revision,seed_name,seed,step
It was a desperate act.,act,act,It was an act desperate., desperate act, act desperate,desperate,False,-14.319036483764648,-19.033260345458984,4.714223861694336,14067712,EleutherAI/pythia-14m,step46000,seed3,3,46000
It was a humane act.,act,act,It was an act humane., humane act, act humane,humane,False,-16.925010681152344,-20.35546875,3.4304580688476562,14067712,EleutherAI/pythia-14m,step46000,seed3,3,46000
It was a magic act.,act,act,It was an act magic., magic act, act magic,magic,False,-17.301267623901367,-18.441272735595703,1.140005111694336,14067712,EleutherAI/pythia-14m,step46000,seed3,3,46000
He had a universal appeal.,appeal,appeal,He had an appeal universal., universal appeal, appeal universal,universal,False,-17.84298324584961,-22.13149642944336,4.28851318359375,14067712,EleutherAI/pythia-14m,step46000,seed3,3,46000
He had an undefinable appeal.,appeal,appeal,He had an appeal undefinable., undefinable appeal, appeal undefinable,undefinable,False,-24.460538864135742,-30.60462760925293,6.1440887451171875,14067712,EleutherAI/pythia-14m,step46000,seed3,3,46000
He had a legal appeal.,appeal,appeal,He had an appeal legal., legal appeal, appeal legal,legal,False,-16.330488204956055,-19.028844833374023,2.6983566284179688,14067712,EleutherAI/pythia-14m,step46000,seed3,3,46000
It was a tense atmosphere.,atmosphere,atmosphere,It was an atmosphere tense., tense atmosphere, atmosphere tense,tense,False,-15.004180908203125,-16.538301467895508,1.5341205596923828,14067712,EleutherAI/pythia-14m,step46000,seed3,3,46000
It was a hostile atmosphere.,atmosphere,atmosphere,It was an atmosphere hostile., hostile atmosphere, atmosphere hostile,hostile,False,-14.453763961791992,-17.358074188232422,2.9043102264404297,14067712,EleutherAI/pythia-14m,step46000,seed3,3,46000
It was a gaseous atmosphere.,atmosphere,atmosphere,It was an atmosphere gaseous., gaseous atmosphere, atmosphere gaseous,gaseous,False,-15.852062225341797,-18.99324607849121,3.141183853149414,14067712,EleutherAI/pythia-14m,step46000,seed3,3,46000
It was a gold band.,band,band,It was a band gold., gold band, band gold,gold,True,-15.320988655090332,-21.206737518310547,5.885748863220215,14067712,EleutherAI/pythia-14m,step46000,seed3,3,46000
It was a rubber band.,band,band,It was a band rubber., rubber band, band rubber,rubber,True,-15.927816390991211,-22.137710571289062,6.209894180297852,14067712,EleutherAI/pythia-14m,step46000,seed3,3,46000
It was a jazz band.,band,band,It was a band jazz., jazz band, band jazz,jazz,True,-14.831405639648438,-19.78879165649414,4.957386016845703,14067712,EleutherAI/pythia-14m,step46000,seed3,3,46000
There was a police barrier.,barrier,barrier,There was a barrier police., police barrier, barrier police,police,True,-18.653057098388672,-20.422454833984375,1.7693977355957031,14067712,EleutherAI/pythia-14m,step46000,seed3,3,46000
There was a concrete barrier.,barrier,barrier,There was a barrier concrete., concrete barrier, barrier concrete,concrete,False,-15.464920043945312,-19.53658676147461,4.071666717529297,14067712,EleutherAI/pythia-14m,step46000,seed3,3,46000
There was a language barrier.,barrier,barrier,There was a barrier language., language barrier, barrier language,language,True,-15.539085388183594,-21.25510025024414,5.716014862060547,14067712,EleutherAI/pythia-14m,step46000,seed3,3,46000
