sentence,Head,Layer,Attention,n_params,mpath,revision,step
It was a desperate act.,0,0,0.26460886001586914,14067712,EleutherAI/pythia-14m,step84000,84000
It was a desperate act.,1,0,0.28320977091789246,14067712,EleutherAI/pythia-14m,step84000,84000
It was a desperate act.,2,0,0.2948083281517029,14067712,EleutherAI/pythia-14m,step84000,84000
It was a desperate act.,3,0,0.3174387514591217,14067712,EleutherAI/pythia-14m,step84000,84000
It was a desperate act.,0,1,0.26434388756752014,14067712,EleutherAI/pythia-14m,step84000,84000
It was a desperate act.,1,1,0.408368319272995,14067712,EleutherAI/pythia-14m,step84000,84000
It was a desperate act.,2,1,0.3758004307746887,14067712,EleutherAI/pythia-14m,step84000,84000
It was a desperate act.,3,1,0.11672993749380112,14067712,EleutherAI/pythia-14m,step84000,84000
It was a desperate act.,0,2,0.35585951805114746,14067712,EleutherAI/pythia-14m,step84000,84000
It was a desperate act.,1,2,0.7569490671157837,14067712,EleutherAI/pythia-14m,step84000,84000
It was a desperate act.,2,2,0.38182100653648376,14067712,EleutherAI/pythia-14m,step84000,84000
It was a desperate act.,3,2,0.2352084368467331,14067712,EleutherAI/pythia-14m,step84000,84000
It was a desperate act.,0,3,0.19538873434066772,14067712,EleutherAI/pythia-14m,step84000,84000
It was a desperate act.,1,3,0.06168929859995842,14067712,EleutherAI/pythia-14m,step84000,84000
It was a desperate act.,2,3,0.19689147174358368,14067712,EleutherAI/pythia-14m,step84000,84000
It was a desperate act.,3,3,0.1836988776922226,14067712,EleutherAI/pythia-14m,step84000,84000
It was a desperate act.,0,4,0.20067302882671356,14067712,EleutherAI/pythia-14m,step84000,84000
It was a desperate act.,1,4,0.20000000298023224,14067712,EleutherAI/pythia-14m,step84000,84000
It was a desperate act.,2,4,0.29098084568977356,14067712,EleutherAI/pythia-14m,step84000,84000
It was a desperate act.,3,4,0.20005349814891815,14067712,EleutherAI/pythia-14m,step84000,84000
It was a desperate act.,0,5,0.20000000298023224,14067712,EleutherAI/pythia-14m,step84000,84000
It was a desperate act.,1,5,0.20000000298023224,14067712,EleutherAI/pythia-14m,step84000,84000
It was a desperate act.,2,5,0.2068101465702057,14067712,EleutherAI/pythia-14m,step84000,84000
It was a desperate act.,3,5,0.20000000298023224,14067712,EleutherAI/pythia-14m,step84000,84000
It was a humane act.,0,0,0.23694875836372375,14067712,EleutherAI/pythia-14m,step84000,84000
It was a humane act.,1,0,0.2603527903556824,14067712,EleutherAI/pythia-14m,step84000,84000
It was a humane act.,2,0,0.20573410391807556,14067712,EleutherAI/pythia-14m,step84000,84000
It was a humane act.,3,0,0.34216582775115967,14067712,EleutherAI/pythia-14m,step84000,84000
It was a humane act.,0,1,0.23686674237251282,14067712,EleutherAI/pythia-14m,step84000,84000
It was a humane act.,1,1,0.3528481423854828,14067712,EleutherAI/pythia-14m,step84000,84000
It was a humane act.,2,1,0.3592797517776489,14067712,EleutherAI/pythia-14m,step84000,84000
