sentence,Head,Layer,Attention,n_params,mpath,revision,step
It was a desperate act.,0,0,0.29312750697135925,14067712,EleutherAI/pythia-14m,step41000,41000
It was a desperate act.,1,0,0.3320128619670868,14067712,EleutherAI/pythia-14m,step41000,41000
It was a desperate act.,2,0,0.18808497488498688,14067712,EleutherAI/pythia-14m,step41000,41000
It was a desperate act.,3,0,0.3674931228160858,14067712,EleutherAI/pythia-14m,step41000,41000
It was a desperate act.,0,1,0.27187687158584595,14067712,EleutherAI/pythia-14m,step41000,41000
It was a desperate act.,1,1,0.39122700691223145,14067712,EleutherAI/pythia-14m,step41000,41000
It was a desperate act.,2,1,0.3642325699329376,14067712,EleutherAI/pythia-14m,step41000,41000
It was a desperate act.,3,1,0.05646286532282829,14067712,EleutherAI/pythia-14m,step41000,41000
It was a desperate act.,0,2,0.35903462767601013,14067712,EleutherAI/pythia-14m,step41000,41000
It was a desperate act.,1,2,0.6799256205558777,14067712,EleutherAI/pythia-14m,step41000,41000
It was a desperate act.,2,2,0.3559364378452301,14067712,EleutherAI/pythia-14m,step41000,41000
It was a desperate act.,3,2,0.24764922261238098,14067712,EleutherAI/pythia-14m,step41000,41000
It was a desperate act.,0,3,0.16566339135169983,14067712,EleutherAI/pythia-14m,step41000,41000
It was a desperate act.,1,3,0.262330025434494,14067712,EleutherAI/pythia-14m,step41000,41000
It was a desperate act.,2,3,0.17598462104797363,14067712,EleutherAI/pythia-14m,step41000,41000
It was a desperate act.,3,3,0.19216907024383545,14067712,EleutherAI/pythia-14m,step41000,41000
It was a desperate act.,0,4,0.2522593140602112,14067712,EleutherAI/pythia-14m,step41000,41000
It was a desperate act.,1,4,0.20718355476856232,14067712,EleutherAI/pythia-14m,step41000,41000
It was a desperate act.,2,4,0.2974441945552826,14067712,EleutherAI/pythia-14m,step41000,41000
It was a desperate act.,3,4,0.2522992193698883,14067712,EleutherAI/pythia-14m,step41000,41000
It was a desperate act.,0,5,0.20000003278255463,14067712,EleutherAI/pythia-14m,step41000,41000
It was a desperate act.,1,5,0.1984475553035736,14067712,EleutherAI/pythia-14m,step41000,41000
It was a desperate act.,2,5,0.31131091713905334,14067712,EleutherAI/pythia-14m,step41000,41000
It was a desperate act.,3,5,0.20183627307415009,14067712,EleutherAI/pythia-14m,step41000,41000
It was a humane act.,0,0,0.24640953540802002,14067712,EleutherAI/pythia-14m,step41000,41000
It was a humane act.,1,0,0.22867098450660706,14067712,EleutherAI/pythia-14m,step41000,41000
It was a humane act.,2,0,0.16626235842704773,14067712,EleutherAI/pythia-14m,step41000,41000
It was a humane act.,3,0,0.30874568223953247,14067712,EleutherAI/pythia-14m,step41000,41000
It was a humane act.,0,1,0.32964861392974854,14067712,EleutherAI/pythia-14m,step41000,41000
It was a humane act.,1,1,0.33454030752182007,14067712,EleutherAI/pythia-14m,step41000,41000
It was a humane act.,2,1,0.3414542078971863,14067712,EleutherAI/pythia-14m,step41000,41000
It was a humane act.,3,1,0.05290472134947777,14067712,EleutherAI/pythia-14m,step41000,41000
It was a humane act.,0,2,0.35083264112472534,14067712,EleutherAI/pythia-14m,step41000,41000
It was a humane act.,1,2,0.7322747111320496,14067712,EleutherAI/pythia-14m,step41000,41000
It was a humane act.,2,2,0.2952980399131775,14067712,EleutherAI/pythia-14m,step41000,41000
It was a humane act.,3,2,0.1930926889181137,14067712,EleutherAI/pythia-14m,step41000,41000
It was a humane act.,0,3,0.17745423316955566,14067712,EleutherAI/pythia-14m,step41000,41000
It was a humane act.,1,3,0.2476389855146408,14067712,EleutherAI/pythia-14m,step41000,41000
It was a humane act.,2,3,0.14880388975143433,14067712,EleutherAI/pythia-14m,step41000,41000
It was a humane act.,3,3,0.16364356875419617,14067712,EleutherAI/pythia-14m,step41000,41000
It was a humane act.,0,4,0.1976853609085083,14067712,EleutherAI/pythia-14m,step41000,41000
It was a humane act.,1,4,0.1768253892660141,14067712,EleutherAI/pythia-14m,step41000,41000
It was a humane act.,2,4,0.21085986495018005,14067712,EleutherAI/pythia-14m,step41000,41000
It was a humane act.,3,4,0.23568221926689148,14067712,EleutherAI/pythia-14m,step41000,41000
It was a humane act.,0,5,0.1666671484708786,14067712,EleutherAI/pythia-14m,step41000,41000
It was a humane act.,1,5,0.19717895984649658,14067712,EleutherAI/pythia-14m,step41000,41000
It was a humane act.,2,5,0.232578307390213,14067712,EleutherAI/pythia-14m,step41000,41000
It was a humane act.,3,5,0.1804586946964264,14067712,EleutherAI/pythia-14m,step41000,41000
It was a magic act.,0,0,0.331468790769577,14067712,EleutherAI/pythia-14m,step41000,41000
It was a magic act.,1,0,0.2599700391292572,14067712,EleutherAI/pythia-14m,step41000,41000
It was a magic act.,2,0,0.17265476286411285,14067712,EleutherAI/pythia-14m,step41000,41000
It was a magic act.,3,0,0.2768656313419342,14067712,EleutherAI/pythia-14m,step41000,41000
It was a magic act.,0,1,0.3114103376865387,14067712,EleutherAI/pythia-14m,step41000,41000
It was a magic act.,1,1,0.38733336329460144,14067712,EleutherAI/pythia-14m,step41000,41000
It was a magic act.,2,1,0.2888946533203125,14067712,EleutherAI/pythia-14m,step41000,41000
It was a magic act.,3,1,0.10252033919095993,14067712,EleutherAI/pythia-14m,step41000,41000
It was a magic act.,0,2,0.3627881705760956,14067712,EleutherAI/pythia-14m,step41000,41000
It was a magic act.,1,2,0.6944255232810974,14067712,EleutherAI/pythia-14m,step41000,41000
It was a magic act.,2,2,0.3574748635292053,14067712,EleutherAI/pythia-14m,step41000,41000
It was a magic act.,3,2,0.23054738342761993,14067712,EleutherAI/pythia-14m,step41000,41000
It was a magic act.,0,3,0.16167734563350677,14067712,EleutherAI/pythia-14m,step41000,41000
It was a magic act.,1,3,0.2458823025226593,14067712,EleutherAI/pythia-14m,step41000,41000
It was a magic act.,2,3,0.17603324353694916,14067712,EleutherAI/pythia-14m,step41000,41000
It was a magic act.,3,3,0.19212277233600616,14067712,EleutherAI/pythia-14m,step41000,41000
It was a magic act.,0,4,0.2431904524564743,14067712,EleutherAI/pythia-14m,step41000,41000
It was a magic act.,1,4,0.20891082286834717,14067712,EleutherAI/pythia-14m,step41000,41000
It was a magic act.,2,4,0.3155364990234375,14067712,EleutherAI/pythia-14m,step41000,41000
It was a magic act.,3,4,0.2589900493621826,14067712,EleutherAI/pythia-14m,step41000,41000
It was a magic act.,0,5,0.20000040531158447,14067712,EleutherAI/pythia-14m,step41000,41000
It was a magic act.,1,5,0.21649788320064545,14067712,EleutherAI/pythia-14m,step41000,41000
It was a magic act.,2,5,0.32824477553367615,14067712,EleutherAI/pythia-14m,step41000,41000
It was a magic act.,3,5,0.2064266949892044,14067712,EleutherAI/pythia-14m,step41000,41000
He had a universal appeal.,0,0,0.22770853340625763,14067712,EleutherAI/pythia-14m,step41000,41000
He had a universal appeal.,1,0,0.2834815979003906,14067712,EleutherAI/pythia-14m,step41000,41000
He had a universal appeal.,2,0,0.2170151323080063,14067712,EleutherAI/pythia-14m,step41000,41000
He had a universal appeal.,3,0,0.25309380888938904,14067712,EleutherAI/pythia-14m,step41000,41000
He had a universal appeal.,0,1,0.27300190925598145,14067712,EleutherAI/pythia-14m,step41000,41000
He had a universal appeal.,1,1,0.34597480297088623,14067712,EleutherAI/pythia-14m,step41000,41000
