sentence,Head,Layer,Attention,n_params,mpath,revision,step
It was a desperate act.,0,0,0.25671085715293884,14067712,EleutherAI/pythia-14m,step15000,15000
It was a desperate act.,1,0,0.24242405593395233,14067712,EleutherAI/pythia-14m,step15000,15000
It was a desperate act.,2,0,0.20534871518611908,14067712,EleutherAI/pythia-14m,step15000,15000
It was a desperate act.,3,0,0.30877572298049927,14067712,EleutherAI/pythia-14m,step15000,15000
It was a desperate act.,0,1,0.33315762877464294,14067712,EleutherAI/pythia-14m,step15000,15000
It was a desperate act.,1,1,0.33363983035087585,14067712,EleutherAI/pythia-14m,step15000,15000
It was a desperate act.,2,1,0.37828919291496277,14067712,EleutherAI/pythia-14m,step15000,15000
It was a desperate act.,3,1,0.059467025101184845,14067712,EleutherAI/pythia-14m,step15000,15000
It was a desperate act.,0,2,0.35320544242858887,14067712,EleutherAI/pythia-14m,step15000,15000
It was a desperate act.,1,2,0.6874226927757263,14067712,EleutherAI/pythia-14m,step15000,15000
It was a desperate act.,2,2,0.3548990786075592,14067712,EleutherAI/pythia-14m,step15000,15000
It was a desperate act.,3,2,0.2156299203634262,14067712,EleutherAI/pythia-14m,step15000,15000
It was a desperate act.,0,3,0.22002775967121124,14067712,EleutherAI/pythia-14m,step15000,15000
It was a desperate act.,1,3,0.24968938529491425,14067712,EleutherAI/pythia-14m,step15000,15000
It was a desperate act.,2,3,0.19888794422149658,14067712,EleutherAI/pythia-14m,step15000,15000
It was a desperate act.,3,3,0.20651112496852875,14067712,EleutherAI/pythia-14m,step15000,15000
It was a desperate act.,0,4,0.22243045270442963,14067712,EleutherAI/pythia-14m,step15000,15000
It was a desperate act.,1,4,0.2219454050064087,14067712,EleutherAI/pythia-14m,step15000,15000
It was a desperate act.,2,4,0.3221740424633026,14067712,EleutherAI/pythia-14m,step15000,15000
It was a desperate act.,3,4,0.23579390347003937,14067712,EleutherAI/pythia-14m,step15000,15000
It was a desperate act.,0,5,0.19908316433429718,14067712,EleutherAI/pythia-14m,step15000,15000
It was a desperate act.,1,5,0.21406936645507812,14067712,EleutherAI/pythia-14m,step15000,15000
It was a desperate act.,2,5,0.3146427571773529,14067712,EleutherAI/pythia-14m,step15000,15000
It was a desperate act.,3,5,0.2653639018535614,14067712,EleutherAI/pythia-14m,step15000,15000
It was a humane act.,0,0,0.20259127020835876,14067712,EleutherAI/pythia-14m,step15000,15000
It was a humane act.,1,0,0.1915867030620575,14067712,EleutherAI/pythia-14m,step15000,15000
It was a humane act.,2,0,0.14088578522205353,14067712,EleutherAI/pythia-14m,step15000,15000
It was a humane act.,3,0,0.13462817668914795,14067712,EleutherAI/pythia-14m,step15000,15000
It was a humane act.,0,1,0.374345600605011,14067712,EleutherAI/pythia-14m,step15000,15000
It was a humane act.,1,1,0.2980734407901764,14067712,EleutherAI/pythia-14m,step15000,15000
It was a humane act.,2,1,0.2701682150363922,14067712,EleutherAI/pythia-14m,step15000,15000
