sentence,Head,Layer,Attention,n_params,mpath,revision,step
It was a desperate act.,0,0,0.29151567816734314,14067712,EleutherAI/pythia-14m,step44000,44000
It was a desperate act.,1,0,0.34431344270706177,14067712,EleutherAI/pythia-14m,step44000,44000
It was a desperate act.,2,0,0.16684339940547943,14067712,EleutherAI/pythia-14m,step44000,44000
It was a desperate act.,3,0,0.32282158732414246,14067712,EleutherAI/pythia-14m,step44000,44000
It was a desperate act.,0,1,0.2798159718513489,14067712,EleutherAI/pythia-14m,step44000,44000
It was a desperate act.,1,1,0.3991391062736511,14067712,EleutherAI/pythia-14m,step44000,44000
It was a desperate act.,2,1,0.36982616782188416,14067712,EleutherAI/pythia-14m,step44000,44000
It was a desperate act.,3,1,0.0651368722319603,14067712,EleutherAI/pythia-14m,step44000,44000
It was a desperate act.,0,2,0.34076252579689026,14067712,EleutherAI/pythia-14m,step44000,44000
It was a desperate act.,1,2,0.6926254630088806,14067712,EleutherAI/pythia-14m,step44000,44000
It was a desperate act.,2,2,0.36339494585990906,14067712,EleutherAI/pythia-14m,step44000,44000
It was a desperate act.,3,2,0.25029274821281433,14067712,EleutherAI/pythia-14m,step44000,44000
It was a desperate act.,0,3,0.14933717250823975,14067712,EleutherAI/pythia-14m,step44000,44000
It was a desperate act.,1,3,0.25080540776252747,14067712,EleutherAI/pythia-14m,step44000,44000
It was a desperate act.,2,3,0.18914932012557983,14067712,EleutherAI/pythia-14m,step44000,44000
It was a desperate act.,3,3,0.1864043027162552,14067712,EleutherAI/pythia-14m,step44000,44000
It was a desperate act.,0,4,0.26228082180023193,14067712,EleutherAI/pythia-14m,step44000,44000
It was a desperate act.,1,4,0.20846770703792572,14067712,EleutherAI/pythia-14m,step44000,44000
It was a desperate act.,2,4,0.33518311381340027,14067712,EleutherAI/pythia-14m,step44000,44000
It was a desperate act.,3,4,0.28152868151664734,14067712,EleutherAI/pythia-14m,step44000,44000
It was a desperate act.,0,5,0.20000000298023224,14067712,EleutherAI/pythia-14m,step44000,44000
It was a desperate act.,1,5,0.19351299107074738,14067712,EleutherAI/pythia-14m,step44000,44000
It was a desperate act.,2,5,0.2552042305469513,14067712,EleutherAI/pythia-14m,step44000,44000
It was a desperate act.,3,5,0.3992992043495178,14067712,EleutherAI/pythia-14m,step44000,44000
It was a humane act.,0,0,0.24752885103225708,14067712,EleutherAI/pythia-14m,step44000,44000
It was a humane act.,1,0,0.23678696155548096,14067712,EleutherAI/pythia-14m,step44000,44000
It was a humane act.,2,0,0.14874833822250366,14067712,EleutherAI/pythia-14m,step44000,44000
It was a humane act.,3,0,0.31443023681640625,14067712,EleutherAI/pythia-14m,step44000,44000
It was a humane act.,0,1,0.3063265085220337,14067712,EleutherAI/pythia-14m,step44000,44000
It was a humane act.,1,1,0.34306854009628296,14067712,EleutherAI/pythia-14m,step44000,44000
It was a humane act.,2,1,0.37540051341056824,14067712,EleutherAI/pythia-14m,step44000,44000
It was a humane act.,3,1,0.08397842943668365,14067712,EleutherAI/pythia-14m,step44000,44000
It was a humane act.,0,2,0.3476811349391937,14067712,EleutherAI/pythia-14m,step44000,44000
It was a humane act.,1,2,0.7431304454803467,14067712,EleutherAI/pythia-14m,step44000,44000
It was a humane act.,2,2,0.2939175069332123,14067712,EleutherAI/pythia-14m,step44000,44000
It was a humane act.,3,2,0.19554010033607483,14067712,EleutherAI/pythia-14m,step44000,44000
It was a humane act.,0,3,0.17228570580482483,14067712,EleutherAI/pythia-14m,step44000,44000
It was a humane act.,1,3,0.2606751322746277,14067712,EleutherAI/pythia-14m,step44000,44000
It was a humane act.,2,3,0.15821193158626556,14067712,EleutherAI/pythia-14m,step44000,44000
It was a humane act.,3,3,0.15707620978355408,14067712,EleutherAI/pythia-14m,step44000,44000
It was a humane act.,0,4,0.20207564532756805,14067712,EleutherAI/pythia-14m,step44000,44000
It was a humane act.,1,4,0.18250934779644012,14067712,EleutherAI/pythia-14m,step44000,44000
It was a humane act.,2,4,0.2165565937757492,14067712,EleutherAI/pythia-14m,step44000,44000
It was a humane act.,3,4,0.24701425433158875,14067712,EleutherAI/pythia-14m,step44000,44000
It was a humane act.,0,5,0.1666666716337204,14067712,EleutherAI/pythia-14m,step44000,44000
It was a humane act.,1,5,0.16751787066459656,14067712,EleutherAI/pythia-14m,step44000,44000
It was a humane act.,2,5,0.22162865102291107,14067712,EleutherAI/pythia-14m,step44000,44000
It was a humane act.,3,5,0.4511369466781616,14067712,EleutherAI/pythia-14m,step44000,44000
It was a magic act.,0,0,0.3307466506958008,14067712,EleutherAI/pythia-14m,step44000,44000
It was a magic act.,1,0,0.26443442702293396,14067712,EleutherAI/pythia-14m,step44000,44000
It was a magic act.,2,0,0.15730993449687958,14067712,EleutherAI/pythia-14m,step44000,44000
It was a magic act.,3,0,0.2652265727519989,14067712,EleutherAI/pythia-14m,step44000,44000
It was a magic act.,0,1,0.31469863653182983,14067712,EleutherAI/pythia-14m,step44000,44000
It was a magic act.,1,1,0.3946920335292816,14067712,EleutherAI/pythia-14m,step44000,44000
It was a magic act.,2,1,0.2908012568950653,14067712,EleutherAI/pythia-14m,step44000,44000
It was a magic act.,3,1,0.08788338303565979,14067712,EleutherAI/pythia-14m,step44000,44000
It was a magic act.,0,2,0.34366852045059204,14067712,EleutherAI/pythia-14m,step44000,44000
It was a magic act.,1,2,0.6989378333091736,14067712,EleutherAI/pythia-14m,step44000,44000
It was a magic act.,2,2,0.36170026659965515,14067712,EleutherAI/pythia-14m,step44000,44000
It was a magic act.,3,2,0.2290758639574051,14067712,EleutherAI/pythia-14m,step44000,44000
It was a magic act.,0,3,0.14529845118522644,14067712,EleutherAI/pythia-14m,step44000,44000
It was a magic act.,1,3,0.23297806084156036,14067712,EleutherAI/pythia-14m,step44000,44000
It was a magic act.,2,3,0.18915383517742157,14067712,EleutherAI/pythia-14m,step44000,44000
It was a magic act.,3,3,0.18640466034412384,14067712,EleutherAI/pythia-14m,step44000,44000
It was a magic act.,0,4,0.24722957611083984,14067712,EleutherAI/pythia-14m,step44000,44000
It was a magic act.,1,4,0.2107487916946411,14067712,EleutherAI/pythia-14m,step44000,44000
