sentence,Head,Layer,Attention,n_params,mpath,revision,step
It was a desperate act.,0,0,0.25846248865127563,14067712,EleutherAI/pythia-14m,step91000,91000
It was a desperate act.,1,0,0.29752644896507263,14067712,EleutherAI/pythia-14m,step91000,91000
It was a desperate act.,2,0,0.2731151580810547,14067712,EleutherAI/pythia-14m,step91000,91000
It was a desperate act.,3,0,0.32066231966018677,14067712,EleutherAI/pythia-14m,step91000,91000
It was a desperate act.,0,1,0.28834548592567444,14067712,EleutherAI/pythia-14m,step91000,91000
It was a desperate act.,1,1,0.36903589963912964,14067712,EleutherAI/pythia-14m,step91000,91000
It was a desperate act.,2,1,0.35496237874031067,14067712,EleutherAI/pythia-14m,step91000,91000
It was a desperate act.,3,1,0.16439081728458405,14067712,EleutherAI/pythia-14m,step91000,91000
It was a desperate act.,0,2,0.33415064215660095,14067712,EleutherAI/pythia-14m,step91000,91000
It was a desperate act.,1,2,0.7758693099021912,14067712,EleutherAI/pythia-14m,step91000,91000
It was a desperate act.,2,2,0.3891192078590393,14067712,EleutherAI/pythia-14m,step91000,91000
It was a desperate act.,3,2,0.23177550733089447,14067712,EleutherAI/pythia-14m,step91000,91000
It was a desperate act.,0,3,0.17345218360424042,14067712,EleutherAI/pythia-14m,step91000,91000
It was a desperate act.,1,3,0.18932323157787323,14067712,EleutherAI/pythia-14m,step91000,91000
It was a desperate act.,2,3,0.07670848816633224,14067712,EleutherAI/pythia-14m,step91000,91000
It was a desperate act.,3,3,0.0653831958770752,14067712,EleutherAI/pythia-14m,step91000,91000
It was a desperate act.,0,4,0.3163304030895233,14067712,EleutherAI/pythia-14m,step91000,91000
It was a desperate act.,1,4,0.19999931752681732,14067712,EleutherAI/pythia-14m,step91000,91000
It was a desperate act.,2,4,0.2809809744358063,14067712,EleutherAI/pythia-14m,step91000,91000
It was a desperate act.,3,4,0.013586238026618958,14067712,EleutherAI/pythia-14m,step91000,91000
It was a desperate act.,0,5,0.20000000298023224,14067712,EleutherAI/pythia-14m,step91000,91000
It was a desperate act.,1,5,0.20000000298023224,14067712,EleutherAI/pythia-14m,step91000,91000
It was a desperate act.,2,5,0.23438620567321777,14067712,EleutherAI/pythia-14m,step91000,91000
It was a desperate act.,3,5,0.20111854374408722,14067712,EleutherAI/pythia-14m,step91000,91000
It was a humane act.,0,0,0.22944116592407227,14067712,EleutherAI/pythia-14m,step91000,91000
It was a humane act.,1,0,0.2742936909198761,14067712,EleutherAI/pythia-14m,step91000,91000
It was a humane act.,2,0,0.20142027735710144,14067712,EleutherAI/pythia-14m,step91000,91000
It was a humane act.,3,0,0.3530760705471039,14067712,EleutherAI/pythia-14m,step91000,91000
It was a humane act.,0,1,0.24381431937217712,14067712,EleutherAI/pythia-14m,step91000,91000
It was a humane act.,1,1,0.33130043745040894,14067712,EleutherAI/pythia-14m,step91000,91000
It was a humane act.,2,1,0.36430761218070984,14067712,EleutherAI/pythia-14m,step91000,91000
It was a humane act.,3,1,0.12796510756015778,14067712,EleutherAI/pythia-14m,step91000,91000
It was a humane act.,0,2,0.3215528130531311,14067712,EleutherAI/pythia-14m,step91000,91000
It was a humane act.,1,2,0.7840665578842163,14067712,EleutherAI/pythia-14m,step91000,91000
It was a humane act.,2,2,0.3095574975013733,14067712,EleutherAI/pythia-14m,step91000,91000
It was a humane act.,3,2,0.19078180193901062,14067712,EleutherAI/pythia-14m,step91000,91000
It was a humane act.,0,3,0.14968495070934296,14067712,EleutherAI/pythia-14m,step91000,91000
It was a humane act.,1,3,0.3146568238735199,14067712,EleutherAI/pythia-14m,step91000,91000
It was a humane act.,2,3,0.06404335051774979,14067712,EleutherAI/pythia-14m,step91000,91000
It was a humane act.,3,3,0.05511246621608734,14067712,EleutherAI/pythia-14m,step91000,91000
It was a humane act.,0,4,0.23028932511806488,14067712,EleutherAI/pythia-14m,step91000,91000
It was a humane act.,1,4,0.16666609048843384,14067712,EleutherAI/pythia-14m,step91000,91000
It was a humane act.,2,4,0.23564419150352478,14067712,EleutherAI/pythia-14m,step91000,91000
