sentence,Head,Layer,Attention,n_params,mpath,revision,step
It was a desperate act.,0,0,0.20356276631355286,14067712,EleutherAI/pythia-14m,step7000,7000
It was a desperate act.,1,0,0.2586035430431366,14067712,EleutherAI/pythia-14m,step7000,7000
It was a desperate act.,2,0,0.15372884273529053,14067712,EleutherAI/pythia-14m,step7000,7000
It was a desperate act.,3,0,0.22491012513637543,14067712,EleutherAI/pythia-14m,step7000,7000
It was a desperate act.,0,1,0.3431573808193207,14067712,EleutherAI/pythia-14m,step7000,7000
It was a desperate act.,1,1,0.2806777060031891,14067712,EleutherAI/pythia-14m,step7000,7000
It was a desperate act.,2,1,0.27811548113822937,14067712,EleutherAI/pythia-14m,step7000,7000
It was a desperate act.,3,1,0.12162940949201584,14067712,EleutherAI/pythia-14m,step7000,7000
It was a desperate act.,0,2,0.3508031368255615,14067712,EleutherAI/pythia-14m,step7000,7000
It was a desperate act.,1,2,0.4424970746040344,14067712,EleutherAI/pythia-14m,step7000,7000
It was a desperate act.,2,2,0.2901626229286194,14067712,EleutherAI/pythia-14m,step7000,7000
It was a desperate act.,3,2,0.2539295256137848,14067712,EleutherAI/pythia-14m,step7000,7000
It was a desperate act.,0,3,0.1960175484418869,14067712,EleutherAI/pythia-14m,step7000,7000
It was a desperate act.,1,3,0.3678452968597412,14067712,EleutherAI/pythia-14m,step7000,7000
It was a desperate act.,2,3,0.2284255027770996,14067712,EleutherAI/pythia-14m,step7000,7000
It was a desperate act.,3,3,0.22142162919044495,14067712,EleutherAI/pythia-14m,step7000,7000
It was a desperate act.,0,4,0.22707203030586243,14067712,EleutherAI/pythia-14m,step7000,7000
It was a desperate act.,1,4,0.1784682422876358,14067712,EleutherAI/pythia-14m,step7000,7000
It was a desperate act.,2,4,0.3183019757270813,14067712,EleutherAI/pythia-14m,step7000,7000
It was a desperate act.,3,4,0.2775809168815613,14067712,EleutherAI/pythia-14m,step7000,7000
It was a desperate act.,0,5,0.3420450985431671,14067712,EleutherAI/pythia-14m,step7000,7000
It was a desperate act.,1,5,0.30949804186820984,14067712,EleutherAI/pythia-14m,step7000,7000
It was a desperate act.,2,5,0.3560561239719391,14067712,EleutherAI/pythia-14m,step7000,7000
It was a desperate act.,3,5,0.3624207079410553,14067712,EleutherAI/pythia-14m,step7000,7000
It was a humane act.,0,0,0.14786472916603088,14067712,EleutherAI/pythia-14m,step7000,7000
It was a humane act.,1,0,0.22812561690807343,14067712,EleutherAI/pythia-14m,step7000,7000
It was a humane act.,2,0,0.12558428943157196,14067712,EleutherAI/pythia-14m,step7000,7000
It was a humane act.,3,0,0.1420750468969345,14067712,EleutherAI/pythia-14m,step7000,7000
It was a humane act.,0,1,0.38733339309692383,14067712,EleutherAI/pythia-14m,step7000,7000
It was a humane act.,1,1,0.25952935218811035,14067712,EleutherAI/pythia-14m,step7000,7000
It was a humane act.,2,1,0.22204916179180145,14067712,EleutherAI/pythia-14m,step7000,7000
It was a humane act.,3,1,0.08223715424537659,14067712,EleutherAI/pythia-14m,step7000,7000
It was a humane act.,0,2,0.30961501598358154,14067712,EleutherAI/pythia-14m,step7000,7000
It was a humane act.,1,2,0.5294056534767151,14067712,EleutherAI/pythia-14m,step7000,7000
It was a humane act.,2,2,0.24238288402557373,14067712,EleutherAI/pythia-14m,step7000,7000
It was a humane act.,3,2,0.20593975484371185,14067712,EleutherAI/pythia-14m,step7000,7000
It was a humane act.,0,3,0.1762246936559677,14067712,EleutherAI/pythia-14m,step7000,7000
It was a humane act.,1,3,0.34695976972579956,14067712,EleutherAI/pythia-14m,step7000,7000
It was a humane act.,2,3,0.18286745250225067,14067712,EleutherAI/pythia-14m,step7000,7000
It was a humane act.,3,3,0.16736756265163422,14067712,EleutherAI/pythia-14m,step7000,7000
It was a humane act.,0,4,0.19753915071487427,14067712,EleutherAI/pythia-14m,step7000,7000
It was a humane act.,1,4,0.192156583070755,14067712,EleutherAI/pythia-14m,step7000,7000
It was a humane act.,2,4,0.22502098977565765,14067712,EleutherAI/pythia-14m,step7000,7000
It was a humane act.,3,4,0.28077009320259094,14067712,EleutherAI/pythia-14m,step7000,7000
It was a humane act.,0,5,0.27921825647354126,14067712,EleutherAI/pythia-14m,step7000,7000
It was a humane act.,1,5,0.24464921653270721,14067712,EleutherAI/pythia-14m,step7000,7000
It was a humane act.,2,5,0.2215501070022583,14067712,EleutherAI/pythia-14m,step7000,7000
It was a humane act.,3,5,0.3184737265110016,14067712,EleutherAI/pythia-14m,step7000,7000
It was a magic act.,0,0,0.16709358990192413,14067712,EleutherAI/pythia-14m,step7000,7000
It was a magic act.,1,0,0.2502377927303314,14067712,EleutherAI/pythia-14m,step7000,7000
It was a magic act.,2,0,0.12482626736164093,14067712,EleutherAI/pythia-14m,step7000,7000
It was a magic act.,3,0,0.1944817453622818,14067712,EleutherAI/pythia-14m,step7000,7000
It was a magic act.,0,1,0.37240514159202576,14067712,EleutherAI/pythia-14m,step7000,7000
It was a magic act.,1,1,0.26225653290748596,14067712,EleutherAI/pythia-14m,step7000,7000
It was a magic act.,2,1,0.24222007393836975,14067712,EleutherAI/pythia-14m,step7000,7000
It was a magic act.,3,1,0.11899548768997192,14067712,EleutherAI/pythia-14m,step7000,7000
It was a magic act.,0,2,0.28964778780937195,14067712,EleutherAI/pythia-14m,step7000,7000
It was a magic act.,1,2,0.4508725106716156,14067712,EleutherAI/pythia-14m,step7000,7000
It was a magic act.,2,2,0.3020210564136505,14067712,EleutherAI/pythia-14m,step7000,7000
It was a magic act.,3,2,0.25096026062965393,14067712,EleutherAI/pythia-14m,step7000,7000
It was a magic act.,0,3,0.2251778095960617,14067712,EleutherAI/pythia-14m,step7000,7000
It was a magic act.,1,3,0.3410528302192688,14067712,EleutherAI/pythia-14m,step7000,7000
It was a magic act.,2,3,0.22642818093299866,14067712,EleutherAI/pythia-14m,step7000,7000
It was a magic act.,3,3,0.21927277743816376,14067712,EleutherAI/pythia-14m,step7000,7000
It was a magic act.,0,4,0.24045589566230774,14067712,EleutherAI/pythia-14m,step7000,7000
It was a magic act.,1,4,0.21009491384029388,14067712,EleutherAI/pythia-14m,step7000,7000
It was a magic act.,2,4,0.315186470746994,14067712,EleutherAI/pythia-14m,step7000,7000
It was a magic act.,3,4,0.3061552941799164,14067712,EleutherAI/pythia-14m,step7000,7000
It was a magic act.,0,5,0.2978460192680359,14067712,EleutherAI/pythia-14m,step7000,7000
It was a magic act.,1,5,0.32126283645629883,14067712,EleutherAI/pythia-14m,step7000,7000
It was a magic act.,2,5,0.2645335793495178,14067712,EleutherAI/pythia-14m,step7000,7000
It was a magic act.,3,5,0.3265872597694397,14067712,EleutherAI/pythia-14m,step7000,7000
He had a universal appeal.,0,0,0.22780025005340576,14067712,EleutherAI/pythia-14m,step7000,7000
He had a universal appeal.,1,0,0.3765832781791687,14067712,EleutherAI/pythia-14m,step7000,7000
He had a universal appeal.,2,0,0.17720213532447815,14067712,EleutherAI/pythia-14m,step7000,7000
He had a universal appeal.,3,0,0.20048435032367706,14067712,EleutherAI/pythia-14m,step7000,7000
He had a universal appeal.,0,1,0.345907062292099,14067712,EleutherAI/pythia-14m,step7000,7000
He had a universal appeal.,1,1,0.29313287138938904,14067712,EleutherAI/pythia-14m,step7000,7000
He had a universal appeal.,2,1,0.17307476699352264,14067712,EleutherAI/pythia-14m,step7000,7000
He had a universal appeal.,3,1,0.14008815586566925,14067712,EleutherAI/pythia-14m,step7000,7000
He had a universal appeal.,0,2,0.28687959909439087,14067712,EleutherAI/pythia-14m,step7000,7000
He had a universal appeal.,1,2,0.3865315020084381,14067712,EleutherAI/pythia-14m,step7000,7000
He had a universal appeal.,2,2,0.2101493626832962,14067712,EleutherAI/pythia-14m,step7000,7000
He had a universal appeal.,3,2,0.22230234742164612,14067712,EleutherAI/pythia-14m,step7000,7000
He had a universal appeal.,0,3,0.21373076736927032,14067712,EleutherAI/pythia-14m,step7000,7000
He had a universal appeal.,1,3,0.2910221517086029,14067712,EleutherAI/pythia-14m,step7000,7000
He had a universal appeal.,2,3,0.22191567718982697,14067712,EleutherAI/pythia-14m,step7000,7000
He had a universal appeal.,3,3,0.22386355698108673,14067712,EleutherAI/pythia-14m,step7000,7000
He had a universal appeal.,0,4,0.24378351867198944,14067712,EleutherAI/pythia-14m,step7000,7000
He had a universal appeal.,1,4,0.19438350200653076,14067712,EleutherAI/pythia-14m,step7000,7000
He had a universal appeal.,2,4,0.2426946461200714,14067712,EleutherAI/pythia-14m,step7000,7000
He had a universal appeal.,3,4,0.20283694565296173,14067712,EleutherAI/pythia-14m,step7000,7000
He had a universal appeal.,0,5,0.2319192886352539,14067712,EleutherAI/pythia-14m,step7000,7000
He had a universal appeal.,1,5,0.3181982636451721,14067712,EleutherAI/pythia-14m,step7000,7000
He had a universal appeal.,2,5,0.2797527313232422,14067712,EleutherAI/pythia-14m,step7000,7000
He had a universal appeal.,3,5,0.31215447187423706,14067712,EleutherAI/pythia-14m,step7000,7000
He had an undefinable appeal.,0,0,0.19751611351966858,14067712,EleutherAI/pythia-14m,step7000,7000
He had an undefinable appeal.,1,0,0.29029035568237305,14067712,EleutherAI/pythia-14m,step7000,7000
He had an undefinable appeal.,2,0,0.18688328564167023,14067712,EleutherAI/pythia-14m,step7000,7000
He had an undefinable appeal.,3,0,0.18113906681537628,14067712,EleutherAI/pythia-14m,step7000,7000
He had an undefinable appeal.,0,1,0.3356839716434479,14067712,EleutherAI/pythia-14m,step7000,7000
He had an undefinable appeal.,1,1,0.21126942336559296,14067712,EleutherAI/pythia-14m,step7000,7000
He had an undefinable appeal.,2,1,0.16597053408622742,14067712,EleutherAI/pythia-14m,step7000,7000
He had an undefinable appeal.,3,1,0.0558292493224144,14067712,EleutherAI/pythia-14m,step7000,7000
He had an undefinable appeal.,0,2,0.28142476081848145,14067712,EleutherAI/pythia-14m,step7000,7000
He had an undefinable appeal.,1,2,0.6302173137664795,14067712,EleutherAI/pythia-14m,step7000,7000
He had an undefinable appeal.,2,2,0.2055869698524475,14067712,EleutherAI/pythia-14m,step7000,7000
He had an undefinable appeal.,3,2,0.21994438767433167,14067712,EleutherAI/pythia-14m,step7000,7000
He had an undefinable appeal.,0,3,0.1503532975912094,14067712,EleutherAI/pythia-14m,step7000,7000
He had an undefinable appeal.,1,3,0.24388913810253143,14067712,EleutherAI/pythia-14m,step7000,7000
He had an undefinable appeal.,2,3,0.13988567888736725,14067712,EleutherAI/pythia-14m,step7000,7000
He had an undefinable appeal.,3,3,0.11937323212623596,14067712,EleutherAI/pythia-14m,step7000,7000
He had an undefinable appeal.,0,4,0.2316543161869049,14067712,EleutherAI/pythia-14m,step7000,7000
He had an undefinable appeal.,1,4,0.1676083654165268,14067712,EleutherAI/pythia-14m,step7000,7000
He had an undefinable appeal.,2,4,0.1815672367811203,14067712,EleutherAI/pythia-14m,step7000,7000
He had an undefinable appeal.,3,4,0.19172196090221405,14067712,EleutherAI/pythia-14m,step7000,7000
He had an undefinable appeal.,0,5,0.1965024173259735,14067712,EleutherAI/pythia-14m,step7000,7000
He had an undefinable appeal.,1,5,0.21034370362758636,14067712,EleutherAI/pythia-14m,step7000,7000
He had an undefinable appeal.,2,5,0.23523707687854767,14067712,EleutherAI/pythia-14m,step7000,7000
He had an undefinable appeal.,3,5,0.2898300290107727,14067712,EleutherAI/pythia-14m,step7000,7000
He had a legal appeal.,0,0,0.21897950768470764,14067712,EleutherAI/pythia-14m,step7000,7000
He had a legal appeal.,1,0,0.3646102845668793,14067712,EleutherAI/pythia-14m,step7000,7000
He had a legal appeal.,2,0,0.1830245554447174,14067712,EleutherAI/pythia-14m,step7000,7000
He had a legal appeal.,3,0,0.22202466428279877,14067712,EleutherAI/pythia-14m,step7000,7000
He had a legal appeal.,0,1,0.3246883749961853,14067712,EleutherAI/pythia-14m,step7000,7000
He had a legal appeal.,1,1,0.2824183404445648,14067712,EleutherAI/pythia-14m,step7000,7000
He had a legal appeal.,2,1,0.23422203958034515,14067712,EleutherAI/pythia-14m,step7000,7000
He had a legal appeal.,3,1,0.11703012138605118,14067712,EleutherAI/pythia-14m,step7000,7000
He had a legal appeal.,0,2,0.3272364139556885,14067712,EleutherAI/pythia-14m,step7000,7000
He had a legal appeal.,1,2,0.38531747460365295,14067712,EleutherAI/pythia-14m,step7000,7000
He had a legal appeal.,2,2,0.20736072957515717,14067712,EleutherAI/pythia-14m,step7000,7000
He had a legal appeal.,3,2,0.23002111911773682,14067712,EleutherAI/pythia-14m,step7000,7000
He had a legal appeal.,0,3,0.19877682626247406,14067712,EleutherAI/pythia-14m,step7000,7000
He had a legal appeal.,1,3,0.284697562456131,14067712,EleutherAI/pythia-14m,step7000,7000
He had a legal appeal.,2,3,0.20951667428016663,14067712,EleutherAI/pythia-14m,step7000,7000
He had a legal appeal.,3,3,0.2112763375043869,14067712,EleutherAI/pythia-14m,step7000,7000
He had a legal appeal.,0,4,0.2364620417356491,14067712,EleutherAI/pythia-14m,step7000,7000
He had a legal appeal.,1,4,0.18220649659633636,14067712,EleutherAI/pythia-14m,step7000,7000
He had a legal appeal.,2,4,0.24755273759365082,14067712,EleutherAI/pythia-14m,step7000,7000
He had a legal appeal.,3,4,0.2303803265094757,14067712,EleutherAI/pythia-14m,step7000,7000
He had a legal appeal.,0,5,0.23689484596252441,14067712,EleutherAI/pythia-14m,step7000,7000
He had a legal appeal.,1,5,0.29762765765190125,14067712,EleutherAI/pythia-14m,step7000,7000
He had a legal appeal.,2,5,0.26471614837646484,14067712,EleutherAI/pythia-14m,step7000,7000
He had a legal appeal.,3,5,0.34780460596084595,14067712,EleutherAI/pythia-14m,step7000,7000
It was a tense atmosphere.,0,0,0.1825357973575592,14067712,EleutherAI/pythia-14m,step7000,7000
It was a tense atmosphere.,1,0,0.24777717888355255,14067712,EleutherAI/pythia-14m,step7000,7000
It was a tense atmosphere.,2,0,0.1317877471446991,14067712,EleutherAI/pythia-14m,step7000,7000
It was a tense atmosphere.,3,0,0.17460618913173676,14067712,EleutherAI/pythia-14m,step7000,7000
It was a tense atmosphere.,0,1,0.3506820797920227,14067712,EleutherAI/pythia-14m,step7000,7000
It was a tense atmosphere.,1,1,0.30673208832740784,14067712,EleutherAI/pythia-14m,step7000,7000
It was a tense atmosphere.,2,1,0.24229036271572113,14067712,EleutherAI/pythia-14m,step7000,7000
It was a tense atmosphere.,3,1,0.1367415189743042,14067712,EleutherAI/pythia-14m,step7000,7000
It was a tense atmosphere.,0,2,0.28082984685897827,14067712,EleutherAI/pythia-14m,step7000,7000
It was a tense atmosphere.,1,2,0.43521109223365784,14067712,EleutherAI/pythia-14m,step7000,7000
It was a tense atmosphere.,2,2,0.2878701686859131,14067712,EleutherAI/pythia-14m,step7000,7000
It was a tense atmosphere.,3,2,0.2461199313402176,14067712,EleutherAI/pythia-14m,step7000,7000
It was a tense atmosphere.,0,3,0.21291373670101166,14067712,EleutherAI/pythia-14m,step7000,7000
It was a tense atmosphere.,1,3,0.35088467597961426,14067712,EleutherAI/pythia-14m,step7000,7000
It was a tense atmosphere.,2,3,0.20826421678066254,14067712,EleutherAI/pythia-14m,step7000,7000
It was a tense atmosphere.,3,3,0.21075446903705597,14067712,EleutherAI/pythia-14m,step7000,7000
It was a tense atmosphere.,0,4,0.24248281121253967,14067712,EleutherAI/pythia-14m,step7000,7000
It was a tense atmosphere.,1,4,0.20264482498168945,14067712,EleutherAI/pythia-14m,step7000,7000
It was a tense atmosphere.,2,4,0.2980177104473114,14067712,EleutherAI/pythia-14m,step7000,7000
It was a tense atmosphere.,3,4,0.29712212085723877,14067712,EleutherAI/pythia-14m,step7000,7000
It was a tense atmosphere.,0,5,0.33706948161125183,14067712,EleutherAI/pythia-14m,step7000,7000
It was a tense atmosphere.,1,5,0.33850452303886414,14067712,EleutherAI/pythia-14m,step7000,7000
It was a tense atmosphere.,2,5,0.30983099341392517,14067712,EleutherAI/pythia-14m,step7000,7000
It was a tense atmosphere.,3,5,0.3767170310020447,14067712,EleutherAI/pythia-14m,step7000,7000
It was a hostile atmosphere.,0,0,0.22029459476470947,14067712,EleutherAI/pythia-14m,step7000,7000
It was a hostile atmosphere.,1,0,0.28028902411460876,14067712,EleutherAI/pythia-14m,step7000,7000
It was a hostile atmosphere.,2,0,0.14506173133850098,14067712,EleutherAI/pythia-14m,step7000,7000
It was a hostile atmosphere.,3,0,0.22664156556129456,14067712,EleutherAI/pythia-14m,step7000,7000
It was a hostile atmosphere.,0,1,0.3767978847026825,14067712,EleutherAI/pythia-14m,step7000,7000
It was a hostile atmosphere.,1,1,0.253446489572525,14067712,EleutherAI/pythia-14m,step7000,7000
It was a hostile atmosphere.,2,1,0.26335832476615906,14067712,EleutherAI/pythia-14m,step7000,7000
It was a hostile atmosphere.,3,1,0.0723169595003128,14067712,EleutherAI/pythia-14m,step7000,7000
It was a hostile atmosphere.,0,2,0.33284518122673035,14067712,EleutherAI/pythia-14m,step7000,7000
It was a hostile atmosphere.,1,2,0.4332606792449951,14067712,EleutherAI/pythia-14m,step7000,7000
It was a hostile atmosphere.,2,2,0.2941819131374359,14067712,EleutherAI/pythia-14m,step7000,7000
It was a hostile atmosphere.,3,2,0.2548174560070038,14067712,EleutherAI/pythia-14m,step7000,7000
It was a hostile atmosphere.,0,3,0.22347287833690643,14067712,EleutherAI/pythia-14m,step7000,7000
