sentence,Head,Layer,Attention,n_params,mpath,revision,step
It was a desperate act.,0,0,0.3202718198299408,14067712,EleutherAI/pythia-14m,step52000,52000
It was a desperate act.,1,0,0.3895735442638397,14067712,EleutherAI/pythia-14m,step52000,52000
It was a desperate act.,2,0,0.16026721894741058,14067712,EleutherAI/pythia-14m,step52000,52000
It was a desperate act.,3,0,0.3244849145412445,14067712,EleutherAI/pythia-14m,step52000,52000
It was a desperate act.,0,1,0.30512723326683044,14067712,EleutherAI/pythia-14m,step52000,52000
It was a desperate act.,1,1,0.4161238670349121,14067712,EleutherAI/pythia-14m,step52000,52000
It was a desperate act.,2,1,0.31282180547714233,14067712,EleutherAI/pythia-14m,step52000,52000
It was a desperate act.,3,1,0.11408273130655289,14067712,EleutherAI/pythia-14m,step52000,52000
It was a desperate act.,0,2,0.34736350178718567,14067712,EleutherAI/pythia-14m,step52000,52000
It was a desperate act.,1,2,0.6855342388153076,14067712,EleutherAI/pythia-14m,step52000,52000
It was a desperate act.,2,2,0.3633531630039215,14067712,EleutherAI/pythia-14m,step52000,52000
It was a desperate act.,3,2,0.24433620274066925,14067712,EleutherAI/pythia-14m,step52000,52000
It was a desperate act.,0,3,0.17042361199855804,14067712,EleutherAI/pythia-14m,step52000,52000
It was a desperate act.,1,3,0.27098241448402405,14067712,EleutherAI/pythia-14m,step52000,52000
It was a desperate act.,2,3,0.18602216243743896,14067712,EleutherAI/pythia-14m,step52000,52000
It was a desperate act.,3,3,0.1904304176568985,14067712,EleutherAI/pythia-14m,step52000,52000
It was a desperate act.,0,4,0.2506253123283386,14067712,EleutherAI/pythia-14m,step52000,52000
It was a desperate act.,1,4,0.20054364204406738,14067712,EleutherAI/pythia-14m,step52000,52000
It was a desperate act.,2,4,0.3149559199810028,14067712,EleutherAI/pythia-14m,step52000,52000
It was a desperate act.,3,4,0.2650631368160248,14067712,EleutherAI/pythia-14m,step52000,52000
It was a desperate act.,0,5,0.20000000298023224,14067712,EleutherAI/pythia-14m,step52000,52000
It was a desperate act.,1,5,0.20000000298023224,14067712,EleutherAI/pythia-14m,step52000,52000
It was a desperate act.,2,5,0.29012012481689453,14067712,EleutherAI/pythia-14m,step52000,52000
It was a desperate act.,3,5,0.2000119537115097,14067712,EleutherAI/pythia-14m,step52000,52000
It was a humane act.,0,0,0.2507154941558838,14067712,EleutherAI/pythia-14m,step52000,52000
It was a humane act.,1,0,0.2597217261791229,14067712,EleutherAI/pythia-14m,step52000,52000
It was a humane act.,2,0,0.1578693836927414,14067712,EleutherAI/pythia-14m,step52000,52000
It was a humane act.,3,0,0.3286937475204468,14067712,EleutherAI/pythia-14m,step52000,52000
It was a humane act.,0,1,0.29997026920318604,14067712,EleutherAI/pythia-14m,step52000,52000
It was a humane act.,1,1,0.3348483443260193,14067712,EleutherAI/pythia-14m,step52000,52000
It was a humane act.,2,1,0.3903143107891083,14067712,EleutherAI/pythia-14m,step52000,52000
It was a humane act.,3,1,0.0750916600227356,14067712,EleutherAI/pythia-14m,step52000,52000
It was a humane act.,0,2,0.35930752754211426,14067712,EleutherAI/pythia-14m,step52000,52000
It was a humane act.,1,2,0.7233342528343201,14067712,EleutherAI/pythia-14m,step52000,52000
It was a humane act.,2,2,0.2932092547416687,14067712,EleutherAI/pythia-14m,step52000,52000
It was a humane act.,3,2,0.19249849021434784,14067712,EleutherAI/pythia-14m,step52000,52000
It was a humane act.,0,3,0.1633923202753067,14067712,EleutherAI/pythia-14m,step52000,52000
It was a humane act.,1,3,0.2568948268890381,14067712,EleutherAI/pythia-14m,step52000,52000
It was a humane act.,2,3,0.16283626854419708,14067712,EleutherAI/pythia-14m,step52000,52000
It was a humane act.,3,3,0.1807694286108017,14067712,EleutherAI/pythia-14m,step52000,52000
It was a humane act.,0,4,0.2066042274236679,14067712,EleutherAI/pythia-14m,step52000,52000
It was a humane act.,1,4,0.17417612671852112,14067712,EleutherAI/pythia-14m,step52000,52000
It was a humane act.,2,4,0.2160220593214035,14067712,EleutherAI/pythia-14m,step52000,52000
It was a humane act.,3,4,0.2511836886405945,14067712,EleutherAI/pythia-14m,step52000,52000
It was a humane act.,0,5,0.16679170727729797,14067712,EleutherAI/pythia-14m,step52000,52000
It was a humane act.,1,5,0.1666666716337204,14067712,EleutherAI/pythia-14m,step52000,52000
It was a humane act.,2,5,0.2313927859067917,14067712,EleutherAI/pythia-14m,step52000,52000
It was a humane act.,3,5,0.3333856463432312,14067712,EleutherAI/pythia-14m,step52000,52000
It was a magic act.,0,0,0.35328277945518494,14067712,EleutherAI/pythia-14m,step52000,52000
It was a magic act.,1,0,0.27760013937950134,14067712,EleutherAI/pythia-14m,step52000,52000
It was a magic act.,2,0,0.15660083293914795,14067712,EleutherAI/pythia-14m,step52000,52000
It was a magic act.,3,0,0.3079036772251129,14067712,EleutherAI/pythia-14m,step52000,52000
It was a magic act.,0,1,0.3234128952026367,14067712,EleutherAI/pythia-14m,step52000,52000
It was a magic act.,1,1,0.40663430094718933,14067712,EleutherAI/pythia-14m,step52000,52000
It was a magic act.,2,1,0.2796057462692261,14067712,EleutherAI/pythia-14m,step52000,52000
It was a magic act.,3,1,0.057387907058000565,14067712,EleutherAI/pythia-14m,step52000,52000
It was a magic act.,0,2,0.34411439299583435,14067712,EleutherAI/pythia-14m,step52000,52000
It was a magic act.,1,2,0.7041480541229248,14067712,EleutherAI/pythia-14m,step52000,52000
It was a magic act.,2,2,0.37003812193870544,14067712,EleutherAI/pythia-14m,step52000,52000
It was a magic act.,3,2,0.22248172760009766,14067712,EleutherAI/pythia-14m,step52000,52000
It was a magic act.,0,3,0.17166276276111603,14067712,EleutherAI/pythia-14m,step52000,52000
It was a magic act.,1,3,0.2490212470293045,14067712,EleutherAI/pythia-14m,step52000,52000
It was a magic act.,2,3,0.18602697551250458,14067712,EleutherAI/pythia-14m,step52000,52000
It was a magic act.,3,3,0.19042642414569855,14067712,EleutherAI/pythia-14m,step52000,52000
It was a magic act.,0,4,0.2501181662082672,14067712,EleutherAI/pythia-14m,step52000,52000
It was a magic act.,1,4,0.20504379272460938,14067712,EleutherAI/pythia-14m,step52000,52000
It was a magic act.,2,4,0.31204351782798767,14067712,EleutherAI/pythia-14m,step52000,52000
It was a magic act.,3,4,0.24504320323467255,14067712,EleutherAI/pythia-14m,step52000,52000
It was a magic act.,0,5,0.2000000923871994,14067712,EleutherAI/pythia-14m,step52000,52000
It was a magic act.,1,5,0.20000207424163818,14067712,EleutherAI/pythia-14m,step52000,52000
It was a magic act.,2,5,0.308768630027771,14067712,EleutherAI/pythia-14m,step52000,52000
It was a magic act.,3,5,0.36784878373146057,14067712,EleutherAI/pythia-14m,step52000,52000
He had a universal appeal.,0,0,0.20946525037288666,14067712,EleutherAI/pythia-14m,step52000,52000
He had a universal appeal.,1,0,0.23181593418121338,14067712,EleutherAI/pythia-14m,step52000,52000
He had a universal appeal.,2,0,0.2388007640838623,14067712,EleutherAI/pythia-14m,step52000,52000
He had a universal appeal.,3,0,0.250516802072525,14067712,EleutherAI/pythia-14m,step52000,52000
He had a universal appeal.,0,1,0.29686078429222107,14067712,EleutherAI/pythia-14m,step52000,52000
He had a universal appeal.,1,1,0.3485904335975647,14067712,EleutherAI/pythia-14m,step52000,52000
He had a universal appeal.,2,1,0.2501935064792633,14067712,EleutherAI/pythia-14m,step52000,52000
He had a universal appeal.,3,1,0.07403501123189926,14067712,EleutherAI/pythia-14m,step52000,52000
He had a universal appeal.,0,2,0.313045471906662,14067712,EleutherAI/pythia-14m,step52000,52000
He had a universal appeal.,1,2,0.7099275588989258,14067712,EleutherAI/pythia-14m,step52000,52000
He had a universal appeal.,2,2,0.3439060151576996,14067712,EleutherAI/pythia-14m,step52000,52000
He had a universal appeal.,3,2,0.20822492241859436,14067712,EleutherAI/pythia-14m,step52000,52000
He had a universal appeal.,0,3,0.1908808797597885,14067712,EleutherAI/pythia-14m,step52000,52000
He had a universal appeal.,1,3,0.24667362868785858,14067712,EleutherAI/pythia-14m,step52000,52000
He had a universal appeal.,2,3,0.19981823861598969,14067712,EleutherAI/pythia-14m,step52000,52000
He had a universal appeal.,3,3,0.19985570013523102,14067712,EleutherAI/pythia-14m,step52000,52000
He had a universal appeal.,0,4,0.24735991656780243,14067712,EleutherAI/pythia-14m,step52000,52000
He had a universal appeal.,1,4,0.20227733254432678,14067712,EleutherAI/pythia-14m,step52000,52000
He had a universal appeal.,2,4,0.35786691308021545,14067712,EleutherAI/pythia-14m,step52000,52000
He had a universal appeal.,3,4,0.21740339696407318,14067712,EleutherAI/pythia-14m,step52000,52000
He had a universal appeal.,0,5,0.20000000298023224,14067712,EleutherAI/pythia-14m,step52000,52000
He had a universal appeal.,1,5,0.20000000298023224,14067712,EleutherAI/pythia-14m,step52000,52000
He had a universal appeal.,2,5,0.32893267273902893,14067712,EleutherAI/pythia-14m,step52000,52000
He had a universal appeal.,3,5,0.2514966130256653,14067712,EleutherAI/pythia-14m,step52000,52000
He had an undefinable appeal.,0,0,0.17136307060718536,14067712,EleutherAI/pythia-14m,step52000,52000
He had an undefinable appeal.,1,0,0.24809427559375763,14067712,EleutherAI/pythia-14m,step52000,52000
He had an undefinable appeal.,2,0,0.1653011441230774,14067712,EleutherAI/pythia-14m,step52000,52000
He had an undefinable appeal.,3,0,0.20084425806999207,14067712,EleutherAI/pythia-14m,step52000,52000
He had an undefinable appeal.,0,1,0.34713050723075867,14067712,EleutherAI/pythia-14m,step52000,52000
He had an undefinable appeal.,1,1,0.29132118821144104,14067712,EleutherAI/pythia-14m,step52000,52000
He had an undefinable appeal.,2,1,0.1817929595708847,14067712,EleutherAI/pythia-14m,step52000,52000
He had an undefinable appeal.,3,1,0.11357663571834564,14067712,EleutherAI/pythia-14m,step52000,52000
He had an undefinable appeal.,0,2,0.2666001319885254,14067712,EleutherAI/pythia-14m,step52000,52000
He had an undefinable appeal.,1,2,0.7465127110481262,14067712,EleutherAI/pythia-14m,step52000,52000
He had an undefinable appeal.,2,2,0.26537641882896423,14067712,EleutherAI/pythia-14m,step52000,52000
He had an undefinable appeal.,3,2,0.16638699173927307,14067712,EleutherAI/pythia-14m,step52000,52000
He had an undefinable appeal.,0,3,0.210612952709198,14067712,EleutherAI/pythia-14m,step52000,52000
He had an undefinable appeal.,1,3,0.2381407767534256,14067712,EleutherAI/pythia-14m,step52000,52000
He had an undefinable appeal.,2,3,0.205814391374588,14067712,EleutherAI/pythia-14m,step52000,52000
He had an undefinable appeal.,3,3,0.21228322386741638,14067712,EleutherAI/pythia-14m,step52000,52000
He had an undefinable appeal.,0,4,0.19196639955043793,14067712,EleutherAI/pythia-14m,step52000,52000
He had an undefinable appeal.,1,4,0.1558537781238556,14067712,EleutherAI/pythia-14m,step52000,52000
He had an undefinable appeal.,2,4,0.2510877251625061,14067712,EleutherAI/pythia-14m,step52000,52000
He had an undefinable appeal.,3,4,0.15200816094875336,14067712,EleutherAI/pythia-14m,step52000,52000
He had an undefinable appeal.,0,5,0.1428571492433548,14067712,EleutherAI/pythia-14m,step52000,52000
He had an undefinable appeal.,1,5,0.1428571492433548,14067712,EleutherAI/pythia-14m,step52000,52000
He had an undefinable appeal.,2,5,0.23467309772968292,14067712,EleutherAI/pythia-14m,step52000,52000
He had an undefinable appeal.,3,5,0.28572720289230347,14067712,EleutherAI/pythia-14m,step52000,52000
He had a legal appeal.,0,0,0.23237280547618866,14067712,EleutherAI/pythia-14m,step52000,52000
He had a legal appeal.,1,0,0.35905060172080994,14067712,EleutherAI/pythia-14m,step52000,52000
He had a legal appeal.,2,0,0.21343398094177246,14067712,EleutherAI/pythia-14m,step52000,52000
He had a legal appeal.,3,0,0.3498365581035614,14067712,EleutherAI/pythia-14m,step52000,52000
He had a legal appeal.,0,1,0.23384800553321838,14067712,EleutherAI/pythia-14m,step52000,52000
He had a legal appeal.,1,1,0.35599347949028015,14067712,EleutherAI/pythia-14m,step52000,52000
He had a legal appeal.,2,1,0.22618427872657776,14067712,EleutherAI/pythia-14m,step52000,52000
He had a legal appeal.,3,1,0.0482131652534008,14067712,EleutherAI/pythia-14m,step52000,52000
He had a legal appeal.,0,2,0.2783326804637909,14067712,EleutherAI/pythia-14m,step52000,52000
He had a legal appeal.,1,2,0.6893743276596069,14067712,EleutherAI/pythia-14m,step52000,52000
He had a legal appeal.,2,2,0.34570789337158203,14067712,EleutherAI/pythia-14m,step52000,52000
He had a legal appeal.,3,2,0.2082364857196808,14067712,EleutherAI/pythia-14m,step52000,52000
He had a legal appeal.,0,3,0.19399838149547577,14067712,EleutherAI/pythia-14m,step52000,52000
He had a legal appeal.,1,3,0.23595841228961945,14067712,EleutherAI/pythia-14m,step52000,52000
He had a legal appeal.,2,3,0.19983607530593872,14067712,EleutherAI/pythia-14m,step52000,52000
He had a legal appeal.,3,3,0.19986748695373535,14067712,EleutherAI/pythia-14m,step52000,52000
He had a legal appeal.,0,4,0.24651288986206055,14067712,EleutherAI/pythia-14m,step52000,52000
He had a legal appeal.,1,4,0.19762034714221954,14067712,EleutherAI/pythia-14m,step52000,52000
He had a legal appeal.,2,4,0.376314252614975,14067712,EleutherAI/pythia-14m,step52000,52000
He had a legal appeal.,3,4,0.2002646028995514,14067712,EleutherAI/pythia-14m,step52000,52000
He had a legal appeal.,0,5,0.20000000298023224,14067712,EleutherAI/pythia-14m,step52000,52000
He had a legal appeal.,1,5,0.20000000298023224,14067712,EleutherAI/pythia-14m,step52000,52000
He had a legal appeal.,2,5,0.2780355215072632,14067712,EleutherAI/pythia-14m,step52000,52000
He had a legal appeal.,3,5,0.2697078287601471,14067712,EleutherAI/pythia-14m,step52000,52000
It was a tense atmosphere.,0,0,0.29389244318008423,14067712,EleutherAI/pythia-14m,step52000,52000
It was a tense atmosphere.,1,0,0.27395814657211304,14067712,EleutherAI/pythia-14m,step52000,52000
It was a tense atmosphere.,2,0,0.17204174399375916,14067712,EleutherAI/pythia-14m,step52000,52000
It was a tense atmosphere.,3,0,0.2181200534105301,14067712,EleutherAI/pythia-14m,step52000,52000
It was a tense atmosphere.,0,1,0.3246672451496124,14067712,EleutherAI/pythia-14m,step52000,52000
It was a tense atmosphere.,1,1,0.37340274453163147,14067712,EleutherAI/pythia-14m,step52000,52000
It was a tense atmosphere.,2,1,0.3482355773448944,14067712,EleutherAI/pythia-14m,step52000,52000
It was a tense atmosphere.,3,1,0.05014079436659813,14067712,EleutherAI/pythia-14m,step52000,52000
It was a tense atmosphere.,0,2,0.34519803524017334,14067712,EleutherAI/pythia-14m,step52000,52000
It was a tense atmosphere.,1,2,0.700624942779541,14067712,EleutherAI/pythia-14m,step52000,52000
It was a tense atmosphere.,2,2,0.3635377883911133,14067712,EleutherAI/pythia-14m,step52000,52000
It was a tense atmosphere.,3,2,0.2367384433746338,14067712,EleutherAI/pythia-14m,step52000,52000
It was a tense atmosphere.,0,3,0.16962580382823944,14067712,EleutherAI/pythia-14m,step52000,52000
It was a tense atmosphere.,1,3,0.26617923378944397,14067712,EleutherAI/pythia-14m,step52000,52000
It was a tense atmosphere.,2,3,0.18603776395320892,14067712,EleutherAI/pythia-14m,step52000,52000
It was a tense atmosphere.,3,3,0.19043897092342377,14067712,EleutherAI/pythia-14m,step52000,52000
It was a tense atmosphere.,0,4,0.23800675570964813,14067712,EleutherAI/pythia-14m,step52000,52000
It was a tense atmosphere.,1,4,0.20397041738033295,14067712,EleutherAI/pythia-14m,step52000,52000
It was a tense atmosphere.,2,4,0.29494982957839966,14067712,EleutherAI/pythia-14m,step52000,52000
It was a tense atmosphere.,3,4,0.2684304416179657,14067712,EleutherAI/pythia-14m,step52000,52000
It was a tense atmosphere.,0,5,0.2000001221895218,14067712,EleutherAI/pythia-14m,step52000,52000
It was a tense atmosphere.,1,5,0.20000000298023224,14067712,EleutherAI/pythia-14m,step52000,52000
It was a tense atmosphere.,2,5,0.28439241647720337,14067712,EleutherAI/pythia-14m,step52000,52000
It was a tense atmosphere.,3,5,0.2070641815662384,14067712,EleutherAI/pythia-14m,step52000,52000
It was a hostile atmosphere.,0,0,0.32148948311805725,14067712,EleutherAI/pythia-14m,step52000,52000
It was a hostile atmosphere.,1,0,0.311145156621933,14067712,EleutherAI/pythia-14m,step52000,52000
It was a hostile atmosphere.,2,0,0.21118347346782684,14067712,EleutherAI/pythia-14m,step52000,52000
It was a hostile atmosphere.,3,0,0.33194032311439514,14067712,EleutherAI/pythia-14m,step52000,52000
It was a hostile atmosphere.,0,1,0.33454760909080505,14067712,EleutherAI/pythia-14m,step52000,52000
It was a hostile atmosphere.,1,1,0.35923969745635986,14067712,EleutherAI/pythia-14m,step52000,52000
It was a hostile atmosphere.,2,1,0.4124820828437805,14067712,EleutherAI/pythia-14m,step52000,52000
It was a hostile atmosphere.,3,1,0.0852888897061348,14067712,EleutherAI/pythia-14m,step52000,52000
It was a hostile atmosphere.,0,2,0.3087379038333893,14067712,EleutherAI/pythia-14m,step52000,52000
It was a hostile atmosphere.,1,2,0.700751781463623,14067712,EleutherAI/pythia-14m,step52000,52000
It was a hostile atmosphere.,2,2,0.36623048782348633,14067712,EleutherAI/pythia-14m,step52000,52000
It was a hostile atmosphere.,3,2,0.22668801248073578,14067712,EleutherAI/pythia-14m,step52000,52000
It was a hostile atmosphere.,0,3,0.17397943139076233,14067712,EleutherAI/pythia-14m,step52000,52000
It was a hostile atmosphere.,1,3,0.28754377365112305,14067712,EleutherAI/pythia-14m,step52000,52000
It was a hostile atmosphere.,2,3,0.18602268397808075,14067712,EleutherAI/pythia-14m,step52000,52000
It was a hostile atmosphere.,3,3,0.19042903184890747,14067712,EleutherAI/pythia-14m,step52000,52000
It was a hostile atmosphere.,0,4,0.23172013461589813,14067712,EleutherAI/pythia-14m,step52000,52000
It was a hostile atmosphere.,1,4,0.19764213263988495,14067712,EleutherAI/pythia-14m,step52000,52000
It was a hostile atmosphere.,2,4,0.3201574385166168,14067712,EleutherAI/pythia-14m,step52000,52000
It was a hostile atmosphere.,3,4,0.22234880924224854,14067712,EleutherAI/pythia-14m,step52000,52000
It was a hostile atmosphere.,0,5,0.2000000774860382,14067712,EleutherAI/pythia-14m,step52000,52000
It was a hostile atmosphere.,1,5,0.20000000298023224,14067712,EleutherAI/pythia-14m,step52000,52000
It was a hostile atmosphere.,2,5,0.2691464126110077,14067712,EleutherAI/pythia-14m,step52000,52000
It was a hostile atmosphere.,3,5,0.20008189976215363,14067712,EleutherAI/pythia-14m,step52000,52000
It was a gaseous atmosphere.,0,0,0.3161265552043915,14067712,EleutherAI/pythia-14m,step52000,52000
It was a gaseous atmosphere.,1,0,0.2975848913192749,14067712,EleutherAI/pythia-14m,step52000,52000
It was a gaseous atmosphere.,2,0,0.15025731921195984,14067712,EleutherAI/pythia-14m,step52000,52000
It was a gaseous atmosphere.,3,0,0.3954218924045563,14067712,EleutherAI/pythia-14m,step52000,52000
It was a gaseous atmosphere.,0,1,0.31102892756462097,14067712,EleutherAI/pythia-14m,step52000,52000
It was a gaseous atmosphere.,1,1,0.3990764319896698,14067712,EleutherAI/pythia-14m,step52000,52000
It was a gaseous atmosphere.,2,1,0.35789093375205994,14067712,EleutherAI/pythia-14m,step52000,52000
It was a gaseous atmosphere.,3,1,0.062350787222385406,14067712,EleutherAI/pythia-14m,step52000,52000
It was a gaseous atmosphere.,0,2,0.38678035140037537,14067712,EleutherAI/pythia-14m,step52000,52000
It was a gaseous atmosphere.,1,2,0.7149941325187683,14067712,EleutherAI/pythia-14m,step52000,52000
It was a gaseous atmosphere.,2,2,0.37184569239616394,14067712,EleutherAI/pythia-14m,step52000,52000
It was a gaseous atmosphere.,3,2,0.229831263422966,14067712,EleutherAI/pythia-14m,step52000,52000
It was a gaseous atmosphere.,0,3,0.16660332679748535,14067712,EleutherAI/pythia-14m,step52000,52000
It was a gaseous atmosphere.,1,3,0.2973465025424957,14067712,EleutherAI/pythia-14m,step52000,52000
It was a gaseous atmosphere.,2,3,0.18605324625968933,14067712,EleutherAI/pythia-14m,step52000,52000
It was a gaseous atmosphere.,3,3,0.19048060476779938,14067712,EleutherAI/pythia-14m,step52000,52000
It was a gaseous atmosphere.,0,4,0.25713974237442017,14067712,EleutherAI/pythia-14m,step52000,52000
It was a gaseous atmosphere.,1,4,0.20055292546749115,14067712,EleutherAI/pythia-14m,step52000,52000
It was a gaseous atmosphere.,2,4,0.3441162109375,14067712,EleutherAI/pythia-14m,step52000,52000
It was a gaseous atmosphere.,3,4,0.2551782429218292,14067712,EleutherAI/pythia-14m,step52000,52000
It was a gaseous atmosphere.,0,5,0.20000393688678741,14067712,EleutherAI/pythia-14m,step52000,52000
It was a gaseous atmosphere.,1,5,0.20000441372394562,14067712,EleutherAI/pythia-14m,step52000,52000
It was a gaseous atmosphere.,2,5,0.3005388677120209,14067712,EleutherAI/pythia-14m,step52000,52000
It was a gaseous atmosphere.,3,5,0.33978626132011414,14067712,EleutherAI/pythia-14m,step52000,52000
It was a gold band.,0,0,0.39047977328300476,14067712,EleutherAI/pythia-14m,step52000,52000
It was a gold band.,1,0,0.2796870768070221,14067712,EleutherAI/pythia-14m,step52000,52000
It was a gold band.,2,0,0.13655465841293335,14067712,EleutherAI/pythia-14m,step52000,52000
It was a gold band.,3,0,0.38108164072036743,14067712,EleutherAI/pythia-14m,step52000,52000
It was a gold band.,0,1,0.2908099591732025,14067712,EleutherAI/pythia-14m,step52000,52000
It was a gold band.,1,1,0.37816041707992554,14067712,EleutherAI/pythia-14m,step52000,52000
It was a gold band.,2,1,0.35289111733436584,14067712,EleutherAI/pythia-14m,step52000,52000
It was a gold band.,3,1,0.18238918483257294,14067712,EleutherAI/pythia-14m,step52000,52000
